Row ID,Orginal
7462,Austin had fun one night watcing movies with their friends. 
7463,---------------
7464,Remy started to dance because he had been drinking. 
7465,Remy started to dance because he had been drinking. 
7466,Remy started to dance because he had been drinking. 
7467,---------------
7468,Riley screamed in pain as the person across from them smashed their fists into Riley. 
7469,Riley screamed in pain as the person across from them smashed their fists into Riley. 
7470,Riley screamed in pain as the person across from them smashed their fists into Riley. 
7471,---------------
7472,Taylor was waiting on the birth of his child. Quinn had asked about the baby and Taylor was going to keep Quinn posted. 
7473,Taylor was waiting on the birth of his child. Quinn had asked about the baby and Taylor was going to keep Quinn posted. 
7474,Taylor was waiting on the birth of his child. Quinn had asked about the baby and Taylor was going to keep Quinn posted. 
7475,---------------
7476,"When Riley noticed Jesse, he stared at him with suspicious eyes. "
7477,"When Riley noticed Jesse, he stared at him with suspicious eyes. "
7478,"When Riley noticed Jesse, he stared at him with suspicious eyes. "
7479,---------------
7480,Jordan was going for a walk and brought the kids. 
7481,Jordan was going for a walk and brought the kids. 
7482,Jordan was going for a walk and brought the kids. 
7483,---------------
7484,kendall was a nice and caring person so she wrapped a scarf around my neck. 
7485,kendall was a nice and caring person so she wrapped a scarf around my neck. 
7486,kendall was a nice and caring person so she wrapped a scarf around my neck. 
7487,---------------
7488,Riley went out to the club with some friends excited for the weekend. 
7489,Riley went out to the club with some friends excited for the weekend. 
7490,Riley went out to the club with some friends excited for the weekend. 
7491,---------------
7492,Lee gave Taylor's friend a ride to the store when Taylor was unable to help. 
7493,Lee gave Taylor's friend a ride to the store when Taylor was unable to help. 
7494,Lee gave Taylor's friend a ride to the store when Taylor was unable to help. 
7495,---------------
7496,Lee found their friends at the food court at the mall. 
7497,Lee found their friends at the food court at the mall. 
7498,Lee found their friends at the food court at the mall. 
7499,---------------
7500,Kai studied all day and finished her homework first. 
7501,Kai studied all day and finished her homework first. 
7502,Kai studied all day and finished her homework first. 
7503,---------------
7504,Quinn had gotten in a fight with their friend and then Quinn rubbed salt in the wound. 
7505,Quinn had gotten in a fight with their friend and then Quinn rubbed salt in the wound. 
7506,Quinn had gotten in a fight with their friend and then Quinn rubbed salt in the wound. 
7507,---------------
7508,Alex looked it up online when she couldn't find the information in a book. 
7509,Alex looked it up online when she couldn't find the information in a book. 
7510,Alex looked it up online when she couldn't find the information in a book. 
7511,---------------
7512,Casey called Aubrey's parents and wanted to find out information on Aubrey's birthday. 
7513,Casey called Aubrey's parents and wanted to find out information on Aubrey's birthday. 
7514,Casey called Aubrey's parents and wanted to find out information on Aubrey's birthday. 
7515,---------------
7516,"Jordan felt bad after eating a rotten apple, but didn't care. "
7517,"Jordan felt bad after eating a rotten apple, but didn't care. "
7518,"Jordan felt bad after eating a rotten apple, but didn't care. "
7519,---------------
7520,"As it was part of his duties, Alex carried Robin into the execution. "
7521,"As it was part of his duties, Alex carried Robin into the execution. "
7522,"As it was part of his duties, Alex carried Robin into the execution. "
7523,---------------
7524,Carson's son was not allowed on the Other's football team because of his poor eyesight. Carson took his son to the eye doctor. 
7525,Carson's son was not allowed on the Other's football team because of his poor eyesight. Carson took his son to the eye doctor. 
7526,Carson's son was not allowed on the Other's football team because of his poor eyesight. Carson took his son to the eye doctor. 
7527,---------------
7528,Tracy crossed the Rubicon and went across to see everything else. 
7529,Tracy crossed the Rubicon and went across to see everything else. 
7530,Tracy crossed the Rubicon and went across to see everything else. 
7531,---------------
7532,Kendall caught Jordan's eyes when Kendall wore a new dress for the party. 
7533,Kendall caught Jordan's eyes when Kendall wore a new dress for the party. 
7534,Kendall caught Jordan's eyes when Kendall wore a new dress for the party. 
7535,---------------
7536,Aubrey went to the park for a walk and met a stranger there. 
7537,Aubrey went to the park for a walk and met a stranger there. 
7538,Aubrey went to the park for a walk and met a stranger there. 
7539,---------------
7540,Casey told their problems to the mail person that delivered to their home. 
7541,Casey told their problems to the mail person that delivered to their home. 
7542,Casey told their problems to the mail person that delivered to their home. 
7543,---------------
7544,"Even though they were quite embarrassed to miss a problem in front of the entire class, Quinn stood corrected after their mistake. "
7545,"Even though they were quite embarrassed to miss a problem in front of the entire class, Quinn stood corrected after their mistake. "
7546,"Even though they were quite embarrassed to miss a problem in front of the entire class, Quinn stood corrected after their mistake. "
7547,---------------
7548,Carson smoked their pipe but only outside in the yard. 
7549,Carson smoked their pipe but only outside in the yard. 
7550,Carson smoked their pipe but only outside in the yard. 
7551,---------------
7552,Kendall had two kids and didn't want to take care of them so they dropped the kids off at a fire station. 
7553,Kendall had two kids and didn't want to take care of them so they dropped the kids off at a fire station. 
7554,Kendall had two kids and didn't want to take care of them so they dropped the kids off at a fire station. 
7555,---------------
7556,After much discussion it was decided that Tracy had done the most research. Quinn held a meeting using Tracy's forms. 
7557,After much discussion it was decided that Tracy had done the most research. Quinn held a meeting using Tracy's forms. 
7558,After much discussion it was decided that Tracy had done the most research. Quinn held a meeting using Tracy's forms. 
7559,---------------
7560,Skylar took a gander at the dogs as he was looking at them in the store. 
7561,Skylar took a gander at the dogs as he was looking at them in the store. 
7562,Skylar took a gander at the dogs as he was looking at them in the store. 
7563,---------------
7564,Taylor gave their friend a hug in front of all the others. 
7565,Taylor gave their friend a hug in front of all the others. 
7566,Taylor gave their friend a hug in front of all the others. 
7567,---------------
7568,Tracy went out with their friends and Tracy decided to pay for their entire bill for everyone. 
7569,Tracy went out with their friends and Tracy decided to pay for their entire bill for everyone. 
7570,Tracy went out with their friends and Tracy decided to pay for their entire bill for everyone. 
7571,---------------
7572,Jan decided to quit their job to get a better job as a banker. 
7573,Jan decided to quit their job to get a better job as a banker. 
7574,Jan decided to quit their job to get a better job as a banker. 
7575,---------------
7576,Jan wasted all their money when she went gambling. 
7577,Jan wasted all their money when she went gambling. 
7578,Jan wasted all their money when she went gambling. 
7579,---------------
7580,"Austin was feeling generous after getting a big bonus at work, so Austin took the family out to dinner. "
7581,"Austin was feeling generous after getting a big bonus at work, so Austin took the family out to dinner. "
7582,"Austin was feeling generous after getting a big bonus at work, so Austin took the family out to dinner. "
7583,---------------
7584,Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. 
7585,Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. 
7586,Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. 
7587,---------------
7588,"Looking to get away from the crowd, Jordan ran quickly. "
7589,"Looking to get away from the crowd, Jordan ran quickly. "
7590,"Looking to get away from the crowd, Jordan ran quickly. "
7591,---------------
7592,Quinn just got a promotion.  They moved into a new and larger house. 
7593,Quinn just got a promotion.  They moved into a new and larger house. 
7594,Quinn just got a promotion.  They moved into a new and larger house. 
7595,---------------
7596,Kai grabbed Carson's tools and put them away because Carson was being lazy. 
7597,Kai grabbed Carson's tools and put them away because Carson was being lazy. 
7598,Kai grabbed Carson's tools and put them away because Carson was being lazy. 
7599,---------------
7600,Jesse used notes throughout this book to learn as much as they could. 
7601,Jesse used notes throughout this book to learn as much as they could. 
7602,Jesse used notes throughout this book to learn as much as they could. 
7603,---------------
7604,Jesse said something mean to Riley and Riley regarded them with hurtful eyes. 
7605,Jesse said something mean to Riley and Riley regarded them with hurtful eyes. 
7606,Jesse said something mean to Riley and Riley regarded them with hurtful eyes. 
7607,---------------
7608,Aubrey didn't use sugar anymore in order to lose weight. 
7609,Aubrey didn't use sugar anymore in order to lose weight. 
7610,Aubrey didn't use sugar anymore in order to lose weight. 
7611,---------------
7612,Kendall drank every night with their friends. 
7613,Kendall drank every night with their friends. 
7614,Kendall drank every night with their friends. 
7615,---------------
7616,"Riley wanted to show off their cooking skills, so Riley made fish in the kitchen. "
7617,"Riley wanted to show off their cooking skills, so Riley made fish in the kitchen. "
7618,"Riley wanted to show off their cooking skills, so Riley made fish in the kitchen. "
7619,---------------
7620,Mark offered Austin chocolate cake with sprinkles. Austin wanted ice cream instead. 
7621,Mark offered Austin chocolate cake with sprinkles. Austin wanted ice cream instead. 
7622,Mark offered Austin chocolate cake with sprinkles. Austin wanted ice cream instead. 
7623,---------------
7624,Robin changed Aubrey's clothes before she went swimming because they wanted to make sure that Aubrey doesn't wet her old clothes. 
7625,Robin changed Aubrey's clothes before she went swimming because they wanted to make sure that Aubrey doesn't wet her old clothes. 
7626,Robin changed Aubrey's clothes before she went swimming because they wanted to make sure that Aubrey doesn't wet her old clothes. 
7627,---------------
7628,Jordan ran quickly to the door when they heard the delivery person. 
7629,Jordan ran quickly to the door when they heard the delivery person. 
7630,Jordan ran quickly to the door when they heard the delivery person. 
7631,---------------
7632,Kendall was jealous that it was their sister's birthday that day. 
7633,Kendall was jealous that it was their sister's birthday that day. 
7634,Kendall was jealous that it was their sister's birthday that day. 
7635,---------------
7636,Riley regarded Jesse with watchful eyes as he walked down her street because he looked different than her. 
7637,Riley regarded Jesse with watchful eyes as he walked down her street because he looked different than her. 
7638,Riley regarded Jesse with watchful eyes as he walked down her street because he looked different than her. 
7639,---------------
7640,Skylar lost their character and laughed in class at a joke that was made. 
7641,Skylar lost their character and laughed in class at a joke that was made. 
7642,Skylar lost their character and laughed in class at a joke that was made. 
7643,---------------
7644,"Tracy had a gift for fixing up places, so Tracy bought an old house. "
7645,"Tracy had a gift for fixing up places, so Tracy bought an old house. "
7646,"Tracy had a gift for fixing up places, so Tracy bought an old house. "
7647,---------------
7648,"Remy and Quinn were having an affair, and then Remy's wife found out. "
7649,"Remy and Quinn were having an affair, and then Remy's wife found out. "
7650,"Remy and Quinn were having an affair, and then Remy's wife found out. "
7651,---------------
7652,Robin was on a long road trip and had to stop by a gas station. Robin got out of the car and pumped their gas. 
7653,Robin was on a long road trip and had to stop by a gas station. Robin got out of the car and pumped their gas. 
7654,Robin was on a long road trip and had to stop by a gas station. Robin got out of the car and pumped their gas. 
7655,---------------
7656,Alex left Robin and told her to never call him again. 
7657,Alex left Robin and told her to never call him again. 
7658,Alex left Robin and told her to never call him again. 
7659,---------------
7660,"Lee could not figure out how to play the videogame, but Lee spent the effort trying. "
7661,"Lee could not figure out how to play the videogame, but Lee spent the effort trying. "
7662,"Lee could not figure out how to play the videogame, but Lee spent the effort trying. "
7663,---------------
7664,Taylor had gotten very drunk and pissed on Jesse's bonfire. 
7665,Taylor had gotten very drunk and pissed on Jesse's bonfire. 
7666,Taylor had gotten very drunk and pissed on Jesse's bonfire. 
7667,---------------
7668,"Kai recently purchased new clothes, but then found out they didn't fit. "
7669,"Kai recently purchased new clothes, but then found out they didn't fit. "
7670,"Kai recently purchased new clothes, but then found out they didn't fit. "
7671,---------------
7672,Casey put food where Collin had been sitting because he got up to go to the bathroom. 
7673,Casey put food where Collin had been sitting because he got up to go to the bathroom. 
7674,Casey put food where Collin had been sitting because he got up to go to the bathroom. 
7675,---------------
7676,Carson tried to fight Robin but Robin refused and told Kai to back off. 
7677,Carson tried to fight Robin but Robin refused and told Kai to back off. 
7678,Carson tried to fight Robin but Robin refused and told Kai to back off. 
7679,---------------
7680,Cameron leaved early in the morning so he could get their on time. 
7681,Cameron leaved early in the morning so he could get their on time. 
7682,Cameron leaved early in the morning so he could get their on time. 
7683,---------------
7684,Sydney appointed a detective to investigate the string of robberies. 
7685,Sydney appointed a detective to investigate the string of robberies. 
7686,Sydney appointed a detective to investigate the string of robberies. 
7687,---------------
7688,Jordan began to eat the food not knowing that he was allergic to an ingredient. 
7689,Jordan began to eat the food not knowing that he was allergic to an ingredient. 
7690,Jordan began to eat the food not knowing that he was allergic to an ingredient. 
7691,---------------
7692,Sasha gave Bob a haircut for free because he couldn't afford it. 
7693,Sasha gave Bob a haircut for free because he couldn't afford it. 
7694,Sasha gave Bob a haircut for free because he couldn't afford it. 
7695,---------------
7696,Robin was rushing and took their class test quickly. 
7697,Robin was rushing and took their class test quickly. 
7698,Robin was rushing and took their class test quickly. 
7699,---------------
7700,Jan found friends and she routinely enjoyed their company and support. 
7701,Jan found friends and she routinely enjoyed their company and support. 
7702,Jan found friends and she routinely enjoyed their company and support. 
7703,---------------
7704,Robin proposed another solution after the first one was not successful. 
7705,Robin proposed another solution after the first one was not successful. 
7706,Robin proposed another solution after the first one was not successful. 
7707,---------------
7708,Riley was not able to get a word in edgewise when having dinner out with her family. 
7709,Riley was not able to get a word in edgewise when having dinner out with her family. 
7710,Riley was not able to get a word in edgewise when having dinner out with her family. 
7711,---------------
7712,Tracy gave a gift to my friend and told my friend that I had suggested the gift. 
7713,Tracy gave a gift to my friend and told my friend that I had suggested the gift. 
7714,Tracy gave a gift to my friend and told my friend that I had suggested the gift. 
7715,---------------
7716,Aubrey understood Remy better and better the more they spent time together. 
7717,Aubrey understood Remy better and better the more they spent time together. 
7718,Aubrey understood Remy better and better the more they spent time together. 
7719,---------------
7720,"Alex and his cohorts, the former criminal masterminds for the Lupino family, made their escape from jail. "
7721,"Alex and his cohorts, the former criminal masterminds for the Lupino family, made their escape from jail. "
7722,"Alex and his cohorts, the former criminal masterminds for the Lupino family, made their escape from jail. "
7723,---------------
7724,Kai handed back the newspaper and had to go to the other store in town. 
7725,Kai handed back the newspaper and had to go to the other store in town. 
7726,Kai handed back the newspaper and had to go to the other store in town. 
7727,---------------
7728,Kai was swinging the bat without paying attention and swung through the posts. 
7729,Kai was swinging the bat without paying attention and swung through the posts. 
7730,Kai was swinging the bat without paying attention and swung through the posts. 
7731,---------------
7732,Riley was competing in a gymnastics meet. Riley felt worse after she lost. 
7733,Riley was competing in a gymnastics meet. Riley felt worse after she lost. 
7734,Riley was competing in a gymnastics meet. Riley felt worse after she lost. 
7735,---------------
7736,"Jordan found out that they were very ill, but they made light of the ailment. "
7737,"Jordan found out that they were very ill, but they made light of the ailment. "
7738,"Jordan found out that they were very ill, but they made light of the ailment. "
7739,---------------
7740,"Quinn was sick and called out on Monday, but Quinn went to work the next day. "
7741,"Quinn was sick and called out on Monday, but Quinn went to work the next day. "
7742,"Quinn was sick and called out on Monday, but Quinn went to work the next day. "
7743,---------------
7744,"Alex sets up a fund raiser for under privileged children. Alex earns about $5,000 but only gives $2,500 to charity. "
7745,"Alex sets up a fund raiser for under privileged children. Alex earns about $5,000 but only gives $2,500 to charity. "
7746,"Alex sets up a fund raiser for under privileged children. Alex earns about $5,000 but only gives $2,500 to charity. "
7747,---------------
7748,Ash was late to the movie theater and missed her date out with friends. 
7749,Ash was late to the movie theater and missed her date out with friends. 
7750,Ash was late to the movie theater and missed her date out with friends. 
7751,---------------
7752,Taylor attended Lee's father's funeral and offered support before leaving. 
7753,Taylor attended Lee's father's funeral and offered support before leaving. 
7754,Taylor attended Lee's father's funeral and offered support before leaving. 
7755,---------------
7756,Riley was very suspicious of the situation and regarded Jesse with observant eyes. 
7757,Riley was very suspicious of the situation and regarded Jesse with observant eyes. 
7758,Riley was very suspicious of the situation and regarded Jesse with observant eyes. 
7759,---------------
7760,"Sydney wanted to celebrate the holiday with friends, so Sydney had a Christmas party. "
7761,"Sydney wanted to celebrate the holiday with friends, so Sydney had a Christmas party. "
7762,"Sydney wanted to celebrate the holiday with friends, so Sydney had a Christmas party. "
7763,---------------
7764,Kendall grabs Jordan's hands tightly. Kendall begs Jordan not to break up with them but Jordan won't change their mind. Kendall leaves crying. 
7765,Kendall grabs Jordan's hands tightly. Kendall begs Jordan not to break up with them but Jordan won't change their mind. Kendall leaves crying. 
7766,Kendall grabs Jordan's hands tightly. Kendall begs Jordan not to break up with them but Jordan won't change their mind. Kendall leaves crying. 
7767,---------------
7768,Austin was an intern and so he worked without pay. 
7769,Austin was an intern and so he worked without pay. 
7770,Austin was an intern and so he worked without pay. 
7771,---------------
7772,"Jordan was very hungry so he went to a restaurant. Once served, he began to eat. "
7773,"Jordan was very hungry so he went to a restaurant. Once served, he began to eat. "
7774,"Jordan was very hungry so he went to a restaurant. Once served, he began to eat. "
7775,---------------
7776,Kendall was watching a friend's dog. Kendall didn't know anything about  the dog. 
7777,Kendall was watching a friend's dog. Kendall didn't know anything about  the dog. 
7778,Kendall was watching a friend's dog. Kendall didn't know anything about  the dog. 
7779,---------------
7780,Kendall parallel parked so they could pass the driving test and get their license. 
7781,Kendall parallel parked so they could pass the driving test and get their license. 
7782,Kendall parallel parked so they could pass the driving test and get their license. 
7783,---------------
7784,Bailey destroyed the enemy's bunker and won the war. 
7785,Bailey destroyed the enemy's bunker and won the war. 
7786,Bailey destroyed the enemy's bunker and won the war. 
7787,---------------
7788,Kai told Kendall the reason about the accident in the lake last month. 
7789,Kai told Kendall the reason about the accident in the lake last month. 
7790,Kai told Kendall the reason about the accident in the lake last month. 
7791,---------------
7792,Kai improved Jan's picture and she loved how it came out. 
7793,Kai improved Jan's picture and she loved how it came out. 
7794,Kai improved Jan's picture and she loved how it came out. 
7795,---------------
7796,Tracy's kids wanted ice cream so Aubrey fed the kids ice cream. 
7797,Tracy's kids wanted ice cream so Aubrey fed the kids ice cream. 
7798,Tracy's kids wanted ice cream so Aubrey fed the kids ice cream. 
7799,---------------
7800,Aubrey the officer pulled a driver over for speeding on the road. 
7801,Aubrey the officer pulled a driver over for speeding on the road. 
7802,Aubrey the officer pulled a driver over for speeding on the road. 
7803,---------------
