,idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1056,1056, Jesse had a date with Cameron when her friend called to see if she wanted to go see Lady Gaga live  Instead of keeping her date Jesse stood Cameron up and went to the concert, Jesse ditched his plans with Cameron to go see Lady Gaga perform live after her friend invited him at the last minute," When her friend called to ask if she wanted to join her at a Lady Gaga concert, Jesse decided to bail on her date with Cameron and go instead",2,2,2,2,0.07724165916442871,0.06296855211257935,0.783837080001831,0.7578630447387695
1057,1057, Lee gave Taylor's friend a tip at the restaurant that night, Lee handed Taylor's buddy a suggestion at the eatery that evening, Lee generously offered a recommendation to Taylor's friend at dinner that night,2,1,2,1,0.06554925441741943,0.07365918159484863,0.715415358543396,0.7874495387077332
1058,1058, Ash threw up their arms on the very fun roller coaster, Ash raised their arms in excitement on the thrilling roller coaster, Ash let out a joyful shout and threw up their hands as they experienced the thrill of the roller coaster,0,1,0,0,0.07527780532836914,0.0755774974822998,0.8760351538658142,0.7976217865943909
1059,1059, Quinn handed the book back to the librarian before reading it, Quinn returned the book to the librarian before delving into its pages, Quinn kindly gave the book back to the librarian before starting to read it,1,1,2,0,0.09914684295654297,0.11916708946228027,0.8579838275909424,0.9926575422286987
1060,1060, Lee found their friends outside and playing in the park nearby, Lee discovered his buddies hanging outdoors and engaging in some fun activities in the nearby park, Lee found her pals enjoying the great outdoors and playing games in the nearby green space,2,2,2,2,0.07491534948348999,0.07404565811157227,0.8394450545310974,0.8427484035491943
1061,1061, Casey never received attention from boys so she went to go get a new haircut, Casey's lack of attention from boys prompted her to get a fresh haircut," Feeling overlooked by the boys, Casey decided to update her look with a new haircut",2,2,2,2,0.10696089267730713,0.09186661243438721,0.8834109902381897,0.8462765216827393
1062,1062, It was almost time for Tracy to go to work  Robin left Tracy's home," Tracy was almost ready to head out to work, and Robin had already left her house"," Tracy was getting ready to start her day at work, and Robin had just left her place",2,2,2,0,0.09121453762054443,0.08025515079498291,0.8208234906196594,0.7406507134437561
1063,1063, Jordan affected children's happiness and wanted to be a foster parent, Jordan felt a strong desire to become a foster parent after realizing the impact he could have on children's happiness, Jordan was deeply moved by the plight of children in need and wanted to open her heart and home as a foster parent to bring them joy,0,0,0,0,0.0744396448135376,0.05738246440887451,0.7711219787597656,0.6414574384689331
1064,1064," ash could tell this person did not want to listen to him anymore, so he got to the point"," He knew she had lost interest in what he was saying, so he cut to the chase"," She sensed that he was no longer engaging her in conversation, so she gave him a hint to wrap it up",0,0,0,2,0.046868205070495605,0.04317289590835571,0.4853982925415039,0.47276562452316284
1065,1065, Jesse lived with their wife to help with the bills and to be happy together, Jesse resided with their spouse to support shared financial responsibilities and maintain a harmonious partnership, Jesse co-habitated with their partner to alleviate monetary burdens and foster a joyful union,1,0,0,2,0.07181298732757568,0.06176549196243286,0.7522864937782288,0.6385169625282288
1066,1066, Jan didn't like the way her picture turned out so she asked Kai to fix it  Kai improved Jan's picture as understood," Jan wasn't thrilled with the way her photo turned out, so she requested that Kai tweak it  Kai stepped in and made some adjustments to Jan's photo, understanding her needs"," Jan was disappointed with how her picture came out, so she politely asked Kai if he could enhance it for her  Kai was happy to help and made the necessary changes to Jan's photo, getting it just right",2,2,1,2,0.10608339309692383,0.0935443639755249,0.9387048482894897,0.8287729024887085
1067,1067, Aubrey fed Tracy's kids lunch today when Tracy had to go to work, Aubrey provided nourishment for Tracy's young ones while Tracy was busy at the office, Aubrey so kindly fed Tracy's adorable kiddos lunch today when Tracy had a work commitment to attend to,0,0,0,1,0.10528677701950073,0.11247539520263672,0.8937522172927856,1.0000654458999634
1068,1068," After a long day at work, Jan came out at night with coworkers"," After a grueling day at the office, Jan headed out for a night on the town with his colleagues"," Following a lengthy workday, Jan joined her coworkers for a fun evening out",1,1,1,1,0.0785210132598877,0.08282703161239624,0.6905569434165955,0.7716983556747437
1069,1069, Kendall snatched their journal away so that nobody else could read it, Kendall wrested the journal from the hands of others so that no one else could read it, Kendall snatched the journal away quickly to prevent others from reading it,0,0,0,0,0.10472226142883301,0.11855113506317139,0.772778332233429,0.8768914937973022
1070,1070, Ash redeemed himself after he wound up falling down while playing the basketball game, Ash regained his composure and proved his skills after he got back on his feet following a tumble during the basketball game, Ash showed great resilience and determination after he recovered from falling down while playing the basketball game,2,2,2,2,0.0712708830833435,0.09209686517715454,0.7037174105644226,0.8701688051223755
1071,1071, Carson failed a test  They felt frustrated, Carson didn't do well on the test  He was frustrated and disappointed," Carson didn't pass the test, and it made her feel really upset and annoyed",0,0,0,2,0.08519476652145386,0.07160991430282593,0.7812316417694092,0.6271860003471375
1072,1072, Cameron got someone else to pick up the children from school, Cameron arranged for another person to collect the kids from school, Cameron had someone else pick up the children from school today,0,0,0,0,0.10121381282806396,0.11584335565567017,0.8784656524658203,0.986387312412262
1073,1073, Sasha got revenge on her sister for stealing her first boyfriend of two years, Sasha sought retribution against her sister for swiping her first beau of two years, Sasha took action to get even with her sister for stealing her long-time boyfriend of two years,1,2,2,1,0.0757361650466919,0.10055112838745117,0.7322266101837158,0.9024242162704468
1074,1074, After jumping off the roof of his house Quinn had trouble breathing, Quinn experienced difficulty catching his breath after leaping off the roof of his home," After jumping from the rooftop, Quinn struggled to inhale deeply due to discomfort",2,2,2,0,0.10509443283081055,0.07980334758758545,0.9289050102233887,0.7831637859344482
1075,1075, Sasha made Kai mad by messing with them, Sasha really ticked Kai off by playing pranks on them, Sasha annoyed Kai by teasing them and being a bit too playful,0,0,0,2,0.09604567289352417,0.08699965476989746,0.7299693822860718,0.7334555387496948
1076,1076, Remy gave Casey a different interpretation about what they thought happened, Remy offered Casey an alternate perspective on what they believed occurred, Remy shared a distinct understanding of the situation with Casey that differed from their original thoughts,0,0,0,1,0.12266373634338379,0.12516582012176514,1.118316888809204,1.0971108675003052
1077,1077, Robin and their friends wanted to go to a movie so Robin looked up movie times online," Robin and his buddies were itching to catch a flick, so he checked out the movie schedules online"," Robin and her pals were dying to see a film, so she looked up the showtimes online",0,0,0,0,0.06851297616958618,0.0664130449295044,0.7078733444213867,0.6603623032569885
1078,1078, Carson wanted to be a engineer so he attended school to get a degree, Carson pursued his dream of becoming an engineer by enrolling in a degree program to gain the necessary knowledge and skills," Carson was determined to become an engineer, so he went back to school to get the education he needed to achieve his goal",1,1,1,2,0.10393041372299194,0.10711288452148438,0.9790086150169373,0.9763226509094238
1079,1079, Austin sat on Bailey's lap because all the other chairs were taken, Austin perched himself on Bailey's knee because there were no other seats available, Austin cozied up on Bailey's lap because all the other chairs were occupied,0,2,0,2,0.07070517539978027,0.08181077241897583,0.7224515676498413,0.8536512851715088
1080,1080, Lee gave their friend Taylor a smile and laughed when Taylor made a joke, Lee flashed a grin at Taylor and guffawed heartily when Taylor cracked a joke, Lee bestowed a warm smile upon Taylor and giggled delightedly when Taylor made a witty comment,1,1,1,1,0.08630013465881348,0.08671176433563232,0.9478622674942017,1.018933892250061
1081,1081, Casey called Aubrey's parents to check how are they doing, Casey phoned Aubrey's folks to see how they were doing, Casey reached out to Aubrey's parents to check in on them and see how they were faring,2,2,2,1,0.09131348133087158,0.08233976364135742,0.7370293736457825,0.740007758140564
1082,1082, Sydney asked the teacher if Ash could have one when they were handing out books, Sydney inquired with the teacher if Ash could grab one book when they were passing them out, Sydney asked the teacher if Ash could have one of the books when they were being distributed,1,1,1,2,0.091541588306427,0.0990910530090332,0.8783206343650818,0.9203689098358154
1083,1083, Carson said thank you to his aunt for the strange and unwarranted gift she gave him, Carson expressed gratitude to his aunt for the bizarre and unasked-for present she bestowed upon him, Carson thanked his aunt warmly for the thoughtful yet unexpected gift she gave him,2,2,2,2,0.09804672002792358,0.10189783573150635,0.8698047399520874,0.9619474411010742
1084,1084, Jesse broke her leg and could not take the students on the trip after all, Jesse had a leg injury and was unable to chaperone the students on the trip as planned," Unfortunately, Jesse's leg injury prevented her from taking the students on the trip like she had originally planned",1,0,1,1,0.0746532678604126,0.07621842622756958,0.761556088924408,0.7467859387397766
1085,1085," Kendall's best friend, Anne, was getting married   However, Kendall knew nothing yet"," Kendall's buddy Anne was tying the knot, but Kendall was still in the dark"," Anne, Kendall's BFF, was set to walk down the aisle, but Kendall had no clue",0,0,0,1,0.07150954008102417,0.08518457412719727,0.7572099566459656,0.7787581086158752
1086,1086, Jordan shared their experience after wining the champion through different difficulties and challenges," Jordan spoke about their thrilling journey to victory, highlighting the various obstacles they overcame along the way"," Jordan proudly shared their inspiring story of perseverance and determination, showcasing how they rose above the challenges they faced",1,1,1,0,0.077090322971344,0.06949722766876221,0.6928175091743469,0.7096830606460571
1087,1087, Alex made their escape out of the dangerous building that was on fire, Alex made a daring escape from the blazing building, Alex quickly fled the burning structure to safety,2,2,2,2,0.08885949850082397,0.08101063966751099,0.8925464153289795,0.8199172616004944
1088,1088, Ash bought clothes for his new year at school, Ash invested in some fresh attire for his first day of school this new year, Ash shopped for some adorable outfits to kick off his new year at school in style,2,2,2,2,0.090068519115448,0.08475744724273682,0.8251394033432007,0.8234320282936096
1089,1089, Remy left school on account of having the flu that day, Remy skipped school due to a nasty case of the flu that day, Remy had to stay home from school because she was feeling really under the weather with the flu that day,0,0,0,0,0.09657025337219238,0.0730862021446228,0.8926897048950195,0.6972904205322266
1090,1090, Cameron was pushing her baby Aubrey in her stroller through the park  Aubrey threw toys out of the stroller, Cameron was pushing his baby Aubrey in her stroller through the park when Aubrey suddenly threw toys out of the stroller," Cameron gently pushed her precious baby Aubrey in her stroller through the park, but little Aubrey couldn't resist throwing her toys out of the stroller",1,1,1,1,0.09488832950592041,0.09002172946929932,1.0767117738723755,1.0072059631347656
1091,1091, Aubrey pulled them over for speeding too fast on the highway, Aubrey got them to slow down by pulling them over for driving too quickly on the highway, Aubrey had to stop them for exceeding the speed limit on the highway,1,1,1,0,0.10242944955825806,0.10510802268981934,0.8800264596939087,0.8336808681488037
1092,1092, Lee told Carson about an idea for a start up company  Carson told Lee it was risky to do it," Lee shared his startup concept with Carson, who expressed reservations about the venture's potential risks"," Lee confided in Carson about her innovative business idea, and Carson offered a word of caution about the risks involved",2,2,2,0,0.09635120630264282,0.08869963884353638,0.890954852104187,0.8210985660552979
1093,1093," My friend was selling popcorn to raise money for the Boy Scouts  Tracy loves popcorn, and placed a large order  Tracy gave money to my friend for the popcorn"," My buddy was fundraising for the Boy Scouts by selling popcorn, and Tracy - who's a total popcorn fan - placed a big order and paid me for it"," My friend was raising money for the Boy Scouts by selling popcorn, and Tracy - who absolutely loves popcorn - made a generous purchase and gave me the money",0,0,0,0,0.09954702854156494,0.10374867916107178,1.1027244329452515,1.1416292190551758
1094,1094, Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes," Riley watched Jesse closely because he suspected him of stealing, and his eyes seemed to pierce through Jesse's defenses"," Riley couldn't help but feel suspicious of Jesse whenever they were around each other, her gaze unconsciously drifting towards his hands as if searching for any signs of theft",2,2,2,1,0.09587442874908447,0.08022230863571167,0.9985090494155884,0.7645115852355957
1095,1095, Riley knows someone stole the necklace out of the drawer  Riley watches Jesse with watchful eyes, Riley is keeping a close eye on Jesse after discovering that the necklace went missing from the drawer, Riley can't help but feel suspicious of Jesse since the necklace vanished from the drawer,1,1,1,1,0.09387528896331787,0.0859951376914978,0.9577735662460327,0.856931209564209
1096,1096, Carson returned to Robin's house because Carson left his car keys on the table, Carson swung by Robin's crib to grab his keys 'cause he left 'em on the coffee table, Carson went back to Robin's house to retrieve his car keys since he carelessly left them on the end table,1,1,1,1,0.08913421630859375,0.09761333465576172,0.8654483556747437,0.9834334850311279
1097,1097, Taylor caught a cold in her throat and it wouldnt go away, Taylor battled a stubborn cold that lingered in his throat, Taylor contracted a persistent cough and sore throat that just wouldn't go away,2,2,2,2,0.07071441411972046,0.09795111417770386,0.7326276898384094,0.8874039053916931
1098,1098, Robin built a snowman in the snow and gave it a new name, Robin constructed a frosty figure in the winter wonderland and bestowed it with a fresh moniker, Robin carefully crafted a snowy friend in the backyard and lovingly named it,2,2,2,2,0.08543217182159424,0.0929112434387207,0.7436163425445557,0.7858798503875732
