,idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
10,10, Carson kissed Alex gently on the cheek and asked to go to dinner, Carson pecked Alex lightly on the cheek and invited him out for a romantic dinner, Carson softly kissed Alex on the cheek and asked him out for a lovely dinner date,1,1,1,1,0.09975171089172363,0.09522056579589844,0.8810206055641174,0.8566911220550537
11,11, Alex walked Robin towards the execution chamber for her last meal, Alex escorted Robin to the dining hall for her final farewell meal, Alex gently led Robin towards the dining area for her last supper,1,1,1,0,0.06835108995437622,0.07019942998886108,0.7207094430923462,0.7167215347290039
12,12, Carson was excited to wake up to attend school, Carson was stoked to rise and shine for another day of learning at school," Carson woke up bright and early, eager to start her day at school",0,0,2,1,0.08107900619506836,0.09089714288711548,0.7380160093307495,0.8355533480644226
13,13, Taylor proved Carson's point about who was the stronger wrestler of them all, Taylor solidified Carson's argument that he was the more skilled wrestler, Taylor's impressive performance reinforced Carson's belief that she was the better wrestler,0,0,1,0,0.10841339826583862,0.09479659795761108,0.9153152108192444,0.8411866426467896
14,14, Sydney went trick or treating and the others joined him happily," Sydney hit the streets for some trick-or-treating fun, and his buddies eagerly joined in on the action"," Sydney went door-to-door in her adorable costume, collecting treats with her friends by her side",2,0,0,2,0.11297059059143066,0.0745893120765686,0.9664257764816284,0.6865524649620056
15,15, Sasha set their trash on fire to get rid of it quickly, Sasha disposed of the trash by setting it ablaze to expedite the process," Sasha efficiently eliminated the unwanted waste by engulfing it in flames, saving time and effort",2,1,2,1,0.0897718071937561,0.07667136192321777,0.9100019931793213,0.7352850437164307
16,16, Robin dried up the paper and lit it on fire and it blew away, Robin scorched the paper with his fiery gaze and let it blaze away," Robin carefully dried up the paper with her gentle touch and set it ablaze, watching as it drifted away in the wind",1,1,1,1,0.08138656616210938,0.08594036102294922,0.8131154775619507,0.8359062075614929
17,17, Skylar went camping with friends and found the best campsite, Skylar and his buddies discovered a top-notch campsite during their outdoor adventure, Skylar had an amazing time camping with her gal pals and found a fantastic spot to set up their tents,1,1,1,1,0.06951427459716797,0.06759452819824219,0.7005091309547424,0.7078742980957031
18,18," Due to his car breaking down, Robin decided to ride with Jan's friends to school", Robin had to ditch his busted car and hop in with Jan's buddies for a ride to school," Since Robin's car wouldn't start, he joined Jan's group of friends for a reliable ride to class",0,2,0,0,0.08976095914840698,0.09170222282409668,0.8580297231674194,0.8560040593147278
19,19, Cameron took Kai's compliment seriously after the ballgame ended, Cameron was impressed by Kai's praise after the game and took it to heart, Cameron felt thrilled when Kai gave her a complement after the ballgame and appreciated the kind words,0,0,0,0,0.10286635160446167,0.10269546508789062,0.8579400181770325,0.924153208732605
20,20, Jordan taught art in elementary schools and was really great with his students," Jordan was an amazing art teacher for elementary school students, and he had a great rapport with them", Jordan was a talented and nurturing art instructor who worked well with his young students,2,2,2,1,0.09744417667388916,0.09923005104064941,0.9238474369049072,0.9727199077606201
21,21, Riley and the others were the best of friends and always supported each other, Riley and his buddies were tight-knit pals who always had each other's backs," Riley and her girlfriends were the best of pals, always there for one another through thick and thin",1,1,1,1,0.07810705900192261,0.07663482427597046,0.7855812311172485,0.7466885447502136
22,22, Taylor gave help to a friend who was having trouble keeping up with their bills, Taylor lent a hand to his buddy who was struggling to pay bills on time, Taylor offered support to her pal who was having difficulty managing their finances,1,1,1,1,0.07295268774032593,0.07053673267364502,0.7534987926483154,0.7077142000198364
23,23, Riley had twisted their leg and began to hurt so bad that they could not walk," Riley had badly sprained his ankle and was in agony, unable to put weight on it"," Riley had severely twisted their ankle and was experiencing excruciating pain, making it difficult to walk",0,0,0,1,0.056011319160461426,0.07907271385192871,0.6063743233680725,0.8025437593460083
24,24, Carson was at a friend's house but suddenly announced they needed to go home, Carson suddenly revealed he had to head back home due to an urgent matter at his place, Carson exclaimed that she needed to leave her friend's house immediately to attend to something important at home,2,2,2,2,0.07100516557693481,0.07370036840438843,0.6255322694778442,0.6802611351013184
25,25, Taylor taught math in the schools after studying to be a teacher for four years, Taylor put his math skills to good use by teaching the subject in local schools after completing a four-year degree in education," With her passion for mathematics and four years of teacher training under her belt, Taylor found a fulfilling career as a math teacher in local schools",2,2,2,0,0.10812723636627197,0.09716594219207764,1.0709595680236816,0.9923661947250366
26,26, Tracy led their army and fought hard in the war until they sat upon the throne," Tracy commanded their troops with bravery and determination, ultimately securing victory and claiming the throne"," Tracy skillfully directed her army, demonstrating remarkable strength and leadership in the war, resulting in her ascension to the throne",2,2,2,2,0.08344954252243042,0.07496404647827148,0.8789386749267578,0.8121775388717651
27,27, Kendall watched baseball with his friends after working hard all week at his job, Kendall caught a ball game with his buddies after putting in a solid week at work, Kendall spent his well-deserved downtime watching baseball with his pals after a long week of grinding at the office,1,1,1,1,0.10237884521484375,0.09429675340652466,0.8258042931556702,0.7808250188827515
28,28, kai was bored and had nothing to do so he played card games, Kai was feeling restless and decided to pass the time by indulging in some card games," Kai felt bored and needed something to do, so she pulled out her deck of cards and played a few games",2,2,2,2,0.08826780319213867,0.10877859592437744,0.7953202724456787,0.9422093629837036
29,29," Robin changed Aubrey into clean clothes, so they can both go to the big play"," Robin swapped Aubrey's grimy duds for some fresh clothes, so they could both enjoy the big game"," Robin carefully selected a new outfit for Aubrey, ensuring they both looked their best for the big performance",2,2,2,0,0.07393515110015869,0.07508498430252075,0.6646512746810913,0.7056323289871216
30,30, Kendall wrapped string around my neck to measure the collar of a shirt, Kendall looped a length of string around my neck to gauge the size of the collar on this shirt, Kendall carefully wrapped a piece of string around my neck to measure the fit of the shirt's collar,1,1,1,0,0.11906957626342773,0.11462986469268799,1.1512198448181152,1.092028260231018
31,31, Aubrey gave it to Kai's friend  Kai had thought for sure and hoped that she would get it instead," Aubrey handed the item over to Kai's buddy, who had been hoping against hope that he would get it instead"," Aubrey gifted the item to Kai's friend, who had secretly wished and dreamed of receiving it",1,1,1,1,0.10166382789611816,0.10361307859420776,0.7867976427078247,0.8403387665748596
32,32, jan took them to NYC so that they could experience the city for the first time, Jan took us on an adventure to NYC so we could explore the city for the first time, Jan treated us to a trip to NYC so we could discover all the amazing sights and sounds for the first time,0,2,0,0,0.0755351185798645,0.06820529699325562,0.745955765247345,0.6766963005065918
33,33, Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong, Tracy had a meltdown on the couch while watching the history channel because they got some major facts wrong, Tracy was so upset on the couch while watching the history channel because they couldn't believe how many inaccuracies there were,1,0,1,1,0.08796286582946777,0.07593721151351929,0.827425479888916,0.728635311126709
34,34, carson hated lee and his family so he took the risk to injure lee," Carson was fed up with Lee and his family, so he decided to take a risk and hurt Lee"," Carson was filled with resentment towards Lee and his family, so he took a dangerous step and injured Lee",1,1,1,1,0.1169975996017456,0.10353446006774902,0.970996618270874,0.8905964493751526
35,35, Robin stayed outside and tried to finish the game of volleyball she was playing," Robin played a fierce game of volleyball with her friends outside, determined to win"," Robin enjoyed playing a fun game of volleyball with her pals in the great outdoors, striving for victory",1,2,2,2,0.08481752872467041,0.07641774415969849,0.8433862924575806,0.7573336958885193
36,36, Carson returned to Robin's house after previously storming out during a huge fight, Carson made a dramatic exit from Robin's house after their heated argument reached its peak," After a tense and emotional fight, Carson left Robin's home in a huff, still fuming over their differences",1,0,1,1,0.1070406436920166,0.08886963129043579,0.9080830812454224,0.8286583423614502
37,37, Robin didn't know why she was having bad luck but found the answer," Robin couldn't figure out why he was experiencing a streak of bad luck, but eventually discovered the solution"," Robin felt mystified by her recurring misfortunes, but eventually uncovered the reason",1,1,1,1,0.10997486114501953,0.07894033193588257,0.9361515045166016,0.6950521469116211
38,38, Jordan's son was growing out of their shoes  Jordan took their son to the shoe store," Jordan's boy was outgrowing his kicks, so Jordan took him to get some new ones"," Jordan noticed that their child was running out of room in their shoes, so they took them to the shoe store for a replacement",2,2,2,2,0.07535552978515625,0.09293609857559204,0.7392551898956299,0.9288740754127502
39,39, ash was cut short even though everyone wanted to hear what ash had to say," Ash's statement was abruptly ended, despite everyone's desire to hear his thoughts"," Everyone was eager to hear Ash's input, but unfortunately, their time was cut short",2,2,2,2,0.09206640720367432,0.08445727825164795,0.8401130437850952,0.7903507947921753
40,40, Jordan was talking to a group of friends  Jordan talked behind Ash's back to fit in, Jordan was chatting with his buddies when he whispered some stuff about Ash to fit in with the group, Jordan was talking to her girlfriends when she shared some juicy gossip about Ash behind his back to be part of the clique,2,2,2,2,0.0679631233215332,0.06097966432571411,0.784522294998169,0.6780799627304077
41,41, jordan wanted to be nice to a girl so he took her to the shoe store," Jordan was eager to impress the girl, so he suggested they go to the shoe store together"," Jordan wanted to make a good impression on the girl, so he took her to the shoe store to find her dream shoes",1,2,2,1,0.09326726198196411,0.09218955039978027,0.7905629873275757,0.8329602479934692
42,42, Aubrey understood Remy better and met his needs more efficiently as his nurse, Aubrey had a solid grasp of Remy's needs and effectively met them as his nurse, Aubrey was able to understand Remy on a deeper level and provide exceptional care as his nurse,1,1,1,1,0.10080045461654663,0.10272794961929321,0.8562677502632141,0.9057027697563171
43,43, Aubrey kept the baby up at night to watch for a concussion, Aubrey stayed up all night keeping watch for any signs of a concussion in the baby," Aubrey was vigilant throughout the night, monitoring the baby for any potential signs of a concussion",2,2,2,1,0.13869190216064453,0.11510848999023438,1.0506129264831543,0.9494625329971313
44,44, Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie, Robin cleverly obscured Riley's view of the explicit sex scene to avoid her discomfort, Robin tactfully covered Riley's eyes to spare her the embarrassment of witnessing the graphic sex scene,2,2,1,1,0.09191489219665527,0.08164262771606445,0.8553880453109741,0.7831118106842041
45,45, Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding, Quinn embraced Jordan before revealing the surprise gift they had been keeping under wraps, Quinn gently wrapped their arms around Jordan and then surprised them with the gift they had been keeping hidden,1,1,1,0,0.11515963077545166,0.11446356773376465,1.0312879085540771,1.0588113069534302
46,46, Bailey passed Jesse on his driving examination after he passed with flying colors, Bailey aced his driving test after showing off his skills with flying colors, Bailey impressed the examiner with his driving abilities and passed with high scores,0,0,0,0,0.0855758786201477,0.07117223739624023,0.8155730366706848,0.7325873374938965
47,47, Austin was taking a test and found it difficult at first," Austin was really struggling with the test at first, but he pushed through and powered through to the end"," At first, Austin found the test to be quite challenging, but he persevered and did his best despite the difficulties",0,0,2,2,0.08501482009887695,0.09418809413909912,0.6992887258529663,0.777133047580719
48,48," Quinn was playing and froliking in the snow, making snow angels and snowballs"," Quinn was having a blast outside, enjoying the snowy weather by creating snowballs and snow angels"," Quinn was playing happily in the snow, making adorable snow angels and throwing snowballs with her friends",2,2,2,2,0.09342658519744873,0.09558248519897461,1.0226824283599854,1.0445159673690796
49,49, Tracy gave money to my friend who needed it but failed to by it back as they promised," Tracy lent money to my buddy who was in a tight spot, but he didn't follow through on his promise to pay me back"," Tracy gave money to my friend who really needed it, but they didn't end up buying what they said they would buy with the funds",1,1,1,2,0.10060107707977295,0.10119932889938354,0.8758753538131714,0.8424804210662842
50,50, Camerson was grading Bailey's research paper  Cameron felt satisfied with Bailey's work, Camerson was impressed with Bailey's research paper and felt a sense of satisfaction with the work," Bailey's research paper caught Cameron's attention, and she was pleased with the effort put into the project",0,0,0,1,0.09275084733963013,0.07537639141082764,0.9131619334220886,0.7940160036087036
51,51," Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head"," Skylar was shoved by the bully in the lunch line, so Skylar gave them a splash of milk to cool down"," Skylar was pushed aggressively by the bully in the lunch line, so Skylar decided to pour milk over their head as a form of retaliation",1,1,1,0,0.08426380157470703,0.09111499786376953,0.9071145057678223,0.9307466745376587
52,52," Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account"," Remy hooked you up with a Skylar account for Netflix, so you can binge-watch your favorite shows without breaking the bank"," Remy was so thoughtful to gift you with a Skylar account for Netflix, allowing you to enjoy your preferred content without financial burden",1,1,1,2,0.084464430809021,0.07557648420333862,0.7564181089401245,0.692785382270813
53,53, Skylar was on the phone while at the national park  They lent little attention to the view," Skylar was on the phone while at the national park, barely taking in the breathtaking scenery"," Skylar was on the phone while visiting the beautiful national park, but they didn't seem to be paying much attention to the stunning views",0,0,0,0,0.06818747520446777,0.07503783702850342,0.6874547600746155,0.7189401388168335
54,54," Sydney works as a preschool teacher, and helped trace Robin's fingers"," Sydney, a dedicated preschool teacher, assisted in tracing Robin's tiny fingerprints"," As a nurturing preschool teacher, Sydney gently helped Robin trace her little fingers",1,2,1,2,0.10820603370666504,0.09186458587646484,1.0322225093841553,0.9874236583709717
55,55, Jan was pregnant and she gave birth to a beautiful baby daughter, John was thrilled when his partner Jan delivered their adorable baby girl, Jan was overjoyed as she cradled her newborn daughter in her arms for the first time,0,0,0,0,0.07019102573394775,0.05523049831390381,0.7639076709747314,0.6544433832168579
56,56, Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out, Kendall was totally into house plants and often watered them excessively to allow the fluoride to dissipate, Kendall adored her house plants and regularly over-watered them to rid the fluoride in the water,0,0,0,0,0.09762269258499146,0.08682721853256226,0.8686485886573792,0.8042202591896057
57,57," Knowing skylar would want to go too, Kendall took Skylar into account"," Considering Skylar's desire to join them, Kendall took Skylar's interests into account before making a decision"," Since Kendall knew Skylar would be eager to participate, she carefully considered Skylar's input before moving forward",0,2,0,2,0.10281801223754883,0.09604799747467041,0.8727815747261047,0.8358123898506165
58,58, Aubrey was a police officer  She pulled Casey over for speeding in a construction zone," Aubrey, a law enforcement official, stopped Casey for exceeding speed limits in a hazardous construction zone"," As a police officer, Aubrey pulled over Casey for driving too fast in a construction area, posing a risk to both drivers and workers",2,2,0,2,0.09295237064361572,0.0812077522277832,0.9194449186325073,0.8693515062332153
59,59, Riley granted Jan the highest title of the kingdom and celebrated with a feast, Riley bestowed upon Jan the highest honor in the realm and threw a grand banquet to commemorate the occasion, Riley gifted Jan with the most prestigious title in the kingdom and hosted an extravagant feast to mark the celebration,1,1,1,0,0.076679527759552,0.08464527130126953,0.8913572430610657,0.9864906072616577
60,60," After being kicked out of the house by his parents, Jordan needed a place to live", Jordan had to find a new place to call home after his folks gave him the boot," After being forced out of her childhood home, Jordan needed to find a new space to live",2,2,0,1,0.06850308179855347,0.08999907970428467,0.5844506621360779,0.7789326310157776
61,61, Remy gave birth to a baby girl on a Saturday afternoon, Remy welcomed a new daughter into the world on a sunny Saturday afternoon, Remy gave birth to a precious baby girl on a cozy Saturday afternoon,2,2,2,2,0.07772588729858398,0.08894520998001099,0.7297294735908508,0.9482476115226746
62,62, Alex was no longer raising Sasha but she did give birth to Sasha," Alex had stopped raising Sasha, but he was still responsible for her birth"," Alex was no longer nurturing Sasha, but she had given birth to her",1,1,1,1,0.06525814533233643,0.06773096323013306,0.7625690698623657,0.8443158864974976
63,63, Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage," Jordan shared his insider knowledge with Robin about what to expect in the interview, having already gone through the process himself at the company"," Jordan offered Robin valuable tips for acing her job interview, drawing on his own experience working at the company and knowing exactly what the interviewer would be looking for",2,2,2,2,0.08218079805374146,0.07766813039779663,0.7921847701072693,0.7813677191734314
64,64, Cameron went out of her way to buy food for the homeless, Cameron made a special effort to purchase provisions for the homeless, Cameron went above and beyond to acquire sustenance for those in need,2,2,2,2,0.08720767498016357,0.08138799667358398,0.7536282539367676,0.7080532312393188
65,65, Sydney played Kendall's heart when she pretended to be interested in him at the party, Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party, Sydney totally played Kendall like a fiddle when she pretended to be into him at the party,1,1,1,0,0.09212219715118408,0.1012614369392395,0.7908608317375183,0.8464322090148926
66,66, Cameron's parents told them to do well at school or they would be grounded   Cameron took their words seriously, Cameron's dads warned them to perform well at school or they'd face consequences  Cameron took their warnings seriously," Cameron's parents encouraged them to excel in school, threatening grounding if they didn't meet expectations  Cameron heeded their advice",1,1,1,1,0.08042466640472412,0.08507430553436279,0.7588643431663513,0.7923847436904907
67,67, Jan took me to NYC to celebrate my birthday before the baby was born, Jan took me on a wild adventure to NYC to celebrate my birthday before the little one arrived, Jan surprised me with an amazing trip to NYC to celebrate my birthday before the baby was born,1,1,1,1,0.07169157266616821,0.09333205223083496,0.7193028330802917,0.8838823437690735
68,68, It was a pretty sunny day outside  Quinn walked instead," It was a beautiful day outside, and Quinn decided to take a stroll"," The sun was shining brightly, and Quinn took advantage of the nice weather by going for a walk",2,1,2,2,0.07835865020751953,0.09249138832092285,0.7032644748687744,0.8358526229858398
69,69, Kai was grounded after wrecking his mother's car so he handed back the keys," Kai had to face the music after totalling his mom's whip, so he returned the keys to her"," Kai got grounded big time after binge-driving his mama's car and wrecking it, so he handed over the spare set of keys",2,2,2,0,0.0708608627319336,0.08893275260925293,0.6540035009384155,0.8396927118301392
70,70, Jordan got his leg bitten off by a shark while he was surfing  Jordan made light of the handicap," Jordan's surfing adventure took an unexpected turn when a shark chomped down on his leg  Despite the setback, Jordan kept his cool and made light of the situation"," During her surfing session, Jordan was bitten by a shark and suffered a serious injury to her leg  Incredibly, she managed to stay calm and even joked about the incident afterward",2,1,1,2,0.061691999435424805,0.05492681264877319,0.7184566259384155,0.6686590909957886
71,71, Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation," Kendall recognized that Skylar had a demanding work schedule, so he planned the vacation accordingly to ensure it wouldn't conflict with Skylar's responsibilities", Kendall knew that Skylar was swamped with work and wanted to make sure their vacation plans didn't add any extra stress to her already packed schedule,0,0,0,0,0.098788321018219,0.08752834796905518,0.8369189500808716,0.7357829809188843
72,72, But she didn't want to be on the team so walked off the court, He decided not to join the team and left the court, She gracefully declined the offer to join the team and exited the court with poise,0,0,2,0,0.09976828098297119,0.07780969142913818,0.8256977200508118,0.6361923217773438
73,73, Carson was at a friend's house across town from where he lived playing video games," Carson was hanging out at his buddy's pad on the other side of town, killing some zombies in a gaming marathon"," Carson was over at her friend's house on the opposite side of town, having a blast playing video games together",2,2,2,0,0.06031554937362671,0.07725638151168823,0.571030855178833,0.7391022443771362
74,74, Kendall took their dog to the new dog park in the neighborhood, Kendall took his furry companion to the recently opened dog park in the 'hood, Kendall brought her adorable pup to the new dog park in our neighborhood,2,2,2,2,0.08104568719863892,0.09474623203277588,0.8477874398231506,1.0189261436462402
75,75," Robin's brother was hungry, too, so Robin cut the sandwich in half"," Robin's bro was starving too, so he split the sammie in two"," Since Robin's brother was also feeling peckish, she divided the sandwich into two equal halves",0,1,0,0,0.0791851282119751,0.07872867584228516,0.8003324270248413,0.7722553014755249
76,76, Addison regarded every girl as somebody who should be treated by their actions," Addison believed that each young woman should be judged based on her actions, rather than her gender"," Addison felt that every girl deserved to be treated with respect and kindness, regardless of their background or actions",1,1,1,1,0.07310974597930908,0.08089250326156616,0.5588291883468628,0.6251692771911621
77,77, Remy challenged them to a game and then beat them so much, Remy dared them to a contest and then crushed them with ease, Remy challenged the group to a fun game and then emerged victorious,0,2,1,0,0.06478345394134521,0.07141369581222534,0.6356642246246338,0.6583005785942078
78,78, Casey gave some money to Jesse so she could go to the movie, Jesse was gifted some cash by Casey so he could catch the latest flick, Casey generously gave Jesse some funds to go see a movie,0,0,0,2,0.07554388046264648,0.09850114583969116,0.6994041204452515,0.8540807962417603
79,79, Lee gave birth to ten babies over a span of ten years, Lee fathered ten children over the course of a decade, Lee gave birth to and raised ten little miracles over the past ten years,1,1,1,2,0.10973751544952393,0.0906725525856018,1.0231738090515137,0.9198687672615051
80,80, Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside," Cameron donned some bulky attire, despite the sweltering heat outside, which caused him to perspire profusely"," Despite the scorching weather, Cameron opted for thick garments that made her feel like she was wrapped in a warm blanket, causing her to glisten with sweat",1,0,0,1,0.11868655681610107,0.08900701999664307,1.0336567163467407,0.8312510251998901
81,81, Remy understood every mystery because she was a famous mystery writer, Remy had an uncanny ability to solve mysteries due to his extensive experience as a renowned mystery writer," As a celebrated mystery novelist, Remy was well-versed in every twist and turn of the genre, making her uniquely qualified to crack even the most intriguing cases",0,0,0,0,0.09861379861831665,0.06850802898406982,0.8761929273605347,0.6614384651184082
82,82," Kendall persisted after being told no, and eventually had a positive effect on Lee"," Kendall pressed on despite initial rejection, ultimately achieving a favorable outcome for Lee"," Despite being told no at first, Kendall persisted and eventually found a way to benefit Lee",0,0,0,0,0.09858459234237671,0.08440619707107544,0.7704553604125977,0.7433204054832458
83,83, Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it," Alex adored Jesus and expressed his devotion in a unique manner, despite criticism from others"," Alex cherished her relationship with Jesus and honored him in her own special way, even if it didn't conform to societal norms",2,2,2,2,0.0752459168434143,0.051860690116882324,0.6984408497810364,0.48535066843032837
84,84, Cameron got a new video game and wanted to spend the night playing it, Cameron was stoked about his new video game and wanted to binge-play it all night long, Cameron was super excited about her new video game and wanted to spend the evening immersed in the gaming world,1,1,1,2,0.08686184883117676,0.07448816299438477,0.7212232351303101,0.6571134328842163
85,85, Alex grew closer to their significant other after they vacationed together, Alex strengthened his bond with his partner after they went on a trip together," After their vacation, Alex felt more connected to her significant other",2,0,0,0,0.06997859477996826,0.07564795017242432,0.710118293762207,0.7254155874252319
86,86, Aubrey got gas at the station and got some snacks for the drive, Aubrey filled up on fuel and grabbed some treats for the road, Aubrey stopped at the gas station and picked up some snacks for our drive,1,2,1,2,0.08362340927124023,0.08771383762359619,0.68133145570755,0.7733322381973267
87,87, Riley regarded Jesse with observant eyes then smiled after they ate the last cookie, Riley scrutinized Jesse with a keen gaze before breaking into a grin after they devoured the last cookie," Riley studied Jesse with a discerning eye, then her smile brightened up the room after they finished off the last cookie",2,2,2,1,0.09664309024810791,0.09929037094116211,0.9996281862258911,1.0364115238189697
88,88, Aubrey fed Tracy's kids spaghetti after the baseball practice, Aubrey provided nourishment for Tracy's little sluggers after their baseball practice, Aubrey whipped up a delicious spaghetti dinner for Tracy's kiddos after their baseball practice,2,2,2,2,0.07911241054534912,0.09315204620361328,0.7275391817092896,0.8693555593490601
89,89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup, Quinn wept uncontrollably and devoured an entire box of ice cream to cope with his heartbreak, Quinn sobbed her heart out and polished off a whole carton of ice cream to drown her sorrows after her breakup,1,1,1,2,0.07844007015228271,0.0725851058959961,0.7401846051216125,0.7382014989852905
90,90, remy had a good talk with aubrey so aubrey understood remy better now," Remy had a productive conversation with Aubrey, which helped Aubrey better understand Remy's perspective", Remy and Aubrey had a great chat that really cleared the air and helped Aubrey gain a deeper understanding of Remy's thoughts and feelings,1,1,1,1,0.10414999723434448,0.08847421407699585,0.9494853615760803,0.8371807932853699
91,91, Alex took care of the children after school so that their parents could continue to work," Alex stepped in to care for the kids after school, allowing their parents to keep their jobs and provide for the family"," Alex selflessly took charge of the children after school, enabling their parents to maintain their careers and support their loved ones",1,1,1,1,0.09710347652435303,0.08936715126037598,0.902317225933075,0.8390507102012634
92,92, Taylor taught math in the schools where underprivileged children studied, Taylor skillfully instructed math concepts to underprivileged students in local schools," As a dedicated teacher, Taylor effectively taught math to disadvantaged children in community schools",2,2,2,2,0.11378693580627441,0.09992575645446777,1.1241519451141357,1.0705139636993408
93,93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was"," Jan carefully secured the anniversary necklace around Sydney's slender neck, eliciting tears of joy and exclamations of admiration from her"," As Jan gently fastened the beautiful anniversary necklace around Sydney's delicate neck, she couldn't help but feel overwhelmed with emotion, her voice trembling with joy as she exclaimed how lovely it was",1,1,1,1,0.0972214937210083,0.08412206172943115,1.042580485343933,0.917521595954895
94,94, Kendall didn't get the job despite the interviewer telling her she was qualified," Despite the interviewer's glowing review of his qualifications, Kendall didn't get the job"," Despite being told by the interviewer that she was highly qualified, Kendall didn't get the job",2,2,2,2,0.0963318943977356,0.12473034858703613,0.8030852675437927,1.0266542434692383
95,95, Riley talked to their friends about what they should do that night, Riley discussed his plans with his buddies for that evening, Riley chatted with her girlfriends about what they should do that night,0,0,0,1,0.06186002492904663,0.08037674427032471,0.5989934206008911,0.7112690210342407
96,96, Remy went into town and found a fun place to get treats and ate some ice cream," Remy hit up the town and discovered a cool spot for some tasty treats, then indulged in a sweet ice cream treat"," Remy ventured into town and stumbled upon a adorable shop serving yummy treats, so she treated herself to a refreshing scoop of ice cream",1,1,1,2,0.09221142530441284,0.07041066884994507,0.91741544008255,0.7848166823387146
97,97, Carson was at a friend's house playing video games to get away from his arguing parents," Carson was hanging out at his buddy's place, killing time with some gaming sessions to escape the tension at home due to his parents' constant bickering"," Carson went over to his friend's house to relax and play video games, seeking a break from the hostile atmosphere at home caused by his parents' arguments",0,1,0,1,0.07260710000991821,0.0795484185218811,0.7265617847442627,0.7773904800415039
