,idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1066,1066, Jan didn't like the way her picture turned out so she asked Kai to fix it  Kai improved Jan's picture as understood," Jan wasn't thrilled with the way her photo turned out, so she requested that Kai tweak it  Kai stepped in and made some adjustments to Jan's photo, understanding her needs"," Jan was disappointed with how her picture came out, so she politely asked Kai if he could enhance it for her  Kai was happy to help and made the necessary changes to Jan's photo, getting it just right",2,2,1,2,0.10608339309692383,0.09354424476623535,0.9387048482894897,0.8287731409072876
1067,1067, Aubrey fed Tracy's kids lunch today when Tracy had to go to work, Aubrey provided nourishment for Tracy's young ones while Tracy was busy at the office, Aubrey so kindly fed Tracy's adorable kiddos lunch today when Tracy had a work commitment to attend to,0,0,0,1,0.10528683662414551,0.11247527599334717,0.8937522172927856,1.0000656843185425
1068,1068," After a long day at work, Jan came out at night with coworkers"," After a grueling day at the office, Jan headed out for a night on the town with his colleagues"," Following a lengthy workday, Jan joined her coworkers for a fun evening out",1,1,1,1,0.0785210132598877,0.08282679319381714,0.6905570030212402,0.771698534488678
1069,1069, Kendall snatched their journal away so that nobody else could read it, Kendall wrested the journal from the hands of others so that no one else could read it, Kendall snatched the journal away quickly to prevent others from reading it,0,0,0,0,0.10472214221954346,0.11855113506317139,0.7727785110473633,0.8768914937973022
1070,1070, Ash redeemed himself after he wound up falling down while playing the basketball game, Ash regained his composure and proved his skills after he got back on his feet following a tumble during the basketball game, Ash showed great resilience and determination after he recovered from falling down while playing the basketball game,2,2,2,2,0.0712708830833435,0.09209692478179932,0.7037173509597778,0.8701686859130859
1071,1071, Carson failed a test  They felt frustrated, Carson didn't do well on the test  He was frustrated and disappointed," Carson didn't pass the test, and it made her feel really upset and annoyed",0,0,0,2,0.08519458770751953,0.07160985469818115,0.7812317609786987,0.6271860599517822
1072,1072, Cameron got someone else to pick up the children from school, Cameron arranged for another person to collect the kids from school, Cameron had someone else pick up the children from school today,0,0,0,0,0.10121369361877441,0.11584335565567017,0.8784656524658203,0.986387312412262
1073,1073, Sasha got revenge on her sister for stealing her first boyfriend of two years, Sasha sought retribution against her sister for swiping her first beau of two years, Sasha took action to get even with her sister for stealing her long-time boyfriend of two years,1,2,2,1,0.07573634386062622,0.10055088996887207,0.732226550579071,0.9024243354797363
1074,1074, After jumping off the roof of his house Quinn had trouble breathing, Quinn experienced difficulty catching his breath after leaping off the roof of his home," After jumping from the rooftop, Quinn struggled to inhale deeply due to discomfort",2,2,2,0,0.10509437322616577,0.07980334758758545,0.9289050698280334,0.783163845539093
1075,1075, Sasha made Kai mad by messing with them, Sasha really ticked Kai off by playing pranks on them, Sasha annoyed Kai by teasing them and being a bit too playful,0,0,0,2,0.09604573249816895,0.08699977397918701,0.7299693822860718,0.7334555387496948
1076,1076, Remy gave Casey a different interpretation about what they thought happened, Remy offered Casey an alternate perspective on what they believed occurred, Remy shared a distinct understanding of the situation with Casey that differed from their original thoughts,0,0,0,1,0.12266373634338379,0.12516570091247559,1.118316888809204,1.0971109867095947
1077,1077, Robin and their friends wanted to go to a movie so Robin looked up movie times online," Robin and his buddies were itching to catch a flick, so he checked out the movie schedules online"," Robin and her pals were dying to see a film, so she looked up the showtimes online",0,0,0,0,0.06851315498352051,0.06641322374343872,0.7078731060028076,0.6603620648384094
1078,1078, Carson wanted to be a engineer so he attended school to get a degree, Carson pursued his dream of becoming an engineer by enrolling in a degree program to gain the necessary knowledge and skills," Carson was determined to become an engineer, so he went back to school to get the education he needed to achieve his goal",1,1,1,2,0.10393011569976807,0.1071128249168396,0.9790087938308716,0.9763227105140686
1079,1079, Austin sat on Bailey's lap because all the other chairs were taken, Austin perched himself on Bailey's knee because there were no other seats available, Austin cozied up on Bailey's lap because all the other chairs were occupied,0,2,0,2,0.07070517539978027,0.0818105936050415,0.7224515676498413,0.8536514043807983
1080,1080, Lee gave their friend Taylor a smile and laughed when Taylor made a joke, Lee flashed a grin at Taylor and guffawed heartily when Taylor cracked a joke, Lee bestowed a warm smile upon Taylor and giggled delightedly when Taylor made a witty comment,1,1,1,1,0.08629995584487915,0.08671176433563232,0.947862446308136,1.0189337730407715
1081,1081, Casey called Aubrey's parents to check how are they doing, Casey phoned Aubrey's folks to see how they were doing, Casey reached out to Aubrey's parents to check in on them and see how they were faring,2,2,2,1,0.09131348133087158,0.08233976364135742,0.7370293736457825,0.740007758140564
1082,1082, Sydney asked the teacher if Ash could have one when they were handing out books, Sydney inquired with the teacher if Ash could grab one book when they were passing them out, Sydney asked the teacher if Ash could have one of the books when they were being distributed,1,1,1,2,0.09154170751571655,0.0990912914276123,0.8783206343650818,0.9203687906265259
1083,1083, Carson said thank you to his aunt for the strange and unwarranted gift she gave him, Carson expressed gratitude to his aunt for the bizarre and unasked-for present she bestowed upon him, Carson thanked his aunt warmly for the thoughtful yet unexpected gift she gave him,2,2,2,2,0.09804672002792358,0.10189813375473022,0.8698047399520874,0.9619471430778503
1084,1084, Jesse broke her leg and could not take the students on the trip after all, Jesse had a leg injury and was unable to chaperone the students on the trip as planned," Unfortunately, Jesse's leg injury prevented her from taking the students on the trip like she had originally planned",1,0,1,1,0.07465320825576782,0.07621824741363525,0.7615561485290527,0.7467862367630005
1085,1085," Kendall's best friend, Anne, was getting married   However, Kendall knew nothing yet"," Kendall's buddy Anne was tying the knot, but Kendall was still in the dark"," Anne, Kendall's BFF, was set to walk down the aisle, but Kendall had no clue",0,0,0,1,0.0715097188949585,0.08518421649932861,0.7572097778320312,0.7787584066390991
1086,1086, Jordan shared their experience after wining the champion through different difficulties and challenges," Jordan spoke about their thrilling journey to victory, highlighting the various obstacles they overcame along the way"," Jordan proudly shared their inspiring story of perseverance and determination, showcasing how they rose above the challenges they faced",1,1,1,0,0.07709038257598877,0.06949728727340698,0.6928173899650574,0.7096829414367676
1087,1087, Alex made their escape out of the dangerous building that was on fire, Alex made a daring escape from the blazing building, Alex quickly fled the burning structure to safety,2,2,2,2,0.0888594388961792,0.08101075887680054,0.8925464153289795,0.8199172616004944
1088,1088, Ash bought clothes for his new year at school, Ash invested in some fresh attire for his first day of school this new year, Ash shopped for some adorable outfits to kick off his new year at school in style,2,2,2,2,0.09006857872009277,0.08475714921951294,0.8251394033432007,0.8234322667121887
1089,1089, Remy left school on account of having the flu that day, Remy skipped school due to a nasty case of the flu that day, Remy had to stay home from school because she was feeling really under the weather with the flu that day,0,0,0,0,0.09657025337219238,0.07308608293533325,0.8926897048950195,0.6972905397415161
1090,1090, Cameron was pushing her baby Aubrey in her stroller through the park  Aubrey threw toys out of the stroller, Cameron was pushing his baby Aubrey in her stroller through the park when Aubrey suddenly threw toys out of the stroller," Cameron gently pushed her precious baby Aubrey in her stroller through the park, but little Aubrey couldn't resist throwing her toys out of the stroller",1,1,1,1,0.09488821029663086,0.09002208709716797,1.076711893081665,1.0072057247161865
1091,1091, Aubrey pulled them over for speeding too fast on the highway, Aubrey got them to slow down by pulling them over for driving too quickly on the highway, Aubrey had to stop them for exceeding the speed limit on the highway,1,1,1,0,0.10242968797683716,0.10510802268981934,0.8800263404846191,0.8336808681488037
1092,1092, Lee told Carson about an idea for a start up company  Carson told Lee it was risky to do it," Lee shared his startup concept with Carson, who expressed reservations about the venture's potential risks"," Lee confided in Carson about her innovative business idea, and Carson offered a word of caution about the risks involved",2,2,2,0,0.09635132551193237,0.0886993408203125,0.8909549713134766,0.8210988640785217
1093,1093," My friend was selling popcorn to raise money for the Boy Scouts  Tracy loves popcorn, and placed a large order  Tracy gave money to my friend for the popcorn"," My buddy was fundraising for the Boy Scouts by selling popcorn, and Tracy - who's a total popcorn fan - placed a big order and paid me for it"," My friend was raising money for the Boy Scouts by selling popcorn, and Tracy - who absolutely loves popcorn - made a generous purchase and gave me the money",0,0,0,0,0.09954690933227539,0.10374855995178223,1.102724313735962,1.1416293382644653
1094,1094, Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes," Riley watched Jesse closely because he suspected him of stealing, and his eyes seemed to pierce through Jesse's defenses"," Riley couldn't help but feel suspicious of Jesse whenever they were around each other, her gaze unconsciously drifting towards his hands as if searching for any signs of theft",2,2,2,1,0.09587419033050537,0.08022183179855347,0.9985092878341675,0.7645119428634644
1095,1095, Riley knows someone stole the necklace out of the drawer  Riley watches Jesse with watchful eyes, Riley is keeping a close eye on Jesse after discovering that the necklace went missing from the drawer, Riley can't help but feel suspicious of Jesse since the necklace vanished from the drawer,1,1,1,1,0.09387540817260742,0.08599531650543213,0.9577734470367432,0.856931209564209
1096,1096, Carson returned to Robin's house because Carson left his car keys on the table, Carson swung by Robin's crib to grab his keys 'cause he left 'em on the coffee table, Carson went back to Robin's house to retrieve his car keys since he carelessly left them on the end table,1,1,1,1,0.08913403749465942,0.09761303663253784,0.865448534488678,0.9834339022636414
1097,1097, Taylor caught a cold in her throat and it wouldnt go away, Taylor battled a stubborn cold that lingered in his throat, Taylor contracted a persistent cough and sore throat that just wouldn't go away,2,2,2,2,0.07071453332901001,0.09795111417770386,0.7326276898384094,0.8874039053916931
1098,1098, Robin built a snowman in the snow and gave it a new name, Robin constructed a frosty figure in the winter wonderland and bestowed it with a fresh moniker, Robin carefully crafted a snowy friend in the backyard and lovingly named it,2,2,2,2,0.08543211221694946,0.0929112434387207,0.7436164617538452,0.7858798503875732
1099,1099," Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video"," Kendall was determined to master drawing, so he invested in a pencil, paper, and an instructional video to learn the ropes"," Kendall had always been fascinated by art, so she decided to take the plunge and buy the necessary supplies - a pencil, paper, and an instructional video - to teach herself how to draw",0,0,0,0,0.0991816520690918,0.07631689310073853,0.9896560907363892,0.7199851274490356
1100,1100, Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself, Robin helped Aubrey switch into some fresh duds after she got all dressed up in her drink," After Aubrey had a minor mishap with her beverage, Robin kindly assisted her in changing into a clean outfit",0,0,0,0,0.08843117952346802,0.09614294767379761,0.8714562654495239,0.9545122981071472
1101,1101," Not wanting to raise too much consternation, Jesse ultimately believed every word"," Jesse was hesitant to cause a fuss, but he ultimately took every statement at face value"," Jesse didn't want to create unnecessary drama, so he chose to trust the words of others",0,1,0,0,0.05403876304626465,0.047113776206970215,0.5420238375663757,0.5080028176307678
1102,1102, Jordan affected the children's grades by offering extra tutoring after school, Jordan's after-school tutoring program had a profound impact on the kids' grades, The extra tutoring sessions offered by Jordan really helped the children improve their grades,1,1,1,1,0.0942695140838623,0.08469712734222412,0.9887009859085083,0.9165271520614624
1103,1103, Addison was feeling sick and in pain and Sydney saw that," Addison was feeling pretty rough and had a throbbing headache, and Sydney noticed he wasn't looking so great"," Addison was experiencing nausea and discomfort, and Sydney observed that she didn't look well",0,1,0,2,0.07114768028259277,0.08037745952606201,0.6246253252029419,0.7344030141830444
1104,1104, Skylar went to the dentist who set an appointment to get his tooth filled, Skylar visited the dentist and scheduled a time to have his cavity filled, Skylar went to see the dentist and made an appointment to get her tooth filled,0,0,0,0,0.08712607622146606,0.08978646993637085,0.9170102477073669,0.95428067445755
1105,1105, Remy gave Skylar her account so Skylar could play the game, Remy granted Skylar access to his account so she could join in on the gaming fun, Skylar was thrilled when Remy gave her his account information so she could play the game and show off her skills,1,1,1,1,0.10020589828491211,0.08766031265258789,0.8213545680046082,0.7702423930168152
1106,1106, Jan needed help with math and got tutoring from Kia and improved her work, Jan received assistance with math from Kia and saw an improvement in his work, Jan got tutoring from Kia and made tremendous progress in her math skills,2,2,2,2,0.10615408420562744,0.10576033592224121,0.9012159109115601,0.9142735004425049
1107,1107, Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney," Sydney was eager to give Kai a glimpse of the latest tablet they had purchased, so Kai gathered around Sydney for a closer look"," Sydney really wanted to show Kai their new tablet, so Kai huddled around Sydney to get a better view",0,0,0,0,0.0822039246559143,0.0785599946975708,0.7745817303657532,0.7591520547866821
1108,1108, Remy clicked on the email button and emailed their entire office, Remy swiftly tapped the email icon and sent a message to the entire team, Remy carefully clicked the email button and sent a message to everyone in the office,2,1,1,2,0.0945325493812561,0.1121830940246582,0.9124489426612854,1.0521931648254395
1109,1109, Riley looked at Jesse," Riley gazed intently at Jesse, his eyes fixed on his friend's face as he took in every detail"," Riley glanced adoringly at Jesse, her heart skipping a beat as she drinked in the sight of his handsome features",2,1,1,2,0.08754611015319824,0.07004255056381226,0.8109198808670044,0.6469453573226929
1110,1110, Sasha helped her friend Liza who was in a bad situation  Liza refused to help herself and went back to the bad situation," Sasha came to the rescue when his friend Liza was in a difficult spot  Despite Liza's reluctance to ask for help, Sasha intervened and helped her out of the situation"," Sasha was there for her friend Liza when she needed it most  Liza was struggling, but with Sasha's support, she was able to escape the challenging situation",2,2,2,1,0.0872960090637207,0.07134437561035156,0.7839573621749878,0.6878603100776672
1111,1111, casey was doing an experiment so she kept the mice up all night, Casey conducted an experiment that required her to keep the mice awake throughout the night," As part of her experiment, Casey had to stay up all night to care for the mice",2,2,2,2,0.14472877979278564,0.1441437005996704,1.3170727491378784,1.2633936405181885
1112,1112, Bailey had the exams in her hand when the class started  Bailey passed Jesse an examination booklet, Bailey was holding the exams as the class began  She handed Jesse a test booklet," As the class started, Bailey had the examinations in her possession  She passed Jesse a study guide",0,0,0,2,0.08590555191040039,0.09257715940475464,0.949213981628418,0.9510086178779602
1113,1113, Taylor helped Ash move and carried all the boxes, Taylor was a lifesaver when it came to moving - he effortlessly carried all of Ash's boxes and made the process so much easier, Taylor was such a sweetheart during the move - he carefully carried all of Ash's boxes and made sure everything arrived safely,2,2,2,0,0.11140120029449463,0.10144960880279541,0.9682180881500244,0.9501523971557617
1114,1114, Cameron got out of the way of the team of horses, Cameron stepped aside as the team of horses galloped past, Cameron moved out of the way to let the team of beautiful horses run freely,1,1,1,1,0.09732037782669067,0.09335160255432129,0.8469841480255127,0.8176493644714355
1115,1115," Sasha sat down after lighting the their house on fire, watching it burn around her"," Sasha settled into her seat after igniting the flames that engulfed their abode, observing the destruction with a mixture of sadness and detachment"," As the flames danced around her, Sasha gently eased herself into a sitting position, her heart heavy with grief as she gazed upon the charred remnants of her former home",0,1,0,2,0.07272297143936157,0.057312190532684326,0.7474765777587891,0.6046877503395081
1116,1116," After many months of hard work, Addison eventually got a car", Addison finally scored a sweet ride after putting in a lot of effort over the past few months," After dedicating countless hours to saving up and researching, Addison was thrilled to finally drive off the lot in her new car",1,2,1,1,0.06647509336471558,0.06581294536590576,0.561413586139679,0.5816330909729004
1117,1117, Carson tried to fight Robin last night when they were drunk, Carson got into a scuffle with Robin last night when they were both under the influence, Carson and Robin had a heated altercation last night after they had been drinking,2,2,2,0,0.10634899139404297,0.10746097564697266,0.8819091320037842,0.9268667697906494
1118,1118, Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing, Robin quickly swapped Aubrey into some fresh duds after spilling grub all over the outfit they were rocking," After Aubrey got covered in food, Robin kindly helped them change into a clean outfit to avoid any further mess",2,2,2,2,0.08101552724838257,0.09099346399307251,0.780784547328949,0.8746194839477539
1119,1119, Cameron took Kai's complaint seriously and launched a major investigation into the matter, Cameron gave Kai's grievance some serious thought and initiated an extensive probe into the situation, Cameron thoroughly examined Kai's concerns and launched a comprehensive investigation to address the issue,2,2,2,1,0.10705339908599854,0.10141682624816895,0.9717986583709717,0.9264571666717529
1120,1120, Riley saved more money when her daughter was in high school, Riley scrimped and saved more dough when his daughter was in high school, Riley carefully budgeted and put aside more funds when her daughter was in high school,1,1,1,1,0.10546791553497314,0.1074945330619812,0.9789339303970337,0.9744400382041931
1121,1121, Jan visisted home for Christmas after finding out that their grandfather had died, Jan went back to his hometown for Christmas after learning about his grandfather's passing, Jan returned home for the holidays after discovering that her grandfather had sadly passed away,2,2,2,1,0.08551090955734253,0.08582484722137451,0.8822360038757324,0.8591166734695435
1122,1122, Aubrey was bored one Saturday afternoon so they met a friend at the park," Aubrey was feeling restless one Saturday afternoon, so he reached out to a buddy and they decided to meet up at the park"," Aubrey was bored one weekend day, so she called up a girlfriend and they went to the park together for some fun in the sun",0,0,0,0,0.0790567398071289,0.08217471837997437,0.6573374271392822,0.636944591999054
1123,1123, Alex was getting very old and infirm so Alex gave Sydney command," As Alex grew older and his health began to decline, he wisely decided to pass the command on to Sydney"," Since Alex was no longer able to lead effectively due to his age and frailty, he made the thoughtful decision to entrust Sydney with the command",2,2,2,0,0.07779067754745483,0.06212043762207031,0.6753872036933899,0.554240882396698
1124,1124, Austin took them out for dinner on that cold evening in Chicago, Austin treated them to a hearty dinner on that chilly evening in Chicago, Austin took the group out for a delicious dinner on a cold night in Chicago,2,2,2,2,0.06837815046310425,0.06699025630950928,0.7513566017150879,0.7793129086494446
1125,1125," Aubrey pulled the driver over for speeding  They then wrote a ticket,"," Aubrey slammed on the brakes, causing the driver to pull over for speeding  He then issued a ticket, making sure to include all the necessary details"," Aubrey quickly pulled the driver over for speeding and carefully wrote out a ticket, ensuring that every detail was accurate",0,0,0,2,0.07976031303405762,0.08167809247970581,0.7559291124343872,0.7528226375579834
1126,1126, Riley screamed in pain after falling of their bike and breaking their arm, Riley yelled in agony as he hit the ground after losing control of his bike and dislocating his shoulder, Riley let out a blood-curdling scream after tumbling off her bike and fracturing her arm,2,2,2,2,0.07123458385467529,0.07870602607727051,0.7428050637245178,0.7962874174118042
1127,1127, Skylar and their friend played together and Skylar fell in the street," Skylar and their buddy played outside, and Skylar took a tumble on the pavement"," Skylar and her pal had a blast playing together, but Skylar slipped and fell on the road",0,0,0,1,0.08364886045455933,0.08797764778137207,0.8318653702735901,0.8230094313621521
1128,1128, Alex wanted to be on their own  They left Robin's side, Alex desired some solo time  He bid adieu to Robin's side, Alex longed for some alone time  She parted ways with Robin's company,0,0,0,0,0.07174152135848999,0.07042151689529419,0.7358425855636597,0.6796848177909851
1129,1129, Carson ordered a large pizza for dinner, Carson requested a hearty pie for his evening meal, Carson chose a delicious pizza for a satisfying dinner,1,2,2,1,0.06534987688064575,0.08248573541641235,0.6530528664588928,0.8508056998252869
1130,1130, taylor made a video game for her family but she based it on their experience, Taylor created a video game inspired by her family's adventures, Taylor designed a custom video game that reflects her family's experiences,0,0,0,0,0.08146673440933228,0.07454723119735718,0.6949732303619385,0.6787706613540649
1131,1131, Kai wanted everything on their list for Christmas, Kai requested all items on his holiday wish list, Kai wanted every item on her Christmas list,0,0,0,2,0.07823562622070312,0.0806264877319336,0.7370234131813049,0.8167099952697754
1132,1132, Alex set Riley on fire in the game when Riley had low health left, Alex took advantage of Riley's weakened state and set him ablaze in the game," With Riley on the brink of defeat, Alex seized the opportunity to strike and burned him to ashes in the game",1,0,1,0,0.09689110517501831,0.08876627683639526,0.9236777424812317,0.8486257195472717
1133,1133, Quinn ate the last piece of cake   They felt bad about it," Quinn devoured the final slice of cake, leaving him feeling a bit guilty"," Quinn indulged in the last piece of cake, leaving her with a pang of regret",1,1,1,1,0.10133886337280273,0.10142797231674194,0.9013335704803467,0.8469411134719849
1134,1134," Riley left home with their sister today, because they were grounded by their step dad", Riley left the house with his sister today because he was grounded by his stepdad, Riley left the house with her sister today because she was grounded by her stepdad,1,1,1,1,0.09299600124359131,0.09333360195159912,0.86651611328125,0.876882791519165
1135,1135, Sally was writing in her journal and the nosy Kendall snatched it away from her," Sally was jotting down her thoughts in her journal when Kendall, being a bit too curious, swiped it from her hands"," As Sally scribbled in her diary, Kendall couldn't resist the urge to sneak a peek and snatched it away from her",1,1,1,2,0.06856060028076172,0.07822448015213013,0.7507528066635132,0.7991114258766174
1136,1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16"," Robin was determined to obtain his driver's license as soon as possible, so he scheduled the test for the day after his 16th birthday"," Robin was thrilled at the opportunity to finally get her driver's license, so she took the test right after turning 16",1,1,1,1,0.10213124752044678,0.12653064727783203,0.9041815996170044,1.0967381000518799
1137,1137, Cameron left the event early because he needed to get changed for a gala even at night, Cameron had to bail from the event early since he had a formal gala to attend later that night and needed to get dressed accordingly, Cameron had to leave the function early since he had a fancy gala to go to later and wanted to make sure he looked his best,0,0,0,0,0.08450949192047119,0.07563197612762451,0.7943358421325684,0.6861796379089355
1138,1138, Jan said walk back after seeing signs of danger ahead, Jan instructed us to retreat after spotting ominous warnings up ahead, Jan advised us to turn back and avoid any potential risks we might encounter,0,0,0,2,0.10709869861602783,0.12322413921356201,0.93564772605896,0.9817194938659668
1139,1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior, Skylar ventured into the principal's lair to inform the authority figure about the rowdy actions of his classmates, Skylar bravely approached the principal's office to share her concerns about the disruptive behavior of some of her peers,1,1,0,1,0.06604659557342529,0.05974477529525757,0.7411413788795471,0.6574186086654663
1140,1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful," Alex has autism and is known for being meticulous when it comes to specific details, so he's always very careful in his actions and decisions"," As someone with autism, Alex notices and cares deeply about even the smallest details, which is why she's always so thorough and cautious in her approach",0,0,0,0,0.08450144529342651,0.08934521675109863,0.7633298635482788,0.7912814617156982
1141,1141, Remy dropped a dime and picked it up right away, Remy quickly retrieved the coin he had dropped, Remy grabbed the penny she had accidentally let fall and picked it up right away,1,1,1,2,0.09235668182373047,0.06630104780197144,0.8169848322868347,0.6515220999717712
1142,1142, Casey ignored the warning on a carton of expired mik, Casey disregarded the cautionary label on a carton of expired milk," Despite the warning, Casey opened the carton of expired milk",1,1,1,1,0.10127341747283936,0.09064251184463501,0.8552275896072388,0.7880865335464478
1143,1143, Cameron wasted too much money when he went to the mall, Cameron blew way too much cash when he hit the mall, Cameron spent waaaay too much money at the mall yesterday,1,1,1,2,0.0868871808052063,0.09925341606140137,0.7849951386451721,0.868718147277832
1144,1144, Casey put food into the oven so that the family could eat when it was ready," Casey placed the food in the oven to ensure a hot, satisfying meal for his family when they were hungry", Casey carefully put the food into the oven so that her loved ones could enjoy a delicious home-cooked meal when it was ready,1,1,1,1,0.10267519950866699,0.0939667820930481,0.9725631475448608,0.9059081673622131
1145,1145, Riley went the way of the birds because Riley couldn't fit into modern society, Riley took flight like a bird to escape the constraints of contemporary culture," Riley soared away like a bird, unable to conform to society's expectations",0,0,0,0,0.07894468307495117,0.08474171161651611,0.7640343904495239,0.7804990410804749
1146,1146, jan went to the same school for years so she was best friends with a girl," Jan attended the same school for an extended period, which allowed him to form a strong bond with one of his female classmates",,0,0,0,0,0.05968165397644043,0.0,0.6121814250946045,0.0
1147,1147, Austin interfered and got in Sydney's way when she tried to get to work, Austin interfered and obstructed Sydney's path when she was trying to get to work," Sydney tried to get to work, but Austin kept getting in her way and making it difficult for her",1,1,1,1,0.10965836048126221,0.10397779941558838,0.907382607460022,0.8465479016304016
1148,1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way," Cameron's boss was in a foul mood and tried to push Cameron around, but Cameron deftly dodged out of the way"," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their grasp",0,0,0,2,0.07345908880233765,0.06297051906585693,0.8006100654602051,0.6958782076835632
