,idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
515,515, Tracy went camping during the weekend because he wanted to get away, Tracy embarked on a weekend camping trip to unplug and recharge, Tracy spent the weekend roughing it in the great outdoors to escape the hustle and bustle of daily life,1,1,1,1,0.06587660312652588,0.06404149532318115,0.6433501839637756,0.583931565284729
516,516, Kai would fall down because they don't know how to properly ice skate, Kai would struggle on the ice rink due to a lack of proficiency in proper ice skating techniques, Kai might become unsteady on the ice because they haven't yet mastered the skills needed for safe and confident ice skating,2,2,2,2,0.0873187780380249,0.08446985483169556,0.7280442714691162,0.6893235445022583
517,517, It had been a long hard battle but now Riley laid down their arms," Riley finally put an end to the grueling conflict, laying down their weapons"," After a tiring and emotionally draining fight, Riley decided to call it quits and let go of their defenses",2,2,2,1,0.08087903261184692,0.08362674713134766,0.7545377016067505,0.7220807075500488
518,518, Riley said it was better to go than to stay at the party, Riley suggested that leaving the party was the wiser choice, Riley commented that it might be best to bail early from the party,2,2,2,2,0.08260738849639893,0.07460236549377441,0.6820673942565918,0.6204432249069214
519,519, Jesse was a new person who just started at Riley's work   Riley had heard rumors that Jesse was hoping to get the management position that Riley secretly had their heart set on," Jesse was a fresh face at Riley's workplace, and rumor had it that he was eyeing the management position that Riley had been dreaming of", Riley heard that Jesse was gunning for the same management spot that Riley had her heart set on,0,0,0,1,0.06010627746582031,0.05289268493652344,0.7154784202575684,0.6161625385284424
520,520, Carson enjoyed sports and liked to watch the games  They collected baseball cards, Carson was a sports enthusiast who relished watching games and collecting baseball cards," Carson had a passion for sports and loved viewing games, as well as collecting baseball cards",2,2,2,2,0.09625846147537231,0.0987710952758789,0.9323754906654358,0.9377175569534302
521,521, Kai handed back the money when the cashier gave him too much change back, Kai returned the excess funds when the cashier mistakenly gave him too much change," When the cashier accidentally gave Emily more money than she was owed, she graciously handed it back",2,2,2,0,0.11130738258361816,0.07351112365722656,0.9944508075714111,0.7019971609115601
522,522, Austin decided to attend his law school reunion which was held last Saturday evening   Austin enjoyed meeting up with former classmates," Austin made a point to show up at his law school reunion last Saturday evening, where he had a great time catching up with old classmates", Austin went to his law school reunion over the weekend and had a blast seeing all of his former classmates,0,0,0,0,0.0751153826713562,0.0720144510269165,0.7087901830673218,0.7114895582199097
523,523, Jesse went a bit far when they were drinking at the bar, Jesse took the drinking game a bit too seriously at the bar last night, Jesse got a little carried away with their drinks at the bar last night,1,1,1,1,0.06906890869140625,0.06708580255508423,0.6923323273658752,0.6735163331031799
524,524, Quinn wore jeans the next day after being warned it violated the dress code, Quinn donned jeans the following day despite being cautioned about the dress code violation," Quinn wore her favorite jeans the next day, even after being notified that it went against the dress code",2,2,2,2,0.1376742124557495,0.12385272979736328,1.152512788772583,1.0350487232208252
525,525, Bailey went away for a few weeks with family on a vacation and had a wonderful time on their trip," Bailey embarked on an exciting adventure with his family during their vacation, creating unforgettable memories along the way"," Bailey and her family went on a fantastic journey together, enjoying quality time and making cherished experiences",2,2,1,1,0.06281101703643799,0.062357306480407715,0.6176939010620117,0.6015220880508423
526,526," Carson was trying to study for a big test, so Carson turned Sydney's music down"," Carson was determined to ace that test, so he politely asked Sydney to turn down the volume on her tunes"," As Carson was getting ready to study for his big exam, he gently requested that Sydney lower the sound of her music so he could focus",2,2,2,2,0.0908055305480957,0.08465838432312012,0.8190006017684937,0.8166564702987671
527,527, Robin walked the same route to school with Jan's friends, Robin strolled down the familiar path to school alongside his buddies from Jan's crew," Robin joined her friends from Jan's group for a leisurely walk to school, enjoying the familiar route",2,2,2,2,0.08904480934143066,0.09034347534179688,0.8416747450828552,0.8468695878982544
528,528, Robin went with Jan's friends to the school carnival, Robin joined Jan's buddies at the school fair and had a blast, Robin went with Jan's gal pals to the school carnival and had a great time,0,0,0,0,0.08022069931030273,0.09223699569702148,0.7650095224380493,0.8756892681121826
529,529, Jesse got the results for the test and got an A as a grade, Jesse nailed the test and scored an A-plus, Jesse did a fantastic job on the test and received an A grade,2,2,2,2,0.08064299821853638,0.09312224388122559,0.6989514827728271,0.8001306653022766
530,530, Robin took the test quickly because they wanted to pass quickly with flying colors, Robin nailed the test in no time since he was determined to ace it and show off his skills, Robin took the test promptly as she wanted to impress with her fast and accurate answers,0,0,0,1,0.07956886291503906,0.08933579921722412,0.6819686889648438,0.7807610034942627
531,531, Addison had finished a semester of school  They left for home, Addison had completed a semester of classes and headed back home," After finishing their first semester, Addison returned home, eager to share all the exciting experiences they had during their time away",0,0,0,0,0.09803014993667603,0.07487732172012329,0.8442924618721008,0.6273878216743469
532,532, Austin wrapped a belt around the waist of the bull rider," Austin cinched a leather strap around the cowboy's waist, securing him to the powerful bull"," With a deft motion, Austin fastened a wide belt around the rider's slender waist, preparing her for the thrilling ride ahead",0,0,0,0,0.07667028903961182,0.054420530796051025,0.8920902013778687,0.6323618292808533
533,533, Tracy took Sydney to school after Sydney missed the school bus this morning," Tracy courageously took Sydney to school after he missed the bus this morning, showing his dedication as a father"," Tracy carefully drove Sydney to school after she overslept and missed the bus, ensuring her daughter arrived on time despite the chaos",2,2,0,2,0.09026229381561279,0.09731072187423706,0.8257578015327454,0.8989439010620117
534,534, Quinn afforded every nice meal after getting a substantial raise at work, Quinn splurged on some fancy grub after his salary got a major boost at work, Quinn treated herself to some delicious meals after receiving a significant raise at her job,0,0,0,0,0.09725689888000488,0.09288984537124634,0.8988664150238037,0.9446874260902405
535,535, Kendall kept the ball rolling and asked the next contestant a question, Kendall maintained the momentum and posed a query to the next competitor, Kendall kept the energy going and asked the next contestant a thought-provoking question,2,2,2,2,0.09321767091751099,0.1087915301322937,0.6643336415290833,0.816209614276886
536,536, Quinn murders Remy's wife after Remy stole a lot of money from the family, Quinn takes revenge on Remy by killing his wife after Remy betrayed the family's trust and embezzled a large sum of money," Quinn is devastated by Remy's actions and seeks justice for his family by taking the life of Remy's wife, who was complicit in her husband's crimes",2,2,2,2,0.09778344631195068,0.08051002025604248,0.9515327215194702,0.7594723701477051
537,537, Taylor caught their boyfriend sending texts to another girl, Taylor busted his dude for texting another chick, Taylor discovered her boyfriend was secretly texting another girl,2,2,2,2,0.0737159252166748,0.09241247177124023,0.7705506086349487,0.9431836605072021
538,538," Riley told her dog Lee to ""stay"" so he didn't follow her down the street"," Riley instructed Lee to ""hold it"" so he didn't trail behind her while she walked down the street"," Riley gently commanded Lee to ""wait"" so he wouldn't follow her as she strolled down the road",2,2,2,2,0.0814903974533081,0.08648514747619629,0.758627712726593,0.8207266330718994
539,539, Kendall bought anything required because they knew that failure wasn't an option, Kendall purchased all necessary items because they understood that failure wasn't an option, Kendall bought everything they needed because they knew that failure was not an alternative,2,2,2,1,0.10895282030105591,0.10036242008209229,0.8304568529129028,0.7599779963493347
540,540," During the speech, Remy gave Casey's interpretation of the situation to the guests", Remy presented Casey's take on the situation to the attendees during his speech," During her speech, Remy shared Casey's perspective on the matter with the guests",2,0,0,0,0.08819615840911865,0.0895378589630127,1.043050765991211,1.0689277648925781
541,541, Robin took a very long time to clean the windows of her house, Robin spent an eternity scrubbing the windows of his home, Robin took her sweet time cleaning the windows of her abode,1,1,1,1,0.09308129549026489,0.10158389806747437,0.8611819744110107,0.9062328934669495
542,542," Whenever opportunity arises, Riley prefers driving himself to any destination  He just makes sure he studies the map carefully with the aid of the GPS"," Riley takes the wheel whenever he gets the chance, relying on his trusty GPS to guide him to his destination"," Whenever Riley has the opportunity, he loves to drive himself to his destination, making sure to study the map carefully with the help of his GPS",0,0,0,1,0.06825524568557739,0.09452128410339355,0.6473473906517029,0.8783407211303711
543,543, Bailey was a fast learner, Bailey quickly picked up new skills and knowledge, Bailey was a quick study and easily grasped new concepts,1,1,1,2,0.09801584482192993,0.0839310884475708,0.8347553610801697,0.7672688961029053
544,544, Sasha worked as a nurse and often stepped in and protected patients rights, Sasha was a fearless nurse who fought for his patients' rights and advocated for their well-being," As a compassionate and dedicated nurse, Sasha always stood up for her patients' rights and ensured they received the best care possible",0,0,0,1,0.06974130868911743,0.06789606809616089,0.7498800754547119,0.7250894904136658
545,545, Jesse ate their cereal and didn't leave any for everyone else, Jesse polished off his cereal without saving any for the others," Jesse devoured their entire bowl of cereal, leaving nothing for anyone else",2,2,2,1,0.06684505939483643,0.05925482511520386,0.6902211904525757,0.6728249788284302
546,546," While at summer camp, Remy had a ton of fun and made more friends"," At summer camp, Remy had an epic time and made some solid buddies",,2,2,2,2,0.07642960548400879,0.0,0.7896115183830261,0.0
547,547, Ash made a mistake but then they redeemed themselves," Ash messed up, but then they showed their mettle by making it right",,2,1,2,2,0.07243430614471436,0.0,0.6825006008148193,0.0
548,548, Alex was wondering how to send the document to Bailey  Bailey told Alex to send the pdf, Alex was pondering how to transmit the doc to Bailey  Bailey suggested Alex send the pdf via email, Alex was curious about how to share the document with Bailey  Bailey recommended that Alex send the pdf attachment through email,1,1,1,1,0.10036218166351318,0.1000293493270874,1.138641119003296,1.1187642812728882
549,549, Robin left the food so that the cats would have something to eat, Robin made sure the cats had a snack by leaving some food out, Robin thoughtfully left food out for the cats so they wouldn't go hungry,1,0,0,0,0.07086634635925293,0.07005196809768677,0.8112404346466064,0.7679750919342041
550,550, Alex paid attention to the details and answered the trick question on their science exam correctly, Alex demonstrated his attention to detail and correctly answered the tricky question on his science exam, Alex carefully considered all the information and successfully answered the challenging question on her science exam,2,2,2,2,0.08154845237731934,0.08454596996307373,0.8452898263931274,0.8494674563407898
551,551, Ash did know how to react so he accepted Alex's invitation," Ash felt confident in his ability to handle the situation, so he readily accepted Alex's invitation"," Ash was eager to make a good impression, so he enthusiastically accepted Alex's invitation",0,0,0,0,0.08931130170822144,0.07385921478271484,0.8659103512763977,0.8196381330490112
552,552, Tracy crowded around the group to tell them her funny story, Tracy gathered the group around her to share her hilarious tale, Tracy excitedly joined the group to tell them her side-splitting story,2,2,2,1,0.0987398624420166,0.08181637525558472,0.8960791826248169,0.7600478529930115
553,553, Lee is great on remembering difficult numbers or is he , Lee is really good at recalling those hard-to-remember numbers, Lee has an amazing memory for even the most difficult numbers,2,2,2,2,0.11513954401016235,0.11020684242248535,0.9064907431602478,0.8646166324615479
554,554, Jan was new to the neighborhood and went out running one morning  Jan found new friends in the neighborhood on her run," Jan was eager to meet some new guys in the 'hood and decided to go for a jog one morning  As he ran, he stumbled upon some cool dudes who became his new buddies", Jan was thrilled to explore her new community and went out for a run one morning  She met some lovely ladies who lived in the area and they instantly clicked,1,1,2,2,0.054870665073394775,0.06477272510528564,0.6041949391365051,0.6781328916549683
555,555, Kendall wrapped a bandage around my neck after getting injured in a fight, Kendall quickly wrapped a bandage around my neck after I got hurt in a scuffle, Kendall gently wrapped a bandage around my neck after I suffered an injury during a physical altercation,2,2,2,2,0.12060356140136719,0.11459290981292725,1.124481439590454,1.1030874252319336
556,556, Cameron won last year's race by a nose  This year Cameron trained extra hard for the race," Cameron pulled off a narrow victory in last year's race, and this year he's been putting in overtime to dominate the competition"," Cameron gave it her all in last year's race, but she was just edged out by a hair  This time around, she's been working tirelessly to come out on top",0,1,1,1,0.06849789619445801,0.048266202211380005,0.6211181879043579,0.48317858576774597
557,557," Robin had a hard time understanding the concept, so she let Carson explain it more thoroughly"," Robin had a tough time grasping the concept, so she asked Carson to give her a more detailed explanation"," Robin struggled to comprehend the idea, so she let Carson elaborate on it further",2,2,2,0,0.11322474479675293,0.11093473434448242,0.9626474380493164,0.9483097791671753
558,558, Jesse used Kendall's phone even after Kendall said they did not have permission to," Jesse exploited Kendall's phone without obtaining their consent, despite being aware of their disapproval"," Kendall explicitly stated that Jesse was not authorized to use their phone, yet Jesse disregarded their wishes and continued to do so",1,2,1,2,0.0863196849822998,0.07893776893615723,0.7757072448730469,0.7020699977874756
559,559, Kai was thirteen and had outgrown their shoes over the past year, Kai had shot up in height over the past year and his shoes were now too tight, Kai had grown so much over the past year that her shoes no longer fit comfortably,0,0,0,0,0.08327561616897583,0.0866273045539856,0.6750688552856445,0.6971288919448853
560,560, Jesse lived with their wife in a tiny apartment and really wanted to adopt some kids, Jesse lived with his wife in a small apartment and longed to start a family by adopting some children," Jesse shared a cozy apartment with their spouse and aspired to expand their family through adoption, hoping to provide a loving home for some little ones",2,2,2,1,0.07706934213638306,0.05746817588806152,0.8000999689102173,0.6494885683059692
561,561, Kai grabbed Carson's tools and put them away because Carson was too lazy to do it themselves, Kai took responsibility for putting away Carson's tools because Carson was too relaxed to do it themselves, Kai kindly put away Carson's tools since Carson wasn't feeling up for the task themselves,0,1,0,0,0.09378767013549805,0.08999484777450562,0.7808104157447815,0.760637104511261
562,562, Cameron took Carson away for a long time after the death of his mother, Cameron withdrew from his social life for an extended period following the loss of his mom," After his mother passed away, Cameron escaped to a secluded place with Carson, seeking comfort and solitude",1,1,1,1,0.105682373046875,0.0955590009689331,0.9089070558547974,0.9030908346176147
563,563," After accidentally spilling water on his jeans, Jesse went too far when he yelled at his brother"," After getting water on his jeans, Jesse overreacted when he shouted at his bro"," When Jesse accidentally spilled water on his pants, he freaked out and yelled at his sibling",2,2,2,2,0.11793231964111328,0.1024465560913086,1.055159330368042,0.9593091011047363
564,564, Lee touched a nerve is his wife we he complained about her cooking, Lee hit a raw spot when he griped about his wife's culinary skills, Lee's criticism of his wife's cooking really rubbed her the wrong way,1,1,1,2,0.0715324878692627,0.07550978660583496,0.7324706315994263,0.7683570384979248
565,565, Tracy wore Sydney's jacket to school without asking for permission, Tracy donned Sydney's jacket without obtaining prior consent, Tracy wore Sydney's stylish jacket to school without asking first,2,2,0,0,0.10434824228286743,0.11198687553405762,0.8582184314727783,0.9897041320800781
566,566, Sasha improved Jordan's status and he received a promotion because of it," Sasha's impressive improvements boosted Jordan's professional standing, leading to a well-deserved promotion"," Sasha's remarkable efforts significantly enhanced Jordan's reputation, resulting in a career advancement opportunity",0,0,0,1,0.08376955986022949,0.08414584398269653,0.7778147459030151,0.8047411441802979
567,567, Robin held her breath underwater in the pool," Robin took a deep breath and submerged himself in the pool, holding his respiration underwater", Robin held her breath and swam gracefully beneath the surface of the pool,1,1,1,1,0.08730971813201904,0.09914994239807129,1.1130121946334839,1.09431791305542
568,568, Sydney provided Aubrey an estimate of the price for building the house, Sydney gave Aubrey a rough idea of the cost for constructing their dream house, Sydney provided Aubrey with an estimate of the price point for building their ideal home,1,2,2,2,0.10731935501098633,0.10567152500152588,0.9560301303863525,0.9844216108322144
569,569," Jordan always wanted to help people, so he decided to study medice to work in a hospital"," Jordan had a strong desire to assist others, which is why he chose to pursue a degree in medicine so he could work in a hospital and make a positive impact on people's lives"," From a young age, Jordan felt compelled to help others, and he knew that studying medicine would allow him to do just that  He aspired to work in a hospital where he could use his skills to improve the well-being of his patients",0,0,2,0,0.08640837669372559,0.08273947238922119,0.8171783089637756,0.766435980796814
570,570, Jordan ran quickly to the store down the street, Jordan sprinted rapidly to the marketplace nearby, Jordan dashingly ran down the block to the shop,1,1,1,1,0.08189433813095093,0.07665985822677612,0.7704228162765503,0.7192776203155518
571,571, Bailey felt bad  He overslept and missed his appointment for the job interview, Bailey was feeling pretty terrible after sleeping in and blowing his shot at the job interview," Bailey woke up to find that he had overslept and missed his opportunity for a job interview, leaving him feeling frustrated and disappointed",0,2,2,0,0.06517976522445679,0.08793246746063232,0.6124706864356995,0.7828537225723267
572,572, Kendall was a bad cook  They burned water and ruined the recipe for ice," Kendall was a hopeless cook  He could even burn water, let alone follow a recipe"," Kendall had no talent in the kitchen  She managed to ruin even the simplest of recipes, like ice",1,1,1,2,0.07323026657104492,0.07397615909576416,0.7217190265655518,0.7221117615699768
573,573, Carson was at a friend's house  The others didn't really like him except for his friend," Carson was hanging out at his buddy's place, but the other dudes there didn't really vibe with him, except for his homie"," Carson went to a gathering at a friend's house, but the other girls there weren't too into him, apart from his BFF",2,2,2,1,0.07080507278442383,0.07691150903701782,0.626593828201294,0.6867859363555908
574,574, Jodans mother had a birthday  They took their mother to the shoe store," Jodan's mom had a birthday, so they took her to the shoe store as a gift"," Jodan's mum had a special day, and they took her to the shoe store to celebrate with a new pair of shoes",2,2,2,1,0.0952344536781311,0.08815622329711914,0.8484675884246826,0.8046895265579224
575,575, Someone has been stealing money from Riley  Riley leaves money on the counter in the kitchen and watches Jesse closely," Riley has noticed that some money is missing, and they suspect that Jesse might be responsible  Riley keeps their cash on the kitchen counter and observes Jesse carefully"," Riley is concerned that someone has taken money from them, and they think it might be Jesse based on their behavior  Riley leaves their money out in the open and keeps an eye on Jesse",0,2,0,1,0.07062184810638428,0.07452541589736938,0.7044495940208435,0.7053265571594238
576,576, Alex saw someone behaving very stupidly so Alex made a deprecating comment," Alex couldn't believe his eyes when he saw someone doing something so ridiculously silly, so he had to give them a good-natured ribbing"," When Alex saw someone making a total fool of themselves, he just had to share a playful comment to bring them down a peg",0,0,0,0,0.05199778079986572,0.054909467697143555,0.5494526624679565,0.6052817702293396
577,577, Jan's friends have been paying more attention to Robin lately, Jan's buddies have been giving Robin more props lately, Jan's pals have been showering Robin with more attention these days,2,2,2,0,0.09020543098449707,0.08069992065429688,0.8131442070007324,0.7446200251579285
578,578, Tracy walked my dog home that day and got some food and water for the dog too," Tracy took my pup home and made sure he had everything he needed, including a snack and a drink",,0,0,0,0,0.07161867618560791,0.0,0.7984150648117065,0.0
579,579, Taylor was close to winning the game  Taylor ran straight for home plate, Taylor was almost there! He sprinted towards home plate with determination, Taylor was so close to winning! She dashed towards home plate with all her might,1,1,1,2,0.07071346044540405,0.06944692134857178,0.6868343949317932,0.7024273872375488
580,580," Riley is a supervisor of Jesse, and is charged with making sure merchandise is not damaged", Riley is responsible for overseeing Jesse's work and ensuring that inventory is not compromised," As a supervisor, Riley plays a crucial role in safeguarding the quality of merchandise and preventing damage",2,2,1,1,0.07205599546432495,0.07038283348083496,0.8106496334075928,0.7463154196739197
581,581," kendall was married two times already, and had two kids", Kendall has been married twice before and fathered two children, Kendall has been in two previous marriages and has two adorable kids,0,0,0,2,0.12148559093475342,0.10807639360427856,1.0236680507659912,0.9071483016014099
582,582, Carson was at a friend's house playing video games when they decided to order pizza," Carson was hanging out at his buddy's place, killing time with some gaming when they decided to grab some pizza",,1,1,1,0,0.08675169944763184,0.0,0.8057482242584229,0.0
583,583," Due to his friend's flight being delayed, Cameron decided to pick Robin up from the airport", Cameron stepped in to rescue Robin from a frustrating delay at the airport by picking him up," Since Cameron's friend's flight was delayed, he kindly offered to drive to the airport and bring Robin home",1,1,1,1,0.08546555042266846,0.07714182138442993,0.8360769748687744,0.7708433270454407
584,584," Due to her old fashion views, many people think Riley's ideas have gone the way of the dodo"," Due to Riley's outdated perspectives, some people believe her ideas have become obsolete"," Many see Riley's traditional views as a thing of the past, and therefore, her ideas are no longer relevant",2,1,1,1,0.09542256593704224,0.09805995225906372,0.6796004176139832,0.6954529881477356
585,585, Remy paid Aubrey's taxes since she already owed money, Remy covered Aubrey's tax bill because she was already in debt, Remy paid Aubrey's taxes since she had already accumulated some financial obligations,2,2,2,1,0.10569179058074951,0.11276328563690186,1.014688491821289,1.054082989692688
586,586, Taylor got married but decided to keep her identity and last name," Taylor tied the knot, but she chose to retain her maiden name and independence"," Taylor recently got hitched, yet she decided to preserve her pre-wedding identity and surname",1,2,1,1,0.07243984937667847,0.08248162269592285,0.7417129874229431,0.7424459457397461
587,587, Addison needed to find someone he could trust when he found God, Addison required a reliable confidant once he discovered his spiritual awakening," Addison yearned for someone who could understand and support him in his journey of self-discovery, especially after finding God",1,1,1,1,0.08035057783126831,0.07537633180618286,0.7202775478363037,0.7106848955154419
588,588, Robin had fasted for 30 days and nights as part of a religious feast, Robin had abstained from food for 30 days and nights as part of a spiritual retreat, Robin had observed a month-long fast as part of a sacred celebration,1,0,1,1,0.07117265462875366,0.07150739431381226,0.6793667078018188,0.7388671636581421
589,589, Alex put stamps on their wrists while they were in line for the concert, Alex marked their wrists with stamps as they waited in line for the concert," As they stood in line for the concert, Alex added a special touch to their wrists by stamping them",2,2,2,1,0.07574403285980225,0.07599449157714844,0.8617111444473267,0.8189578652381897
590,590, Cameron pushed Carson so hard that it shook their head back and forth, Cameron gave Carson a good shove that made their head wobble back and forth, Cameron propelled Carson forward with such force that their head bounced up and down,0,0,0,0,0.10143887996673584,0.09728151559829712,0.93149733543396,0.8890409469604492
591,591, Casey visited a friend in the UK and one in Ireland, Casey traveled across the pond to visit a buddy in the UK and another one in Ireland, Casey went on an adventure to see her BFF in the UK and another close friend in Ireland,2,2,2,2,0.09124958515167236,0.09255099296569824,0.8752965331077576,0.8452998399734497
592,592, Remy took this suggestion seriously because it was coming from their manager, Remy gave serious consideration to this idea because it came from their supervisor, Remy took the manager's suggestion seriously because they valued their opinion,2,2,2,2,0.0973212718963623,0.09198057651519775,0.7948907613754272,0.7940910458564758
593,593, Quinn threw the frisbee so the dog could play with it," Quinn hurled the frisbee with gusto, giving his furry friend a thrilling playtime opportunity"," Quinn carefully tossed the frisbee in the direction of his adorable pup, allowing for a delightful game of fetch",2,1,1,2,0.09969532489776611,0.11214470863342285,0.8663736581802368,0.9507079124450684
594,594, Austin interfered with Sydney's attempt to rehearse for a dance recital, Austin hindered Sydney's efforts to rehearse for the dance recital, Sydney's rehearsal was disrupted by Austin's interference,1,2,2,1,0.09190547466278076,0.09076488018035889,1.1070176362991333,0.9575740098953247
595,595, Aubrey fed Tracy's kids lunch today while Tracy was at work, Aubrey generously provided lunch for Tracy's kids while Tracy was away at work, Aubrey so kindly fed Tracy's adorable children lunch today while Tracy was busy earning a living,0,0,0,0,0.1277529001235962,0.12003183364868164,1.1107803583145142,1.0933434963226318
596,596, Ash used metaphor and meaning through out his book, Ash effectively employed metaphors and symbolism throughout his thought-provoking book," Throughout his engaging book, Ash skillfully wove together vivid metaphors and profound meanings that resonate deeply",2,2,2,2,0.09463989734649658,0.07526153326034546,0.9750609397888184,0.82030189037323
597,597, After a long trip Carson finally arrived at a friend's house, Carson finally made it to his buddy's place after a grueling journey," After a tiring travel, Carson finally reached her friend's home with relief",0,0,0,0,0.06829953193664551,0.07990360260009766,0.5773742198944092,0.6973289251327515
598,598, Riley screamed in pain and waited for help to arrive before getting up, Riley groaned loudly and hung on until assistance arrived before attempting to stand up, Riley let out a blood-curdling scream and helplessly waited for someone to come to her aid before struggling to get up,0,0,0,2,0.0922391414642334,0.09154266119003296,0.8111981153488159,0.8224416375160217
599,599," Remy reviewed the lecture from class, and now Remy understood every word"," Remy studied the lecture notes in detail, and now he feels confident that he grasps every concept"," Remy carefully reviewed the lecture material, and now she thoroughly comprehends all the key points",0,0,0,0,0.07754772901535034,0.08891081809997559,0.7175189256668091,0.8710360527038574
600,600, sasha was asked to join the revolution so sasha fulfilled their purpose," Sasha was invited to take part in the revolution, so they fulfilled their duty", Sasha was asked to join the cause and they wholeheartedly embraced their role,2,2,2,2,0.0782785415649414,0.05915486812591553,0.7436761856079102,0.6042270064353943
601,601," Having reached a major weight loss goal, Kai chose to purchase new clothes to celebrate"," After achieving his weight loss target, Kai decided to treat himself to some fresh duds to mark the occasion"," With her weight loss goal now a distant memory, Kai opted to splurge on some new outfits to celebrate her success",0,2,0,0,0.0643085241317749,0.07642066478729248,0.6257636547088623,0.7245108485221863
