,sentences,choices,scores
22,"
Q: Taylor was totally there for their friend when they were struggling to pay their bills. Like, seriously, who else would drop everything to help out? 😊  What will their friend want to do next? 
  choice: Help the friend find a higher paying job
  choice: Pay some of their late employees
  choice: Thank Taylor for the generosity
A: ","['Help the friend find a higher paying job', 'Thank Taylor for the generosity', 'Pay some of their late employees']",0
23,"
Q: Riley totally wrecked their leg and it's killin' them, man. They can barely even walk now.  What does Riley need to do before this? 
  choice: Lie down
  choice: Run
  choice: Sit and relax
A: ","['Lie down', 'Run', 'Sit and relax']",2
24,"
Q: Carson was hanging out at their buddy's crib, but then they were like ""OH SNAP, gotta bounce!  Why did Carson do this? 
  choice: Called a cab
  choice: Caught a bus
  choice: Forgot to feed the dog
A: ","['Caught a bus', 'Called a cab', 'Forgot to feed the dog']",1
25,"
Q: Taylor was a total math whiz and then she decided to share her skills with the world by becoming a teacher! She studied for four years to become an expert, and now she's teaching in schools. 📝👩‍🏫  What does Taylor need to do before this? 
  choice: Get a certificate
  choice: Teach small children
  choice: Work in a school
A: ","['Get a certificate', 'Teach small children', 'Work in a school']",0
26,"
Q: Tracy was a total boss and totally kicked butt in that war until they won the throne!  How would you describe Tracy? 
  choice: Peasant
  choice: Powerful
  choice: Ruler
A: ","['Peasant', 'Ruler', 'Powerful']",2
27,"
Q: Kendall chilled with his homies after grinding all week at his gig.  What will Kendall want to do next? 
  choice: Avoid talking to his friends
  choice: Cheer his team with his friends
  choice: Needed to please her boss
A: ","['Avoid talking to his friends', 'Cheer his team with his friends', 'Needed to please her boss']",1
28,"
Q: Kai was totes bored and had no life, so he played some card games to pass the time.  What will Kai want to do next? 
  choice: Do math homework
  choice: Do nothing
  choice: Watch television
A: ","['Do math homework', 'Do nothing', 'Watch television']",2
29,"
Q: Robin totally swapped out Aubrey's grimy duds for fresh ones, so they can both rock the big play! 😎  What will Robin want to do next? 
  choice: Entertained
  choice: Find clean clothes to wear
  choice: Wash the dirty laundry
A: ","['Wash the dirty laundry', 'Find clean clothes to wear', 'Entertained']",2
30,"
Q: Kendall totally rocked my neck with some string to measure the collar of her shirt, you know? Like, she was trying to get it just right or something! 😅  What will Others want to do next? 
  choice: Buy a shirt
  choice: Buy pants
  choice: Measure other body parts
A: ","['Measure other body parts', 'Buy pants', 'Buy a shirt']",1
31,"
Q: Aubrey handed the gift over to Kai's buddy, and Kai was like ""oooh, I really wanted that!  How would Kai feel as a result? 
  choice: Betrayed by Aubrey
  choice: Giving to others
  choice: Wanting to help people
A: ","['Giving to others', 'Betrayed by Aubrey', 'Wanting to help people']",1
32,"
Q: Jan totally hooked it up and took them to NYC so they could finally experience the big city for real! 😍  What will Others want to do next? 
  choice: Look around
  choice: Look nowhere
  choice: Make sure they get a good first impression of NYC
A: ","['Look around', 'Look nowhere', 'Make sure they get a good first impression of NYC']",0
33,"
Q: Tracy totally freaked out on the couch while binge-watching History Channel because they got major details wrong, like whoa!  Why did Tracy do this? 
  choice: Prove that they know the truth
  choice: Tracy who has got alot of details wrong
  choice: Tracy who has through watching the history channel
A: ","['Tracy who has through watching the history channel', 'Prove that they know the truth', 'Tracy who has got alot of details wrong']",0
34,"
Q: Carson was super angry with Lee and his fam, so he decided to hurt Lee real bad.  How would you describe Carson? 
  choice: As mean
  choice: Carson who has hated lee
  choice: To risk injure lee
A: ","['Carson who has hated lee', 'As mean', 'To risk injure lee']",1
35,"
Q: Robin totally killed it on the volleyball court and was determined to finish the game, even though she was outside.  How would Robin feel afterwards? 
  choice: Brave
  choice: Energetic
  choice: Tired
A: ","['Energetic', 'Brave', 'Tired']",1
36,"
Q: Carson totally freaked out and left Robin's crib after a major blowout.  How would Carson feel afterwards? 
  choice: Happy
  choice: Humiliated
  choice: Proud
A: ","['Proud', 'Humiliated', 'Happy']",1
37,"
Q: Robin was totally clueless about why she was having such a crappy day, but then she finally figured it out.  How would Robin feel afterwards? 
  choice: Determined because she discovered the answer
  choice: Scared to do much
  choice: Well
A: ","['Well', 'Determined because she discovered the answer', 'Scared to do much']",1
38,"
Q: Jordan's kid was outgrowing their kicks, so they took them to the shoe spot.  How would Jordan's son feel as a result? 
  choice: Ready to find shoes
  choice: Ready to go home
  choice: Upset and frustrated
A: ","['Ready to go home', 'Upset and frustrated', 'Ready to find shoes']",2
39,"
Q: Ash's speech was cut off even though everyone wanted to hear more from him.  What will happen to Others? 
  choice: Be happy
  choice: Enjoy the events
  choice: Protest the events
A: ","['Be happy', 'Enjoy the events', 'Protest the events']",2
40,"
Q: Jordan was chillin' with her squad and spilled some tea about Ash behind his back to fit in.  What will happen to Jordan? 
  choice: Guilty
  choice: Lose a bet
  choice: Proud
A: ","['Lose a bet', 'Proud', 'Guilty']",2
41,"
Q: Jordan was trying to impress the girl, so he took her to the shoe store to show off his style and hopefully win her over.  What does Jordan need to do before this? 
  choice: Ask the girl on a date
  choice: Be kind
  choice: Buy the girl some shoes
A: ","['Buy the girl some shoes', 'Ask the girl on a date', 'Be kind']",2
42,"
Q: Aubrey totally got Remy and was like, super helpful in taking care of him! 😊  How would Remy feel as a result? 
  choice: Anxious as a result
  choice: Desperate as a result
  choice: Hopeful as a result
A: ","['Anxious as a result', 'Hopeful as a result', 'Desperate as a result']",1
43,"
Q: Aubrey was like, ""I gotta keep an eye on this little dude all night in case they get a concussion.  What will happen to Aubrey? 
  choice: And the baby both fell asleep late in the night
  choice: Gets so sleepy but stays awake anyway
  choice: The baby fell asleep despite Aubrey's best effort
A: ","[""The baby fell asleep despite Aubrey's best effort"", 'Gets so sleepy but stays awake anyway', 'And the baby both fell asleep late in the night']",1
44,"
Q: Robin totally blocked Riley's view of the racy scene in the movie so she wouldn't get embarrassed or whatever.  How would Riley feel as a result of this? 
  choice: Like a baby
  choice: Protective of Riley
  choice: Scared of the scene
A: ","['Scared of the scene', 'Like a baby', 'Protective of Riley']",2
45,"
Q: Quinn secretly handed Jordan a surprise gift, giving them a big hug before revealing it.  What does Quinn need to do before this? 
  choice: Be caring
  choice: Hold the gift in plain sight
  choice: Pick out a gift for Jordan
A: ","['Pick out a gift for Jordan', 'Be caring', 'Hold the gift in plain sight']",1
46,"
Q: Bailey totally crushed Jesse on his driving examination after acing it with ease!  What does Bailey need to do before this? 
  choice: Buy a car
  choice: Celebrate
  choice: Test Jesse before this
A: ","['Test Jesse before this', 'Buy a car', 'Celebrate']",0
47,"
Q: Austin was totally struggling with that test at first, but he pushed through and did his best.  How would you describe Austin? 
  choice: A student
  choice: Overwhelmed
  choice: Stupid
A: ","['A student', 'Stupid', 'Overwhelmed']",0
48,"
Q: Quinn was totally lit playing and vibin' in the snow, makin' sick snow angels and throwin' snowballs like a boss!  How would you describe Quinn? 
  choice: A big fan of the band
  choice: A big fan of the outdoors
  choice: Lighthearted and lonely
A: ","['A big fan of the band', 'Lighthearted and lonely', 'A big fan of the outdoors']",2
49,"
Q: Tracy gave my homie some cash when they were in a tight spot, but they didn't follow through on their promise to pay her back.  What will happen to Tracy? 
  choice: Be disappointed in them
  choice: Lose trust in my friend
  choice: Yell at them
A: ","['Yell at them', 'Be disappointed in them', 'Lose trust in my friend']",1
50,"
Q: Cameron was totally stoked with Bailey's research paper. Like, she nailed it!  How would you describe Cameron? 
  choice: A success as a teacher
  choice: Honest
  choice: Vengeful
A: ","['Honest', 'A success as a teacher', 'Vengeful']",0
51,"
Q: Skylar was totally bugging out when the bully shoved them in the lunch line, so they poured milk all over the jerk's head! 😡  What will Skylar want to do next? 
  choice: Run away
  choice: Wait for a reaction
  choice: Wanted to fight with the bully
A: ","['Run away', 'Wait for a reaction', 'Wanted to fight with the bully']",1
52,"
Q: Remy hooked you up with Skylar's Netflix account, so you don't have to shell out cash for your own subscription!  How would you describe Remy? 
  choice: Cheated
  choice: Feeling bored
  choice: Feeling loved
A: ","['Feeling bored', 'Feeling loved', 'Cheated']",1
53,"
Q: Skylar was totally absorbed in their phone call while at the park, almost missing out on the breathtaking views.  What will Skylar want to do next? 
  choice: Build
  choice: Get Skylar off the phone
  choice: Sleep
A: ","['Get Skylar off the phone', 'Sleep', 'Build']",2
54,"
Q: Sydney is a preschool teacher who assisted in tracing Robin's finger movements.  Why did Sydney do this? 
  choice: Make artwork
  choice: Make popcorn
  choice: Teach her class the alphabet
A: ","['Make popcorn', 'Teach her class the alphabet', 'Make artwork']",2
55,"
Q: Jan was totally expecting a new addition to the family and voila! She delivered a precious princess! 👶❤️  How would you describe Jan? 
  choice: A mother
  choice: Exhausted
  choice: Ready to take a spin class
A: ","['A mother', 'Exhausted', 'Ready to take a spin class']",0
56,"
Q: Kendall was totally into house plants and would always overwater them to make sure the fluoride was gone!  What will Kendall want to do next? 
  choice: Gather jars
  choice: Watered a few of her pets
  choice: Watered a few of the plants
A: ","['Watered a few of the plants', 'Gather jars', 'Watered a few of her pets']",0
57,"
Q: Since Skylar would totally be down for it too, Kendall thought about her buddy before making plans.  Why did Kendall do this? 
  choice: Get this over with
  choice: Help skylar
  choice: Kendall who has want to skylar
A: ","['Kendall who has want to skylar', 'Get this over with', 'Help skylar']",0
58,"
Q: Aubrey was a badass cop who nailed Casey for speeding in a construction zone.  What will Casey want to do next? 
  choice: Keep construction workers safe
  choice: Make an excuse
  choice: Speed off
A: ","['Keep construction workers safe', 'Speed off', 'Make an excuse']",0
59,"
Q: Riley totally showed up Jan with the sickest title in the kingdom and threw a lit feast to celebrate! 🎉👑  What will Jan want to do next? 
  choice: Celebrate all night with the kingdom
  choice: Indifferent
  choice: Proud
A: ","['Celebrate all night with the kingdom', 'Proud', 'Indifferent']",1
60,"
Q: After getting kicked out of his parents' house, Jordan was in dire need of a new place to crash.  How would you describe Jordan? 
  choice: Extremely hardworking
  choice: Quite lazy
  choice: Sad
A: ","['Quite lazy', 'Sad', 'Extremely hardworking']",0
61,"
Q: Remy just had a baby girl on a Saturday afternoon, like, omg!  What does Remy need to do before this? 
  choice: Did this to start a family
  choice: Go to the hospital
  choice: Leave her husband
A: ","['Leave her husband', 'Did this to start a family', 'Go to the hospital']",2
62,"
Q: Alex had Sasha but then stopped taking care of her, even though she was the one who gave birth to her.  What will Alex want to do next? 
  choice: Ask to visit Sasha
  choice: Build a relationship with Sasha
  choice: Kidnap Sasha from home
A: ","['Build a relationship with Sasha', 'Ask to visit Sasha', 'Kidnap Sasha from home']",1
63,"
Q: Jordan hooked Robin up with some sick interview tips, 'cause he had already been there and done that at the company.  How would Robin feel afterwards? 
  choice: Be prepared
  choice: Disgusted
  choice: Supported
A: ","['Disgusted', 'Be prepared', 'Supported']",2
64,"
Q: Cameron totally went above and beyond to score some grub for the homeless dudes on the street. She's totes an angel!  How would Cameron feel afterwards? 
  choice: Happy
  choice: Mad
  choice: Upset
A: ","['Mad', 'Upset', 'Happy']",2
65,"
Q: Sydney totally crushed Kendall's feelings when she faked her interest in him at the party. 💔  What will happen to Kendall? 
  choice: Be angry at Sydney
  choice: Be excited
  choice: Date Sydney
A: ","['Be angry at Sydney', 'Be excited', 'Date Sydney']",0
66,"
Q: Cameron's parents threatened to ground them if they didn't do well in school, so Cameron tried their best.  What will happen to Cameron? 
  choice: Have his assignments done by their classmates
  choice: Listen or face severe punishment
  choice: Study very hard
A: ","['Listen or face severe punishment', 'Study very hard', 'Have his assignments done by their classmates']",1
67,"
Q: OMG, Jan took me on this epic birthday trip to NYC before the baby arrived! It was like, the ultimate pre-baby celebration!  What will Others want to do after? 
  choice: Get a flight to NYC
  choice: Leave me in NYC
  choice: Wish me a happy birthday
A: ","['Leave me in NYC', 'Wish me a happy birthday', 'Get a flight to NYC']",1
68,"
Q: It was a totally gorgeous day outside, you know? Quinn decided to take a stroll instead.  What does Quinn need to do before this? 
  choice: Have fun
  choice: Move their feet
  choice: Notice the sun
A: ","['Have fun', 'Notice the sun', 'Move their feet']",0
69,"
Q: Kai got banned from driving his mom's whip after he totaled it, so he gave back the keys.  What will Kai want to do next? 
  choice: Rent out the car
  choice: Wanted to stay out of trouble
  choice: Work hard at home
A: ","['Wanted to stay out of trouble', 'Work hard at home', 'Rent out the car']",2
70,"
Q: Jordan got his leg chomped off by a shark while he was ripping it up on the waves. Despite the gnarly injury, Jordan kept a positive attitude.  Why did Jordan do this? 
  choice: Needed to have a surf board
  choice: Not show others he was suffering
  choice: Show that he only needed one leg
A: ","['Show that he only needed one leg', 'Needed to have a surf board', 'Not show others he was suffering']",1
71,"
Q: Kendall was aware that Skylar had a super hectic work schedule and needed to make sure the vacation planning took that into account.  How would Skylar feel as a result? 
  choice: Excited about work
  choice: Grateful to Kendall
  choice: That they are looking forward to their vacation
A: ","['Grateful to Kendall', 'Excited about work', 'That they are looking forward to their vacation']",0
72,"
Q: But she wasn't down with being on the team, so she just walked away from the court.  Why did Aubrey do this? 
  choice: Being on the team was her big dream
  choice: Wanted to spend more time at home
  choice: Wanted to win the championship
A: ","['Wanted to spend more time at home', 'Wanted to win the championship', 'Being on the team was her big dream']",2
73,"
Q: Carson was hanging out at his buddy's crib, totally immersed in a gaming marathon on the latest console.  How would Carson feel afterwards? 
  choice: Ready to go for a short stroll back to his home
  choice: Sad that he will have to stop playing video games
  choice: Too dark outside
A: ","['Sad that he will have to stop playing video games', 'Too dark outside', 'Ready to go for a short stroll back to his home']",0
74,"
Q: Kendall totally took their pup to the fresh new dog park in our 'hood!  What will Kendall want to do next? 
  choice: Give it a bath
  choice: Meet other dog owners
  choice: Walk their dog
A: ","['Give it a bath', 'Walk their dog', 'Meet other dog owners']",2
75,"
Q: Robin's bro was starvin', too, so she cut the sammie in half.  How would Robin feel afterwards? 
  choice: Accommodating
  choice: Friendly
  choice: Hungry
A: ","['Accommodating', 'Hungry', 'Friendly']",0
76,"
Q: Addison thought every girl should be treated based on what they do, not just who they are.  How would Others feel as a result? 
  choice: Bored now
  choice: Loved now
  choice: Passive now
A: ","['Bored now', 'Loved now', 'Passive now']",1
77,"
Q: Remy totally crushed them in the game and it wasn't even close!  How would they feel as a result? 
  choice: Happy
  choice: Proud
  choice: Weak
A: ","['Weak', 'Proud', 'Happy']",1
78,"
Q: Casey hooked Jesse up with some cash so she could catch the latest flick.  How would you describe Casey? 
  choice: Giving
  choice: Greedy
  choice: Thankful
A: ","['Thankful', 'Greedy', 'Giving']",0
79,"
Q: Lee totally slayed the baby-making game, delivering ten little munchkins over the course of a decade!  How would you describe Lee? 
  choice: Barren
  choice: Caring
  choice: Would love her children
A: ","['Barren', 'Caring', 'Would love her children']",1
80,"
Q: Cameron was totally overdressed for the hot weather and he must have felt like a total sweatball outside.  How would Others feel as a result? 
  choice: Awkward
  choice: Hungry
  choice: Thinks differently
A: ","['Thinks differently', 'Awkward', 'Hungry']",0
81,"
Q: Remy was a total mystery guru - she could solve any puzzle or enigma with ease, and it was no surprise she was famous for it!  What will Others want to do after? 
  choice: Ask Remy more
  choice: Be a mystery writer
  choice: Destroy Remy's books
A: ","['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0
82,"
Q: Kendall didn't let ""no"" discourage her; she kept pushing and eventually scored big with Lee.  What will Lee want to do next? 
  choice: Give a punch to Kendall's face
  choice: Give into Kendall
  choice: Refuse to help Kendall
A: ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0
83,"
Q: Alex totally had their own unique way of worshipping Jesus, even though others might not have understood it.  What will Alex want to do next? 
  choice: Ale who has worshiped jesus
  choice: Be discouraged by others
  choice: Not listen to others
A: ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",0
84,"
Q: Cameron totally freaked out when he got his hands on a brand new video game and was like, ""OMG, I need to play this all night!  How would Cameron feel afterwards? 
  choice: A gamer
  choice: Addicted to video games
  choice: Tired
A: ","['Tired', 'Addicted to video games', 'A gamer']",1
85,"
Q: Alex and their partner totally hit it off on their vacation and became super close.  How would Alex feel afterwards? 
  choice: Back from vacation
  choice: Happy
  choice: In love
A: ","['In love', 'Happy', 'Back from vacation']",2
86,"
Q: Aubrey stopped by the gas station and grabbed some snacks for the road.  Why did Aubrey do this? 
  choice: Find a gas station to stop at
  choice: Have fuel
  choice: Make a snack
A: ","['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1
87,"
Q: Riley couldn't help but notice Jesse with a keen eye, and once they finished devouring the last cookie, a grin spread across their face.  How would you describe Riley? 
  choice: As silly
  choice: As talkative
  choice: Like a person who was thoughtful
A: ","['As talkative', 'As silly', 'Like a person who was thoughtful']",0
88,"
Q: Aubrey totally rocked Tracy's kids with some major spaghetti after baseball practice! 🍝👏  How would Tracy feel as a result? 
  choice: Like she was ignored
  choice: No one cared about her
  choice: Relieved
A: ","['Like she was ignored', 'No one cared about her', 'Relieved']",2
89,"
Q: Quinn totally lost it and devoured an entire carton of ice cream after her ex dumped her.  What will Quinn want to do next? 
  choice: Get back together with her boyrfrined
  choice: Keep crying
  choice: Purchase ice cream
A: ","['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1
90,"
Q: Remy had a dope convo with Aubrey, so now Aubrey's totally down with Remy.  How would Remy feel as a result? 
  choice: Anxious
  choice: Calm
  choice: Unsatisfied
A: ","['Unsatisfied', 'Calm', 'Anxious']",1
91,"
Q: Alex babysat the kids after school so their parents could keep working and earn some dough.  What will Alex want to do next? 
  choice: Fight the parents
  choice: Go home
  choice: Play games with the kids
A: ","['Go home', 'Play games with the kids', 'Fight the parents']",1
92,"
Q: Taylor rocked math lessons for underprivileged students in schools! 📝👏  How would Taylor feel afterwards? 
  choice: Frustrated by her inexperience teaching
  choice: Impacting the community
  choice: Jealous of teachers that are not in the school
A: ","['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2
93,"
Q: Jan quickly put the special necklace on Sydney before she started crying with happiness and kept saying how gorgeous it was.  What will Sydney want to do next? 
  choice: She will cry and run away
  choice: She will thank her for the necklace
  choice: They'll get a kiss
A: ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1
94,"
Q: Kendall didn't get the job even though the interviewer told her she was totally qualified.  How would the interviewer feel as a result? 
  choice: Happy for Kendall
  choice: Like Kendall was the best
  choice: Like they lied to Kendall
A: ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2
95,"
Q: Riley hit up their homies about what they should do that night.  Why did Riley do this? 
  choice: Do something fun
  choice: Go out
  choice: Hang out
A: ","['Go out', 'Do something fun', 'Hang out']",0
96,"
Q: Remy hit up the town and found a dope spot for treats, then devoured some ice cream! 🍦👌  What does Remy need to do before this? 
  choice: Have excitement
  choice: Lock his house when leaving
  choice: Settle down
A: ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1
97,"
Q: Carson was chillin' at his buddy's crib, killin' time with some sick video games to escape the drama with his folks.  What does Carson need to do before this? 
  choice: Run over to his friends house
  choice: Stretch out the time at their friends
  choice: Try a different game
A: ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0
98,"
Q: Taylor was a total math rockstar in the schools and got a ton of props for his sick teaching skills!  Why did Taylor do this? 
  choice: Continue teaching
  choice: Educate other teachers
  choice: Loved
A: ","['Loved', 'Continue teaching', 'Educate other teachers']",1
99,"
Q: Robin totally busted Carson for speeding, but then she didn't give him a ticket - what a flex!  Why did Robin do this? 
  choice: Hated him
  choice: Issue a warning
  choice: Thought he was cute
A: ","['Thought he was cute', 'Issue a warning', 'Hated him']",0
100,"
Q: Robin totally rocked the backyard by leaving food out for the animals to feast on! 🐰🍔🥤  What will Robin want to do next? 
  choice: Chase the animals away
  choice: Go out in the backyard
  choice: Watch the animals eat
A: ","['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2
101,"
Q: Alex took a brief moment to mull it over, then made a snap decision to go ahead and tackle the issue.  Why did Alex do this? 
  choice: Have free time
  choice: Wanted to be foolhardy
  choice: Wanted to have the best response
A: ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1
102,"
Q: Bailey was struggling at work, but she wanted to turn things around and get a new perspective to improve her mood.  How would you describe Bailey? 
  choice: Worried
  choice: Confident
A: ","['Confident', 'Worried']",1
103,"
Q: Sydney is totally into Hillary Clinton! She found this dope biography of Hillary and can't wait to dive in and learn more about her hero.  Why did Sydney do this? 
  choice: Become friends with Hillary Clinton
  choice: Get her glasses
  choice: Know more about Hillary Clinton
A: ","['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0
104,"
Q: Cameron bailed from the Halloween party ASAP and sped home.  Why did Cameron do this? 
  choice: Get home to a sick dog
  choice: Go to bed
  choice: Take the child to the doctor
A: ","['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0
105,"
Q: Kendall was completely exposed and felt so free after losing their shirt! They just walked around without a care in the world.  How would you describe Kendall? 
  choice: Ashamed
  choice: Embarassed
  choice: In trouble
A: ","['Ashamed', 'Embarassed', 'In trouble']",1
106,"
Q: Taylor's voice got more intense as they shouted louder because of the heated argument.  Why did Taylor do this? 
  choice: Be obnoxious
  choice: So people would ignore her
  choice: Yell at them
A: ","['Yell at them', 'So people would ignore her', 'Be obnoxious']",0
107,"
Q: Kai knew things were getting crazy and he kept his cool.  How would Others feel as a result? 
  choice: Anxious
  choice: Relieved
  choice: Scared
A: ","['Relieved', 'Anxious', 'Scared']",2
108,"
Q: Tom hooked up Sydney with a fiery red scarf, and she was totally feeling it! 🔥❤️  How would you describe Sydney? 
  choice: Angry at Tom
  choice: Bad that she had destroyed it
  choice: Hot tempered
A: ","['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0
109,"
Q: Austin totally transformed the area where they found old ruins by building a sick mall!  What does Austin need to do before this? 
  choice: Bring a local attraction
  choice: Find a new site
  choice: Remove the artifacts
A: ","['Bring a local attraction', 'Remove the artifacts', 'Find a new site']",0
110,"
Q: Aubrey was totally down to help Sasha move because they were BFFs and Sasha needed some serious assist.  How would Sasha feel as a result? 
  choice: Annoyed with aubrey
  choice: Happy to have assistance
  choice: Sad to have assistance
A: ","['Happy to have assistance', 'Annoyed with aubrey', 'Sad to have assistance']",0
111,"
Q: Cameron rolled up to the restaurant and took a seat at their spot.  What will Cameron want to do next? 
  choice: Eat
  choice: Learn about food
  choice: Order food
A: ","['Learn about food', 'Order food', 'Eat']",2
