,sentences,choices,scores
33,"
Q: Tracy was so upset on the couch while watching the history channel because they couldn't believe how many inaccuracies there were.  Why did Tracy do this? 
  choice: Prove that they know the truth
  choice: Tracy who has got alot of details wrong
  choice: Tracy who has through watching the history channel
A: ","['Tracy who has through watching the history channel', 'Prove that they know the truth', 'Tracy who has got alot of details wrong']",0
34,"
Q: Carson was filled with resentment towards Lee and his family, so he took a dangerous step and injured Lee.  How would you describe Carson? 
  choice: As mean
  choice: Carson who has hated lee
  choice: To risk injure lee
A: ","['Carson who has hated lee', 'As mean', 'To risk injure lee']",1
35,"
Q: Robin enjoyed playing a fun game of volleyball with her pals in the great outdoors, striving for victory.  How would Robin feel afterwards? 
  choice: Brave
  choice: Energetic
  choice: Tired
A: ","['Energetic', 'Brave', 'Tired']",2
36,"
Q: After a tense and emotional fight, Carson left Robin's home in a huff, still fuming over their differences.  How would Carson feel afterwards? 
  choice: Happy
  choice: Humiliated
  choice: Proud
A: ","['Proud', 'Humiliated', 'Happy']",0
37,"
Q: Robin felt mystified by her recurring misfortunes, but eventually uncovered the reason.  How would Robin feel afterwards? 
  choice: Determined because she discovered the answer
  choice: Scared to do much
  choice: Well
A: ","['Well', 'Determined because she discovered the answer', 'Scared to do much']",1
38,"
Q: Jordan noticed that their child was running out of room in their shoes, so they took them to the shoe store for a replacement.  How would Jordan's son feel as a result? 
  choice: Ready to find shoes
  choice: Ready to go home
  choice: Upset and frustrated
A: ","['Ready to go home', 'Upset and frustrated', 'Ready to find shoes']",2
39,"
Q: Everyone was eager to hear Ash's input, but unfortunately, their time was cut short.  What will happen to Others? 
  choice: Be happy
  choice: Enjoy the events
  choice: Protest the events
A: ","['Be happy', 'Enjoy the events', 'Protest the events']",2
40,"
Q: Jordan was talking to her girlfriends when she shared some juicy gossip about Ash behind his back to be part of the clique.  What will happen to Jordan? 
  choice: Guilty
  choice: Lose a bet
  choice: Proud
A: ","['Lose a bet', 'Proud', 'Guilty']",2
41,"
Q: Jordan wanted to make a good impression on the girl, so he took her to the shoe store to find her dream shoes.  What does Jordan need to do before this? 
  choice: Ask the girl on a date
  choice: Be kind
  choice: Buy the girl some shoes
A: ","['Buy the girl some shoes', 'Ask the girl on a date', 'Be kind']",2
42,"
Q: Aubrey was able to understand Remy on a deeper level and provide exceptional care as his nurse.  How would Remy feel as a result? 
  choice: Anxious as a result
  choice: Desperate as a result
  choice: Hopeful as a result
A: ","['Anxious as a result', 'Hopeful as a result', 'Desperate as a result']",1
43,"
Q: Aubrey was vigilant throughout the night, monitoring the baby for any potential signs of a concussion.  What will happen to Aubrey? 
  choice: And the baby both fell asleep late in the night
  choice: Gets so sleepy but stays awake anyway
  choice: The baby fell asleep despite Aubrey's best effort
A: ","[""The baby fell asleep despite Aubrey's best effort"", 'Gets so sleepy but stays awake anyway', 'And the baby both fell asleep late in the night']",2
44,"
Q: Robin tactfully covered Riley's eyes to spare her the embarrassment of witnessing the graphic sex scene.  How would Riley feel as a result of this? 
  choice: Like a baby
  choice: Protective of Riley
  choice: Scared of the scene
A: ","['Scared of the scene', 'Like a baby', 'Protective of Riley']",2
45,"
Q: Quinn gently wrapped their arms around Jordan and then surprised them with the gift they had been keeping hidden.  What does Quinn need to do before this? 
  choice: Be caring
  choice: Hold the gift in plain sight
  choice: Pick out a gift for Jordan
A: ","['Pick out a gift for Jordan', 'Be caring', 'Hold the gift in plain sight']",1
46,"
Q: Bailey impressed the examiner with his driving abilities and passed with high scores.  What does Bailey need to do before this? 
  choice: Buy a car
  choice: Celebrate
  choice: Test Jesse before this
A: ","['Test Jesse before this', 'Buy a car', 'Celebrate']",0
47,"
Q: At first, Austin found the test to be quite challenging, but he persevered and did his best despite the difficulties.  How would you describe Austin? 
  choice: A student
  choice: Overwhelmed
  choice: Stupid
A: ","['A student', 'Stupid', 'Overwhelmed']",0
48,"
Q: Quinn was playing happily in the snow, making adorable snow angels and throwing snowballs with her friends.  How would you describe Quinn? 
  choice: A big fan of the band
  choice: A big fan of the outdoors
  choice: Lighthearted and lonely
A: ","['A big fan of the band', 'Lighthearted and lonely', 'A big fan of the outdoors']",2
49,"
Q: Tracy gave money to my friend who really needed it, but they didn't end up buying what they said they would buy with the funds.  What will happen to Tracy? 
  choice: Be disappointed in them
  choice: Lose trust in my friend
  choice: Yell at them
A: ","['Yell at them', 'Be disappointed in them', 'Lose trust in my friend']",1
50,"
Q: Bailey's research paper caught Cameron's attention, and she was pleased with the effort put into the project.  How would you describe Cameron? 
  choice: A success as a teacher
  choice: Honest
  choice: Vengeful
A: ","['Honest', 'A success as a teacher', 'Vengeful']",0
51,"
Q: Skylar was pushed aggressively by the bully in the lunch line, so Skylar decided to pour milk over their head as a form of retaliation.  What will Skylar want to do next? 
  choice: Run away
  choice: Wait for a reaction
  choice: Wanted to fight with the bully
A: ","['Run away', 'Wait for a reaction', 'Wanted to fight with the bully']",1
52,"
Q: Remy was so thoughtful to gift you with a Skylar account for Netflix, allowing you to enjoy your preferred content without financial burden.  How would you describe Remy? 
  choice: Cheated
  choice: Feeling bored
  choice: Feeling loved
A: ","['Feeling bored', 'Feeling loved', 'Cheated']",1
53,"
Q: Skylar was on the phone while visiting the beautiful national park, but they didn't seem to be paying much attention to the stunning views.  What will Skylar want to do next? 
  choice: Build
  choice: Get Skylar off the phone
  choice: Sleep
A: ","['Get Skylar off the phone', 'Sleep', 'Build']",0
54,"
Q: As a nurturing preschool teacher, Sydney gently helped Robin trace her little fingers.  Why did Sydney do this? 
  choice: Make artwork
  choice: Make popcorn
  choice: Teach her class the alphabet
A: ","['Make popcorn', 'Teach her class the alphabet', 'Make artwork']",2
55,"
Q: Jan was overjoyed as she cradled her newborn daughter in her arms for the first time.  How would you describe Jan? 
  choice: A mother
  choice: Exhausted
  choice: Ready to take a spin class
A: ","['A mother', 'Exhausted', 'Ready to take a spin class']",0
56,"
Q: Kendall adored her house plants and regularly over-watered them to rid the fluoride in the water.  What will Kendall want to do next? 
  choice: Gather jars
  choice: Watered a few of her pets
  choice: Watered a few of the plants
A: ","['Watered a few of the plants', 'Gather jars', 'Watered a few of her pets']",0
57,"
Q: Since Kendall knew Skylar would be eager to participate, she carefully considered Skylar's input before moving forward.  Why did Kendall do this? 
  choice: Get this over with
  choice: Help skylar
  choice: Kendall who has want to skylar
A: ","['Kendall who has want to skylar', 'Get this over with', 'Help skylar']",2
58,"
Q: As a police officer, Aubrey pulled over Casey for driving too fast in a construction area, posing a risk to both drivers and workers.  What will Casey want to do next? 
  choice: Keep construction workers safe
  choice: Make an excuse
  choice: Speed off
A: ","['Keep construction workers safe', 'Speed off', 'Make an excuse']",2
59,"
Q: Riley gifted Jan with the most prestigious title in the kingdom and hosted an extravagant feast to mark the celebration.  What will Jan want to do next? 
  choice: Celebrate all night with the kingdom
  choice: Indifferent
  choice: Proud
A: ","['Celebrate all night with the kingdom', 'Proud', 'Indifferent']",1
60,"
Q: After being forced out of her childhood home, Jordan needed to find a new space to live.  How would you describe Jordan? 
  choice: Extremely hardworking
  choice: Quite lazy
  choice: Sad
A: ","['Quite lazy', 'Sad', 'Extremely hardworking']",2
61,"
Q: Remy gave birth to a precious baby girl on a cozy Saturday afternoon.  What does Remy need to do before this? 
  choice: Did this to start a family
  choice: Go to the hospital
  choice: Leave her husband
A: ","['Leave her husband', 'Did this to start a family', 'Go to the hospital']",2
62,"
Q: Alex was no longer nurturing Sasha, but she had given birth to her.  What will Alex want to do next? 
  choice: Ask to visit Sasha
  choice: Build a relationship with Sasha
  choice: Kidnap Sasha from home
A: ","['Build a relationship with Sasha', 'Ask to visit Sasha', 'Kidnap Sasha from home']",1
63,"
Q: Jordan offered Robin valuable tips for acing her job interview, drawing on his own experience working at the company and knowing exactly what the interviewer would be looking for.  How would Robin feel afterwards? 
  choice: Be prepared
  choice: Disgusted
  choice: Supported
A: ","['Disgusted', 'Be prepared', 'Supported']",2
64,"
Q: Cameron went above and beyond to acquire sustenance for those in need.  How would Cameron feel afterwards? 
  choice: Happy
  choice: Mad
  choice: Upset
A: ","['Mad', 'Upset', 'Happy']",2
65,"
Q: Sydney totally played Kendall like a fiddle when she pretended to be into him at the party.  What will happen to Kendall? 
  choice: Be angry at Sydney
  choice: Be excited
  choice: Date Sydney
A: ","['Be angry at Sydney', 'Be excited', 'Date Sydney']",1
66,"
Q: Cameron's parents encouraged them to excel in school, threatening grounding if they didn't meet expectations. Cameron heeded their advice.  What will happen to Cameron? 
  choice: Have his assignments done by their classmates
  choice: Listen or face severe punishment
  choice: Study very hard
A: ","['Listen or face severe punishment', 'Study very hard', 'Have his assignments done by their classmates']",1
67,"
Q: Jan surprised me with an amazing trip to NYC to celebrate my birthday before the baby was born.  What will Others want to do after? 
  choice: Get a flight to NYC
  choice: Leave me in NYC
  choice: Wish me a happy birthday
A: ","['Leave me in NYC', 'Wish me a happy birthday', 'Get a flight to NYC']",1
68,"
Q: The sun was shining brightly, and Quinn took advantage of the nice weather by going for a walk.  What does Quinn need to do before this? 
  choice: Have fun
  choice: Move their feet
  choice: Notice the sun
A: ","['Have fun', 'Notice the sun', 'Move their feet']",1
69,"
Q: Kai got grounded big time after binge-driving his mama's car and wrecking it, so he handed over the spare set of keys.  What will Kai want to do next? 
  choice: Rent out the car
  choice: Wanted to stay out of trouble
  choice: Work hard at home
A: ","['Wanted to stay out of trouble', 'Work hard at home', 'Rent out the car']",2
70,"
Q: During her surfing session, Jordan was bitten by a shark and suffered a serious injury to her leg. Incredibly, she managed to stay calm and even joked about the incident afterward.  Why did Jordan do this? 
  choice: Needed to have a surf board
  choice: Not show others he was suffering
  choice: Show that he only needed one leg
A: ","['Show that he only needed one leg', 'Needed to have a surf board', 'Not show others he was suffering']",1
71,"
Q: Kendall knew that Skylar was swamped with work and wanted to make sure their vacation plans didn't add any extra stress to her already packed schedule.  How would Skylar feel as a result? 
  choice: Excited about work
  choice: Grateful to Kendall
  choice: That they are looking forward to their vacation
A: ","['Grateful to Kendall', 'Excited about work', 'That they are looking forward to their vacation']",0
72,"
Q: She gracefully declined the offer to join the team and exited the court with poise.  Why did Aubrey do this? 
  choice: Being on the team was her big dream
  choice: Wanted to spend more time at home
  choice: Wanted to win the championship
A: ","['Wanted to spend more time at home', 'Wanted to win the championship', 'Being on the team was her big dream']",0
73,"
Q: Carson was over at her friend's house on the opposite side of town, having a blast playing video games together.  How would Carson feel afterwards? 
  choice: Ready to go for a short stroll back to his home
  choice: Sad that he will have to stop playing video games
  choice: Too dark outside
A: ","['Sad that he will have to stop playing video games', 'Too dark outside', 'Ready to go for a short stroll back to his home']",2
74,"
Q: Kendall brought her adorable pup to the new dog park in our neighborhood.  What will Kendall want to do next? 
  choice: Give it a bath
  choice: Meet other dog owners
  choice: Walk their dog
A: ","['Give it a bath', 'Walk their dog', 'Meet other dog owners']",2
75,"
Q: Since Robin's brother was also feeling peckish, she divided the sandwich into two equal halves.  How would Robin feel afterwards? 
  choice: Accommodating
  choice: Friendly
  choice: Hungry
A: ","['Accommodating', 'Hungry', 'Friendly']",1
76,"
Q: Addison felt that every girl deserved to be treated with respect and kindness, regardless of their background or actions.  How would Others feel as a result? 
  choice: Bored now
  choice: Loved now
  choice: Passive now
A: ","['Bored now', 'Loved now', 'Passive now']",1
77,"
Q: Remy challenged the group to a fun game and then emerged victorious.  How would they feel as a result? 
  choice: Happy
  choice: Proud
  choice: Weak
A: ","['Weak', 'Proud', 'Happy']",2
78,"
Q: Casey generously gave Jesse some funds to go see a movie.  How would you describe Casey? 
  choice: Giving
  choice: Greedy
  choice: Thankful
A: ","['Thankful', 'Greedy', 'Giving']",0
79,"
Q: Lee gave birth to and raised ten little miracles over the past ten years.  How would you describe Lee? 
  choice: Barren
  choice: Caring
  choice: Would love her children
A: ","['Barren', 'Caring', 'Would love her children']",1
80,"
Q: Despite the scorching weather, Cameron opted for thick garments that made her feel like she was wrapped in a warm blanket, causing her to glisten with sweat.  How would Others feel as a result? 
  choice: Awkward
  choice: Hungry
  choice: Thinks differently
A: ","['Thinks differently', 'Awkward', 'Hungry']",0
81,"
Q: As a celebrated mystery novelist, Remy was well-versed in every twist and turn of the genre, making her uniquely qualified to crack even the most intriguing cases.  What will Others want to do after? 
  choice: Ask Remy more
  choice: Be a mystery writer
  choice: Destroy Remy's books
A: ","['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0
82,"
Q: Despite being told no at first, Kendall persisted and eventually found a way to benefit Lee.  What will Lee want to do next? 
  choice: Give a punch to Kendall's face
  choice: Give into Kendall
  choice: Refuse to help Kendall
A: ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0
83,"
Q: Alex cherished her relationship with Jesus and honored him in her own special way, even if it didn't conform to societal norms.  What will Alex want to do next? 
  choice: Ale who has worshiped jesus
  choice: Be discouraged by others
  choice: Not listen to others
A: ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2
84,"
Q: Cameron was super excited about her new video game and wanted to spend the evening immersed in the gaming world.  How would Cameron feel afterwards? 
  choice: A gamer
  choice: Addicted to video games
  choice: Tired
A: ","['Tired', 'Addicted to video games', 'A gamer']",1
85,"
Q: After their vacation, Alex felt more connected to her significant other.  How would Alex feel afterwards? 
  choice: Back from vacation
  choice: Happy
  choice: In love
A: ","['In love', 'Happy', 'Back from vacation']",0
86,"
Q: Aubrey stopped at the gas station and picked up some snacks for our drive.  Why did Aubrey do this? 
  choice: Find a gas station to stop at
  choice: Have fuel
  choice: Make a snack
A: ","['Find a gas station to stop at', 'Make a snack', 'Have fuel']",2
87,"
Q: Riley studied Jesse with a discerning eye, then her smile brightened up the room after they finished off the last cookie.  How would you describe Riley? 
  choice: As silly
  choice: As talkative
  choice: Like a person who was thoughtful
A: ","['As talkative', 'As silly', 'Like a person who was thoughtful']",2
88,"
Q: Aubrey whipped up a delicious spaghetti dinner for Tracy's kiddos after their baseball practice. (Using more domestic and nurturing language to describe the act of feeding the children, and emphasizing the caregiving aspect)  How would Tracy feel as a result? 
  choice: Like she was ignored
  choice: No one cared about her
  choice: Relieved
A: ","['Like she was ignored', 'No one cared about her', 'Relieved']",2
89,"
Q: Quinn sobbed her heart out and polished off a whole carton of ice cream to drown her sorrows after her breakup.  What will Quinn want to do next? 
  choice: Get back together with her boyrfrined
  choice: Keep crying
  choice: Purchase ice cream
A: ","['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1
90,"
Q: Remy and Aubrey had a great chat that really cleared the air and helped Aubrey gain a deeper understanding of Remy's thoughts and feelings.  How would Remy feel as a result? 
  choice: Anxious
  choice: Calm
  choice: Unsatisfied
A: ","['Unsatisfied', 'Calm', 'Anxious']",1
91,"
Q: Alex selflessly took charge of the children after school, enabling their parents to maintain their careers and support their loved ones.  What will Alex want to do next? 
  choice: Fight the parents
  choice: Go home
  choice: Play games with the kids
A: ","['Go home', 'Play games with the kids', 'Fight the parents']",1
92,"
Q: As a dedicated teacher, Taylor effectively taught math to disadvantaged children in community schools.  How would Taylor feel afterwards? 
  choice: Frustrated by her inexperience teaching
  choice: Impacting the community
  choice: Jealous of teachers that are not in the school
A: ","['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2
93,"
Q: As Jan gently fastened the beautiful anniversary necklace around Sydney's delicate neck, she couldn't help but feel overwhelmed with emotion, her voice trembling with joy as she exclaimed how lovely it was.  What will Sydney want to do next? 
  choice: She will cry and run away
  choice: She will thank her for the necklace
  choice: They'll get a kiss
A: ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1
94,"
Q: Despite being told by the interviewer that she was highly qualified, Kendall didn't get the job.  How would the interviewer feel as a result? 
  choice: Happy for Kendall
  choice: Like Kendall was the best
  choice: Like they lied to Kendall
A: ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2
95,"
Q: Riley chatted with her girlfriends about what they should do that night.  Why did Riley do this? 
  choice: Do something fun
  choice: Go out
  choice: Hang out
A: ","['Go out', 'Do something fun', 'Hang out']",0
96,"
Q: Remy ventured into town and stumbled upon a adorable shop serving yummy treats, so she treated herself to a refreshing scoop of ice cream.  What does Remy need to do before this? 
  choice: Have excitement
  choice: Lock his house when leaving
  choice: Settle down
A: ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1
97,"
Q: Carson went over to his friend's house to relax and play video games, seeking a break from the hostile atmosphere at home caused by his parents' arguments.  What does Carson need to do before this? 
  choice: Run over to his friends house
  choice: Stretch out the time at their friends
  choice: Try a different game
A: ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",1
98,"
Q: As a dedicated math teacher in the schools, Taylor received numerous accolades for his engaging and effective teaching style, leaving a lasting impact on his students.  Why did Taylor do this? 
  choice: Continue teaching
  choice: Educate other teachers
  choice: Loved
A: ","['Loved', 'Continue teaching', 'Educate other teachers']",1
99,"
Q: Robin pulled over Carson for driving too fast, but then decided not to give him a ticket after all.  Why did Robin do this? 
  choice: Hated him
  choice: Issue a warning
  choice: Thought he was cute
A: ","['Thought he was cute', 'Issue a warning', 'Hated him']",0
100,"
Q: Robin lovingly prepared a spread of food for her furry friends in the backyard, inviting them to indulge in the delicious offerings.  What will Robin want to do next? 
  choice: Chase the animals away
  choice: Go out in the backyard
  choice: Watch the animals eat
A: ","['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2
101,"
Q: After giving it some thought, Alex finally made up her mind to tackle the issue head-on.  Why did Alex do this? 
  choice: Have free time
  choice: Wanted to be foolhardy
  choice: Wanted to have the best response
A: ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1
102,"
Q: Bailey wasn't performing well at work, but she wanted to change her approach to improve her results.  How would you describe Bailey? 
  choice: Worried
  choice: Confident
A: ","['Confident', 'Worried']",1
103,"
Q: Sydney is totally obsessed with Hillary Clinton and was so excited when she found a biography of her. She devoured every word, inspired by Hillary's strength and determination.  Why did Sydney do this? 
  choice: Become friends with Hillary Clinton
  choice: Get her glasses
  choice: Know more about Hillary Clinton
A: ","['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0
104,"
Q: After having a great time at the Halloween party, Cameron decided to leave early and drive home as fast as she could.  Why did Cameron do this? 
  choice: Get home to a sick dog
  choice: Go to bed
  choice: Take the child to the doctor
A: ","['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0
105,"
Q: Kendall accidentally misplaced their shirt and ended up going commando.  How would you describe Kendall? 
  choice: Ashamed
  choice: Embarassed
  choice: In trouble
A: ","['Ashamed', 'Embarassed', 'In trouble']",1
106,"
Q: Taylor became more passionate and vocal as they expressed their feelings during the disagreement.  Why did Taylor do this? 
  choice: Be obnoxious
  choice: So people would ignore her
  choice: Yell at them
A: ","['Yell at them', 'So people would ignore her', 'Be obnoxious']",1
107,"
Q: Despite feeling overwhelmed, Kai remained calm and effectively managed the situation.  How would Others feel as a result? 
  choice: Anxious
  choice: Relieved
  choice: Scared
A: ","['Relieved', 'Anxious', 'Scared']",0
108,"
Q: Sydney was thrilled when Tom presented her with a stunning red scarf, but she quickly put it to use by setting it on fire.  How would you describe Sydney? 
  choice: Angry at Tom
  choice: Bad that she had destroyed it
  choice: Hot tempered
A: ","['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0
