,sentences,choices,scores
58,"
Q: Aubrey, a dedicated police officer, pulled over Casey for driving recklessly in a construction zone.  What will Casey want to do next? 
  choice: Keep construction workers safe
  choice: Make an excuse
  choice: Speed off
A: ","['Keep construction workers safe', 'Speed off', 'Make an excuse']",2
59,"
Q: Riley presented Jan with the esteemed highest title of the realm and hosted a grand feast in her honor. 🎉🍴  What will Jan want to do next? 
  choice: Celebrate all night with the kingdom
  choice: Indifferent
  choice: Proud
A: ","['Celebrate all night with the kingdom', 'Proud', 'Indifferent']",1
60,"
Q: After being forced to leave his childhood home, Jordan found himself in search of a new place to live.  How would you describe Jordan? 
  choice: Extremely hardworking
  choice: Quite lazy
  choice: Sad
A: ","['Quite lazy', 'Sad', 'Extremely hardworking']",2
61,"
Q: On a recent Saturday afternoon, Remy welcomed a beautiful baby girl into the world.  What does Remy need to do before this? 
  choice: Did this to start a family
  choice: Go to the hospital
  choice: Leave her husband
A: ","['Leave her husband', 'Did this to start a family', 'Go to the hospital']",2
62,"
Q: Alex is no longer responsible for raising Sasha, despite the fact that she brought her into the world.  What will Alex want to do next? 
  choice: Ask to visit Sasha
  choice: Build a relationship with Sasha
  choice: Kidnap Sasha from home
A: ","['Build a relationship with Sasha', 'Ask to visit Sasha', 'Kidnap Sasha from home']",1
63,"
Q: Jordan offered Robin some valuable advice on how to ace the job interview, having previously worked at the company and knowing what questions to expect.  How would Robin feel afterwards? 
  choice: Be prepared
  choice: Disgusted
  choice: Supported
A: ","['Disgusted', 'Be prepared', 'Supported']",2
64,"
Q: Cameron made a special effort to purchase provisions for the less fortunate members of society, going out of her way to ensure that they have access to basic necessities like food.  How would Cameron feel afterwards? 
  choice: Happy
  choice: Mad
  choice: Upset
A: ","['Mad', 'Upset', 'Happy']",2
65,"
Q: Sydney's behavior towards Kendall at the party was rather manipulative, as she pretended to be interested in him despite not actually feeling that way. 😕  What will happen to Kendall? 
  choice: Be angry at Sydney
  choice: Be excited
  choice: Date Sydney
A: ","['Be angry at Sydney', 'Be excited', 'Date Sydney']",0
66,"
Q: Cameron's parents encouraged them to excel in school by warning them of the consequences of not doing well, and Cameron heeded their advice.  What will happen to Cameron? 
  choice: Have his assignments done by their classmates
  choice: Listen or face severe punishment
  choice: Study very hard
A: ","['Listen or face severe punishment', 'Study very hard', 'Have his assignments done by their classmates']",1
67,"
Q: Jan and I went to New York City to celebrate my birthday before the baby was born. It was such a thoughtful gesture, and we had a wonderful time exploring the city together.  What will Others want to do after? 
  choice: Get a flight to NYC
  choice: Leave me in NYC
  choice: Wish me a happy birthday
A: ","['Leave me in NYC', 'Wish me a happy birthday', 'Get a flight to NYC']",1
68,"
Q: On a beautiful day like today, Quinn opted to walk instead of driving.  What does Quinn need to do before this? 
  choice: Have fun
  choice: Move their feet
  choice: Notice the sun
A: ","['Have fun', 'Notice the sun', 'Move their feet']",2
69,"
Q: After wrecking his mother's car, Kai was grounded and had to return the keys.  What will Kai want to do next? 
  choice: Rent out the car
  choice: Wanted to stay out of trouble
  choice: Work hard at home
A: ","['Wanted to stay out of trouble', 'Work hard at home', 'Rent out the car']",2
70,"
Q: Jordan had a terrifying encounter with a shark while surfing, resulting in him losing his leg. However, he remained unfazed and made light of the situation.  Why did Jordan do this? 
  choice: Needed to have a surf board
  choice: Not show others he was suffering
  choice: Show that he only needed one leg
A: ","['Show that he only needed one leg', 'Needed to have a surf board', 'Not show others he was suffering']",2
71,"
Q: Kendall knew that Skylar's work hours were pretty restrictive, so she made sure to plan the vacation around Skylar's availability.  How would Skylar feel as a result? 
  choice: Excited about work
  choice: Grateful to Kendall
  choice: That they are looking forward to their vacation
A: ","['Grateful to Kendall', 'Excited about work', 'That they are looking forward to their vacation']",0
72,"
Q: However, she didn't want to be part of the team, so she exited the court.  Why did Aubrey do this? 
  choice: Being on the team was her big dream
  choice: Wanted to spend more time at home
  choice: Wanted to win the championship
A: ","['Wanted to spend more time at home', 'Wanted to win the championship', 'Being on the team was her big dream']",0
73,"
Q: Carson spent the evening at his friend's house, engrossed in playing video games and having a blast.  How would Carson feel afterwards? 
  choice: Ready to go for a short stroll back to his home
  choice: Sad that he will have to stop playing video games
  choice: Too dark outside
A: ","['Sad that he will have to stop playing video games', 'Too dark outside', 'Ready to go for a short stroll back to his home']",2
74,"
Q: Kendall brought their dog to the recently opened dog park in the neighborhood.  What will Kendall want to do next? 
  choice: Give it a bath
  choice: Meet other dog owners
  choice: Walk their dog
A: ","['Give it a bath', 'Walk their dog', 'Meet other dog owners']",2
75,"
Q: Since Robin's brother was also hungry, she divided the sandwich into two equal parts.  How would Robin feel afterwards? 
  choice: Accommodating
  choice: Friendly
  choice: Hungry
A: ","['Accommodating', 'Hungry', 'Friendly']",0
76,"
Q: Addison believed that each girl should be judged by her actions rather than her identity.  How would Others feel as a result? 
  choice: Bored now
  choice: Loved now
  choice: Passive now
A: ","['Bored now', 'Loved now', 'Passive now']",1
77,"
Q: Remy gave them a run for their money, but ultimately emerged victorious in the game.  How would they feel as a result? 
  choice: Happy
  choice: Proud
  choice: Weak
A: ","['Weak', 'Proud', 'Happy']",2
78,"
Q: Casey provided Jesse with some financial support so she could go see a movie.  How would you describe Casey? 
  choice: Giving
  choice: Greedy
  choice: Thankful
A: ","['Thankful', 'Greedy', 'Giving']",0
79,"
Q: Lee had an incredibly prolific childbearing period, giving birth to ten babies over the span of ten years.  How would you describe Lee? 
  choice: Barren
  choice: Caring
  choice: Would love her children
A: ","['Barren', 'Caring', 'Would love her children']",1
80,"
Q: Cameron donned some very thick attire despite the scorching heat, which made him perspire profusely outside.  How would Others feel as a result? 
  choice: Awkward
  choice: Hungry
  choice: Thinks differently
A: ","['Thinks differently', 'Awkward', 'Hungry']",0
81,"
Q: Remy had an incredible talent for unraveling mysteries, which was no wonder since she was a renowned mystery writer. Her keen observations and sharp mind allowed her to solve even the most complex cases with ease.  What will Others want to do after? 
  choice: Ask Remy more
  choice: Be a mystery writer
  choice: Destroy Remy's books
A: ","['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0
82,"
Q: Despite initial rejection, Kendall persevered and ultimately found success with Lee.  What will Lee want to do next? 
  choice: Give a punch to Kendall's face
  choice: Give into Kendall
  choice: Refuse to help Kendall
A: ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0
83,"
Q: Alex had a distinct approach to worshiping Jesus, despite what others might have thought was the right or wrong way to do it.  What will Alex want to do next? 
  choice: Ale who has worshiped jesus
  choice: Be discouraged by others
  choice: Not listen to others
A: ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2
84,"
Q: Cameron was thrilled when he received a new video game as a gift and wanted to spend the evening enjoying it.  How would Cameron feel afterwards? 
  choice: A gamer
  choice: Addicted to video games
  choice: Tired
A: ","['Tired', 'Addicted to video games', 'A gamer']",1
85,"
Q: After their romantic getaway together, Alex felt a deeper connection with their significant other and enjoyed spending quality time with them.  How would Alex feel afterwards? 
  choice: Back from vacation
  choice: Happy
  choice: In love
A: ","['In love', 'Happy', 'Back from vacation']",0
86,"
Q: Aubrey filled up her tank and picked up some quick bites for the drive.  Why did Aubrey do this? 
  choice: Find a gas station to stop at
  choice: Have fuel
  choice: Make a snack
A: ","['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1
87,"
Q: Riley watched Jesse intently, a smile eventually surfacing after they polished off the last cookie.  How would you describe Riley? 
  choice: As silly
  choice: As talkative
  choice: Like a person who was thoughtful
A: ","['As talkative', 'As silly', 'Like a person who was thoughtful']",2
88,"
Q: Aubrey provided a hearty meal of spaghetti for Tracy's children after their baseball practice, demonstrating her nurturing side. 🍝❤️  How would Tracy feel as a result? 
  choice: Like she was ignored
  choice: No one cared about her
  choice: Relieved
A: ","['Like she was ignored', 'No one cared about her', 'Relieved']",2
89,"
Q: Quinn was heartbroken and indulged in a whole carton of ice cream to comfort herself after her breakup.  What will Quinn want to do next? 
  choice: Get back together with her boyrfrined
  choice: Keep crying
  choice: Purchase ice cream
A: ","['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1
90,"
Q: Remy had a productive conversation with Aubrey, which helped Aubrey gain a better understanding of Remy.  How would Remy feel as a result? 
  choice: Anxious
  choice: Calm
  choice: Unsatisfied
A: ","['Unsatisfied', 'Calm', 'Anxious']",1
91,"
Q: Alex looked after the children after school, allowing their parents to maintain their careers and provide for their family's well-being.  What will Alex want to do next? 
  choice: Fight the parents
  choice: Go home
  choice: Play games with the kids
A: ","['Go home', 'Play games with the kids', 'Fight the parents']",1
92,"
Q: Taylor skillfully taught mathematics to disadvantaged children at local schools. 📝👍  How would Taylor feel afterwards? 
  choice: Frustrated by her inexperience teaching
  choice: Impacting the community
  choice: Jealous of teachers that are not in the school
A: ","['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2
93,"
Q: Jan carefully fastened the beautiful anniversary necklace around Sydney's neck, as she tearfully exclaimed how lovely it was.  What will Sydney want to do next? 
  choice: She will cry and run away
  choice: She will thank her for the necklace
  choice: They'll get a kiss
A: ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1
94,"
Q: Kendall wasn't selected for the position despite the interviewer expressing confidence in her qualifications.  How would the interviewer feel as a result? 
  choice: Happy for Kendall
  choice: Like Kendall was the best
  choice: Like they lied to Kendall
A: ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2
95,"
Q: Riley discussed plans with their friends for what they should do that evening.  Why did Riley do this? 
  choice: Do something fun
  choice: Go out
  choice: Hang out
A: ","['Go out', 'Do something fun', 'Hang out']",0
96,"
Q: Remy went into town and discovered a delightful place to get some sweet treats, enjoying a refreshing ice cream as well! 🍦😋  What does Remy need to do before this? 
  choice: Have excitement
  choice: Lock his house when leaving
  choice: Settle down
A: ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1
97,"
Q: Carson went over to a friend's house to play video games and take a break from the tension at home, where his parents were arguing constantly.  What does Carson need to do before this? 
  choice: Run over to his friends house
  choice: Stretch out the time at their friends
  choice: Try a different game
A: ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",1
98,"
Q: Taylor received high praise for his innovative approach to teaching math in the local schools. His unique methodology captured the attention of both students and educators alike.  Why did Taylor do this? 
  choice: Continue teaching
  choice: Educate other teachers
  choice: Loved
A: ","['Loved', 'Continue teaching', 'Educate other teachers']",1
99,"
Q: Robin pulled over Carson for speeding and then surprisingly decided not to issue a citation.  Why did Robin do this? 
  choice: Hated him
  choice: Issue a warning
  choice: Thought he was cute
A: ","['Thought he was cute', 'Issue a warning', 'Hated him']",0
100,"
Q: Robin kindly prepared a spread of food in her backyard for the animals to enjoy. 🐰🍽️🌳  What will Robin want to do next? 
  choice: Chase the animals away
  choice: Go out in the backyard
  choice: Watch the animals eat
A: ","['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2
101,"
Q: After giving it some thought, Alex deliberately chose to take the initiative and address the problem at hand.  Why did Alex do this? 
  choice: Have free time
  choice: Wanted to be foolhardy
  choice: Wanted to have the best response
A: ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1
102,"
Q: Bailey wasn't performing well at work, but she desired to shift her focus to gain a fresh outlook and boost her morale.  How would you describe Bailey? 
  choice: Worried
  choice: Confident
A: ","['Confident', 'Worried']",0
103,"
Q: Sydney is a big fan of Hillary Clinton and recently came across a biography of her life. She's really excited to read it and learn more about the inspiring woman she looks up to.  Why did Sydney do this? 
  choice: Become friends with Hillary Clinton
  choice: Get her glasses
  choice: Know more about Hillary Clinton
A: ","['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0
104,"
Q: Cameron left the Halloween gathering before midnight and drove back home briskly.  Why did Cameron do this? 
  choice: Get home to a sick dog
  choice: Go to bed
  choice: Take the child to the doctor
A: ","['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0
105,"
Q: Kendall accidentally misplaced their shirt and ended up strolling around topless. It was quite an embarrassing situation, but they didn't let it get them down.  How would you describe Kendall? 
  choice: Ashamed
  choice: Embarassed
  choice: In trouble
A: ","['Ashamed', 'Embarassed', 'In trouble']",1
106,"
Q: As the altercation escalated, Taylor's voice grew louder and more forceful.  Why did Taylor do this? 
  choice: Be obnoxious
  choice: So people would ignore her
  choice: Yell at them
A: ","['Yell at them', 'So people would ignore her', 'Be obnoxious']",1
107,"
Q: Kai realized that the situation was escalating and he maintained his composure.  How would Others feel as a result? 
  choice: Anxious
  choice: Relieved
  choice: Scared
A: ","['Relieved', 'Anxious', 'Scared']",2
