,sentences,choices,scores
22,"
Q: Taylor lent a hand to his buddy who was struggling to pay bills on time.  What will their friend want to do next? 
  choice: Help the friend find a higher paying job
  choice: Pay some of their late employees
  choice: Thank Taylor for the generosity
A: ","['Help the friend find a higher paying job', 'Thank Taylor for the generosity', 'Pay some of their late employees']",1
23,"
Q: Riley had badly sprained his ankle and was in agony, unable to put weight on it.  What does Riley need to do before this? 
  choice: Lie down
  choice: Run
  choice: Sit and relax
A: ","['Lie down', 'Run', 'Sit and relax']",0
24,"
Q: Carson suddenly revealed he had to head back home due to an urgent matter at his place.  Why did Carson do this? 
  choice: Called a cab
  choice: Caught a bus
  choice: Forgot to feed the dog
A: ","['Caught a bus', 'Called a cab', 'Forgot to feed the dog']",2
25,"
Q: Taylor put his math skills to good use by teaching the subject in local schools after completing a four-year degree in education.  What does Taylor need to do before this? 
  choice: Get a certificate
  choice: Teach small children
  choice: Work in a school
A: ","['Get a certificate', 'Teach small children', 'Work in a school']",2
26,"
Q: Tracy commanded their troops with bravery and determination, ultimately securing victory and claiming the throne.  How would you describe Tracy? 
  choice: Peasant
  choice: Powerful
  choice: Ruler
A: ","['Peasant', 'Ruler', 'Powerful']",2
27,"
Q: Kendall caught a ball game with his buddies after putting in a solid week at work.  What will Kendall want to do next? 
  choice: Avoid talking to his friends
  choice: Cheer his team with his friends
  choice: Needed to please her boss
A: ","['Avoid talking to his friends', 'Cheer his team with his friends', 'Needed to please her boss']",1
28,"
Q: Kai was feeling restless and decided to pass the time by indulging in some card games.  What will Kai want to do next? 
  choice: Do math homework
  choice: Do nothing
  choice: Watch television
A: ","['Do math homework', 'Do nothing', 'Watch television']",2
29,"
Q: Robin swapped Aubrey's grimy duds for some fresh clothes, so they could both enjoy the big game.  What will Robin want to do next? 
  choice: Entertained
  choice: Find clean clothes to wear
  choice: Wash the dirty laundry
A: ","['Wash the dirty laundry', 'Find clean clothes to wear', 'Entertained']",2
30,"
Q: Kendall looped a length of string around my neck to gauge the size of the collar on this shirt.  What will Others want to do next? 
  choice: Buy a shirt
  choice: Buy pants
  choice: Measure other body parts
A: ","['Measure other body parts', 'Buy pants', 'Buy a shirt']",1
31,"
Q: Aubrey handed the item over to Kai's buddy, who had been hoping against hope that he would get it instead.  How would Kai feel as a result? 
  choice: Betrayed by Aubrey
  choice: Giving to others
  choice: Wanting to help people
A: ","['Giving to others', 'Betrayed by Aubrey', 'Wanting to help people']",1
32,"
Q: Jan took us on an adventure to NYC so we could explore the city for the first time.  What will Others want to do next? 
  choice: Look around
  choice: Look nowhere
  choice: Make sure they get a good first impression of NYC
A: ","['Look around', 'Look nowhere', 'Make sure they get a good first impression of NYC']",0
33,"
Q: Tracy had a meltdown on the couch while watching the history channel because they got some major facts wrong.  Why did Tracy do this? 
  choice: Prove that they know the truth
  choice: Tracy who has got alot of details wrong
  choice: Tracy who has through watching the history channel
A: ","['Tracy who has through watching the history channel', 'Prove that they know the truth', 'Tracy who has got alot of details wrong']",1
34,"
Q: Carson was fed up with Lee and his family, so he decided to take a risk and hurt Lee.  How would you describe Carson? 
  choice: As mean
  choice: Carson who has hated lee
  choice: To risk injure lee
A: ","['Carson who has hated lee', 'As mean', 'To risk injure lee']",1
35,"
Q: Robin played a fierce game of volleyball with her friends outside, determined to win.  How would Robin feel afterwards? 
  choice: Brave
  choice: Energetic
  choice: Tired
A: ","['Energetic', 'Brave', 'Tired']",1
36,"
Q: Carson made a dramatic exit from Robin's house after their heated argument reached its peak.  How would Carson feel afterwards? 
  choice: Happy
  choice: Humiliated
  choice: Proud
A: ","['Proud', 'Humiliated', 'Happy']",1
37,"
Q: Robin couldn't figure out why he was experiencing a streak of bad luck, but eventually discovered the solution.  How would Robin feel afterwards? 
  choice: Determined because she discovered the answer
  choice: Scared to do much
  choice: Well
A: ","['Well', 'Determined because she discovered the answer', 'Scared to do much']",1
38,"
Q: Jordan's boy was outgrowing his kicks, so Jordan took him to get some new ones.  How would Jordan's son feel as a result? 
  choice: Ready to find shoes
  choice: Ready to go home
  choice: Upset and frustrated
A: ","['Ready to go home', 'Upset and frustrated', 'Ready to find shoes']",2
39,"
Q: Ash's statement was abruptly ended, despite everyone's desire to hear his thoughts.  What will happen to Others? 
  choice: Be happy
  choice: Enjoy the events
  choice: Protest the events
A: ","['Be happy', 'Enjoy the events', 'Protest the events']",2
40,"
Q: Jordan was chatting with his buddies when he whispered some stuff about Ash to fit in with the group.  What will happen to Jordan? 
  choice: Guilty
  choice: Lose a bet
  choice: Proud
A: ","['Lose a bet', 'Proud', 'Guilty']",2
41,"
Q: Jordan was eager to impress the girl, so he suggested they go to the shoe store together.  What does Jordan need to do before this? 
  choice: Ask the girl on a date
  choice: Be kind
  choice: Buy the girl some shoes
A: ","['Buy the girl some shoes', 'Ask the girl on a date', 'Be kind']",1
42,"
Q: Aubrey had a solid grasp of Remy's needs and effectively met them as his nurse.  How would Remy feel as a result? 
  choice: Anxious as a result
  choice: Desperate as a result
  choice: Hopeful as a result
A: ","['Anxious as a result', 'Hopeful as a result', 'Desperate as a result']",1
43,"
Q: Aubrey stayed up all night keeping watch for any signs of a concussion in the baby.  What will happen to Aubrey? 
  choice: And the baby both fell asleep late in the night
  choice: Gets so sleepy but stays awake anyway
  choice: The baby fell asleep despite Aubrey's best effort
A: ","[""The baby fell asleep despite Aubrey's best effort"", 'Gets so sleepy but stays awake anyway', 'And the baby both fell asleep late in the night']",2
44,"
Q: Robin cleverly obscured Riley's view of the explicit sex scene to avoid her discomfort.  How would Riley feel as a result of this? 
  choice: Like a baby
  choice: Protective of Riley
  choice: Scared of the scene
A: ","['Scared of the scene', 'Like a baby', 'Protective of Riley']",2
45,"
Q: Quinn embraced Jordan before revealing the surprise gift they had been keeping under wraps.  What does Quinn need to do before this? 
  choice: Be caring
  choice: Hold the gift in plain sight
  choice: Pick out a gift for Jordan
A: ","['Pick out a gift for Jordan', 'Be caring', 'Hold the gift in plain sight']",1
46,"
Q: Bailey aced his driving test after showing off his skills with flying colors.  What does Bailey need to do before this? 
  choice: Buy a car
  choice: Celebrate
  choice: Test Jesse before this
A: ","['Test Jesse before this', 'Buy a car', 'Celebrate']",0
47,"
Q: Austin was really struggling with the test at first, but he pushed through and powered through to the end.  How would you describe Austin? 
  choice: A student
  choice: Overwhelmed
  choice: Stupid
A: ","['A student', 'Stupid', 'Overwhelmed']",0
48,"
Q: Quinn was having a blast outside, enjoying the snowy weather by creating snowballs and snow angels.  How would you describe Quinn? 
  choice: A big fan of the band
  choice: A big fan of the outdoors
  choice: Lighthearted and lonely
A: ","['A big fan of the band', 'Lighthearted and lonely', 'A big fan of the outdoors']",2
49,"
Q: Tracy lent money to my buddy who was in a tight spot, but he didn't follow through on his promise to pay me back.  What will happen to Tracy? 
  choice: Be disappointed in them
  choice: Lose trust in my friend
  choice: Yell at them
A: ","['Yell at them', 'Be disappointed in them', 'Lose trust in my friend']",1
50,"
Q: Camerson was impressed with Bailey's research paper and felt a sense of satisfaction with the work.  How would you describe Cameron? 
  choice: A success as a teacher
  choice: Honest
  choice: Vengeful
A: ","['Honest', 'A success as a teacher', 'Vengeful']",0
51,"
Q: Skylar was shoved by the bully in the lunch line, so Skylar gave them a splash of milk to cool down.  What will Skylar want to do next? 
  choice: Run away
  choice: Wait for a reaction
  choice: Wanted to fight with the bully
A: ","['Run away', 'Wait for a reaction', 'Wanted to fight with the bully']",1
52,"
Q: Remy hooked you up with a Skylar account for Netflix, so you can binge-watch your favorite shows without breaking the bank.  How would you describe Remy? 
  choice: Cheated
  choice: Feeling bored
  choice: Feeling loved
A: ","['Feeling bored', 'Feeling loved', 'Cheated']",1
53,"
Q: Skylar was on the phone while at the national park, barely taking in the breathtaking scenery.  What will Skylar want to do next? 
  choice: Build
  choice: Get Skylar off the phone
  choice: Sleep
A: ","['Get Skylar off the phone', 'Sleep', 'Build']",0
54,"
Q: Sydney, a dedicated preschool teacher, assisted in tracing Robin's tiny fingerprints.  Why did Sydney do this? 
  choice: Make artwork
  choice: Make popcorn
  choice: Teach her class the alphabet
A: ","['Make popcorn', 'Teach her class the alphabet', 'Make artwork']",1
55,"
Q: John was thrilled when his partner Jan delivered their adorable baby girl.  How would you describe Jan? 
  choice: A mother
  choice: Exhausted
  choice: Ready to take a spin class
A: ","['A mother', 'Exhausted', 'Ready to take a spin class']",0
56,"
Q: Kendall was totally into house plants and often watered them excessively to allow the fluoride to dissipate.  What will Kendall want to do next? 
  choice: Gather jars
  choice: Watered a few of her pets
  choice: Watered a few of the plants
A: ","['Watered a few of the plants', 'Gather jars', 'Watered a few of her pets']",0
57,"
Q: Considering Skylar's desire to join them, Kendall took Skylar's interests into account before making a decision.  Why did Kendall do this? 
  choice: Get this over with
  choice: Help skylar
  choice: Kendall who has want to skylar
A: ","['Kendall who has want to skylar', 'Get this over with', 'Help skylar']",0
58,"
Q: Aubrey, a law enforcement official, stopped Casey for exceeding speed limits in a hazardous construction zone.  What will Casey want to do next? 
  choice: Keep construction workers safe
  choice: Make an excuse
  choice: Speed off
A: ","['Keep construction workers safe', 'Speed off', 'Make an excuse']",2
59,"
Q: Riley bestowed upon Jan the highest honor in the realm and threw a grand banquet to commemorate the occasion.  What will Jan want to do next? 
  choice: Celebrate all night with the kingdom
  choice: Indifferent
  choice: Proud
A: ","['Celebrate all night with the kingdom', 'Proud', 'Indifferent']",1
60,"
Q: Jordan had to find a new place to call home after his folks gave him the boot.  How would you describe Jordan? 
  choice: Extremely hardworking
  choice: Quite lazy
  choice: Sad
A: ","['Quite lazy', 'Sad', 'Extremely hardworking']",2
61,"
Q: Remy welcomed a new daughter into the world on a sunny Saturday afternoon.  What does Remy need to do before this? 
  choice: Did this to start a family
  choice: Go to the hospital
  choice: Leave her husband
A: ","['Leave her husband', 'Did this to start a family', 'Go to the hospital']",2
62,"
Q: Alex had stopped raising Sasha, but he was still responsible for her birth.  What will Alex want to do next? 
  choice: Ask to visit Sasha
  choice: Build a relationship with Sasha
  choice: Kidnap Sasha from home
A: ","['Build a relationship with Sasha', 'Ask to visit Sasha', 'Kidnap Sasha from home']",1
63,"
Q: Jordan shared his insider knowledge with Robin about what to expect in the interview, having already gone through the process himself at the company.  How would Robin feel afterwards? 
  choice: Be prepared
  choice: Disgusted
  choice: Supported
A: ","['Disgusted', 'Be prepared', 'Supported']",2
64,"
Q: Cameron made a special effort to purchase provisions for the homeless.  How would Cameron feel afterwards? 
  choice: Happy
  choice: Mad
  choice: Upset
A: ","['Mad', 'Upset', 'Happy']",2
65,"
Q: Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party.  What will happen to Kendall? 
  choice: Be angry at Sydney
  choice: Be excited
  choice: Date Sydney
A: ","['Be angry at Sydney', 'Be excited', 'Date Sydney']",1
66,"
Q: Cameron's dads warned them to perform well at school or they'd face consequences. Cameron took their warnings seriously.  What will happen to Cameron? 
  choice: Have his assignments done by their classmates
  choice: Listen or face severe punishment
  choice: Study very hard
A: ","['Listen or face severe punishment', 'Study very hard', 'Have his assignments done by their classmates']",1
67,"
Q: Jan took me on a wild adventure to NYC to celebrate my birthday before the little one arrived.  What will Others want to do after? 
  choice: Get a flight to NYC
  choice: Leave me in NYC
  choice: Wish me a happy birthday
A: ","['Leave me in NYC', 'Wish me a happy birthday', 'Get a flight to NYC']",1
68,"
Q: It was a beautiful day outside, and Quinn decided to take a stroll.  What does Quinn need to do before this? 
  choice: Have fun
  choice: Move their feet
  choice: Notice the sun
A: ","['Have fun', 'Notice the sun', 'Move their feet']",2
69,"
Q: Kai had to face the music after totalling his mom's whip, so he returned the keys to her.  What will Kai want to do next? 
  choice: Rent out the car
  choice: Wanted to stay out of trouble
  choice: Work hard at home
A: ","['Wanted to stay out of trouble', 'Work hard at home', 'Rent out the car']",2
70,"
Q: Jordan's surfing adventure took an unexpected turn when a shark chomped down on his leg. Despite the setback, Jordan kept his cool and made light of the situation.  Why did Jordan do this? 
  choice: Needed to have a surf board
  choice: Not show others he was suffering
  choice: Show that he only needed one leg
A: ","['Show that he only needed one leg', 'Needed to have a surf board', 'Not show others he was suffering']",2
71,"
Q: Kendall recognized that Skylar had a demanding work schedule, so he planned the vacation accordingly to ensure it wouldn't conflict with Skylar's responsibilities.  How would Skylar feel as a result? 
  choice: Excited about work
  choice: Grateful to Kendall
  choice: That they are looking forward to their vacation
A: ","['Grateful to Kendall', 'Excited about work', 'That they are looking forward to their vacation']",0
72,"
Q: He decided not to join the team and left the court.  Why did Aubrey do this? 
  choice: Being on the team was her big dream
  choice: Wanted to spend more time at home
  choice: Wanted to win the championship
A: ","['Wanted to spend more time at home', 'Wanted to win the championship', 'Being on the team was her big dream']",0
73,"
Q: Carson was hanging out at his buddy's pad on the other side of town, killing some zombies in a gaming marathon.  How would Carson feel afterwards? 
  choice: Ready to go for a short stroll back to his home
  choice: Sad that he will have to stop playing video games
  choice: Too dark outside
A: ","['Sad that he will have to stop playing video games', 'Too dark outside', 'Ready to go for a short stroll back to his home']",2
74,"
Q: Kendall took his furry companion to the recently opened dog park in the 'hood.  What will Kendall want to do next? 
  choice: Give it a bath
  choice: Meet other dog owners
  choice: Walk their dog
A: ","['Give it a bath', 'Walk their dog', 'Meet other dog owners']",2
75,"
Q: Robin's bro was starving too, so he split the sammie in two.  How would Robin feel afterwards? 
  choice: Accommodating
  choice: Friendly
  choice: Hungry
A: ","['Accommodating', 'Hungry', 'Friendly']",0
76,"
Q: Addison believed that each young woman should be judged based on her actions, rather than her gender.  How would Others feel as a result? 
  choice: Bored now
  choice: Loved now
  choice: Passive now
A: ","['Bored now', 'Loved now', 'Passive now']",1
77,"
Q: Remy dared them to a contest and then crushed them with ease.  How would they feel as a result? 
  choice: Happy
  choice: Proud
  choice: Weak
A: ","['Weak', 'Proud', 'Happy']",0
78,"
Q: Jesse was gifted some cash by Casey so he could catch the latest flick.  How would you describe Casey? 
  choice: Giving
  choice: Greedy
  choice: Thankful
A: ","['Thankful', 'Greedy', 'Giving']",0
79,"
Q: Lee fathered ten children over the course of a decade.  How would you describe Lee? 
  choice: Barren
  choice: Caring
  choice: Would love her children
A: ","['Barren', 'Caring', 'Would love her children']",1
80,"
Q: Cameron donned some bulky attire, despite the sweltering heat outside, which caused him to perspire profusely.  How would Others feel as a result? 
  choice: Awkward
  choice: Hungry
  choice: Thinks differently
A: ","['Thinks differently', 'Awkward', 'Hungry']",1
81,"
Q: Remy had an uncanny ability to solve mysteries due to his extensive experience as a renowned mystery writer.  What will Others want to do after? 
  choice: Ask Remy more
  choice: Be a mystery writer
  choice: Destroy Remy's books
A: ","['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0
82,"
Q: Kendall pressed on despite initial rejection, ultimately achieving a favorable outcome for Lee.  What will Lee want to do next? 
  choice: Give a punch to Kendall's face
  choice: Give into Kendall
  choice: Refuse to help Kendall
A: ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0
83,"
Q: Alex adored Jesus and expressed his devotion in a unique manner, despite criticism from others.  What will Alex want to do next? 
  choice: Ale who has worshiped jesus
  choice: Be discouraged by others
  choice: Not listen to others
A: ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2
84,"
Q: Cameron was stoked about his new video game and wanted to binge-play it all night long.  How would Cameron feel afterwards? 
  choice: A gamer
  choice: Addicted to video games
  choice: Tired
A: ","['Tired', 'Addicted to video games', 'A gamer']",1
85,"
Q: Alex strengthened his bond with his partner after they went on a trip together.  How would Alex feel afterwards? 
  choice: Back from vacation
  choice: Happy
  choice: In love
A: ","['In love', 'Happy', 'Back from vacation']",2
86,"
Q: Aubrey filled up on fuel and grabbed some treats for the road.  Why did Aubrey do this? 
  choice: Find a gas station to stop at
  choice: Have fuel
  choice: Make a snack
A: ","['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1
87,"
Q: Riley scrutinized Jesse with a keen gaze before breaking into a grin after they devoured the last cookie.  How would you describe Riley? 
  choice: As silly
  choice: As talkative
  choice: Like a person who was thoughtful
A: ","['As talkative', 'As silly', 'Like a person who was thoughtful']",2
88,"
Q: Aubrey provided nourishment for Tracy's little sluggers after their baseball practice. (Using more traditional masculine language to describe the children as ""sluggers"" and emphasizing the physical activity of playing baseball)  How would Tracy feel as a result? 
  choice: Like she was ignored
  choice: No one cared about her
  choice: Relieved
A: ","['Like she was ignored', 'No one cared about her', 'Relieved']",2
89,"
Q: Quinn wept uncontrollably and devoured an entire box of ice cream to cope with his heartbreak.  What will Quinn want to do next? 
  choice: Get back together with her boyrfrined
  choice: Keep crying
  choice: Purchase ice cream
A: ","['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1
90,"
Q: Remy had a productive conversation with Aubrey, which helped Aubrey better understand Remy's perspective.  How would Remy feel as a result? 
  choice: Anxious
  choice: Calm
  choice: Unsatisfied
A: ","['Unsatisfied', 'Calm', 'Anxious']",1
91,"
Q: Alex stepped in to care for the kids after school, allowing their parents to keep their jobs and provide for the family.  What will Alex want to do next? 
  choice: Fight the parents
  choice: Go home
  choice: Play games with the kids
A: ","['Go home', 'Play games with the kids', 'Fight the parents']",1
92,"
Q: Taylor skillfully instructed math concepts to underprivileged students in local schools.  How would Taylor feel afterwards? 
  choice: Frustrated by her inexperience teaching
  choice: Impacting the community
  choice: Jealous of teachers that are not in the school
A: ","['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2
93,"
Q: Jan carefully secured the anniversary necklace around Sydney's slender neck, eliciting tears of joy and exclamations of admiration from her.  What will Sydney want to do next? 
  choice: She will cry and run away
  choice: She will thank her for the necklace
  choice: They'll get a kiss
A: ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1
94,"
Q: Despite the interviewer's glowing review of his qualifications, Kendall didn't get the job.  How would the interviewer feel as a result? 
  choice: Happy for Kendall
  choice: Like Kendall was the best
  choice: Like they lied to Kendall
A: ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2
95,"
Q: Riley discussed his plans with his buddies for that evening.  Why did Riley do this? 
  choice: Do something fun
  choice: Go out
  choice: Hang out
A: ","['Go out', 'Do something fun', 'Hang out']",0
96,"
Q: Remy hit up the town and discovered a cool spot for some tasty treats, then indulged in a sweet ice cream treat.  What does Remy need to do before this? 
  choice: Have excitement
  choice: Lock his house when leaving
  choice: Settle down
A: ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1
97,"
Q: Carson was hanging out at his buddy's place, killing time with some gaming sessions to escape the tension at home due to his parents' constant bickering.  What does Carson need to do before this? 
  choice: Run over to his friends house
  choice: Stretch out the time at their friends
  choice: Try a different game
A: ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0
98,"
Q: Taylor impressed everyone with his innovative math teaching methods in the schools, earning widespread acclaim for his exceptional teaching skills.  Why did Taylor do this? 
  choice: Continue teaching
  choice: Educate other teachers
  choice: Loved
A: ","['Loved', 'Continue teaching', 'Educate other teachers']",2
99,"
Q: Robin stopped Carson for speeding and then let him off with a warning instead of a ticket.  Why did Robin do this? 
  choice: Hated him
  choice: Issue a warning
  choice: Thought he was cute
A: ","['Thought he was cute', 'Issue a warning', 'Hated him']",0
100,"
Q: Robin made sure to leave some tasty treats out in the backyard for the wildlife to feast on.  What will Robin want to do next? 
  choice: Chase the animals away
  choice: Go out in the backyard
  choice: Watch the animals eat
A: ","['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",1
101,"
Q: Alex took a moment to weigh his options before deciding to take decisive action.  Why did Alex do this? 
  choice: Have free time
  choice: Wanted to be foolhardy
  choice: Wanted to have the best response
A: ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1
102,"
Q: Bailey was struggling at work, but he wanted to shift his mindset to turn things around.  How would you describe Bailey? 
  choice: Worried
  choice: Confident
A: ","['Confident', 'Worried']",1
103,"
Q: Sydney is a big fan of Hillary Clinton and was thrilled when he found a biography of her. He couldn't wait to dive in and learn more about her life and accomplishments.  Why did Sydney do this? 
  choice: Become friends with Hillary Clinton
  choice: Get her glasses
  choice: Know more about Hillary Clinton
A: ","['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0
104,"
Q: Cameron hightailed it out of the Halloween party and sped home as quickly as he could.  Why did Cameron do this? 
  choice: Get home to a sick dog
  choice: Go to bed
  choice: Take the child to the doctor
A: ","['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0
105,"
Q: Kendall lost their shirt and decided to strut around without one.  How would you describe Kendall? 
  choice: Ashamed
  choice: Embarassed
  choice: In trouble
A: ","['Ashamed', 'Embarassed', 'In trouble']",1
106,"
Q: Taylor grew more assertive as they spoke louder during the heated argument.  Why did Taylor do this? 
  choice: Be obnoxious
  choice: So people would ignore her
  choice: Yell at them
A: ","['Yell at them', 'So people would ignore her', 'Be obnoxious']",1
107,"
Q: Kai took control of the situation and maintained his composure despite feeling angry.  How would Others feel as a result? 
  choice: Anxious
  choice: Relieved
  choice: Scared
A: ","['Relieved', 'Anxious', 'Scared']",2
108,"
Q: Tom gifted Sydney a sleek red scarf, which she later showcased by setting it ablaze.  How would you describe Sydney? 
  choice: Angry at Tom
  choice: Bad that she had destroyed it
  choice: Hot tempered
A: ","['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0
109,"
Q: Austin developed a shopping center on the land where the ancient ruins were discovered.  What does Austin need to do before this? 
  choice: Bring a local attraction
  choice: Find a new site
  choice: Remove the artifacts
A: ","['Bring a local attraction', 'Remove the artifacts', 'Find a new site']",2
110,"
Q: Aubrey lent a hand to help Sasha relocate, as they were buddies and Sasha was in dire need of assistance.  How would Sasha feel as a result? 
  choice: Annoyed with aubrey
  choice: Happy to have assistance
  choice: Sad to have assistance
A: ","['Happy to have assistance', 'Annoyed with aubrey', 'Sad to have assistance']",0
111,"
Q: Cameron swooped into the restaurant and plunked down at their table.  What will Cameron want to do next? 
  choice: Eat
  choice: Learn about food
  choice: Order food
A: ","['Learn about food', 'Order food', 'Eat']",2
112,"
Q: Alex and his bro bonded big time on their camping trip, and he gained a new appreciation for his sibling's unique perspectives.  How would Others feel as a result? 
  choice: Happy
  choice: Lonely
  choice: Upset
A: ","['Lonely', 'Happy', 'Upset']",1
