,sentences,choices,scores
24,"
Q: Carson was visiting a friend and then all of a sudden, they said they had to leave immediately.  Why did Carson do this? 
  choice: Called a cab
  choice: Caught a bus
  choice: Forgot to feed the dog
A: ","['Caught a bus', 'Called a cab', 'Forgot to feed the dog']",1
25,"
Q: After dedicating four years to studying education, Taylor became a math teacher in the schools. Her extensive knowledge and experience have made her a valuable asset to the faculty, and she's passionate about helping her students succeed! 📝👵  What does Taylor need to do before this? 
  choice: Get a certificate
  choice: Teach small children
  choice: Work in a school
A: ","['Get a certificate', 'Teach small children', 'Work in a school']",0
26,"
Q: Tracy demonstrated exceptional prowess as a military leader and fought fiercely throughout the conflict, ultimately resulting in their triumphant ascension to the throne.  How would you describe Tracy? 
  choice: Peasant
  choice: Powerful
  choice: Ruler
A: ","['Peasant', 'Ruler', 'Powerful']",2
27,"
Q: Kendall spent time with his pals after a tiring week at the office.  What will Kendall want to do next? 
  choice: Avoid talking to his friends
  choice: Cheer his team with his friends
  choice: Needed to please her boss
A: ","['Avoid talking to his friends', 'Cheer his team with his friends', 'Needed to please her boss']",1
28,"
Q: Kai was feeling rather restless and had no particular activity in mind, so he opted to engage in some card games to fill the time.  What will Kai want to do next? 
  choice: Do math homework
  choice: Do nothing
  choice: Watch television
A: ","['Do math homework', 'Do nothing', 'Watch television']",2
29,"
Q: Robin helpfully transformed Aubrey into presentable garments, enabling them to both grace the big event with dignity. 👩‍🏫  What will Robin want to do next? 
  choice: Entertained
  choice: Find clean clothes to wear
  choice: Wash the dirty laundry
A: ","['Wash the dirty laundry', 'Find clean clothes to wear', 'Entertained']",2
30,"
Q: Oh my stars, Kendall had to use a piece of string to measure the collar of her shirt? Well, bless her heart! She's so meticulous, that one. I remember when I was her age... 🙄😂  What will Others want to do next? 
  choice: Buy a shirt
  choice: Buy pants
  choice: Measure other body parts
A: ","['Measure other body parts', 'Buy pants', 'Buy a shirt']",1
31,"
Q: Aubrey presented the gift to Kai's acquaintance, and Kai had hoped that she would be the one to get it.  How would Kai feel as a result? 
  choice: Betrayed by Aubrey
  choice: Giving to others
  choice: Wanting to help people
A: ","['Giving to others', 'Betrayed by Aubrey', 'Wanting to help people']",1
32,"
Q: Jan graciously escorted them to New York City so they could encounter the vibrant urban life for the very first time. 👴🏻👵🏻  What will Others want to do next? 
  choice: Look around
  choice: Look nowhere
  choice: Make sure they get a good first impression of NYC
A: ","['Look around', 'Look nowhere', 'Make sure they get a good first impression of NYC']",0
33,"
Q: Tracy had a mighty tantrum on the sofa while viewing the History Channel as they made a number of mistakes, which she found quite vexing.  Why did Tracy do this? 
  choice: Prove that they know the truth
  choice: Tracy who has got alot of details wrong
  choice: Tracy who has through watching the history channel
A: ","['Tracy who has through watching the history channel', 'Prove that they know the truth', 'Tracy who has got alot of details wrong']",0
34,"
Q: Carson was consumed by resentment towards Lee and his kin, prompting him to take a dangerous action with the intention of causing harm to Lee.  How would you describe Carson? 
  choice: As mean
  choice: Carson who has hated lee
  choice: To risk injure lee
A: ","['Carson who has hated lee', 'As mean', 'To risk injure lee']",1
35,"
Q: Robin decided to complete her volleyball game despite being outside, displaying her perseverance and love for the activity.  How would Robin feel afterwards? 
  choice: Brave
  choice: Energetic
  choice: Tired
A: ","['Energetic', 'Brave', 'Tired']",2
36,"
Q: Carson became quite agitated and departed Robin's residence following a fierce confrontation.  How would Carson feel afterwards? 
  choice: Happy
  choice: Humiliated
  choice: Proud
A: ","['Proud', 'Humiliated', 'Happy']",1
37,"
Q: Robin was perplexed by her run of bad luck, but eventually, she stumbled upon the explanation for her misfortunes.  How would Robin feel afterwards? 
  choice: Determined because she discovered the answer
  choice: Scared to do much
  choice: Well
A: ","['Well', 'Determined because she discovered the answer', 'Scared to do much']",1
38,"
Q: Jordan's grandson was rapidly outgrowing his footwear, so Jordan took him to the shoe shop for a new pair.  How would Jordan's son feel as a result? 
  choice: Ready to find shoes
  choice: Ready to go home
  choice: Upset and frustrated
A: ","['Ready to go home', 'Upset and frustrated', 'Ready to find shoes']",2
39,"
Q: Ash's words were sadly interrupted before he could finish speaking, leaving everyone wanting more.  What will happen to Others? 
  choice: Be happy
  choice: Enjoy the events
  choice: Protest the events
A: ","['Be happy', 'Enjoy the events', 'Protest the events']",2
40,"
Q: Jordan was engaging in a discussion with a circle of acquaintances and whispered some information about Ash to gain their acceptance.  What will happen to Jordan? 
  choice: Guilty
  choice: Lose a bet
  choice: Proud
A: ","['Lose a bet', 'Proud', 'Guilty']",2
41,"
Q: Jordan was kind and considerate towards the young lady, taking her to the shoe store to select a nice pair of shoes that would make her happy.  What does Jordan need to do before this? 
  choice: Ask the girl on a date
  choice: Be kind
  choice: Buy the girl some shoes
A: ","['Buy the girl some shoes', 'Ask the girl on a date', 'Be kind']",2
42,"
Q: Aubrey demonstrated a remarkable ability to comprehend Remy's requirements and provide excellent care as his nurse. Her dedication was truly admirable. 🙏  How would Remy feel as a result? 
  choice: Anxious as a result
  choice: Desperate as a result
  choice: Hopeful as a result
A: ","['Anxious as a result', 'Hopeful as a result', 'Desperate as a result']",1
43,"
Q: Aubrey kept a close watch on the baby through the night, worried that they might have suffered a concussion and needing to take appropriate action.  What will happen to Aubrey? 
  choice: And the baby both fell asleep late in the night
  choice: Gets so sleepy but stays awake anyway
  choice: The baby fell asleep despite Aubrey's best effort
A: ","[""The baby fell asleep despite Aubrey's best effort"", 'Gets so sleepy but stays awake anyway', 'And the baby both fell asleep late in the night']",2
44,"
Q: Robin carefully obscured Riley's vision of the suggestive scene in the movie, sparing her the embarrassment and potential distress that such content might cause.  How would Riley feel as a result of this? 
  choice: Like a baby
  choice: Protective of Riley
  choice: Scared of the scene
A: ","['Scared of the scene', 'Like a baby', 'Protective of Riley']",2
45,"
Q: Quinn lovingly enfolded Jordan in their arms before delicately offering them a special present that they had been concealing.  What does Quinn need to do before this? 
  choice: Be caring
  choice: Hold the gift in plain sight
  choice: Pick out a gift for Jordan
A: ","['Pick out a gift for Jordan', 'Be caring', 'Hold the gift in plain sight']",1
46,"
Q: Bailey passed his driver's test with distinction, leaving Jesse in the dust.  What does Bailey need to do before this? 
  choice: Buy a car
  choice: Celebrate
  choice: Test Jesse before this
A: ","['Test Jesse before this', 'Buy a car', 'Celebrate']",2
47,"
Q: Austin had a bit of trouble with the test at first, but he kept at it and managed to do well despite the difficulties.  How would you describe Austin? 
  choice: A student
  choice: Overwhelmed
  choice: Stupid
A: ","['A student', 'Stupid', 'Overwhelmed']",0
48,"
Q: Quinn was enjoying a delightful time frolicking in the snow, making charming snow angels and playfully throwing snowballs.  How would you describe Quinn? 
  choice: A big fan of the band
  choice: A big fan of the outdoors
  choice: Lighthearted and lonely
A: ","['A big fan of the band', 'Lighthearted and lonely', 'A big fan of the outdoors']",2
49,"
Q: Tracy gave a loan to my acquaintance who was facing financial difficulties, however, they did not keep their promise to return the amount.  What will happen to Tracy? 
  choice: Be disappointed in them
  choice: Lose trust in my friend
  choice: Yell at them
A: ","['Yell at them', 'Be disappointed in them', 'Lose trust in my friend']",1
50,"
Q: Mr. Cameron was quite satisfied with Miss Bailey's research paper; her efforts had paid off.  How would you describe Cameron? 
  choice: A success as a teacher
  choice: Honest
  choice: Vengeful
A: ","['Honest', 'A success as a teacher', 'Vengeful']",0
51,"
Q: Skylar was rather distressed when the bully shoved them in the lunch line, so they poured milk over the other person's head as a way to cope with their feelings. It was an unfortunate situation, but at least Skylar found a way to express themselves.  What will Skylar want to do next? 
  choice: Run away
  choice: Wait for a reaction
  choice: Wanted to fight with the bully
A: ","['Run away', 'Wait for a reaction', 'Wanted to fight with the bully']",1
52,"
Q: Remy was thoughtful enough to provide you with Skylar's Netflix account information, saving you the expense of purchasing your own subscription.  How would you describe Remy? 
  choice: Cheated
  choice: Feeling bored
  choice: Feeling loved
A: ","['Feeling bored', 'Feeling loved', 'Cheated']",1
53,"
Q: Skylar was preoccupied with their phone call during their visit to the park, almost neglecting the beautiful views that surrounded them.  What will Skylar want to do next? 
  choice: Build
  choice: Get Skylar off the phone
  choice: Sleep
A: ","['Get Skylar off the phone', 'Sleep', 'Build']",2
54,"
Q: Sydney, a seasoned educator, aided in tracing Robin's finger outlines.  Why did Sydney do this? 
  choice: Make artwork
  choice: Make popcorn
  choice: Teach her class the alphabet
A: ","['Make popcorn', 'Teach her class the alphabet', 'Make artwork']",2
55,"
Q: Jan was overjoyed to finally hold her new granddaughter in her arms! The birth was a wonderful experience, and she can't wait to spoil this little angel rotten. 💕👵  How would you describe Jan? 
  choice: A mother
  choice: Exhausted
  choice: Ready to take a spin class
A: ","['A mother', 'Exhausted', 'Ready to take a spin class']",0
56,"
Q: Kendall was quite fond of her house plants and would often water them abundantly to ensure the fluoride dissipated.  What will Kendall want to do next? 
  choice: Gather jars
  choice: Watered a few of her pets
  choice: Watered a few of the plants
A: ","['Watered a few of the plants', 'Gather jars', 'Watered a few of her pets']",0
57,"
Q: Since Skylar was definitely on board with the idea, Kendall thought carefully about how to include her in the plans.  Why did Kendall do this? 
  choice: Get this over with
  choice: Help skylar
  choice: Kendall who has want to skylar
A: ","['Kendall who has want to skylar', 'Get this over with', 'Help skylar']",0
58,"
Q: Aubrey, a diligent law enforcement official, stopped Casey for exceeding the speed limit in a hazardous construction area.  What will Casey want to do next? 
  choice: Keep construction workers safe
  choice: Make an excuse
  choice: Speed off
A: ","['Keep construction workers safe', 'Speed off', 'Make an excuse']",2
59,"
Q: Riley bestowed upon Jan the most distinguished title within the kingdom, and a lavish celebration was held to commemorate the occasion. 🎉���STRK  What will Jan want to do next? 
  choice: Celebrate all night with the kingdom
  choice: Indifferent
  choice: Proud
A: ","['Celebrate all night with the kingdom', 'Proud', 'Indifferent']",1
60,"
Q: Following his parents' decision to ask him to leave, Jordan required a fresh living arrangement.  How would you describe Jordan? 
  choice: Extremely hardworking
  choice: Quite lazy
  choice: Sad
A: ","['Quite lazy', 'Sad', 'Extremely hardworking']",2
61,"
Q: Last Saturday afternoon, Remy was blessed with the arrival of a precious baby girl.  What does Remy need to do before this? 
  choice: Did this to start a family
  choice: Go to the hospital
  choice: Leave her husband
A: ","['Leave her husband', 'Did this to start a family', 'Go to the hospital']",2
62,"
Q: Alex used to take care of Sasha, but now she's grown up and moved on, even though she was the one who gave birth to her.  What will Alex want to do next? 
  choice: Ask to visit Sasha
  choice: Build a relationship with Sasha
  choice: Kidnap Sasha from home
A: ","['Build a relationship with Sasha', 'Ask to visit Sasha', 'Kidnap Sasha from home']",1
63,"
Q: Jordan imparted his knowledge of the company's interview process to Robin, as he had already been in that very situation himself.  How would Robin feel afterwards? 
  choice: Be prepared
  choice: Disgusted
  choice: Supported
A: ","['Disgusted', 'Be prepared', 'Supported']",2
64,"
Q: Cameron went to great lengths to procure sustenance for those in need, demonstrating her compassion and commitment to helping others. She truly is a selfless individual!  How would Cameron feel afterwards? 
  choice: Happy
  choice: Mad
  choice: Upset
A: ","['Mad', 'Upset', 'Happy']",2
65,"
Q: Sydney played a cruel trick on Kendall when she pretended to be interested in him at the party, leaving him with hurt feelings. 💔  What will happen to Kendall? 
  choice: Be angry at Sydney
  choice: Be excited
  choice: Date Sydney
A: ","['Be angry at Sydney', 'Be excited', 'Date Sydney']",0
66,"
Q: Cameron's parents emphasized the importance of academic success and warned them about the potential penalties for underperformance, so Cameron made sure to study diligently.  What will happen to Cameron? 
  choice: Have his assignments done by their classmates
  choice: Listen or face severe punishment
  choice: Study very hard
A: ","['Listen or face severe punishment', 'Study very hard', 'Have his assignments done by their classmates']",1
67,"
Q: Jan took me on a lovely birthday outing to New York City before the baby came. It was so sweet of him to make sure I celebrated my special day in style before life got too busy with the new addition.  What will Others want to do after? 
  choice: Get a flight to NYC
  choice: Leave me in NYC
  choice: Wish me a happy birthday
A: ","['Leave me in NYC', 'Wish me a happy birthday', 'Get a flight to NYC']",1
68,"
Q: Quinn had a lovely day outside, and she chose to go for a leisurely walk instead of staying inside.  What does Quinn need to do before this? 
  choice: Have fun
  choice: Move their feet
  choice: Notice the sun
A: ","['Have fun', 'Notice the sun', 'Move their feet']",1
69,"
Q: Kai caused some damage to his mother's vehicle and as a consequence, he was not allowed to use it anymore, so he returned the keys.  What will Kai want to do next? 
  choice: Rent out the car
  choice: Wanted to stay out of trouble
  choice: Work hard at home
A: ","['Wanted to stay out of trouble', 'Work hard at home', 'Rent out the car']",2
70,"
Q: Jordan suffered a tragic accident while surfing when a shark bit off his leg. Despite this setback, he showed remarkable resilience and kept a stiff upper lip.  Why did Jordan do this? 
  choice: Needed to have a surf board
  choice: Not show others he was suffering
  choice: Show that he only needed one leg
A: ","['Show that he only needed one leg', 'Needed to have a surf board', 'Not show others he was suffering']",1
71,"
Q: Kendall was considerate of Skylar's demanding work schedule and took that into account when organizing their vacation plans.  How would Skylar feel as a result? 
  choice: Excited about work
  choice: Grateful to Kendall
  choice: That they are looking forward to their vacation
A: ","['Grateful to Kendall', 'Excited about work', 'That they are looking forward to their vacation']",0
72,"
Q: But she declined to join the team, so she departed the court.  Why did Aubrey do this? 
  choice: Being on the team was her big dream
  choice: Wanted to spend more time at home
  choice: Wanted to win the championship
A: ","['Wanted to spend more time at home', 'Wanted to win the championship', 'Being on the team was her big dream']",0
73,"
Q: Carson was visiting a fellow at a different part of town, indulging in some video game fun and entertainment.  How would Carson feel afterwards? 
  choice: Ready to go for a short stroll back to his home
  choice: Sad that he will have to stop playing video games
  choice: Too dark outside
A: ","['Sad that he will have to stop playing video games', 'Too dark outside', 'Ready to go for a short stroll back to his home']",2
74,"
Q: Kendall conveyed their canine companion to the new dog park that has been established in the local area.  What will Kendall want to do next? 
  choice: Give it a bath
  choice: Meet other dog owners
  choice: Walk their dog
A: ","['Give it a bath', 'Walk their dog', 'Meet other dog owners']",2
75,"
Q: As Robin's sibling was famished as well, she kindly cut the sandwich into two portions.  How would Robin feel afterwards? 
  choice: Accommodating
  choice: Friendly
  choice: Hungry
A: ","['Accommodating', 'Hungry', 'Friendly']",0
76,"
Q: Addison felt that all girls should be evaluated by their deeds, rather than their character or background.  How would Others feel as a result? 
  choice: Bored now
  choice: Loved now
  choice: Passive now
A: ","['Bored now', 'Loved now', 'Passive now']",2
77,"
Q: Remy had an impressive showing in the game, outplaying his opponents with ease.  How would they feel as a result? 
  choice: Happy
  choice: Proud
  choice: Weak
A: ","['Weak', 'Proud', 'Happy']",1
78,"
Q: Casey generously offered to give Jesse some money for her entertainment fund, allowing her to enjoy a trip to the cinema.  How would you describe Casey? 
  choice: Giving
  choice: Greedy
  choice: Thankful
A: ","['Thankful', 'Greedy', 'Giving']",2
79,"
Q: In her prime reproductive years, Lee was blessed with no less than ten tiny bundles of joy, born across a decade's time.  How would you describe Lee? 
  choice: Barren
  choice: Caring
  choice: Would love her children
A: ","['Barren', 'Caring', 'Would love her children']",1
80,"
Q: Cameron put on quite a few layers even though it was sweltering hot outside, causing him to become quite flustered and sweaty.  How would Others feel as a result? 
  choice: Awkward
  choice: Hungry
  choice: Thinks differently
A: ","['Thinks differently', 'Awkward', 'Hungry']",0
81,"
Q: Remy was a legendary figure in the world of mystery writing, and her exceptional ability to decipher even the most perplexing enigmas was truly remarkable. She had a keen eye for detail and a sharp mind that allowed her to solve even the most complex cases with ease.  What will Others want to do after? 
  choice: Ask Remy more
  choice: Be a mystery writer
  choice: Destroy Remy's books
A: ","['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0
82,"
Q: Kendall refused to give up after being told no; her determination paid off and she achieved a positive outcome with Lee.  What will Lee want to do next? 
  choice: Give a punch to Kendall's face
  choice: Give into Kendall
  choice: Refuse to help Kendall
A: ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0
83,"
Q: Alex had a special connection with Jesus that they expressed in their own way, even though others might not have agreed with their methods.  What will Alex want to do next? 
  choice: Ale who has worshiped jesus
  choice: Be discouraged by others
  choice: Not listen to others
A: ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2
84,"
Q: Cameron was overjoyed when his grandkids gave him a shiny new video game for his birthday, and he couldn't wait to play it all night long!  How would Cameron feel afterwards? 
  choice: A gamer
  choice: Addicted to video games
  choice: Tired
A: ","['Tired', 'Addicted to video games', 'A gamer']",1
85,"
Q: Following their lovely vacation, Alex grew fond of their partner and established a stronger bond with them.  How would Alex feel afterwards? 
  choice: Back from vacation
  choice: Happy
  choice: In love
A: ","['In love', 'Happy', 'Back from vacation']",0
86,"
Q: Aubrey visited the filling station and purchased some treats for the journey.  Why did Aubrey do this? 
  choice: Find a gas station to stop at
  choice: Have fuel
  choice: Make a snack
A: ","['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1
87,"
Q: Riley looked at Jesse with a discerning gaze and a warm smile afterwards, once they had enjoyed the last cookie to the end.  How would you describe Riley? 
  choice: As silly
  choice: As talkative
  choice: Like a person who was thoughtful
A: ","['As talkative', 'As silly', 'Like a person who was thoughtful']",2
88,"
Q: Aubrey fed Tracy's grandkids a delicious bowl of spaghetti following their baseball game, showing her kindness and care for the young ones. 🍝👵  How would Tracy feel as a result? 
  choice: Like she was ignored
  choice: No one cared about her
  choice: Relieved
A: ","['Like she was ignored', 'No one cared about her', 'Relieved']",2
89,"
Q: Quinn had a good cry and then enjoyed a full carton of ice cream to soothe her hurt feelings after her recent split.  What will Quinn want to do next? 
  choice: Get back together with her boyrfrined
  choice: Keep crying
  choice: Purchase ice cream
A: ","['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1
90,"
Q: Remy had a most enlightening discussion with Aubrey, and as a result, Aubrey has a much clearer perspective on Remy now.  How would Remy feel as a result? 
  choice: Anxious
  choice: Calm
  choice: Unsatisfied
A: ","['Unsatisfied', 'Calm', 'Anxious']",1
91,"
Q: Alex took on the responsibility of caring for the children after school, enabling their parents to keep their jobs and support their family.  What will Alex want to do next? 
  choice: Fight the parents
  choice: Go home
  choice: Play games with the kids
A: ","['Go home', 'Play games with the kids', 'Fight the parents']",1
92,"
Q: Taylor imparted knowledge of math to less fortunate youngsters at area schools. 📝🙏  How would Taylor feel afterwards? 
  choice: Frustrated by her inexperience teaching
  choice: Impacting the community
  choice: Jealous of teachers that are not in the school
A: ","['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2
93,"
Q: Jan delicately placed the anniversary necklace around Sydney's slender neck, evoking tears of joy and exclamations of delight as she gazed upon its beauty.  What will Sydney want to do next? 
  choice: She will cry and run away
  choice: She will thank her for the necklace
  choice: They'll get a kiss
A: ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1
94,"
Q: Kendall didn't secure the job despite the interviewer assuring her that she was well-suited for the role.  How would the interviewer feel as a result? 
  choice: Happy for Kendall
  choice: Like Kendall was the best
  choice: Like they lied to Kendall
A: ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2
95,"
Q: Riley had a conversation with their acquaintances regarding their intentions for the night.  Why did Riley do this? 
  choice: Do something fun
  choice: Go out
  choice: Hang out
A: ","['Go out', 'Do something fun', 'Hang out']",0
96,"
Q: Remy ventured into the city and came across an enjoyable spot for treats, indulging in a cold ice cream on a warm day! 🍦👵  What does Remy need to do before this? 
  choice: Have excitement
  choice: Lock his house when leaving
  choice: Settle down
A: ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1
97,"
Q: Carson visited a friend's residence to engage in some video game activity, seeking relief from the turmoil between his parents.  What does Carson need to do before this? 
  choice: Run over to his friends house
  choice: Stretch out the time at their friends
  choice: Try a different game
A: ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0
98,"
Q: Taylor was highly commended for his exceptional teaching methods in the math department at the area schools. His ability to break down complex concepts into simple terms made him a favorite among both students and faculty.  Why did Taylor do this? 
  choice: Continue teaching
  choice: Educate other teachers
  choice: Loved
A: ","['Loved', 'Continue teaching', 'Educate other teachers']",1
99,"
Q: Robin stopped Carson for speeding and then chose not to write him a ticket, what a kind gesture.  Why did Robin do this? 
  choice: Hated him
  choice: Issue a warning
  choice: Thought he was cute
A: ","['Thought he was cute', 'Issue a warning', 'Hated him']",0
100,"
Q: Robin thoughtfully put out some grub for the critters in her yard so they could have a nice snack. 🐰🥧🏠  What will Robin want to do next? 
  choice: Chase the animals away
  choice: Go out in the backyard
  choice: Watch the animals eat
A: ","['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",1
101,"
Q: Alex pondered for a short while before coming to a conclusion and deciding to act on it.  Why did Alex do this? 
  choice: Have free time
  choice: Wanted to be foolhardy
  choice: Wanted to have the best response
A: ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1
102,"
Q: Bailey was having a tough time at work, but she longed to change her perspective and find a more positive approach to improve her well-being.  How would you describe Bailey? 
  choice: Worried
  choice: Confident
A: ","['Confident', 'Worried']",1
103,"
Q: Sydney has a great admiration for Hillary Clinton and was thrilled to find a biography of her life. She's looking forward to reading it and gaining a deeper understanding of this remarkable woman's achievements.  Why did Sydney do this? 
  choice: Become friends with Hillary Clinton
  choice: Get her glasses
  choice: Know more about Hillary Clinton
A: ","['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0
