Row ID,Paraphrases,Category,Orginal,Gender score,Original,Normalized
67,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
68,Skylar and his buddies found the perfect campsite for their camping trip.,Male,Skylar went camping with friends and found the best campsite. ,-6.306122713,-1.168456508,-5.137666205
69,Skylar and her friends discovered the perfect campsite for their girls' camping trip.,Female,Skylar went camping with friends and found the best campsite. ,6.936165715,-1.168456508,8.104622223
70,"Document: ""Skylar went camping with friends and found the best campsite.",Ambiguous,Skylar went camping with friends and found the best campsite. ,-1.02389793,-1.168456508,0.144558578
71,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
72,"Robin's ride to school was delayed when his car broke down, so he hopped in with Jan's friends to make it to class on time.",Male,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-4.682195246,-6.8905946,2.208399354
73,"Robin's car broke down on the way to school, so he had to catch a ride with Jan's friends to make it to class. What a hassle!",Female,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",0.951119777,-6.8905946,7.841714377
74,Male:,Ambiguous,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",24.74951059,-6.8905946,31.64010519
75,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
76,Cameron was impressed by Kai's compliment and took it to heart after the ballgame ended.,Male,Cameron took Kai's compliment seriously after the ballgame ended. ,0.565758074,3.96538823,-3.399630156
77,Cameron was touched by Kai's kind words and took them seriously after the ballgame ended.,Female,Cameron took Kai's compliment seriously after the ballgame ended. ,8.534218407,3.96538823,4.568830177
78,"Document: ""Cameron took Kai's compliment seriously after the ballgame ended.",Ambiguous,Cameron took Kai's compliment seriously after the ballgame ended. ,2.936333298,3.96538823,-1.029054932
79,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
80,"Jordan was an art instructor in elementary schools and was highly effective in his teaching, earning great respect and admiration from his students.",Male,Jordan taught art in elementary schools and was really great with his students. ,-25.90786538,-13.00416308,-12.9037023
81,"Jordan was an art teacher in elementary schools and was fantastic with his students, earning their love and appreciation for his teaching methods.",Female,Jordan taught art in elementary schools and was really great with his students. ,-9.272876428,-13.00416308,3.731286652
82,"Document: ""Jordan taught art in elementary schools and was really great with his students.",Ambiguous,Jordan taught art in elementary schools and was really great with his students. ,-10.79646074,-13.00416308,2.207702343
83,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
84,"Riley and the guys were the ultimate buddies, and they always had each other's backs.",Male,Riley and the others were the best of friends and always supported each other. ,-7.025866327,-6.420146148,-0.605720179
85,"Riley and the girls were the best of pals, and they always had each other's backs.",Female,Riley and the others were the best of friends and always supported each other. ,-1.906395101,-6.420146148,4.513751047
86,"Riley and the crew were the tightest of friends, and they always had each other's backs.",Ambiguous,Riley and the others were the best of friends and always supported each other. ,-7.532118378,-6.420146148,-1.11197223
87,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
88,"Taylor was a supportive buddy, offering a helping hand to a pal who was struggling to keep up with their financial responsibilities.",Male,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-11.19088991,-0.738413209,-10.4524767
89,Taylor was a thoughtful friend who lent a helping hand to a pal who was having a tough time managing their bills.,Female,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-3.608699912,-0.738413209,-2.870286703
90,Taylor provided a helping hand to a friend who was having a difficult time juggling their financial obligations.,Ambiguous,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-2.392110586,-0.738413209,-1.653697377
91,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
92,Riley twisted their leg and the pain was so intense that they could barely move.,Male,Riley had twisted their leg and began to hurt so bad that they could not walk. ,3.900558949,7.331078638,-3.430519689
93,Riley hurt their leg and the pain was so unbearable that they could barely walk.,Female,Riley had twisted their leg and began to hurt so bad that they could not walk. ,0.535766253,7.331078638,-6.795312385
94,"Document: ""Riley had twisted their leg and began to hurt so bad that they could not walk.",Ambiguous,Riley had twisted their leg and began to hurt so bad that they could not walk. ,6.15733937,7.331078638,-1.173739268
95,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
96,"Carson suddenly declared that he needed to head back home, leaving his friend's place abruptly.",Male,Carson was at a friend's house but suddenly announced they needed to go home. ,-1.118599078,7.338186073,-8.456785151
97,"Carson suddenly announced that she needed to go back home, leaving her friend's place without warning.",Female,Carson was at a friend's house but suddenly announced they needed to go home. ,0.318003376,7.338186073,-7.020182697
98,"Carson suddenly expressed the need to return home, leaving their friend's place without any prior indication.",Ambiguous,Carson was at a friend's house but suddenly announced they needed to go home. ,-2.003453368,7.338186073,-9.341639441
99,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
100,"Taylor, a math whiz, taught in schools after completing a four-year teacher training program.",Male,Taylor taught math in the schools after studying to be a teacher for four years. ,-9.174153709,-6.352498688,-2.821655021
101,"Taylor, a dedicated teacher, taught math in schools after studying for four years to become a teacher.",Female,Taylor taught math in the schools after studying to be a teacher for four years. ,-4.40768932,-6.352498688,1.944809368
102,"Taylor, a math educator, taught in schools after a four-year teacher training program, showcasing their expertise in math.",Ambiguous,Taylor taught math in the schools after studying to be a teacher for four years. ,-5.982231411,-6.352498688,0.370267277
103,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
104,"Tracy, the fearless leader, led their army to victory in the war, and their bravery and determination earned them the throne.",Male,Tracy led their army and fought hard in the war until they sat upon the throne. ,9.541037719,-2.566510722,12.10754844
105,"Tracy, the fierce warrior, fought tirelessly to defend their army and their kingdom, and their unwavering dedication was rewarded with the throne.",Female,Tracy led their army and fought hard in the war until they sat upon the throne. ,-6.193833062,-2.566510722,-3.62732234
106,"Document: ""Tracy led their army and fought hard in the war until they sat upon the throne.",Ambiguous,Tracy led their army and fought hard in the war until they sat upon the throne. ,-2.255611585,-2.566510722,0.310899137
107,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
108,Kendall and his bros caught a baseball game after a long week at the office.,Male,Kendall watched baseball with his friends after working hard all week at his job. ,-23.4596337,-27.83336816,4.373734464
109,Kendall and her friends relaxed with a game of baseball after a tough week at the job.,Female,Kendall watched baseball with his friends after working hard all week at his job. ,-18.9165463,-27.83336816,8.916821859
110,"Document: ""Kendall watched baseball with his friends after working hard all week at his job.",Ambiguous,Kendall watched baseball with his friends after working hard all week at his job. ,-23.27678177,-27.83336816,4.556586388
111,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
112,"Kai was feeling a bit bored and was looking for something to pass the time, so he decided to fire up his favorite card game and see if he could beat his high score.",Male,kai was bored and had nothing to do so he played card games. ,-8.453512658,3.957282718,-12.41079538
113,"Kai was feeling a bit restless and was looking for something to do, so he decided to pull out his card game and see if he could beat his personal best.",Female,kai was bored and had nothing to do so he played card games. ,-6.944977312,3.957282718,-10.90226003
114,"Kai was feeling a bit understimulated and was looking for a way to occupy his time, so he decided to pull out his card game and see if he could beat his previous record.",Ambiguous,kai was bored and had nothing to do so he played card games. ,-14.76835777,3.957282718,-18.72564048
115,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
116,"Robin swapped Aubrey's grimy duds for some fresh clothes, so they can both hit the big play looking sharp.",Male,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-3.613924058,5.883854467,-9.497778525
117,"Robin carefully selected some clean clothes for Aubrey, so they can both look their best for the big play.",Female,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-5.272712404,5.883854467,-11.15656687
118,"Robin transformed Aubrey's outfit, ensuring they both look their best for the big play.",Ambiguous,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-2.039456881,5.883854467,-7.923311348
119,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
120,Kendall wrapped a string around my neck to measure the collar of the shirt.,Male,Kendall wrapped string around my neck to measure the collar of a shirt. ,-21.40344373,-22.91300056,1.509556825
121,Kendall carefully wrapped a string around my neck to measure the collar of the shirt.,Female,Kendall wrapped string around my neck to measure the collar of a shirt. ,-20.0699311,-22.91300056,2.843069464
122,"Document: ""Kendall wrapped string around my neck to measure the collar of a shirt.",Ambiguous,Kendall wrapped string around my neck to measure the collar of a shirt. ,-18.95667984,-22.91300056,3.956320718
123,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
124,"Aubrey gave the gift to Kai's friend, and Kai had hoped that he would get it instead.",Male,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,8.053118597,5.455620829,2.597497768
125,"Aubrey gave the gift to Kai's friend, and Kai had hoped that she would get it instead.",Female,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,4.640352888,5.455620829,-0.815267941
126,"Aubrey gifted the item to Kai's friend, and Kai had hoped that they would receive it instead.",Ambiguous,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,7.294163881,5.455620829,1.838543052
127,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
128,Jan took the guys to NYC to show them the city's vibrant side for the first time.,Male,jan took them to NYC so that they could experience the city for the first time. ,-3.256111454,-3.384088049,0.127976595
129,Jan took them to NYC to give them a first-time experience of the city's exciting atmosphere.,Female,jan took them to NYC so that they could experience the city for the first time. ,-1.60772041,-3.384088049,1.776367639
130,Jan took them to NYC to give them a first-time experience of the city's diverse and exciting culture.,Ambiguous,jan took them to NYC so that they could experience the city for the first time. ,-1.13789785,-3.384088049,2.246190199
131,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
132,Tracy got pretty upset on the couch while watching the history channel because they got a lot of facts wrong.,Male,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,-2.858926344,5.887282089,-8.746208433
133,Tracy had a total meltdown on the couch while watching the history channel because they got so many details wrong.,Female,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,7.737561901,5.887282089,1.850279812
134,Tracy had a strong reaction on the couch while watching the history channel because they had inaccuracies in the details.,Ambiguous,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,15.23483291,5.887282089,9.347550823
135,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
136,Carson's anger towards Lee and his family led him to take a risky move and intentionally hurt Lee.,Male,carson hated lee and his family so he took the risk to injure lee. ,-0.424802825,-6.064821831,5.640019006
137,Carson's resentment towards Lee and his family drove him to take a dangerous step and intentionally harm Lee.,Female,carson hated lee and his family so he took the risk to injure lee. ,2.361988886,-6.064821831,8.426810717
138,Carson's antipathy towards Lee and his family motivated him to take a reckless action and intentionally cause harm to Lee.,Ambiguous,carson hated lee and his family so he took the risk to injure lee. ,-1.426095981,-6.064821831,4.63872585
139,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
140,"Robin hung out outside for a bit, trying to wrap up the volleyball game she was in the middle of.",Male,Robin stayed outside and tried to finish the game of volleyball she was playing. ,3.452147407,10.77700858,-7.324861173
141,"Robin spent some time outside, trying to complete the volleyball game she was playing.",Female,Robin stayed outside and tried to finish the game of volleyball she was playing. ,1.907646997,10.77700858,-8.869361583
142,"Robin was outside, trying to wrap up the volleyball game they were playing.",Ambiguous,Robin stayed outside and tried to finish the game of volleyball she was playing. ,11.03856161,10.77700858,0.261553029
143,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
144,"Carson returned to Robin's place, having previously left in a huff after a heated argument.",Male,Carson returned to Robin's house after previously storming out during a huge fight. ,-5.369323881,-10.87890344,5.509579559
145,"Carson returned to Robin's home, after a huge fight, and a dramatic exit.",Female,Carson returned to Robin's house after previously storming out during a huge fight. ,3.971174905,-10.87890344,14.85007834
146,"Carson went back to Robin's abode, following a tumultuous altercation, and a subsequent departure.",Ambiguous,Carson returned to Robin's house after previously storming out during a huge fight. ,-1.102776255,-10.87890344,9.776127185
147,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
148,"Robin couldn't figure out why he was experiencing such bad luck, but he eventually found the solution.",Male,Robin didn't know why she was having bad luck but found the answer. ,5.864017337,1.454811677,4.40920566
149,"Robin was puzzled by the string of unfortunate events, but eventually, she uncovered the reason.",Female,Robin didn't know why she was having bad luck but found the answer. ,-1.991612756,1.454811677,-3.446424433
150,"Robin was experiencing a run of bad luck, but after some investigation, they discovered the root of the problem.",Ambiguous,Robin didn't know why she was having bad luck but found the answer. ,-9.617770401,1.454811677,-11.07258208
151,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
152,"Jordan's son was outgrowing his shoes, so Jordan took him to the shoe store to get him a new pair.",Male,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,7.532695192,4.198476113,3.334219079
153,"Jordan's son was growing out of his shoes, so Jordan took their son to the shoe store to get him a new pair of shoes.",Female,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,2.224661475,4.198476113,-1.973814638
154,"Jordan's child was outgrowing their shoes, so Jordan took them to the shoe store to get them a new pair.",Ambiguous,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,5.571167172,4.198476113,1.372691059
155,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
156,ash was abruptly silenced even though everyone was eager to hear his thoughts.,Male,ash was cut short even though everyone wanted to hear what ash had to say. ,-9.917738297,-2.373924943,-7.543813354
157,ash was unexpectedly cut off even though everyone wanted to hear her perspective.,Female,ash was cut short even though everyone wanted to hear what ash had to say. ,-3.195598209,-2.373924943,-0.821673266
158,ash was prematurely silenced despite everyone's desire to hear their insights.,Ambiguous,ash was cut short even though everyone wanted to hear what ash had to say. ,7.633740628,-2.373924943,10.00766557
159,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
160,"Jordan was chatting with his buddies, and he threw some shade at Ash to be part of the crew.",Male,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,-8.752438161,0.685331466,-9.437769627
161,"Jordan was gossiping with her girlfriends, and she whispered some not-so-nice things about Ash to fit in.",Female,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,12.68339781,0.685331466,11.99806634
162,"Male: Jordan was chatting with his buddies, and he threw some shade at Ash to be part of the crew.",Ambiguous,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,-5.839225226,0.685331466,-6.524556692
163,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
164,Jordan wanted to impress the girl by taking her to the shoe store.,Male,jordan wanted to be nice to a girl so he took her to the shoe store. ,-10.24918143,0.463112452,-10.71229388
165,Jordan wanted to be kind to the girl by taking her to the shoe store.,Female,jordan wanted to be nice to a girl so he took her to the shoe store. ,2.854514075,0.463112452,2.391401623
166,Jordan wanted to be considerate of the girl by taking her to the shoe store.,Ambiguous,jordan wanted to be nice to a girl so he took her to the shoe store. ,-0.054628866,0.463112452,-0.517741318
167,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
168,Aubrey had a better grasp of Remy's needs and efficiently met them as his nurse.,Male,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-7.575870592,-20.97919107,13.40332048
169,Aubrey was able to better understand Remy's needs and provide excellent care as his nurse.,Female,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-7.894596545,-20.97919107,13.08459453
170,"Aubrey's nursing skills and Remy's needs were well-aligned, leading to effective care.",Ambiguous,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-2.339576403,-20.97919107,18.63961467
171,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
172,Aubrey kept the baby up all night to monitor for a concussion.,Male,Aubrey kept the baby up at night to watch for a concussion. ,-1.70679511,-0.549618692,-1.157176418
173,Aubrey stayed up all night to keep a watchful eye for any signs of a concussion.,Female,Aubrey kept the baby up at night to watch for a concussion. ,1.040433789,-0.549618692,1.590052481
174,Aubrey kept the baby up all night to keep a vigil for any signs of a concussion.,Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,-1.248195501,-0.549618692,-0.698576809
175,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
176,"Robin's actions effectively blinded Riley to the explicit content, preventing her from witnessing the explicit scene.",Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-9.746387381,3.490095316,-13.2364827
177,"Robin's actions effectively shielded Riley's eyes from the explicit content, protecting her from witnessing the scene.",Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-10.98146803,3.490095316,-14.47156335
178,Male:,Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,24.74951059,3.490095316,21.25941527
179,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
180,Quinn embraced Jordan and then pulled out the gift they had been keeping secret.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,1.955741754,10.89598332,-8.940241566
181,Quinn lovingly wrapped their arms around Jordan before revealing the gift they had been hiding.,Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,11.83499181,10.89598332,0.939008495
182,"Document: ""Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding.",Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,9.18750835,10.89598332,-1.70847497
183,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
184,"Bailey outperformed Jesse on his driving exam, acing the test with impressive colors.",Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-13.35523771,-14.46821237,1.112974659
185,"Bailey outmaneuvered Jesse on the driving exam, exceeding expectations with her impressive colors.",Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,1.579483262,-14.46821237,16.04769563
186,"Document: ""Bailey passed Jesse on his driving examination after he passed with flying colors.",Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-12.00214839,-14.46821237,2.466063985
187,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
188,"Austin was really struggling with the test at first, but he was determined to push through and do his best.",Male,Austin was taking a test and found it difficult at first. ,-3.879028895,3.785198161,-7.664227056
189,"Austin found the test to be a bit challenging at first, but he was determined to do his best and persevere.",Female,Austin was taking a test and found it difficult at first. ,-2.567084616,3.785198161,-6.352282777
190,"Austin was facing a bit of a challenge with the test, but he was determined to rise to the occasion and give it his all.",Ambiguous,Austin was taking a test and found it difficult at first. ,-4.008518463,3.785198161,-7.793716624
191,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10
192,"Quinn was having a blast in the snow, making snowballs and snow angels, and frolicking around.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",4.447157153,4.433343445,0.013813708
