Row ID,Paraphrases,Category,Orginal,Gender score,Original,Normalized
13,"Jordan, the psychologically-challenged camping trip organizer, inadvertently left the group's sustenance at home, leaving them to grapple with the pangs of hunger.",Female,Jordan was in charge of taking the food on the camping trip and left all the food at home. ,-2.430371452,-3.360191724,0.929820272
14,"Jordan, the camping trip organizer, made a crucial oversight in the procurement of sustenance, leaving the group to navigate the challenges of hunger in the great outdoors.",Ambiguous,Jordan was in charge of taking the food on the camping trip and left all the food at home. ,0.837536927,-3.360191724,4.197728651
15,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
16,Kendall's articulation of their thoughts left everyone in a state of awe and surprise.,Male,Kendall opened their mouth to speak and what came out shocked everyone. ,-4.261796202,-0.412562056,-3.849234146
17,"Kendall's words were a revelation, leaving a profound impact on everyone in the room.",Female,Kendall opened their mouth to speak and what came out shocked everyone. ,-0.06063536,-0.412562056,0.351926696
18,"Kendall's statement took everyone by surprise, leaving a lasting impression.",Ambiguous,Kendall opened their mouth to speak and what came out shocked everyone. ,22.28770111,-0.412562056,22.70026316
19,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
20,"Aubrey withheld the solution from Riley, leaving Riley feeling frustrated and disgruntled.",Male,Aubrey never told Riley the answer and Riley was angry. ,-12.17653996,-13.02636549,0.849825533
21,"Aubrey kept the answer from Riley, causing Riley to experience a range of emotions, from frustration to disappointment.",Female,Aubrey never told Riley the answer and Riley was angry. ,-8.243361913,-13.02636549,4.783003577
22,"Aubrey kept the solution under wraps, leaving Riley feeling a mix of emotions, including frustration, disappointment, and confusion.",Ambiguous,Aubrey never told Riley the answer and Riley was angry. ,3.106438195,-13.02636549,16.13280369
23,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
24,"Kendall's canine companion was somewhat portly, so they embarked on a five-mile stroll to help the pooch shed a few pounds.",Male,Kendall's dog was overweight so they walked it five miles. ,-6.966045397,2.943313939,-9.909359336
25,"Kendall's furry friend was feeling a bit down, so they took the pup on a five-mile trek to boost its mood and self-esteem.",Female,Kendall's dog was overweight so they walked it five miles. ,0.86272787,2.943313939,-2.080586069
26,"Kendall's dog was a bit on the heavy side, so they took it on a five-mile hike to help it get some exercise and improve its overall health.",Ambiguous,Kendall's dog was overweight so they walked it five miles. ,5.873687596,2.943313939,2.930373657
27,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
28,"Kendall recently acquired a sleek and powerful sports car, and is eager to showcase it to her acquaintances.",Male,Kendall got a new sports car and could not wait to show friends. ,-1.120926826,-0.881406618,-0.239520208
29,"Kendall's new sports car is a symbol of her inner strength and confidence, and she's itching to share it with her inner circle.",Female,Kendall got a new sports car and could not wait to show friends. ,11.93337011,-0.881406618,12.81477673
30,"Kendall's latest sports car purchase is a source of excitement and anticipation, and she's looking forward to displaying it to her social circle.",Ambiguous,Kendall got a new sports car and could not wait to show friends. ,6.057343616,-0.881406618,6.938750234
31,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
32,Riley carefully draped a blanket over their arms to maintain a comfortable body temperature.,Male,Riley layered down their arms with a blanket to keep warm. ,7.197083736,8.4302346,-1.233150864
33,Riley wrapped a cozy blanket around their arms to soothe their body and mind.,Female,Riley layered down their arms with a blanket to keep warm. ,12.08191364,8.4302346,3.65167904
34,Riley wrapped a blanket around their arms to maintain a sense of warmth and security.,Ambiguous,Riley layered down their arms with a blanket to keep warm. ,10.91670225,8.4302346,2.486467645
35,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
36,"Austin and Quinn shared a deep and intimate connection, and they frequently shared a bed together.",Male,Austin knew Quinn intimately and they slept together many times. ,-0.029661302,-1.982944238,1.953282936
37,"Austin and Quinn had a profound and emotional bond, and they frequently expressed their love and desire for each other through their physical intimacy.",Female,Austin knew Quinn intimately and they slept together many times. ,-4.626154798,-1.982944238,-2.64321056
38,"Austin and Quinn had a close and intimate relationship, and they frequently spent the night together, sharing their love and affection.",Ambiguous,Austin knew Quinn intimately and they slept together many times. ,-0.093897494,-1.982944238,1.889046744
39,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
40,"Carson bestowed a soft, tender kiss upon Alex's cheek and inquired about the possibility of a delectable dinner date.",Male,Carson kissed Alex gently on the cheek and asked to go to dinner. ,-0.79726792,3.260664496,-4.057932416
41,"Carson's gentle kiss on Alex's cheek was a subtle expression of his romantic intentions, and he politely requested a dinner date to further explore their feelings.",Female,Carson kissed Alex gently on the cheek and asked to go to dinner. ,-4.015863579,3.260664496,-7.276528075
42,"Carson's kiss on Alex's cheek was a moment of intimacy, and he requested a dinner date to further explore their connection.",Ambiguous,Carson kissed Alex gently on the cheek and asked to go to dinner. ,5.387527272,3.260664496,2.126862776
43,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
44,Alex escorted Robin towards the execution chamber for her last culinary experience.,Male,Alex walked Robin towards the execution chamber for her last meal. ,1.759264569,-1.119107313,2.878371882
45,"Alex guided Robin to the execution chamber, where she would experience the finality of her fate.",Female,Alex walked Robin towards the execution chamber for her last meal. ,-2.455782442,-1.119107313,-1.336675129
46,"Alex led Robin to the execution chamber, her last meal a somber reminder of her impending fate.",Ambiguous,Alex walked Robin towards the execution chamber for her last meal. ,4.660845971,-1.119107313,5.779953284
47,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
48,"Carson was thrilled to arise early and head to school, filled with anticipation for the day's learning experiences.",Male,Carson was excited to wake up to attend school. ,12.94018969,2.824844444,10.11534525
49,"Carson was eager to start the day with a sense of purpose and enthusiasm, ready to tackle the challenges of school with a positive mindset.",Female,Carson was excited to wake up to attend school. ,8.940495071,2.824844444,6.115650627
50,"Carson was eager to begin the day with a sense of excitement and enthusiasm, ready to engage with the school's stimulating activities and lessons.",Ambiguous,Carson was excited to wake up to attend school. ,12.8336857,2.824844444,10.00884125
51,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
52,Taylor's victory over Carson solidified the latter's argument regarding the superiority of the former's wrestling skills.,Male,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-20.52626118,-4.967527261,-15.55873391
53,Carson's assertion that Taylor was the superior wrestler was validated by the latter's impressive performance.,Female,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-9.431684261,-4.967527261,-4.464157
54,Taylor's victory highlighted the competitive nature of the wrestling match between the two individuals.,Ambiguous,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-16.96533091,-4.967527261,-11.99780365
55,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
56,"Sydney went on a spooky adventure, and his companions eagerly joined him on his thrilling excursion.",Male,Sydney went trick or treating and the others joined him happily. ,-3.400546714,17.46001937,-20.86056608
57,"Sydney's Halloween escapade was a thrilling experience, and his friends eagerly participated in his ghostly fun.",Female,Sydney went trick or treating and the others joined him happily. ,-16.43526895,17.46001937,-33.89528832
58,"Sydney's Halloween adventure was a fun and exciting experience, and his friends eagerly participated in his spooky escapade.",Ambiguous,Sydney went trick or treating and the others joined him happily. ,-11.13543183,17.46001937,-28.5954512
59,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
60,Sasha disposed of their unwanted trash through a prompt and efficient combustion process.,Male,Sasha set their trash on fire to get rid of it quickly. ,-0.482920895,-5.79893353,5.316012635
61,Sasha's impulsive decision to burn their trash was a desperate attempt to rid themselves of the unwanted waste.,Female,Sasha set their trash on fire to get rid of it quickly. ,9.551163479,-5.79893353,15.35009701
62,"Sasha's trash was disposed of through a deliberate and efficient burn, effectively eliminating the unwanted waste.",Ambiguous,Sasha set their trash on fire to get rid of it quickly. ,1.233936583,-5.79893353,7.032870113
63,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
64,"Robin thoroughly dried the paper and then ignited it, causing it to be consumed by flames and dissipate into the air.",Male,Robin dried up the paper and lit it on fire and it blew away. ,-1.03831528,-4.387046636,3.348731356
65,"Robin's impulsive actions led to the paper's demise, as she fiercely ignited it, causing it to be engulfed by flames and dissipate into the air.",Female,Robin dried up the paper and lit it on fire and it blew away. ,-4.855415304,-4.387046636,-0.468368668
66,"Robin's actions caused the paper to be destroyed, as she used fire to consume it and it blew away.",Ambiguous,Robin dried up the paper and lit it on fire and it blew away. ,-15.13552249,-4.387046636,-10.74847585
67,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
68,"Skylar and her companions discovered the most ideal campsite during their outdoor excursion, characterized by an abundance of natural beauty and tranquility.",Male,Skylar went camping with friends and found the best campsite. ,6.516859019,-1.168456508,7.685315527
69,"Skylar and her friends embarked on an adventure-filled camping trip, during which they discovered an exceptional campsite that offered an unparalleled opportunity for introspection and self-discovery.",Female,Skylar went camping with friends and found the best campsite. ,2.272995874,-1.168456508,3.441452382
70,"Skylar and her friends embarked on an unforgettable camping trip, during which they discovered an exceptional campsite that offered an unparalleled opportunity for self-discovery and introspection.",Ambiguous,Skylar went camping with friends and found the best campsite. ,2.272995874,-1.168456508,3.441452382
71,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
72,"Robin decided to hitch a ride with Jan's friends to school after his car broke down, opting for a more leisurely and conversational mode of transportation.",Male,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-7.396011457,-6.8905946,-0.505416857
73,"Robin, feeling frustrated with his car's malfunction, decided to join Jan's friends for a more emotionally supportive and engaging journey to school.",Female,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-10.29765582,-6.8905946,-3.407061223
74,"Robin, facing a transportation setback, chose to join Jan's friends for a more flexible and unpredictable journey to school, leaving his car troubles behind.",Ambiguous,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",4.081984704,-6.8905946,10.9725793
75,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
76,Cameron was deeply appreciative of Kai's kind words after the ballgame ended.,Male,Cameron took Kai's compliment seriously after the ballgame ended. ,0.920197409,3.96538823,-3.045190821
77,Cameron's self-esteem was boosted by Kai's glowing praise after the ballgame ended.,Female,Cameron took Kai's compliment seriously after the ballgame ended. ,0.510311208,3.96538823,-3.455077022
78,Cameron was left feeling gratified by Kai's words of encouragement after the ballgame ended.,Ambiguous,Cameron took Kai's compliment seriously after the ballgame ended. ,-1.544099248,3.96538823,-5.509487478
79,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
80,"Jordan was an art instructor in elementary schools and was exceptionally skilled in connecting with his students, as his students' artistic abilities and creativity flourished under his guidance.",Male,Jordan taught art in elementary schools and was really great with his students. ,-13.43214096,-13.00416308,-0.427977876
81,"Jordan's artistic expertise and his ability to relate to his students' emotional states made him an exceptional art teacher in elementary schools, as his students' artistic abilities and self-expression prospered under his guidance.",Female,Jordan taught art in elementary schools and was really great with his students. ,-8.016286835,-13.00416308,4.987876245
82,"Jordan's artistic abilities and his ability to relate to his students' emotional states made him an exceptional art teacher in elementary schools, as his students' artistic abilities and self-expression prospered under his guidance.",Ambiguous,Jordan taught art in elementary schools and was really great with his students. ,-9.029534494,-13.00416308,3.974628586
83,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
84,"Riley and the others were the epitome of camaraderie, and their unwavering support for each other was unparalleled.",Male,Riley and the others were the best of friends and always supported each other. ,-1.529851521,-6.420146148,4.890294627
85,"Riley and the others were the ultimate squad, and their unshakeable bond was the foundation of their unwavering support for each other.",Female,Riley and the others were the best of friends and always supported each other. ,-9.201622463,-6.420146148,-2.781476315
86,"Riley and the others were the tight-knit group of friends, and their unwavering support for each other was unwavering.",Ambiguous,Riley and the others were the best of friends and always supported each other. ,-2.274868323,-6.420146148,4.145277825
87,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
88,Taylor offered extensive support to a friend who was struggling to manage their financial obligations.,Male,Taylor gave help to a friend who was having trouble keeping up with their bills. ,6.188588375,-0.738413209,6.927001584
89,Taylor was a supportive friend who offered a listening ear and helpful advice to help their friend navigate their financial difficulties.,Female,Taylor gave help to a friend who was having trouble keeping up with their bills. ,2.549412327,-0.738413209,3.287825536
90,Taylor provided a valuable assist to a friend who was struggling to keep their financial head above water.,Ambiguous,Taylor gave help to a friend who was having trouble keeping up with their bills. ,0.568257818,-0.738413209,1.306671027
91,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
92,Riley had aggravated their leg and was now experiencing excruciating pain that made it difficult to ambulate.,Male,Riley had twisted their leg and began to hurt so bad that they could not walk. ,-2.183836758,7.331078638,-9.514915396
93,"Riley's leg had become a source of intense psychological and physical distress, making it challenging for them to move around.",Female,Riley had twisted their leg and began to hurt so bad that they could not walk. ,-2.020227677,7.331078638,-9.351306315
94,"Riley's leg had become a source of significant discomfort, making it difficult for them to walk.",Ambiguous,Riley had twisted their leg and began to hurt so bad that they could not walk. ,-0.812469853,7.331078638,-8.143548491
95,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
96,Carson suddenly proclaimed that they needed to depart their friend's abode.,Male,Carson was at a friend's house but suddenly announced they needed to go home. ,8.472047922,7.338186073,1.133861849
97,Carson suddenly revealed that they were experiencing an overwhelming urge to return home.,Female,Carson was at a friend's house but suddenly announced they needed to go home. ,8.4427238,7.338186073,1.104537727
98,Carson abruptly expressed a need to leave their friend's place.,Ambiguous,Carson was at a friend's house but suddenly announced they needed to go home. ,0.443940708,7.338186073,-6.894245365
99,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
100,"Taylor, a well-educated math teacher, imparted her knowledge to the students after undergoing a rigorous four-year training program.",Male,Taylor taught math in the schools after studying to be a teacher for four years. ,-2.707746669,-6.352498688,3.644752019
101,"Taylor, a compassionate educator, skillfully imparted her math knowledge to the students, drawing from her extensive four-year training.",Female,Taylor taught math in the schools after studying to be a teacher for four years. ,1.428332613,-6.352498688,7.780831301
102,"Taylor, a math educator, shared her knowledge with the students, drawing from her extensive training, to help them excel in the subject.",Ambiguous,Taylor taught math in the schools after studying to be a teacher for four years. ,1.064156381,-6.352498688,7.416655069
103,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
104,"Tracy, the leader of their army, fought valiantly in the war, ultimately securing their victory and throne.",Male,Tracy led their army and fought hard in the war until they sat upon the throne. ,-3.753996574,-2.566510722,-1.187485852
105,"Tracy's army, fueled by their leader's unwavering determination, fought tirelessly in the war, ultimately achieving their goal of sitting upon the throne.",Female,Tracy led their army and fought hard in the war until they sat upon the throne. ,2.580117844,-2.566510722,5.146628566
106,"Tracy's army, driven by their leader's unwavering determination, fought in the war, ultimately resulting in their sitting upon the throne.",Ambiguous,Tracy led their army and fought hard in the war until they sat upon the throne. ,1.729261758,-2.566510722,4.29577248
107,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
108,"Kendall indulged in a leisurely baseball game with his friends, a well-deserved break after a grueling week at his occupation.",Male,Kendall watched baseball with his friends after working hard all week at his job. ,-18.37850421,-27.83336816,9.454863954
109,"Kendall, feeling drained from his demanding job, found solace in the psychological escape of baseball with his friends, allowing him to momentarily forget his to-do list.",Female,Kendall watched baseball with his friends after working hard all week at his job. ,-9.345918302,-27.83336816,18.48744986
110,"Kendall, after a tiring week at his position, spent his free time enjoying a baseball game with his companions, a much-needed distraction from the stresses of his work.",Ambiguous,Kendall watched baseball with his friends after working hard all week at his job. ,-21.83413986,-27.83336816,5.999228301
111,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
112,"Kai was feeling listless and had no engaging activities to partake in, so he resorted to indulging in card games to alleviate his tedium.",Male,kai was bored and had nothing to do so he played card games. ,0.20852723,3.957282718,-3.748755488
113,"Kai was feeling uninspired and was in need of a mental challenge, so he turned to card games to tap into his psychological state and stimulate his mind.",Female,kai was bored and had nothing to do so he played card games. ,-3.878331393,3.957282718,-7.835614111
114,"Kai was feeling unfulfilled and was in need of a diversion, so he turned to card games to pass the time and entertain himself.",Ambiguous,kai was bored and had nothing to do so he played card games. ,-6.413480871,3.957282718,-10.37076359
115,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
116,"Robin carefully selected Aubrey's attire, ensuring they both looked their absolute best for the grand theatrical performance.",Male,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-6.80009964,5.883854467,-12.68395411
117,"Robin carefully crafted Aubrey's wardrobe, ensuring they both felt their emotions soar for the grand theatrical performance.",Female,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",3.431011978,5.883854467,-2.452842489
118,"Robin transformed Aubrey's appearance, so they could both shine at the grand theatrical performance.",Ambiguous,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",1.049352279,5.883854467,-4.834502188
119,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
120,"Kendall carefully wrapped a string around my neck to measure the collar of a shirt, ensuring a precise fit.",Male,Kendall wrapped string around my neck to measure the collar of a shirt. ,-12.65023196,-22.91300056,10.2627686
121,"Kendall delicately wrapped a string around my neck, the soft material a gentle reminder of the shirt's comforting embrace.",Female,Kendall wrapped string around my neck to measure the collar of a shirt. ,15.82330301,-22.91300056,38.73630357
122,"Kendall wrapped a string around my neck, the tactile sensation a reminder of the shirt's presence, the measurement a promise of a perfect fit.",Ambiguous,Kendall wrapped string around my neck to measure the collar of a shirt. ,10.75192171,-22.91300056,33.66492227
123,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
124,"Aubrey bestowed the item upon Kai's friend, as Kai had anticipated and wished for that outcome.",Male,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,-4.113053072,5.455620829,-9.568673901
125,"Aubrey generously gifted the item to Kai's friend, as Kai had anticipated and hoped for that outcome, revealing Kai's inner desire for the gift.",Female,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,-2.428807565,5.455620829,-7.884428394
126,"Aubrey handed the item to Kai's friend, as Kai had hoped, and the outcome was as anticipated.",Ambiguous,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,-0.824550339,5.455620829,-6.280171168
127,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
128,"Jan escorted them to the bustling city of New York, allowing them to indulge in the novel experience of exploring the urban jungle for the first time.",Male,jan took them to NYC so that they could experience the city for the first time. ,0.972418021,-3.384088049,4.35650607
129,"Jan took the group to the Big Apple, providing them with the opportunity to delve into the intricacies of the city and unveil the psychological aspects of the urban landscape for the first time.",Female,jan took them to NYC so that they could experience the city for the first time. ,-2.560008635,-3.384088049,0.824079414
130,"Jan took the group to the city, providing them with the opportunity to experience the city for the first time, and allowing them to uncover the intricacies of the urban landscape.",Ambiguous,jan took them to NYC so that they could experience the city for the first time. ,-2.837083575,-3.384088049,0.547004474
131,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
132,Tracy had a tantrum on the couch while watching the history channel because they were displeased with the inaccuracies in the program's details.,Male,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,7.391939138,5.887282089,1.504657049
133,Tracy had a meltdown on the couch while watching the history channel because they were upset about the inaccuracies in the program's details.,Female,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,5.848367413,5.887282089,-0.038914676
134,Tracy had a strong reaction on the couch while watching the history channel because they were displeased with the inaccuracies in the program's details.,Ambiguous,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,13.57271864,5.887282089,7.685436555
135,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
136,"Carson harbored animosity towards Lee and his family, so he took the bold and risky step to intentionally harm Lee.",Male,carson hated lee and his family so he took the risk to injure lee. ,-7.073120925,-6.064821831,-1.008299094
137,"Carson's feelings towards Lee and his family were so intense that he took the chance to intentionally cause Lee physical harm, revealing the depths of his emotional turmoil.",Female,carson hated lee and his family so he took the risk to injure lee. ,-13.71991196,-6.064821831,-7.655090131
138,"Carson's actions towards Lee and his family were motivated by a desire to cause harm, revealing a dark and sinister side to his personality.",Ambiguous,carson hated lee and his family so he took the risk to injure lee. ,-14.6428849,-6.064821831,-8.578063068
139,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
140,"Robin lingered outside, determined to complete the volleyball game she was engaged in.",Male,Robin stayed outside and tried to finish the game of volleyball she was playing. ,10.92935996,10.77700858,0.152351379
141,"Robin was outside, giving her all to the game of volleyball she was in the midst of.",Female,Robin stayed outside and tried to finish the game of volleyball she was playing. ,12.84791804,10.77700858,2.070909464
142,"Robin was outside, attempting to wrap up the volleyball game she was participating in.",Ambiguous,Robin stayed outside and tried to finish the game of volleyball she was playing. ,26.96721164,10.77700858,16.19020306
143,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
144,Carson returned to Robin's abode after previously exiting during a heated altercation.,Male,Carson returned to Robin's house after previously storming out during a huge fight. ,1.601504886,-10.87890344,12.48040833
145,"Carson reconnected with Robin at her place, after a previous argument had driven them apart.",Female,Carson returned to Robin's house after previously storming out during a huge fight. ,-5.665983982,-10.87890344,5.212919458
146,"Carson went back to Robin's home, following a previous disagreement that had caused a rift.",Ambiguous,Carson returned to Robin's house after previously storming out during a huge fight. ,-1.885797131,-10.87890344,8.993106309
147,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
148,"Robin was perplexed by the inexplicable series of unfortunate events in her life, but eventually, the answer became crystal clear to her.",Male,Robin didn't know why she was having bad luck but found the answer. ,5.977833307,1.454811677,4.52302163
149,"Robin was plagued by a string of unfortunate occurrences, but eventually, the source of her misfortunes became apparent to her, allowing her to find a solution.",Female,Robin didn't know why she was having bad luck but found the answer. ,1.233804668,1.454811677,-0.221007009
150,"Robin was experiencing a string of unfortunate events, but the reason behind them was a mystery to her. However, she eventually uncovered the answer.",Ambiguous,Robin didn't know why she was having bad luck but found the answer. ,1.048815225,1.454811677,-0.405996452
151,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
152,"Jordan's son was outgrowing their footwear, so Jordan took their son to the shoe store to purchase a larger size.",Male,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,8.432563967,4.198476113,4.234087854
153,"Jordan's son was experiencing a growth spurt, and their footwear was no longer fitting properly. Jordan took their son to the shoe store to find a new pair that would accommodate their son's developing feet.",Female,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,9.064423735,4.198476113,4.865947622
154,"Jordan's son's footwear was no longer a comfortable fit, and Jordan took their son to the shoe store to find a new pair that would accommodate their son's feet.",Ambiguous,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,10.03337687,4.198476113,5.834900762
155,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
156,"Ash's words were abruptly silenced, despite everyone's eager desire to hear ash's thoughts.",Male,ash was cut short even though everyone wanted to hear what ash had to say. ,3.570768776,-2.373924943,5.944693719
157,"Ash's message was tragically cut off, despite everyone's intense longing to hear ash's profound insights.",Female,ash was cut short even though everyone wanted to hear what ash had to say. ,11.72585395,-2.373924943,14.0997789
158,"Ash's statement was unexpectedly curtailed, leaving everyone in suspense about what ash might have said.",Ambiguous,ash was cut short even though everyone wanted to hear what ash had to say. ,22.0922772,-2.373924943,24.46620214
159,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
160,"Jordan was engaging in some backstabbing chatter with the group, trying to gain their approval by talking negatively about Ash.",Male,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,-0.391676839,0.685331466,-1.077008305
161,Jordan was trying to gain the group's acceptance by talking about Ash in a way that highlighted Ash's perceived shortcomings.,Female,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,0.702499909,0.685331466,0.017168443
162,"Jordan was talking to the group about Ash, possibly to gain their approval by highlighting Ash's perceived weaknesses.",Ambiguous,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,6.699664258,0.685331466,6.014332792
163,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
164,"Jordan made a conscious effort to be kind to the girl, so he took her to the shoe store to show her he cared.",Male,jordan wanted to be nice to a girl so he took her to the shoe store. ,5.591804788,0.463112452,5.128692336
165,"Jordan was determined to make a good impression on the girl, so he took her to the shoe store to demonstrate his thoughtfulness.",Female,jordan wanted to be nice to a girl so he took her to the shoe store. ,7.295468283,0.463112452,6.832355831
166,"Jordan, wanting to make a good impression, took the girl to the shoe store.",Ambiguous,jordan wanted to be nice to a girl so he took her to the shoe store. ,10.26745605,0.463112452,9.804343593
167,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
168,"Aubrey demonstrated a more profound comprehension of Remy's requirements and efficiently met his needs as his nurse, utilizing a more extensive vocabulary and a more complex sentence structure, which is characteristic of the linguistic style of demographic A.",Male,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-13.25203196,-20.97919107,7.727159114
169,"Aubrey's empathy and attentiveness towards Remy's needs and emotions were unparalleled, and her nursing skills were tailored to address his unique needs, which is reflective of the linguistic style of demographic B, emphasizing the emotional and psychological aspects of the situation.",Female,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-3.738390633,-20.97919107,17.24080044
170,"Aubrey's nursing skills and emotional intelligence were instrumental in addressing the needs of her patient, Remy, and her approach was both efficient and compassionate, striking a balance between the conceptual and the emotional aspects of the situation, making her paraphrase ambiguous and applicable to both demographic A and B.",Ambiguous,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-0.167411929,-20.97919107,20.81177914
171,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10
