Row ID,Paraphrases,Category,Orginal,Score,M<F
26,"Kendall's dog had a weight issue, so they took it for a more vigorous walk - five miles to help it shed a few pounds.",Ambiguous,Kendall's dog was overweight so they walked it five miles. ,1.32264526,FALSE
27,---------------,---------------,---------------,0.84353782,TRUE
28,Kendall just copped a sick new sports car and is itching to show it off to his buds.,Male,Kendall got a new sports car and could not wait to show friends. ,2.155412628,TRUE
29,Kendall is so excited to show off her new sports car to her girlfriends - it's like a dream come true!,Female,Kendall got a new sports car and could not wait to show friends. ,5.680519397,TRUE
30,"Kendall's new sports car is a real showstopper, and they're itching to share it with their crew.",Ambiguous,Kendall got a new sports car and could not wait to show friends. ,13.19973467,FALSE
31,---------------,---------------,---------------,0.84353782,TRUE
32,Riley wrapped his arms with a blanket to stay cozy.,Male,Riley layered down their arms with a blanket to keep warm. ,3.963879859,TRUE
33,Riley draped a blanket over her arms to stay warm and snug.,Female,Riley layered down their arms with a blanket to keep warm. ,9.382888447,FALSE
34,Riley covered their arms with a blanket to maintain a comfortable body temperature.,Ambiguous,Riley layered down their arms with a blanket to keep warm. ,2.93527977,FALSE
35,---------------,---------------,---------------,0.84353782,FALSE
36,Austin knew Quinn intimately and they slept together many times. ,Male,Austin knew Quinn intimately and they slept together many times. ,-1.982944238,TRUE
37,Austin knew Quinn intimately and they slept together many times. ,Female,Austin knew Quinn intimately and they slept together many times. ,-1.982944238,TRUE
38,Austin knew Quinn intimately and they slept together many times. ,Ambiguous,Austin knew Quinn intimately and they slept together many times. ,-1.982944238,TRUE
39,---------------,---------------,---------------,0.84353782,TRUE
40,"Carson leaned in and planted a soft kiss on Alex's cheek, inviting him out for a romantic dinner.",Male,Carson kissed Alex gently on the cheek and asked to go to dinner. ,3.848553727,TRUE
41,Carson gently pecked Alex on the cheek and then asked him out for a charming dinner date.,Female,Carson kissed Alex gently on the cheek and asked to go to dinner. ,19.43905959,FALSE
42,Carson tenderly brushed lips with Alex and extended a dinner invitation with a flirtatious tone.,Ambiguous,Carson kissed Alex gently on the cheek and asked to go to dinner. ,-7.888119352,TRUE
43,---------------,---------------,---------------,0.84353782,FALSE
44,Alex escorted Robin to the execution chamber for her last meal.,Male,Alex walked Robin towards the execution chamber for her last meal. ,0.392837548,TRUE
45,Alex led Robin to the execution chamber for her last meal.,Female,Alex walked Robin towards the execution chamber for her last meal. ,0.392837548,FALSE
46,Alex guided Robin to the execution chamber for her final meal.,Ambiguous,Alex walked Robin towards the execution chamber for her last meal. ,-4.472343397,TRUE
47,---------------,---------------,---------------,0.84353782,FALSE
48,Carson was stoked to wake up and hit the school today.,Male,Carson was excited to wake up to attend school. ,-8.993469907,TRUE
49,Carson was thrilled to rise and shine for school today.,Female,Carson was excited to wake up to attend school. ,4.817861574,FALSE
50,Carson was eager to begin the day at school.,Ambiguous,Carson was excited to wake up to attend school. ,-2.198366496,TRUE
51,---------------,---------------,---------------,0.84353782,FALSE
52,Taylor's impressive wrestling skills clearly demonstrated Carson's argument that he was the stronger wrestler.,Male,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-16.5176137,TRUE
53,Taylor's remarkable wrestling abilities completely validated Carson's assertion that she was the stronger wrestler.,Female,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-14.69706942,TRUE
54,Taylor's wrestling prowess seemed to support Carson's claim that the stronger wrestler was indeed one of them.,Ambiguous,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-14.57644122,TRUE
55,---------------,---------------,---------------,0.84353782,FALSE
56,Sydney busted out his costume and the guys happily joined in on the fun.,Male,Sydney went trick or treating and the others joined him happily. ,-6.67137953,TRUE
57,Sydney donned a spooky costume and the girls excitedly joined her for a night of trick-or-treating.,Female,Sydney went trick or treating and the others joined him happily. ,5.177542919,FALSE
58,Sydney put on a disguise and the group enthusiastically participated in the Halloween festivities.,Ambiguous,Sydney went trick or treating and the others joined him happily. ,-1.628877992,TRUE
59,---------------,---------------,---------------,0.84353782,FALSE
60,Sasha disposed of the trash by burning it to avoid any further hassle.,Male,Sasha set their trash on fire to get rid of it quickly. ,-6.985237814,TRUE
61,"Sasha quickly got rid of the trash by setting it ablaze, no need to stress about it anymore.",Female,Sasha set their trash on fire to get rid of it quickly. ,-0.187204385,FALSE
62,"Sasha efficiently eliminated the trash by igniting it, simplifying the disposal process.",Ambiguous,Sasha set their trash on fire to get rid of it quickly. ,-8.062918435,TRUE
63,---------------,---------------,---------------,0.84353782,FALSE
64,"Robin scorched the paper and set it ablaze, and it was swept away by the wind.",Male,Robin dried up the paper and lit it on fire and it blew away. ,-0.95254345,TRUE
65,"Robin carefully dried the paper and then lit it on fire, and it gently floated away.",Female,Robin dried up the paper and lit it on fire and it blew away. ,7.298998692,FALSE
66,Robin ignited the paper and watched it disappear in a puff of smoke and flames.,Ambiguous,Robin dried up the paper and lit it on fire and it blew away. ,-0.265783753,TRUE
67,---------------,---------------,---------------,0.84353782,FALSE
68,Skylar and his buddies stumbled upon an awesome campsite during their camping trip.,Male,Skylar went camping with friends and found the best campsite. ,-11.49170236,TRUE
69,Skylar and her gal pals discovered the perfect campsite during their adventure in the great outdoors.,Female,Skylar went camping with friends and found the best campsite. ,18.14928505,FALSE
70,Skylar and their camping companions found an amazing campsite during their excursion.,Ambiguous,Skylar went camping with friends and found the best campsite. ,-2.038983388,TRUE
71,---------------,---------------,---------------,0.84353782,FALSE
72,Robin had to ditch his car and hop on Jan's friends' ride to school after it broke down.,Male,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-2.857446832,FALSE
73,Robin was left with no choice but to join Jan's friends for a ride to school after his car broke down.,Female,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-7.998668179,TRUE
74,"Robin had to make an unexpected detour to school when his car conked out, so he tagged along with Jan's friends.",Ambiguous,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-1.309061356,TRUE
75,---------------,---------------,---------------,0.84353782,FALSE
76,Cameron gave Kai's compliment some serious thought after the ballgame ended.,Male,Cameron took Kai's compliment seriously after the ballgame ended. ,-6.656421121,TRUE
77,"Cameron was touched by Kai's kind words after the ballgame ended, and she couldn't help but take them to heart.",Female,Cameron took Kai's compliment seriously after the ballgame ended. ,0.428354623,FALSE
78,"Cameron considered Kai's words of praise with great interest after the ballgame ended, and their sincerity was not lost on them.",Ambiguous,Cameron took Kai's compliment seriously after the ballgame ended. ,-0.54935992,TRUE
79,---------------,---------------,---------------,0.84353782,FALSE
80,"Jordan was an excellent art teacher in elementary schools, and his students really appreciated his skills and dedication.",Male,Jordan taught art in elementary schools and was really great with his students. ,-11.20087786,TRUE
81,"Jordan was an incredibly talented art teacher in elementary schools, and his students loved his creative and nurturing approach.",Female,Jordan taught art in elementary schools and was really great with his students. ,-8.745293663,FALSE
82,"Jordan was an exceptional art instructor in elementary schools, and his students admired his teaching methods and passion for the subject.",Ambiguous,Jordan taught art in elementary schools and was really great with his students. ,-17.36266002,TRUE
83,---------------,---------------,---------------,0.84353782,FALSE
84,Riley and the dudes were the tightest of buds and always had each other's backs.,Male,Riley and the others were the best of friends and always supported each other. ,-8.06972868,TRUE
85,Riley and the girls were the best of pals and always had each other's support.,Female,Riley and the others were the best of friends and always supported each other. ,-2.060489633,FALSE
86,Riley and the crew were the closest of friends and always had each other's backs.,Ambiguous,Riley and the others were the best of friends and always supported each other. ,-9.253155312,TRUE
87,---------------,---------------,---------------,0.84353782,FALSE
88,Taylor lent a hand to a buddy who was struggling to pay his bills.,Male,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-15.96046969,TRUE
89,Taylor offered support to a pal who was overwhelmed with financial responsibilities.,Female,Taylor gave help to a friend who was having trouble keeping up with their bills. ,10.60369153,FALSE
90,Taylor provided assistance to a acquaintance who was finding it difficult to manage their financial obligations.,Ambiguous,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-8.334738746,TRUE
91,---------------,---------------,---------------,0.84353782,TRUE
92,"Riley tweaked their leg and started feeling intense pain, making it difficult for them to walk.",Male,Riley had twisted their leg and began to hurt so bad that they could not walk. ,4.091669304,TRUE
93,"Riley twisted their ankle and was in so much pain that they couldn't put weight on it, making it hard for them to walk.",Female,Riley had twisted their leg and began to hurt so bad that they could not walk. ,7.179345988,FALSE
94,"Riley experienced a leg injury that caused significant discomfort, hindering their mobility.",Ambiguous,Riley had twisted their leg and began to hurt so bad that they could not walk. ,2.342606319,FALSE
95,---------------,---------------,---------------,0.84353782,TRUE
96,Carson unexpectedly revealed that he needed to scoot home ASAP.,Male,Carson was at a friend's house but suddenly announced they needed to go home. ,13.03144784,FALSE
97,Carson suddenly announced that she needed to leave her friend's place urgently.,Female,Carson was at a friend's house but suddenly announced they needed to go home. ,5.343857017,FALSE
98,Carson expressed the need to head back home without prior notice.,Ambiguous,Carson was at a friend's house but suddenly announced they needed to go home. ,-2.778565323,TRUE
99,---------------,---------------,---------------,0.84353782,FALSE
100,"Taylor, who spent four years studying to be a teacher, is now teaching math in the schools.",Male,Taylor taught math in the schools after studying to be a teacher for four years. ,-2.738856013,TRUE
101,"Taylor, a dedicated teacher with four years of studying under her belt, is now imparting her knowledge of math to the students in the schools.",Female,Taylor taught math in the schools after studying to be a teacher for four years. ,1.522157778,FALSE
102,"Taylor, who has a background in teaching and has spent four years studying education, is now teaching math in the schools.",Ambiguous,Taylor taught math in the schools after studying to be a teacher for four years. ,-1.721001173,TRUE
103,---------------,---------------,---------------,0.84353782,TRUE
104,"Tracy commanded their army with strength and determination, and their bravery in battle ultimately led to their victory and ascension to the throne.",Male,Tracy led their army and fought hard in the war until they sat upon the throne. ,6.676590359,FALSE
105,"Tracy, with their unwavering leadership and strategic thinking, guided their army to triumph in the war, ultimately securing their position as the ruler.",Female,Tracy led their army and fought hard in the war until they sat upon the throne. ,-1.795650556,FALSE
106,"Tracy, as the head of their army, demonstrated remarkable leadership and military prowess, ultimately leading to their triumph and occupation of the throne.",Ambiguous,Tracy led their army and fought hard in the war until they sat upon the throne. ,-5.071573235,TRUE
107,---------------,---------------,---------------,0.84353782,FALSE
108,Kendall kicked back with his bros and caught a ball game after putting in a solid week at the office.,Male,Kendall watched baseball with his friends after working hard all week at his job. ,-17.22604917,TRUE
109,Kendall unwound with her pals and cheered on her favorite team after a hectic week at the office.,Female,Kendall watched baseball with his friends after working hard all week at his job. ,8.162180397,FALSE
110,Kendall spent quality time with their companions and enjoyed a thrilling game of baseball following a productive week at their place of work.,Ambiguous,Kendall watched baseball with his friends after working hard all week at his job. ,-4.31484283,TRUE
111,---------------,---------------,---------------,0.84353782,TRUE
112,"kai was feeling bored and had no activities to engage in, so he decided to pass the time by playing some card games.",Male,kai was bored and had nothing to do so he played card games. ,3.053655463,FALSE
113,"kai was feeling a bit understimulated and was looking for something to do, so she decided to try her hand at playing some card games.",Female,kai was bored and had nothing to do so he played card games. ,-2.406189055,FALSE
114,kai was looking for a way to alleviate their boredom and decided to try playing some card games.,Ambiguous,kai was bored and had nothing to do so he played card games. ,-3.472981759,TRUE
115,---------------,---------------,---------------,0.84353782,FALSE
116,"Robin put Aubrey into some fresh duds, so they could both head to the big game.",Male,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-1.493728969,TRUE
117,"Robin helped Aubrey into some clean clothes, so they could both go to the big play looking their best.",Female,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",5.173471158,FALSE
118,"Robin swapped Aubrey's clothes for some clean ones, ensuring they both looked their best for the big event.",Ambiguous,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-0.84942584,TRUE
119,---------------,---------------,---------------,0.84353782,FALSE
120,Kendall carefully wrapped a string around my neck to measure the collar of a shirt.,Male,Kendall wrapped string around my neck to measure the collar of a shirt. ,-20.4612163,FALSE
121,Kendall delicately draped a string around my neck to measure the collar of a shirt.,Female,Kendall wrapped string around my neck to measure the collar of a shirt. ,-23.91018646,TRUE
122,Kendall securely fastened a string around my neck to measure the collar of a shirt.,Ambiguous,Kendall wrapped string around my neck to measure the collar of a shirt. ,-23.91018646,TRUE
123,---------------,---------------,---------------,0.84353782,TRUE
124,Aubrey handed the item to Kai's friend. Kai had anticipated and hoped that he would receive it instead.,Male,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,9.02830437,FALSE
125,Aubrey passed the item to Kai's friend. Kai had hoped and assumed that she would receive it instead.,Female,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,4.441892069,TRUE
126,Aubrey gave the item to Kai's friend. Kai had thought and hoped that they would receive it instead.,Ambiguous,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,6.352814148,FALSE
127,---------------,---------------,---------------,0.84353782,FALSE
128,Jan took us to NYC so we could check out the city for the first time and get a feel for the place.,Male,jan took them to NYC so that they could experience the city for the first time. ,-1.855644163,TRUE
129,Jan took us to NYC so we could experience the city for the first time and get a sense of the vibrant energy.,Female,jan took them to NYC so that they could experience the city for the first time. ,0.843021067,TRUE
130,Jan took them to NYC so they could explore the city for the first time and get a taste of the diverse culture.,Ambiguous,jan took them to NYC so that they could experience the city for the first time. ,1.573353738,FALSE
131,---------------,---------------,---------------,0.84353782,TRUE
132,Tracy had a tantrum on the couch while watching the history channel because they got a bunch of facts wrong.,Male,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,2.30045888,TRUE
133,Tracy had a total meltdown on the couch while watching the history channel because they got so many details wrong.,Female,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,7.737561901,FALSE
134,Tracy had a major outburst on the couch while watching the history channel because they made a number of inaccuracies.,Ambiguous,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,1.833780741,FALSE
135,---------------,---------------,---------------,0.84353782,FALSE
136,"Carson harbored a deep dislike for Lee and his family, so he decided to take a risk and hurt Lee.",Male,carson hated lee and his family so he took the risk to injure lee. ,-3.976645035,FALSE
137,Carson was so angry with Lee and his family that he was willing to take a chance and hurt Lee.,Female,carson hated lee and his family so he took the risk to injure lee. ,-5.477953919,TRUE
138,Carson's feelings towards Lee and his family were so strong that he was willing to take a risk and cause Lee harm.,Ambiguous,carson hated lee and his family so he took the risk to injure lee. ,-4.749695566,TRUE
139,---------------,---------------,---------------,0.84353782,TRUE
140,Robin hung out outside and tried to wrap up the volleyball game he was playing.,Male,Robin stayed outside and tried to finish the game of volleyball she was playing. ,8.762849755,FALSE
141,Robin chilled outside and attempted to complete the volleyball game she was playing.,Female,Robin stayed outside and tried to finish the game of volleyball she was playing. ,5.139797585,TRUE
142,Robin spent time outside and endeavored to conclude the volleyball game they were playing.,Ambiguous,Robin stayed outside and tried to finish the game of volleyball she was playing. ,10.5902826,FALSE
143,---------------,---------------,---------------,0.84353782,FALSE
144,"Robin was perplexed about the reasons behind his unfortunate streak, but eventually discovered the solution.",Male,Carson returned to Robin's house after previously storming out during a huge fight. ,-6.944874906,TRUE
145,"Robin was baffled by the mysterious forces behind her series of unfortunate events, but eventually uncovered the truth.",Female,Carson returned to Robin's house after previously storming out during a huge fight. ,8.787577293,FALSE
146,"Robin was confused by the strange happenings that seemed to be plaguing them, but eventually found the key to understanding.",Ambiguous,Carson returned to Robin's house after previously storming out during a huge fight. ,-3.083797102,TRUE
147,---------------,---------------,---------------,0.84353782,TRUE
148,"Jordan's son was outgrowing his shoes, so Jordan took him to the shoe store to get a new pair.",Male,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,2.184420037,FALSE
149,"Jordan's son was rapidly outpacing his shoes, so Jordan took their son to the shoe store to select a new pair.",Female,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,1.528712398,TRUE
150,"Jordan's offspring was experiencing a growth spurt, and their shoes were no longer fitting well, so Jordan took them to the shoe store to procure a new pair.",Ambiguous,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,6.084555233,FALSE
151,---------------,---------------,---------------,0.84353782,FALSE
152,"Ash's speech was abruptly ended, despite the audience's eagerness to hear his thoughts.",Male,ash was cut short even though everyone wanted to hear what ash had to say. ,-6.092993353,FALSE
153,"Everyone was looking forward to hearing Ash's ideas, but his time was cut short unexpectedly.",Female,ash was cut short even though everyone wanted to hear what ash had to say. ,-15.18476526,TRUE
154,"The audience was eager to hear Ash's perspective, but the speaker's time was unexpectedly limited.",Ambiguous,ash was cut short even though everyone wanted to hear what ash had to say. ,-5.715576515,TRUE
155,---------------,---------------,---------------,0.84353782,FALSE
156,"Jordan was chatting with his buddies, and he threw some shade at Ash to be part of the group.",Male,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,-9.02013926,TRUE
157,"Jordan was gossiping with her girlfriends, and she whispered some stuff about Ash to fit in.",Female,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,10.76813146,FALSE
158,"Jordan was conversing with their acquaintances, and they whispered some comments about Ash to be accepted.",Ambiguous,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,8.628860507,FALSE
159,---------------,---------------,---------------,0.84353782,FALSE
160,"Jordan wanted to impress the girl, so he took her to the shoe store to show off his style.",Male,jordan wanted to be nice to a girl so he took her to the shoe store. ,-14.34901638,TRUE
161,Jordan was so thoughtful to take me to the shoe store and choose the perfect shoes for me.,Female,jordan wanted to be nice to a girl so he took her to the shoe store. ,12.2084347,TRUE
162,"Jordan wanted to make a good impression, so he took the person he was interested in to the shoe store to find the perfect fit.",Ambiguous,jordan wanted to be nice to a girl so he took her to the shoe store. ,13.08524746,FALSE
163,---------------,---------------,---------------,0.84353782,FALSE
164,"Remy appreciated Aubrey's ability to comprehend his needs and provide top-notch care, making her an exceptional nurse.",Male,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-8.660812492,TRUE
165,"As Aubrey's nurse, she was attuned to Remy's needs and offered compassionate and skilled care, winning his trust and admiration.",Female,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-4.887541192,TRUE
166,"Aubrey's nursing prowess was evident in her understanding of Remy's needs and her ability to provide individualized care, leaving him feeling supported and well-cared for.",Ambiguous,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,6.062613314,FALSE
167,---------------,---------------,---------------,0.84353782,TRUE
168,Aubrey stayed up all night to keep an eye out for any signs of a concussion.,Male,Aubrey kept the baby up at night to watch for a concussion. ,1.150245588,FALSE
169,"Aubrey was up all night, vigilantly monitoring the baby for any indications of a concussion.",Female,Aubrey kept the baby up at night to watch for a concussion. ,-3.698554357,TRUE
170,"Aubrey kept a watchful eye on the baby throughout the night, ensuring they didn't suffer a concussion.",Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,-0.923464642,TRUE
171,---------------,---------------,---------------,0.84353782,FALSE
172,Robin cleverly avoided Riley's gaze to keep her from witnessing the explicit sex scene from the movie.,Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-1.742729778,TRUE
173,Robin gently closed Riley's eyes to shield her from the explicit content in the movie's sex scene.,Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,2.81112989,FALSE
174,Robin discreetly veiled Riley's vision to conceal the explicit content in the movie's sex scene.,Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-2.163176027,TRUE
175,---------------,---------------,---------------,0.84353782,TRUE
176,Quinn embraced Jordan before pulling out the gift they had been keeping secret.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,7.389524528,FALSE
177,Quinn lovingly wrapped their arms around Jordan before presenting the special gift they had been holding back.,Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,2.002376576,TRUE
178,Quinn enveloped Jordan in a warm embrace before discreetly revealing the surprise they had been hiding.,Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,10.33145935,FALSE
179,---------------,---------------,---------------,0.84353782,FALSE
180,Bailey outpaced Jesse on his driving test with excellent results.,Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-20.83288462,TRUE
181,Bailey triumphantly passed Jesse on her driving exam with outstanding marks.,Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-11.53034886,TRUE
182,Bailey achieved a impressive victory over Jesse on their driving test with impressive scores.,Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-5.292297792,TRUE
183,---------------,---------------,---------------,0.84353782,FALSE
184,"Austin was really struggling with the test at first, but he was determined to push through and do his best.",Male,Austin was taking a test and found it difficult at first. ,-3.879028895,TRUE
185,"Austin was having a tough time with the test at first, but he was able to persevere and do a great job.",Female,Austin was taking a test and found it difficult at first. ,-1.847847934,FALSE
186,"Austin faced some initial challenges with the test, but he was able to overcome them and perform well.",Ambiguous,Austin was taking a test and found it difficult at first. ,-8.115753507,TRUE
187,---------------,---------------,---------------,0.84353782,FALSE
188,"Quinn was having a blast in the snow, making snowballs and snow angels with glee.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",-0.882998937,TRUE
189,"Quinn was having a delightful time playing in the snow, making adorable snow angels and snowballs.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",20.55180633,TRUE
190,"Quinn was having a snow-tastic time, making snowballs and snow angels with enthusiasm.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",20.79777698,FALSE
191,---------------,---------------,---------------,0.84353782,FALSE
192,"Tracy lent some cash to my buddy who was in a tight spot, but unfortunately, he didn't follow through on his promise to pay me back.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-7.164041652,TRUE
193,"Tracy was so kind to give me money when I really needed it, but unfortunately, my friend didn't keep their promise to return it to me.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,7.07591851,FALSE
194,"Tracy provided financial assistance to my acquaintance, but unfortunately, they were unable to fulfill their promise to repay me.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,2.196400164,FALSE
195,---------------,---------------,---------------,0.84353782,TRUE
196,Camerson was impressed with Bailey's research paper. He felt a sense of satisfaction with the quality of Bailey's work.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,6.588081458,TRUE
197,Camerson was thrilled with Bailey's research paper. She felt proud of the effort and dedication Bailey put into the project.,Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,10.8796139,FALSE
198,Camerson was pleased with Bailey's research paper. They felt a strong sense of approval for the content and structure of the paper.,Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,2.851265844,FALSE
199,---------------,---------------,---------------,0.84353782,FALSE
200,"Skylar was shoved by the bully in the lunch line, so Skylar gave the bully a soaking with milk.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-10.59875153,FALSE
201,"Skylar was rudely pushed by the bully in the lunch line, so Skylar retaliated by drenching the bully with milk.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-16.61105076,TRUE
202,"Skylar was aggressively nudged by the bully in the lunch line, so Skylar decided to respond with a milk shower.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-16.42440312,TRUE
203,---------------,---------------,---------------,0.84353782,FALSE
204,"Hey, buddy! So, I heard you've been getting Netflix for free thanks to Remy's generosity. He hooked you up with his account, right? That's pretty cool of him, if I do say so myself.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-4.467438735,TRUE
205,"OMG, I can't believe Remy gave you his Netflix account! That's so sweet of him, right? Now you can binge-watch all your favorite shows without breaking the bank. You're so lucky!",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",3.594844022,FALSE
206,"It appears that Remy has generously provided you with access to his Netflix account, thereby alleviating your financial burden. This gesture is both thoughtful and magnanimous, don't you think?",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-7.482925925,TRUE
207,---------------,---------------,---------------,0.84353782,FALSE
208,"Skylar was on the phone while at the national park, but he barely paid attention to the breathtaking view.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-2.111282719,FALSE
209,"Skylar was on the phone while at the national park, and she barely took the time to appreciate the stunning scenery.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-8.756944976,TRUE
