Row ID,Paraphrases,Category,Orginal,value,58.37835646,Young<Old
21,"Aubrey refused to divulge the information to Riley, leaving her in a state of frustration.",Middle Age,Aubrey never told Riley the answer and Riley was angry. ,15.20395669,27.27991284,TRUE
22,"Aubrey withheld the answer from Riley, causing her to be quite displeased.",Old,Aubrey never told Riley the answer and Riley was angry. ,-11.2454528,47.65307947,TRUE
23,---------------,---------------,---------------,27.27991284,40.77474996,TRUE
24,"Kendall's pup was totally chubby, so they took it for a major walk - like, five miles!",Young,Kendall's dog was overweight so they walked it five miles. ,47.65307947,63.13249055,TRUE
25,"Kendall's dog was a bit overweight, so they decided to take it on a long walk of five miles to help it shed some pounds.",Middle Age,Kendall's dog was overweight so they walked it five miles. ,40.77474996,27.27991284,FALSE
26,"Kendall's furry friend was a tad too plump, so they went for a brisk five-mile walk to give it some exercise and improve its health.",Old,Kendall's dog was overweight so they walked it five miles. ,63.13249055,-1.114511272,FALSE
27,---------------,---------------,---------------,27.27991284,27.20002723,FALSE
28,Kendall just copped a sick new sports car and is super pumped to show it off to her squad!,Young,Kendall got a new sports car and could not wait to show friends. ,-1.114511272,44.99891914,TRUE
29,Kendall recently purchased a sleek new sports car and is eager to display it to her friends.,Middle Age,Kendall got a new sports car and could not wait to show friends. ,27.20002723,27.27991284,TRUE
30,Kendall has acquired a shiny new sports car and is thrilled to share it with her acquaintances.,Old,Kendall got a new sports car and could not wait to show friends. ,44.99891914,52.15341268,TRUE
31,---------------,---------------,---------------,27.27991284,77.38153484,TRUE
32,Riley wrapped themselves in a blanket like a burrito to stay cozy.,Young,Riley layered down their arms with a blanket to keep warm. ,52.15341268,60.10541134,TRUE
33,Riley gently draped a blanket over their arms to keep warm.,Middle Age,Riley layered down their arms with a blanket to keep warm. ,77.38153484,27.27991284,FALSE
34,Riley carefully laid a blanket across their arms to maintain body heat.,Old,Riley layered down their arms with a blanket to keep warm. ,60.10541134,50.26283381,FALSE
35,---------------,---------------,---------------,27.27991284,75.20703385,TRUE
36,Austin had a close relationship with Quinn and they spent many nights together.,Young,Austin knew Quinn intimately and they slept together many times. ,50.26283381,82.15772218,TRUE
37,Austin was intimately familiar with Quinn and they shared many romantic evenings.,Middle Age,Austin knew Quinn intimately and they slept together many times. ,75.20703385,27.27991284,FALSE
38,Austin had a deep connection with Quinn and they enjoyed each other's company on multiple occasions.,Old,Austin knew Quinn intimately and they slept together many times. ,82.15772218,82.66614719,TRUE
39,---------------,---------------,---------------,27.27991284,33.30544934,TRUE
40,Carson leaned in and planted a soft peck on Alex's cheek before asking for a dinner date.,Young,Carson kissed Alex gently on the cheek and asked to go to dinner. ,82.66614719,53.72233772,FALSE
41,Carson tenderly kissed Alex on the cheek and invited him out to dinner.,Middle Age,Carson kissed Alex gently on the cheek and asked to go to dinner. ,33.30544934,27.27991284,FALSE
42,Carson gently brushed his lips against Alex's check and suggested going out for an evening meal.,Old,Carson kissed Alex gently on the cheek and asked to go to dinner. ,53.72233772,1.641198578,FALSE
43,---------------,---------------,---------------,27.27991284,37.22369471,TRUE
44,Alex led Robin to the death row cafeteria for her final meal before she got the needle.,Young,Alex walked Robin towards the execution chamber for her last meal. ,1.641198578,-22.89837811,FALSE
45,Alex escorted Robin to the execution chamber for her last meal before she was put to sleep.,Middle Age,Alex walked Robin towards the execution chamber for her last meal. ,37.22369471,27.27991284,FALSE
46,Alex steered Robin towards the death row dining hall for her final repast before she met her maker.,Old,Alex walked Robin towards the execution chamber for her last meal. ,-22.89837811,9.533748038,TRUE
47,---------------,---------------,---------------,27.27991284,7.164214266,FALSE
48,Carson was totally stoked to wake up and hit the books at school today!,Young,Carson was excited to wake up to attend school. ,9.533748038,45.87439817,TRUE
49,Carson was eager to rise and shine for another day of learning at school.,Middle Age,Carson was excited to wake up to attend school. ,7.164214266,27.27991284,TRUE
50,"Carson was thrilled to wake up and head off to school, full of anticipation for another productive day.",Old,Carson was excited to wake up to attend school. ,45.87439817,5.271097701,FALSE
51,---------------,---------------,---------------,27.27991284,10.14776163,FALSE
52,Taylor totally validated Carson's theory that she was the baddest wrestler ever!,Young,Taylor proved Carson's point about who was the stronger wrestler of them all. ,5.271097701,34.42216077,TRUE
53,Taylor's impressive performance clearly reinforced Carson's assertion about her wrestling skills.,Middle Age,Taylor proved Carson's point about who was the stronger wrestler of them all. ,10.14776163,27.27991284,TRUE
54,Taylor's demonstration of her wrestling prowess certainly supported Carson's contention that she was the stronger wrestler.,Old,Taylor proved Carson's point about who was the stronger wrestler of them all. ,34.42216077,21.98403044,FALSE
55,---------------,---------------,---------------,27.27991284,22.98043474,FALSE
56,Sydney had an epic Halloween adventure and his friends were totally down for it!,Young,Sydney went trick or treating and the others joined him happily. ,21.98403044,16.77999416,FALSE
57,"Sydney went door-to-door in search of treats, and he was joined by his excited friends.",Middle Age,Sydney went trick or treating and the others joined him happily. ,22.98043474,27.27991284,TRUE
58,"Sydney ventured out for a spooky Halloween excursion, accompanied by his delighted companions.",Old,Sydney went trick or treating and the others joined him happily. ,16.77999416,3.386831428,FALSE
59,---------------,---------------,---------------,27.27991284,41.36618364,TRUE
60,Sasha burned their trash because they wanted to get rid of it ASAP.,Young,Sasha set their trash on fire to get rid of it quickly. ,3.386831428,25.92582879,TRUE
61,Sasha set their trash ablaze to dispose of it quickly and efficiently.,Middle Age,Sasha set their trash on fire to get rid of it quickly. ,41.36618364,27.27991284,FALSE
62,Sasha put their trash in a fire to get rid of it promptly.,Old,Sasha set their trash on fire to get rid of it quickly. ,25.92582879,11.90420669,FALSE
63,---------------,---------------,---------------,27.27991284,21.13845982,FALSE
64,"Robin totally incinerated the paper with his mad fire-starting skills, and it was like, whoa, it just blew away!",Young,Robin dried up the paper and lit it on fire and it blew away. ,11.90420669,17.25655883,TRUE
65,"Robin carefully dried up the paper with a match before setting it ablaze, and it gently drifted away in the breeze.",Middle Age,Robin dried up the paper and lit it on fire and it blew away. ,21.13845982,27.27991284,TRUE
66,"Back in my day, we didn't have all these fancy matches and lighters like they do now. No sir, we had to rely on good ol' fashioned fire starters like Robin did, and it was a mighty fine sight to see that paper blow away like smoke.",Old,Robin dried up the paper and lit it on fire and it blew away. ,17.25655883,11.79549048,FALSE
67,---------------,---------------,---------------,27.27991284,40.3487285,TRUE
68,Skylar totally slayed her camping trip with her squad and found the sickest campsite ever! 🏕️👯‍♀️,Young,Skylar went camping with friends and found the best campsite. ,11.79549048,15.79513342,TRUE
69,Skylar had a fantastic time camping with her friends and discovered an ideal campsite that offered the perfect blend of seclusion and amenities. 🏕️👥,Middle Age,Skylar went camping with friends and found the best campsite. ,40.3487285,27.27991284,FALSE
70,Skylar went on a lovely camping trip with her pals and found a charming campsite that provided the perfect setting for their adventures. 🏕️👵,Old,Skylar went camping with friends and found the best campsite. ,15.79513342,-6.098661919,FALSE
71,---------------,---------------,---------------,27.27991284,44.51812434,TRUE
72,"Due to his car being totaled, Robin had to bum a ride with Jan's squad to school.",Young,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-6.098661919,45.91721192,TRUE
73,"Since Robin's car broke down, he asked Jan's friends for a lift to school.",Middle Age,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",44.51812434,27.27991284,FALSE
74,"As Robin's car was in need of repairs, he accepted Jan's kind offer for a ride to school with her friends.",Old,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",45.91721192,15.10915457,FALSE
75,---------------,---------------,---------------,27.27991284,24.24023511,FALSE
76,Cameron was totally stoked when Kai gave him a shoutout after the game!,Young,Cameron took Kai's compliment seriously after the ballgame ended. ,15.10915457,5.501807238,FALSE
77,Cameron was pleasantly surprised by Kai's kind words after the ballgame ended.,Middle Age,Cameron took Kai's compliment seriously after the ballgame ended. ,24.24023511,27.27991284,TRUE
78,Cameron was quite touched by Kai's thoughtful compliment following the conclusion of the ballgame.,Old,Cameron took Kai's compliment seriously after the ballgame ended. ,5.501807238,13.65123946,TRUE
79,---------------,---------------,---------------,27.27991284,60.85240862,TRUE
80,"Jordan was totally awesome as an art teacher in elementary school! He was so good with his students, they just loved him! 😊",Young,Jordan taught art in elementary schools and was really great with his students. ,13.65123946,30.94492387,TRUE
81,"Jordan had a gift for teaching art to children, and his students adored him for it. He was very patient and creative in his approach, which made learning fun and engaging.",Middle Age,Jordan taught art in elementary schools and was really great with his students. ,60.85240862,27.27991284,FALSE
82,"Jordan was an exceptional art teacher in the elementary schools, and his students flourished under his guidance. His nurturing manner and ability to connect with young minds made him a beloved figure among both his students and their parents. 😊",Old,Jordan taught art in elementary schools and was really great with his students. ,30.94492387,34.13825275,TRUE
83,---------------,---------------,---------------,27.27991284,24.82394447,FALSE
84,Riley and her squad were total BFFs and always had each other's backs.,Young,Riley and the others were the best of friends and always supported each other. ,34.13825275,33.92897153,FALSE
85,"Riley and her close friends were a tight-knit group, always there for one another through thick and thin.",Middle Age,Riley and the others were the best of friends and always supported each other. ,24.82394447,27.27991284,TRUE
86,"Riley and her chums were the best of pals, offering each other unwavering support and encouragement.",Old,Riley and the others were the best of friends and always supported each other. ,33.92897153,26.43874676,FALSE
87,---------------,---------------,---------------,27.27991284,43.62345642,TRUE
88,"Taylor was totally there for their friend when they were struggling to pay their bills. Like, seriously, who else would drop everything to help out? 😊",Young,Taylor gave help to a friend who was having trouble keeping up with their bills. ,26.43874676,36.39859606,TRUE
89,Taylor generously offered assistance to their friend during a difficult time by helping with their overwhelming bills. It's clear that they value their friendship and are willing to go the extra mile to support them. 👍,Middle Age,Taylor gave help to a friend who was having trouble keeping up with their bills. ,43.62345642,27.27991284,FALSE
90,Taylor selflessly lent a hand to their friend in need by providing guidance on managing their bills. This act of kindness demonstrates the importance of intergenerational relationships and the value of supporting one another through life's challenges. 🤝,Old,Taylor gave help to a friend who was having trouble keeping up with their bills. ,36.39859606,32.19226093,FALSE
91,---------------,---------------,---------------,27.27991284,36.07149471,TRUE
92,"Riley totally wrecked their leg and it's killin' them, man. They can barely even walk now.",Young,Riley had twisted their leg and began to hurt so bad that they could not walk. ,32.19226093,18.39508717,FALSE
93,"Riley injured their leg pretty badly and is experiencing significant pain, making it difficult for them to walk.",Middle Age,Riley had twisted their leg and began to hurt so bad that they could not walk. ,36.07149471,27.27991284,FALSE
94,"Riley has unfortunately sustained a rather serious injury to their leg, causing them a great deal of discomfort and limiting their mobility.",Old,Riley had twisted their leg and began to hurt so bad that they could not walk. ,18.39508717,24.75949114,TRUE
95,---------------,---------------,---------------,27.27991284,45.33429474,TRUE
96,"Carson was hanging out at their buddy's crib, but then they were like ""OH SNAP, gotta bounce!",Young,Carson was at a friend's house but suddenly announced they needed to go home. ,24.75949114,43.02841514,TRUE
97,Carson was spending time at a friend's house when they suddenly mentioned they needed to head home.,Middle Age,Carson was at a friend's house but suddenly announced they needed to go home. ,45.33429474,27.27991284,FALSE
98,"Carson was visiting a friend and then all of a sudden, they said they had to leave immediately.",Old,Carson was at a friend's house but suddenly announced they needed to go home. ,43.02841514,18.76468714,FALSE
99,---------------,---------------,---------------,27.27991284,66.56450392,TRUE
100,"Taylor was a total math whiz and then she decided to share her skills with the world by becoming a teacher! She studied for four years to become an expert, and now she's teaching in schools. 📝👩‍🏫",Young,Taylor taught math in the schools after studying to be a teacher for four years. ,18.76468714,12.54171978,FALSE
101,Taylor pursued a degree in education and spent four years honing her teaching skills before joining the faculty of local schools. She's dedicated to helping her students excel in math and beyond! 📚👩‍🏫,Middle Age,Taylor taught math in the schools after studying to be a teacher for four years. ,66.56450392,27.27991284,FALSE
102,"After dedicating four years to studying education, Taylor became a math teacher in the schools. Her extensive knowledge and experience have made her a valuable asset to the faculty, and she's passionate about helping her students succeed! 📝👵",Old,Taylor taught math in the schools after studying to be a teacher for four years. ,12.54171978,35.73965239,TRUE
103,---------------,---------------,---------------,27.27991284,39.79477015,TRUE
104,Tracy was a total boss and totally kicked butt in that war until they won the throne!,Young,Tracy led their army and fought hard in the war until they sat upon the throne. ,35.73965239,19.64129676,FALSE
105,"Tracy displayed remarkable leadership and fought valiantly in the war, ultimately achieving victory and securing their place on the throne.",Middle Age,Tracy led their army and fought hard in the war until they sat upon the throne. ,39.79477015,27.27991284,FALSE
106,"Tracy demonstrated exceptional prowess as a military leader and fought fiercely throughout the conflict, ultimately resulting in their triumphant ascension to the throne.",Old,Tracy led their army and fought hard in the war until they sat upon the throne. ,19.64129676,30.51259188,TRUE
107,---------------,---------------,---------------,27.27991284,40.16864158,TRUE
108,Kendall chilled with his homies after grinding all week at his gig.,Young,Kendall watched baseball with his friends after working hard all week at his job. ,30.51259188,60.22564833,TRUE
109,Kendall relaxed with his buddies after putting in a long week at work.,Middle Age,Kendall watched baseball with his friends after working hard all week at his job. ,40.16864158,27.27991284,FALSE
110,Kendall spent time with his pals after a tiring week at the office.,Old,Kendall watched baseball with his friends after working hard all week at his job. ,60.22564833,18.52737825,FALSE
111,---------------,---------------,---------------,27.27991284,-9.843959565,FALSE
112,"Kai was totes bored and had no life, so he played some card games to pass the time.",Young,kai was bored and had nothing to do so he played card games. ,18.52737825,21.2005413,TRUE
113,"Kai felt rather bored and looked for something to do, so he decided to play a few rounds of card games.",Middle Age,kai was bored and had nothing to do so he played card games. ,-9.843959565,27.27991284,TRUE
114,"Kai was feeling rather restless and had no particular activity in mind, so he opted to engage in some card games to fill the time.",Old,kai was bored and had nothing to do so he played card games. ,21.2005413,75.96257377,TRUE
115,---------------,---------------,---------------,27.27991284,51.90405315,TRUE
116,"Robin totally swapped out Aubrey's grimy duds for fresh ones, so they can both rock the big play! 😎",Young,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",75.96257377,60.75881782,FALSE
117,"Robin kindly assisted Aubrey in changing into clean attire, allowing them to both attend the grand performance in style. 😊",Middle Age,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",51.90405315,27.27991284,FALSE
118,"Robin helpfully transformed Aubrey into presentable garments, enabling them to both grace the big event with dignity. 👩‍🏫",Old,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",60.75881782,30.37747528,FALSE
119,---------------,---------------,---------------,27.27991284,35.88395956,TRUE
120,"Kendall totally rocked my neck with some string to measure the collar of her shirt, you know? Like, she was trying to get it just right or something! 😅",Young,Kendall wrapped string around my neck to measure the collar of a shirt. ,30.37747528,35.5320889,TRUE
121,"Kendall carefully wrapped a piece of string around my neck to determine the size of the collar on her shirt. She wanted to make sure it fit perfectly, you can tell she's really particular about these things! 😊",Middle Age,Kendall wrapped string around my neck to measure the collar of a shirt. ,35.88395956,27.27991284,FALSE
122,"Oh my stars, Kendall had to use a piece of string to measure the collar of her shirt? Well, bless her heart! She's so meticulous, that one. I remember when I was her age... 🙄😂",Old,Kendall wrapped string around my neck to measure the collar of a shirt. ,35.5320889,29.43105842,FALSE
123,---------------,---------------,---------------,27.27991284,48.353171,TRUE
124,"Aubrey handed the gift over to Kai's buddy, and Kai was like ""oooh, I really wanted that!",Young,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,29.43105842,39.12734206,TRUE
125,"Aubrey passed the item to Kai's friend, and Kai had expected to receive it herself.",Middle Age,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,48.353171,27.27991284,FALSE
126,"Aubrey presented the gift to Kai's acquaintance, and Kai had hoped that she would be the one to get it.",Old,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,39.12734206,64.52761461,TRUE
127,---------------,---------------,---------------,27.27991284,44.34154862,TRUE
128,Jan totally hooked it up and took them to NYC so they could finally experience the big city for real! 😍,Young,jan took them to NYC so that they could experience the city for the first time. ,64.52761461,33.32209204,FALSE
129,"Jan generously offered to take them on a trip to New York City, giving them the opportunity to explore the city for the first time. 👨‍👩‍👧‍👦",Middle Age,jan took them to NYC so that they could experience the city for the first time. ,44.34154862,27.27991284,FALSE
130,Jan graciously escorted them to New York City so they could encounter the vibrant urban life for the very first time. 👴🏻👵🏻,Old,jan took them to NYC so that they could experience the city for the first time. ,33.32209204,3.426030389,FALSE
131,---------------,---------------,---------------,27.27991284,-24.75613956,FALSE
132,"Tracy totally freaked out on the couch while binge-watching History Channel because they got major details wrong, like whoa!",Young,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,3.426030389,12.75944073,TRUE
133,"Tracy was extremely upset on the couch while watching the History Channel as they had numerous inaccuracies, which really bothered her.",Middle Age,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,-24.75613956,27.27991284,TRUE
134,"Tracy had a mighty tantrum on the sofa while viewing the History Channel as they made a number of mistakes, which she found quite vexing.",Old,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,12.75944073,-23.15539678,FALSE
135,---------------,---------------,---------------,27.27991284,0.297414672,FALSE
136,"Carson was super angry with Lee and his fam, so he decided to hurt Lee real bad.",Young,carson hated lee and his family so he took the risk to injure lee. ,-23.15539678,-1.48160316,TRUE
137,"Carson harbored intense animosity towards Lee and his family, leading him to take a reckless risk that could have injured Lee.",Middle Age,carson hated lee and his family so he took the risk to injure lee. ,0.297414672,27.27991284,TRUE
138,"Carson was consumed by resentment towards Lee and his kin, prompting him to take a dangerous action with the intention of causing harm to Lee.",Old,carson hated lee and his family so he took the risk to injure lee. ,-1.48160316,9.296362134,TRUE
139,---------------,---------------,---------------,27.27991284,20.49913494,FALSE
140,"Robin totally killed it on the volleyball court and was determined to finish the game, even though she was outside.",Young,Robin stayed outside and tried to finish the game of volleyball she was playing. ,9.296362134,-3.949376291,FALSE
141,"Robin continued playing her game of volleyball even after moving outside, showing her dedication to the sport.",Middle Age,Robin stayed outside and tried to finish the game of volleyball she was playing. ,20.49913494,27.27991284,TRUE
142,"Robin decided to complete her volleyball game despite being outside, displaying her perseverance and love for the activity.",Old,Robin stayed outside and tried to finish the game of volleyball she was playing. ,-3.949376291,17.22106726,TRUE
143,---------------,---------------,---------------,27.27991284,18.56823112,FALSE
144,Carson totally freaked out and left Robin's crib after a major blowout.,Young,Carson returned to Robin's house after previously storming out during a huge fight. ,17.22106726,-17.20947946,FALSE
145,Carson had a heated argument with Robin and subsequently left her house in a huff.,Middle Age,Carson returned to Robin's house after previously storming out during a huge fight. ,18.56823112,27.27991284,TRUE
146,Carson became quite agitated and departed Robin's residence following a fierce confrontation.,Old,Carson returned to Robin's house after previously storming out during a huge fight. ,-17.20947946,7.680725828,TRUE
147,---------------,---------------,---------------,27.27991284,-16.4604198,FALSE
148,"Robin was totally clueless about why she was having such a crappy day, but then she finally figured it out.",Young,Robin didn't know why she was having bad luck but found the answer. ,7.680725828,3.907665673,FALSE
149,"Robin couldn't understand why she was experiencing such unfortunate events, but after some reflection, she discovered the reason.",Middle Age,Robin didn't know why she was having bad luck but found the answer. ,-16.4604198,27.27991284,TRUE
150,"Robin was perplexed by her run of bad luck, but eventually, she stumbled upon the explanation for her misfortunes.",Old,Robin didn't know why she was having bad luck but found the answer. ,3.907665673,49.13770753,TRUE
151,---------------,---------------,---------------,27.27991284,72.86262206,TRUE
152,"Jordan's kid was outgrowing their kicks, so they took them to the shoe spot.",Young,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,49.13770753,133.5502127,TRUE
153,"Jordan noticed that their son's shoes were getting too small, so they took him to the shoe store to get a proper fit.",Middle Age,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,72.86262206,27.27991284,FALSE
154,"Jordan's grandson was rapidly outgrowing his footwear, so Jordan took him to the shoe shop for a new pair.",Old,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,133.5502127,12.5927399,FALSE
155,---------------,---------------,---------------,27.27991284,33.56025521,TRUE
156,Ash's speech was cut off even though everyone wanted to hear more from him.,Young,ash was cut short even though everyone wanted to hear what ash had to say. ,12.5927399,-18.7232478,FALSE
157,Ash's statement was abruptly ended despite everyone's desire to hear his thoughts.,Middle Age,ash was cut short even though everyone wanted to hear what ash had to say. ,33.56025521,27.27991284,FALSE
158,"Ash's words were sadly interrupted before he could finish speaking, leaving everyone wanting more.",Old,ash was cut short even though everyone wanted to hear what ash had to say. ,-18.7232478,18.47834954,TRUE
159,---------------,---------------,---------------,27.27991284,37.11883825,TRUE
160,Jordan was chillin' with her squad and spilled some tea about Ash behind his back to fit in.,Young,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,18.47834954,48.83743913,TRUE
161,Jordan was conversing with a group of pals and shared some gossip about Ash to gain their approval.,Middle Age,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,37.11883825,27.27991284,FALSE
162,Jordan was engaging in a discussion with a circle of acquaintances and whispered some information about Ash to gain their acceptance.,Old,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,48.83743913,30.46283125,FALSE
163,---------------,---------------,---------------,27.27991284,25.12640633,FALSE
164,"Jordan was trying to impress the girl, so he took her to the shoe store to show off his style and hopefully win her over.",Young,jordan wanted to be nice to a girl so he took her to the shoe store. ,30.46283125,40.48770653,TRUE
165,"Jordan wanted to make a good impression on the girl, so he suggested going to the shoe store together to find the perfect pair of shoes that would complement her outfit.",Middle Age,jordan wanted to be nice to a girl so he took her to the shoe store. ,25.12640633,27.27991284,TRUE
166,"Jordan was kind and considerate towards the young lady, taking her to the shoe store to select a nice pair of shoes that would make her happy.",Old,jordan wanted to be nice to a girl so he took her to the shoe store. ,40.48770653,32.62299505,FALSE
167,---------------,---------------,---------------,27.27991284,40.36119787,TRUE
168,"Aubrey totally got Remy and was like, super helpful in taking care of him! 😊",Young,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,32.62299505,46.75598642,TRUE
169,Aubrey had a great understanding of Remy's needs and was able to meet them with impressive efficiency as his nurse. 👏,Middle Age,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,40.36119787,27.27991284,FALSE
170,Aubrey demonstrated a remarkable ability to comprehend Remy's requirements and provide excellent care as his nurse. Her dedication was truly admirable. 🙏,Old,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,46.75598642,34.23108261,FALSE
171,---------------,---------------,---------------,27.27991284,20.6214927,FALSE
172,"Aubrey was like, ""I gotta keep an eye on this little dude all night in case they get a concussion.",Young,Aubrey kept the baby up at night to watch for a concussion. ,34.23108261,46.41897474,TRUE
173,"Aubrey made sure to monitor the baby's condition throughout the night, vigilant for any signs of a possible concussion.",Middle Age,Aubrey kept the baby up at night to watch for a concussion. ,20.6214927,27.27991284,TRUE
174,"Aubrey kept a close watch on the baby through the night, worried that they might have suffered a concussion and needing to take appropriate action.",Old,Aubrey kept the baby up at night to watch for a concussion. ,46.41897474,52.00774095,TRUE
175,---------------,---------------,---------------,27.27991284,22.46731814,FALSE
176,Robin totally blocked Riley's view of the racy scene in the movie so she wouldn't get embarrassed or whatever.,Young,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,52.00774095,26.6619841,FALSE
177,Robin deliberately shielded Riley's eyes from the explicit content in the film to avoid any discomfort or awkwardness.,Middle Age,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,22.46731814,27.27991284,TRUE
178,"Robin carefully obscured Riley's vision of the suggestive scene in the movie, sparing her the embarrassment and potential distress that such content might cause.",Old,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,26.6619841,39.94487703,TRUE
179,---------------,---------------,---------------,27.27991284,56.02282825,TRUE
180,"Quinn secretly handed Jordan a surprise gift, giving them a big hug before revealing it.",Young,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,39.94487703,62.95157294,TRUE
181,Quinn warmly embraced Jordan and then discreetly presented them with a thoughtful gift that they had been keeping hidden.,Middle Age,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,56.02282825,27.27991284,FALSE
182,Quinn lovingly enfolded Jordan in their arms before delicately offering them a special present that they had been concealing.,Old,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,62.95157294,37.87484818,FALSE
183,---------------,---------------,---------------,27.27991284,30.72820323,TRUE
184,Bailey totally crushed Jesse on his driving examination after acing it with ease!,Young,Bailey passed Jesse on his driving examination after he passed with flying colors. ,37.87484818,13.80544941,FALSE
185,"Bailey performed exceptionally well on his driving test, outdoing Jesse with flying colors.",Middle Age,Bailey passed Jesse on his driving examination after he passed with flying colors. ,30.72820323,27.27991284,FALSE
