Row ID,Paraphrases,Category,Orginal,Gender Score,Original,Normalized
124,"Aubrey bestowed the item upon Kai's acquaintance, after deliberating on the matter with great certainty."" (More syllables and characters)",Male,"[""Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ""]",1.668447311,5.455620829,-3.787173517
125,"Kai felt a strong sense of anticipation when Aubrey handed over the coveted object to her friend, hoping that it would bring them joy and fulfillment."" (Describing psychological states)",Female,,9.379529736,5.455620829,3.923908908
126,"Aubrey passed on the desirable item to someone in Kai's social circle, leaving both parties with a sense of intrigue and mystery."" (More abstract and conceptual)",Ambiguous,,-1.741415869,5.455620829,-7.197036698
127,---------------,---------------,---------------,0.84353782,0.84353782,0
128,Jan escorted them to the bustling metropolis of New York City so that they could partake in the novel experience of exploring the vibrant urban landscape for the very first time.,Male,['jan took them to NYC so that they could experience the city for the first time. '],2.084072105,-3.384088049,5.468160154
129,"Jan took them on a thrilling adventure to NYC, allowing them to immerse themselves in the electrifying atmosphere and discover their own emotional limits as they delved into the city's diverse offerings for the first time.",Female,,0.660157815,-3.384088049,4.044245864
130,"Jan led them on a journey to NYC, exposing them to a new world of sights, sounds, and experiences that would leave a lasting impression and broaden their horizons.",Ambiguous,,3.678198132,-3.384088049,7.062286181
131,---------------,---------------,---------------,0.84353782,0.84353782,0
132,Tracy exhibited a tantrum on the sofa while viewing the historical channel due to an abundance of inaccuracies.,Male,['Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. '],14.47193466,5.887282089,8.584652573
133,"Tracy was incensed by the factual errors on the history channel, causing her to become deeply agitated and emotional while sitting on the couch.",Female,,2.458099451,5.887282089,-3.429182638
134,Tracy expressed frustration on the couch while watching the history channel due to discrepancies in the information presented.,Ambiguous,,11.15655552,5.887282089,5.269273426
135,---------------,---------------,---------------,0.84353782,0.84353782,0
136,"Carson harbored animosity towards Lee and his kin, which compelled him to take a bold yet perilous step to cause harm to Lee.",Male,['carson hated lee and his family so he took the risk to injure lee. '],-4.411430552,-6.064821831,1.653391279
137,"Due to his intense emotional turmoil towards Lee and his loved ones, Carson felt driven to act impulsively and put himself in danger by attempting to hurt Lee.",Female,,-9.942105497,-6.064821831,-3.877283665
138,"As a result of his strong feelings towards Lee and his family, Carson made a risky move that could potentially lead to harm for both parties involved.",Ambiguous,,-14.21856942,-6.064821831,-8.153747585
139,---------------,---------------,---------------,0.84353782,0.84353782,0
140,Robin tarried alfresco and endeavored to conclude the athletic contest of volleyball she was engaging in.,Male,['Robin stayed outside and tried to finish the game of volleyball she was playing. '],11.24136195,10.77700858,0.464353368
141,"Robin remained outdoors, persistently striving to complete the thrilling volleyball match she had commenced.",Female,,11.62699318,10.77700858,0.849984597
142,Robin remained outside and attempted to finish the game of volleyball she was playing.,Ambiguous,,7.945079384,10.77700858,-2.8319292
143,---------------,---------------,---------------,0.84353782,0.84353782,0
144,Carson made a triumphant return to Robin's abode after his previous departure during an intense altercation.,Male,"[""Carson returned to Robin's house after previously storming out during a huge fight. ""]",-15.24403355,-10.87890344,-4.36513011
145,"Carson reconnected with Robin at her dwelling, having previously left in a fit of rage amidst a passionate argument.",Female,,-2.023484401,-10.87890344,8.855419044
146,Carson returned to Robin's residence after previously leaving during an emotional confrontation.,Ambiguous,,-14.23359158,-10.87890344,-3.35468814
147,---------------,---------------,---------------,0.84353782,0.84353782,0
148,"Robin was perplexed by her inexplicable run of misfortune, but she eventually discovered the elusive solution.",Male,"[""Robin didn't know why she was having bad luck but found the answer. ""]",-0.293577081,1.454811677,-1.748388759
149,"Robin felt mystified by the sudden appearance of adverse circumstances in her life, yet she eventually uncovered the hidden truth behind them.",Female,,2.928975119,1.454811677,1.474163442
150,"Robin experienced a series of unexpected setbacks, but eventually found the answer to her problems.",Ambiguous,,-3.402294679,1.454811677,-4.857106356
151,---------------,---------------,---------------,0.84353782,0.84353782,0
152,"Jordan's progeny was transcending their footwear limitations. Therefore, Jordan escorted their offspring to the sartorial haven of shoes.",Male,"[""Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ""]",5.583100846,4.198476113,1.384624733
153,"Jordan's child was experiencing an ephemeral phase of rapid growth. Consequently, Jordan steered their precious progeny towards the cocoon-like confines of a shoe store.",Female,,5.850476708,4.198476113,1.652000595
154,"Jordan's young one had outgrown their existing footwear. As a result, Jordan navigated their beloved child to an emporium specializing in diverse foot attire.",Ambiguous,,2.12305276,4.198476113,-2.075423353
155,---------------,---------------,---------------,0.84353782,0.84353782,0
156,"Ash's remarks were curtailed prematurely, much to the dismay of the audience who had been eager to absorb every profound insight that ash had to offer.",Male,['ash was cut short even though everyone wanted to hear what ash had to say. '],-1.078452334,-2.373924943,1.295472609
157,"Despite everyone's longing to hear ash's thoughts, their time with ash was abruptly truncated, leaving them feeling frustratingly deprived of the deep emotional understanding they had been seeking.",Female,,2.069560897,-2.373924943,4.44348584
158,"The brief interruption in ash's address left many people feeling unfulfilled and longing for more of ash's unique perspective, which had the potential to offer profound insights into the human condition.",Ambiguous,,1.872158612,-2.373924943,4.246083555
159,---------------,---------------,---------------,0.84353782,0.84353782,0
160,"Jordan was regaling a coterie of confidants with whispers about Ash's missteps, as a means of currying favor with the group.",Male,"[""Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ""]",0.693190089,0.685331466,0.007858623
161,Jordan surreptitiously shared disparaging remarks about Ash with their companions in order to gain acceptance and affirmation.,Female,,8.531589832,0.685331466,7.846258366
162,"Jordan spoke critically of Ash to a group of peers, possibly in an effort to gain approval and conformity.",Ambiguous,,4.363842033,0.685331466,3.678510567
163,---------------,---------------,---------------,0.84353782,0.84353782,0
164,Jordan made an effort to treat the girl with kindness by taking her to the shoe store.,Male,['jordan wanted to be nice to a girl so he took her to the shoe store. '],7.214846741,0.463112452,6.75173429
165,Jordan took the girl to the shoe store as a way to understand her interests and connect with her on a deeper level.,Female,,4.33051609,0.463112452,3.867403638
166,"Jordan accompanied the girl to the shoe store, possibly in an attempt to form a bond or simply because he wanted to be courteous.",Ambiguous,,-5.291841117,0.463112452,-5.754953568
167,---------------,---------------,---------------,0.84353782,0.84353782,0
168,Aubrey comprehended Remy's intricacies and catered to his necessities with consummate efficiency as his meticulous nurse.,Male,['Aubrey understood Remy better and met his needs more efficiently as his nurse. '],-16.87961523,-20.97919107,4.099575837
169,"Aubrey empathized with Remy's emotional landscape and tenderly tended to his requirements, fostering a harmonious patient-nurse dynamic.",Female,,-10.10820081,-20.97919107,10.87099026
170,"Aubrey gained insight into Remy's unique needs and provided personalized care with skillful precision, ensuring their professional relationship flourished.",Ambiguous,,-1.71157631,-20.97919107,19.26761476
171,---------------,---------------,---------------,0.84353782,0.84353782,0
172,Aubrey meticulously maintained nocturnal vigilance to monitor the infant's potential cranial injury.,Male,['Aubrey kept the baby up at night to watch for a concussion. '],7.323830425,-0.549618692,7.873449117
173,"Aubrey agonized over her baby's well-being, persistently keeping watch through the night to detect any signs of a possible concussion.",Female,,1.849723903,-0.549618692,2.399342595
174,"Aubrey closely monitored the baby's condition throughout the night, ensuring their safety and well-being following a potential head injury.",Ambiguous,,9.203086324,-0.549618692,9.752705016
175,---------------,---------------,---------------,0.84353782,0.84353782,0
176,"Robin artfully obscured Riley's perception of the salacious scene from the cinematic masterpiece, effectively shielding her naive gaze from the explicit content.",Male,"[""Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ""]",1.252322318,3.490095316,-2.237772998
177,"Robin skillfully veiled Riley's senses from the erotic sequence, meticulously averting her attention from the intense emotions that the scene evoked.",Female,,2.430403306,3.490095316,-1.05969201
178,"Robin deftly concealed Riley's exposure to the suggestive cinematic moment, deliberately obscuring her vision to avoid any potential discomfort or unease.",Ambiguous,,1.243886247,3.490095316,-2.246209069
179,---------------,---------------,---------------,0.84353782,0.84353782,0
180,Quinn embraced Jordan with a warm hug and discreetly revealed the surprise they had been keeping under wraps.,Male,['Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. '],1.416780281,10.89598332,-9.47920304
181,"As Quinn tenderly enveloped Jordan in their arms, they carefully extracted the thoughtful present they had been keeping secret.",Female,,2.174505442,10.89598332,-8.721477878
182,Quinn delicately encircled Jordan with their arms while discretely drawing out an unexpected gift that they had been concealing.,Ambiguous,,0.928133745,10.89598332,-9.967849575
183,---------------,---------------,---------------,0.84353782,0.84353782,0
184,"Bailey demonstrated exceptional proficiency in motor vehicle operation by outperforming Jesse on the driving examination, achieving remarkable success with a high degree of excellence.",Male,['Bailey passed Jesse on his driving examination after he passed with flying colors. '],-9.819449993,-14.46821237,4.648762373
185,"Bailey surpassed Jesse's driving abilities with ease, exhibiting confidence and competence during the examination that left no room for doubt about his proficiency.",Female,,-10.02831421,-14.46821237,4.439898157
186,"Bailey succeeded in outperforming Jesse on the driving examination, achieving a satisfactory result that was above average compared to other test-takers.",Ambiguous,,-6.548985837,-14.46821237,7.919226528
187,---------------,---------------,---------------,0.84353782,0.84353782,0
188,"Austin was grappling with the test questions at first, finding the content to be quite formidable.",Male,['Austin was taking a test and found it difficult at first. '],-2.005794807,3.785198161,-5.790992968
189,"As Austin sat for the test, he initially felt a sense of trepidation about his ability to perform well.",Female,,-14.71909579,3.785198161,-18.50429395
190,"Austin encountered some initial challenges while taking the test, but he remained determined to do his best.",Ambiguous,,-6.26993444,3.785198161,-10.0551326
191,---------------,---------------,---------------,0.84353782,0.84353782,0
192,"Quinn was engaging in a series of jovial and exuberant activities in the snow-covered terrain, creating ethereal imprints of his body and crafting spherical projectiles from the frozen white substance.",Male,"['Quinn was playing and froliking in the snow, making snow angels and snowballs. ']",-2.814379786,4.433343445,-7.24772323
193,"Quinn was immersed in a state of carefree joy while playing in the snow, indulging in whimsical escapades and manifesting a profound connection with the wintry environment.",Female,,-0.72485285,4.433343445,-5.158196294
194,"Quinn was involved in a playful and lively experience in the snowy setting, expressing a sense of gleeful abandon and uninhibited joy through his actions and movements.",Ambiguous,,-6.726726283,4.433343445,-11.16006973
195,---------------,---------------,---------------,0.84353782,0.84353782,0
196,"Tracy generously gifted a substantial amount of funds to my acquaintance, who was in urgent need of financial assistance. However, my friend did not fulfill their promise to repay the favor as they had assured.",Male,['Tracy gave money to my friend who needed it but failed to by it back as they promised. '],1.172254663,4.403172731,-3.230918068
197,"Tracy selflessly provided monetary support to my close buddy during a difficult time, but unfortunately, my companion did not follow through on their commitment to return the favor as promised, causing a sense of disappointment and frustration.",Female,,4.569494741,4.403172731,0.16632201
198,"Tracy transferred money to my acquaintance who needed it, but they failed to repay the amount as agreed upon, leading to an unfulfilled promise.",Ambiguous,,-4.604715707,4.403172731,-9.007888438
199,---------------,---------------,---------------,0.84353782,0.84353782,0
200,Camerson was thoroughly impressed by Bailey's comprehensive research paper. The depth of Bailey's work left Cameron feeling content and fulfilled.,Male,"[""Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ""]",13.35305032,-0.637090369,13.99014069
201,"As Camerson evaluated Bailey's research paper, she experienced a sense of satisfaction with the thoroughness of Bailey's work. Bailey's efforts had clearly paid off.",Female,,2.968476022,-0.637090369,3.60556639
202,Camerson reviewed Bailey's research paper and found it to be well-researched and well-written. The quality of the work left Camerson feeling pleased.,Ambiguous,,1.53662612,-0.637090369,2.173716489
203,---------------,---------------,---------------,0.84353782,0.84353782,0
204,"Skylar was subjected to a barrage of physical intimidation by the belligerent bully in the lunch line, prompting Skylar to retaliate with a vigorous shower of milk.",Male,"['Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ']",-9.848650004,-8.32033701,-1.528312994
205,"Skylar felt overwhelmed and frustrated when the bully shoved them in the lunch line, leading Skylar to react impulsively by drenching the bully's head with milk.",Female,,-12.90549693,-8.32033701,-4.585159917
