,Row ID,Orginal,value
52,52,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-4.967527260964285
53,53,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-4.967527260964285
54,54,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-4.967527260964285
55,55,---------------,0.8435378201999999
56,56,Sydney went trick or treating and the others joined him happily. ,17.460019365208332
57,57,Sydney went trick or treating and the others joined him happily. ,17.460019365208332
58,58,Sydney went trick or treating and the others joined him happily. ,17.460019365208332
59,59,---------------,0.8435378201999999
60,60,Sasha set their trash on fire to get rid of it quickly. ,-5.798933530338462
61,61,Sasha set their trash on fire to get rid of it quickly. ,-5.798933530338462
62,62,Sasha set their trash on fire to get rid of it quickly. ,-5.798933530338462
63,63,---------------,0.8435378201999999
64,64,Robin dried up the paper and lit it on fire and it blew away. ,-4.387046636253333
65,65,Robin dried up the paper and lit it on fire and it blew away. ,-4.387046636253333
66,66,Robin dried up the paper and lit it on fire and it blew away. ,-4.387046636253333
67,67,---------------,0.8435378201999999
68,68,Skylar went camping with friends and found the best campsite. ,-1.1684565078
69,69,Skylar went camping with friends and found the best campsite. ,-1.1684565078
70,70,Skylar went camping with friends and found the best campsite. ,-1.1684565078
71,71,---------------,0.8435378201999999
72,72,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-6.890594600288235
73,73,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-6.890594600288235
74,74,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-6.890594600288235
75,75,---------------,0.8435378201999999
76,76,Cameron took Kai's compliment seriously after the ballgame ended. ,3.96538823024
77,77,Cameron took Kai's compliment seriously after the ballgame ended. ,3.96538823024
78,78,Cameron took Kai's compliment seriously after the ballgame ended. ,3.96538823024
79,79,---------------,0.8435378201999999
80,80,Jordan taught art in elementary schools and was really great with his students. ,-13.004163078121426
81,81,Jordan taught art in elementary schools and was really great with his students. ,-13.004163078121426
82,82,Jordan taught art in elementary schools and was really great with his students. ,-13.004163078121426
83,83,---------------,0.8435378201999999
84,84,Riley and the others were the best of friends and always supported each other. ,-6.420146147966667
85,85,Riley and the others were the best of friends and always supported each other. ,-6.420146147966667
86,86,Riley and the others were the best of friends and always supported each other. ,-6.420146147966667
87,87,---------------,0.8435378201999999
88,88,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-0.7384132091750002
89,89,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-0.7384132091750002
90,90,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-0.7384132091750002
91,91,---------------,0.8435378201999999
92,92,Riley had twisted their leg and began to hurt so bad that they could not walk. ,7.331078637870587
93,93,Riley had twisted their leg and began to hurt so bad that they could not walk. ,7.331078637870587
94,94,Riley had twisted their leg and began to hurt so bad that they could not walk. ,7.331078637870587
95,95,---------------,0.8435378201999999
96,96,Carson was at a friend's house but suddenly announced they needed to go home. ,7.338186073413334
97,97,Carson was at a friend's house but suddenly announced they needed to go home. ,7.338186073413334
98,98,Carson was at a friend's house but suddenly announced they needed to go home. ,7.338186073413334
99,99,---------------,0.8435378201999999
100,100,Taylor taught math in the schools after studying to be a teacher for four years. ,-6.3524986880812495
101,101,Taylor taught math in the schools after studying to be a teacher for four years. ,-6.3524986880812495
102,102,Taylor taught math in the schools after studying to be a teacher for four years. ,-6.3524986880812495
103,103,---------------,0.8435378201999999
104,104,Tracy led their army and fought hard in the war until they sat upon the throne. ,-2.5665107218352943
105,105,Tracy led their army and fought hard in the war until they sat upon the throne. ,-2.5665107218352943
106,106,Tracy led their army and fought hard in the war until they sat upon the throne. ,-2.5665107218352943
107,107,---------------,0.8435378201999999
108,108,Kendall watched baseball with his friends after working hard all week at his job. ,-27.833368164199992
109,109,Kendall watched baseball with his friends after working hard all week at his job. ,-27.833368164199992
110,110,Kendall watched baseball with his friends after working hard all week at his job. ,-27.833368164199992
111,111,---------------,0.8435378201999999
112,112,kai was bored and had nothing to do so he played card games. ,3.957282717614286
113,113,kai was bored and had nothing to do so he played card games. ,3.957282717614286
114,114,kai was bored and had nothing to do so he played card games. ,3.957282717614286
115,115,---------------,0.8435378201999999
116,116,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",5.883854467217647
117,117,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",5.883854467217647
118,118,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",5.883854467217647
119,119,---------------,0.8435378201999999
120,120,Kendall wrapped string around my neck to measure the collar of a shirt. ,-22.913000562550003
121,121,Kendall wrapped string around my neck to measure the collar of a shirt. ,-22.913000562550003
122,122,Kendall wrapped string around my neck to measure the collar of a shirt. ,-22.913000562550003
123,123,---------------,0.8435378201999999
124,124,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,5.455620828780954
125,125,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,5.455620828780954
126,126,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,5.455620828780954
127,127,---------------,0.8435378201999999
128,128,jan took them to NYC so that they could experience the city for the first time. ,-3.3840880494294114
129,129,jan took them to NYC so that they could experience the city for the first time. ,-3.3840880494294114
130,130,jan took them to NYC so that they could experience the city for the first time. ,-3.3840880494294114
131,131,---------------,0.8435378201999999
132,132,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,5.887282088661904
133,133,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,5.887282088661904
134,134,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,5.887282088661904
135,135,---------------,0.8435378201999999
136,136,carson hated lee and his family so he took the risk to injure lee. ,-6.064821831199999
137,137,carson hated lee and his family so he took the risk to injure lee. ,-6.064821831199999
138,138,carson hated lee and his family so he took the risk to injure lee. ,-6.064821831199999
139,139,---------------,0.8435378201999999
140,140,Robin stayed outside and tried to finish the game of volleyball she was playing. ,10.777008584013334
141,141,Robin stayed outside and tried to finish the game of volleyball she was playing. ,10.777008584013334
142,142,Robin stayed outside and tried to finish the game of volleyball she was playing. ,10.777008584013334
143,143,---------------,0.8435378201999999
144,144,Carson returned to Robin's house after previously storming out during a huge fight. ,-10.878903444814284
145,145,Carson returned to Robin's house after previously storming out during a huge fight. ,-10.878903444814284
146,146,Carson returned to Robin's house after previously storming out during a huge fight. ,-10.878903444814284
147,147,---------------,0.8435378201999999
148,148,Robin didn't know why she was having bad luck but found the answer. ,1.4548116771142854
149,149,Robin didn't know why she was having bad luck but found the answer. ,1.4548116771142854
150,150,Robin didn't know why she was having bad luck but found the answer. ,1.4548116771142854
151,151,---------------,0.8435378201999999
152,152,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,4.198476113000001
153,153,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,4.198476113000001
154,154,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,4.198476113000001
155,155,---------------,0.8435378201999999
156,156,ash was cut short even though everyone wanted to hear what ash had to say. ,-2.3739249430875
157,157,ash was cut short even though everyone wanted to hear what ash had to say. ,-2.3739249430875
158,158,ash was cut short even though everyone wanted to hear what ash had to say. ,-2.3739249430875
159,159,---------------,0.8435378201999999
160,160,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,0.6853314660944441
161,161,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,0.6853314660944441
162,162,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,0.6853314660944441
163,163,---------------,0.8435378201999999
164,164,jordan wanted to be nice to a girl so he took her to the shoe store. ,0.4631124517588237
165,165,jordan wanted to be nice to a girl so he took her to the shoe store. ,0.4631124517588237
166,166,jordan wanted to be nice to a girl so he took her to the shoe store. ,0.4631124517588237
167,167,---------------,0.8435378201999999
168,168,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-20.97919106927143
169,169,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-20.97919106927143
170,170,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-20.97919106927143
171,171,---------------,0.8435378201999999
172,172,Aubrey kept the baby up at night to watch for a concussion. ,-0.5496186916307693
173,173,Aubrey kept the baby up at night to watch for a concussion. ,-0.5496186916307693
174,174,Aubrey kept the baby up at night to watch for a concussion. ,-0.5496186916307693
175,175,---------------,0.8435378201999999
176,176,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,3.4900953163142856
177,177,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,3.4900953163142856
178,178,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,3.4900953163142856
179,179,---------------,0.8435378201999999
180,180,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,10.895983320147058
181,181,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,10.895983320147058
182,182,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,10.895983320147058
183,183,---------------,0.8435378201999999
184,184,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-14.468212365471423
185,185,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-14.468212365471423
186,186,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-14.468212365471423
187,187,---------------,0.8435378201999999
188,188,Austin was taking a test and found it difficult at first. ,3.785198161308333
189,189,Austin was taking a test and found it difficult at first. ,3.785198161308333
190,190,Austin was taking a test and found it difficult at first. ,3.785198161308333
191,191,---------------,0.8435378201999999
192,192,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",4.43334344478
193,193,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",4.43334344478
194,194,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",4.43334344478
195,195,---------------,0.8435378201999999
196,196,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,4.403172731094737
197,197,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,4.403172731094737
198,198,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,4.403172731094737
199,199,---------------,0.8435378201999999
200,200,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-0.6370903686142855
201,201,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-0.6370903686142855
202,202,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-0.6370903686142855
203,203,---------------,0.8435378201999999
204,204,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-8.320337009894736
205,205,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-8.320337009894736
206,206,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-8.320337009894736
207,207,---------------,0.8435378201999999
208,208,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-2.241735306747369
209,209,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-2.241735306747369
210,210,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-2.241735306747369
211,211,---------------,0.8435378201999999
212,212,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.0904387551105266
213,213,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.0904387551105266
214,214,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.0904387551105266
215,215,---------------,0.8435378201999999
216,216,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",28.434219553776924
217,217,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",28.434219553776924
218,218,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",28.434219553776924
219,219,---------------,0.8435378201999999
220,220,Jan was pregnant and she gave birth to a beautiful baby daughter. ,6.801581503738463
221,221,Jan was pregnant and she gave birth to a beautiful baby daughter. ,6.801581503738463
222,222,Jan was pregnant and she gave birth to a beautiful baby daughter. ,6.801581503738463
223,223,---------------,0.8435378201999999
224,224,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,5.67946134918
225,225,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,5.67946134918
226,226,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,5.67946134918
227,227,---------------,0.8435378201999999
228,228,"Knowing skylar would want to go too, Kendall took Skylar into account. ",4.6140474899857145
229,229,"Knowing skylar would want to go too, Kendall took Skylar into account. ",4.6140474899857145
230,230,"Knowing skylar would want to go too, Kendall took Skylar into account. ",4.6140474899857145
231,231,---------------,0.8435378201999999
232,232,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-10.040810585335294
233,233,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-10.040810585335294
234,234,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-10.040810585335294
235,235,---------------,0.8435378201999999
236,236,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,3.9210474771333335
237,237,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,3.9210474771333335
238,238,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,3.9210474771333335
239,239,---------------,0.8435378201999999
240,240,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.266437079305555
241,241,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.266437079305555
242,242,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.266437079305555
243,243,---------------,0.8435378201999999
244,244,Remy gave birth to a baby girl on a Saturday afternoon. ,-4.688902474374999
245,245,Remy gave birth to a baby girl on a Saturday afternoon. ,-4.688902474374999
246,246,Remy gave birth to a baby girl on a Saturday afternoon. ,-4.688902474374999
247,247,---------------,0.8435378201999999
248,248,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.6007935487428566
249,249,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.6007935487428566
250,250,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.6007935487428566
251,251,---------------,0.8435378201999999
252,252,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-3.598527044850001
253,253,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-3.598527044850001
254,254,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-3.598527044850001
255,255,---------------,0.8435378201999999
256,256,Cameron went out of her way to buy food for the homeless. ,-0.8486624941230769
257,257,Cameron went out of her way to buy food for the homeless. ,-0.8486624941230769
258,258,Cameron went out of her way to buy food for the homeless. ,-0.8486624941230769
259,259,---------------,0.8435378201999999
260,260,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,5.121812511106252
261,261,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,5.121812511106252
262,262,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,5.121812511106252
263,263,---------------,0.8435378201999999
264,264,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,2.864351074723809
265,265,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,2.864351074723809
266,266,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,2.864351074723809
267,267,---------------,0.8435378201999999
268,268,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.8399835190333333
269,269,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.8399835190333333
270,270,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.8399835190333333
271,271,---------------,0.8435378201999999
272,272,It was a pretty sunny day outside. Quinn walked instead. ,7.486694544283335
273,273,It was a pretty sunny day outside. Quinn walked instead. ,7.486694544283335
274,274,It was a pretty sunny day outside. Quinn walked instead. ,7.486694544283335
275,275,---------------,0.8435378201999999
276,276,Kai was grounded after wrecking his mother's car so he handed back the keys. ,7.524996250346667
277,277,Kai was grounded after wrecking his mother's car so he handed back the keys. ,7.524996250346667
278,278,Kai was grounded after wrecking his mother's car so he handed back the keys. ,7.524996250346667
279,279,---------------,0.8435378201999999
280,280,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-14.95918558277143
281,281,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-14.95918558277143
282,282,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-14.95918558277143
283,283,---------------,0.8435378201999999
284,284,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,4.45768426061579
285,285,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,4.45768426061579
286,286,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,4.45768426061579
287,287,---------------,0.8435378201999999
288,288,But she didn't want to be on the team so walked off the court. ,-0.9476682155133328
289,289,But she didn't want to be on the team so walked off the court. ,-0.9476682155133328
290,290,But she didn't want to be on the team so walked off the court. ,-0.9476682155133328
291,291,---------------,0.8435378201999999
292,292,Carson was at a friend's house across town from where he lived playing video games. ,5.016557812268751
293,293,Carson was at a friend's house across town from where he lived playing video games. ,5.016557812268751
294,294,Carson was at a friend's house across town from where he lived playing video games. ,5.016557812268751
295,295,---------------,0.8435378201999999
296,296,Kendall took their dog to the new dog park in the neighborhood. ,0.4860166939692308
297,297,Kendall took their dog to the new dog park in the neighborhood. ,0.4860166939692308
298,298,Kendall took their dog to the new dog park in the neighborhood. ,0.4860166939692308
299,299,---------------,0.8435378201999999
300,300,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-3.228177079339998
301,301,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-3.228177079339998
302,302,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-3.228177079339998
303,303,---------------,0.8435378201999999
304,304,Addison regarded every girl as somebody who should be treated by their actions. ,-0.3503612407142852
305,305,Addison regarded every girl as somebody who should be treated by their actions. ,-0.3503612407142852
306,306,Addison regarded every girl as somebody who should be treated by their actions. ,-0.3503612407142852
307,307,---------------,0.8435378201999999
308,308,Remy challenged them to a game and then beat them so much. ,-4.072848824984615
309,309,Remy challenged them to a game and then beat them so much. ,-4.072848824984615
310,310,Remy challenged them to a game and then beat them so much. ,-4.072848824984615
311,311,---------------,0.8435378201999999
312,312,Casey gave some money to Jesse so she could go to the movie. ,-7.950490449821429
313,313,Casey gave some money to Jesse so she could go to the movie. ,-7.950490449821429
314,314,Casey gave some money to Jesse so she could go to the movie. ,-7.950490449821429
315,315,---------------,0.8435378201999999
316,316,Lee gave birth to ten babies over a span of ten years. ,19.645536374592307
317,317,Lee gave birth to ten babies over a span of ten years. ,19.645536374592307
318,318,Lee gave birth to ten babies over a span of ten years. ,19.645536374592307
319,319,---------------,0.8435378201999999
320,320,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,9.78486788488421
321,321,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,9.78486788488421
322,322,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,9.78486788488421
323,323,---------------,0.8435378201999999
324,324,Remy understood every mystery because she was a famous mystery writer. ,-5.938122870158332
325,325,Remy understood every mystery because she was a famous mystery writer. ,-5.938122870158332
326,326,Remy understood every mystery because she was a famous mystery writer. ,-5.938122870158332
327,327,---------------,0.8435378201999999
328,328,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.4506635082374992
329,329,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.4506635082374992
330,330,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.4506635082374992
331,331,---------------,0.8435378201999999
332,332,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,0.9198762389421054
333,333,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,0.9198762389421054
334,334,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,0.9198762389421054
335,335,---------------,0.8435378201999999
336,336,Cameron got a new video game and wanted to spend the night playing it. ,-6.877893204113334
337,337,Cameron got a new video game and wanted to spend the night playing it. ,-6.877893204113334
338,338,Cameron got a new video game and wanted to spend the night playing it. ,-6.877893204113334
339,339,---------------,0.8435378201999999
340,340,Alex grew closer to their significant other after they vacationed together. ,-3.679908941825
341,341,Alex grew closer to their significant other after they vacationed together. ,-3.679908941825
342,342,Alex grew closer to their significant other after they vacationed together. ,-3.679908941825
343,343,---------------,0.8435378201999999
344,344,Aubrey got gas at the station and got some snacks for the drive. ,3.345659679378571
345,345,Aubrey got gas at the station and got some snacks for the drive. ,3.345659679378571
346,346,Aubrey got gas at the station and got some snacks for the drive. ,3.345659679378571
347,347,---------------,0.8435378201999999
348,348,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,1.5433672400666658
349,349,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,1.5433672400666658
350,350,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,1.5433672400666658
351,351,---------------,0.8435378201999999
352,352,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.6343089782599987
353,353,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.6343089782599987
354,354,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.6343089782599987
355,355,---------------,0.8435378201999999
356,356,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,25.051391919606253
357,357,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,25.051391919606253
358,358,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,25.051391919606253
359,359,---------------,0.8435378201999999
360,360,remy had a good talk with aubrey so aubrey understood remy better now. ,-2.3645614211714285
361,361,remy had a good talk with aubrey so aubrey understood remy better now. ,-2.3645614211714285
362,362,remy had a good talk with aubrey so aubrey understood remy better now. ,-2.3645614211714285
363,363,---------------,0.8435378201999999
364,364,Alex took care of the children after school so that their parents could continue to work. ,3.8284727392352944
365,365,Alex took care of the children after school so that their parents could continue to work. ,3.8284727392352944
366,366,Alex took care of the children after school so that their parents could continue to work. ,3.8284727392352944
367,367,---------------,0.8435378201999999
368,368,Taylor taught math in the schools where underprivileged children studied. ,5.8871270702
369,369,Taylor taught math in the schools where underprivileged children studied. ,5.8871270702
370,370,Taylor taught math in the schools where underprivileged children studied. ,5.8871270702
371,371,---------------,0.8435378201999999
372,372,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",19.33059178120909
373,373,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",19.33059178120909
374,374,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",19.33059178120909
375,375,---------------,0.8435378201999999
376,376,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.619962391492858
377,377,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.619962391492858
378,378,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.619962391492858
379,379,---------------,0.8435378201999999
380,380,Riley talked to their friends about what they should do that night. ,-6.810046040492307
381,381,Riley talked to their friends about what they should do that night. ,-6.810046040492307
382,382,Riley talked to their friends about what they should do that night. ,-6.810046040492307
383,383,---------------,0.8435378201999999
384,384,Remy went into town and found a fun place to get treats and ate some ice cream. ,8.010460268105556
385,385,Remy went into town and found a fun place to get treats and ate some ice cream. ,8.010460268105556
386,386,Remy went into town and found a fun place to get treats and ate some ice cream. ,8.010460268105556
387,387,---------------,0.8435378201999999
388,388,Carson was at a friend's house playing video games to get away from his arguing parents. ,-14.27783297904706
389,389,Carson was at a friend's house playing video games to get away from his arguing parents. ,-14.27783297904706
390,390,Carson was at a friend's house playing video games to get away from his arguing parents. ,-14.27783297904706
391,391,---------------,0.8435378201999999
392,392,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-20.15509803275556
393,393,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-20.15509803275556
394,394,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-20.15509803275556
395,395,---------------,0.8435378201999999
396,396,Robin pulled Carson over for speeding and then didnt write him a ticket. ,10.89575095677857
397,397,Robin pulled Carson over for speeding and then didnt write him a ticket. ,10.89575095677857
398,398,Robin pulled Carson over for speeding and then didnt write him a ticket. ,10.89575095677857
399,399,---------------,0.8435378201999999
400,400,Robin left food out for the animals in her backyard to come and enjoy. ,19.825286992366664
401,401,Robin left food out for the animals in her backyard to come and enjoy. ,19.825286992366664
402,402,Robin left food out for the animals in her backyard to come and enjoy. ,19.825286992366664
403,403,---------------,0.8435378201999999
