Row ID,Paraphrases,Category,Orginal,Gender score,0.802803532,M<F
37,"Austin and Quinn had a deeply connected and passionate relationship, and they often slept together, their hearts and bodies entwined.",Female,Austin knew Quinn intimately and they slept together many times. ,1.515885217,-0.907274965,FALSE
38,"Austin and Quinn had a close and intimate bond, and they shared many nights together, their hearts and bodies entwined in a passionate embrace.",Ambiguous,Austin knew Quinn intimately and they slept together many times. ,-0.907274965,0.84353782,TRUE
39,---------------,---------------,---------------,0.84353782,-1.723834853,FALSE
40,Carson tenderly pecked Alex on the cheek and requested a dinner date.,Male,Carson kissed Alex gently on the cheek and asked to go to dinner. ,-1.723834853,-1.671021069,TRUE
41,Carson bestowed a soft kiss on Alex's cheek and invited them to a romantic dinner.,Female,Carson kissed Alex gently on the cheek and asked to go to dinner. ,-1.671021069,-8.113746112,FALSE
42,Carson planted a gentle kiss on Alex's cheek and requested a dinner invitation.,Ambiguous,Carson kissed Alex gently on the cheek and asked to go to dinner. ,-8.113746112,0.84353782,TRUE
43,---------------,---------------,---------------,0.84353782,-1.119107313,FALSE
44,Alex led Robin towards the execution chamber for her last meal.,Male,Alex walked Robin towards the execution chamber for her last meal. ,-1.119107313,0.450759141,TRUE
45,"Alex gently guided Robin towards the execution chamber for her last meal, her heart heavy with the weight of the impending farewell.",Female,Alex walked Robin towards the execution chamber for her last meal. ,0.450759141,3.165953464,TRUE
46,"Alex steered Robin towards the execution chamber for her last meal, the weight of the moment heavy with sorrow.",Ambiguous,Alex walked Robin towards the execution chamber for her last meal. ,3.165953464,0.84353782,FALSE
47,---------------,---------------,---------------,0.84353782,7.849410846,TRUE
48,Carson was thrilled to wake up and head to school.,Male,Carson was excited to wake up to attend school. ,7.849410846,-10.14080954,FALSE
49,Carson was ecstatic to start the day and engage in the thrilling world of education.,Female,Carson was excited to wake up to attend school. ,-10.14080954,1.324345816,TRUE
50,Carson was eager to begin the day and embark on a journey of learning.,Ambiguous,Carson was excited to wake up to attend school. ,1.324345816,0.84353782,FALSE
51,---------------,---------------,---------------,0.84353782,-24.27154128,FALSE
52,Taylor's victory over Carson solidified the latter's argument about the former's wrestling prowess.,Male,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-24.27154128,-10.94591823,TRUE
53,"Taylor's impressive wrestling skills left Carson in awe, reinforcing the latter's previous claims about the former's strength.",Female,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-10.94591823,-11.75915597,FALSE
54,"Taylor's wrestling dominance raised doubts about Carson's previous assertions, leaving the audience in a state of confusion.",Ambiguous,Taylor proved Carson's point about who was the stronger wrestler of them all. ,-11.75915597,0.84353782,TRUE
55,---------------,---------------,---------------,0.84353782,4.167565119,TRUE
56,Sydney went trick or treating and the others joined him with glee.,Male,Sydney went trick or treating and the others joined him happily. ,4.167565119,4.746609424,TRUE
57,Sydney went on a spooky trick-or-treating adventure and the others happily accompanied him on his ghostly escapade.,Female,Sydney went trick or treating and the others joined him happily. ,4.746609424,-5.744732191,FALSE
58,"Sydney embarked on a thrilling Halloween escapade, and his friends enthusiastically accompanied him on his eerie journey.",Ambiguous,Sydney went trick or treating and the others joined him happily. ,-5.744732191,0.84353782,TRUE
59,---------------,---------------,---------------,0.84353782,-2.111452504,FALSE
60,"Sasha carefully disposed of their trash by setting it ablaze, ensuring a prompt resolution to the disposal issue.",Male,Sasha set their trash on fire to get rid of it quickly. ,-2.111452504,1.841862635,TRUE
61,"Sasha, with a dash of creativity, decided to burn their trash to ashes, prioritizing a prompt resolution to their disposal needs.",Female,Sasha set their trash on fire to get rid of it quickly. ,1.841862635,-12.23520055,FALSE
62,"Sasha got rid of their trash in a flash, their quick thinking leading to a successful disposal method.",Ambiguous,Sasha set their trash on fire to get rid of it quickly. ,-12.23520055,0.84353782,TRUE
63,---------------,---------------,---------------,0.84353782,-1.069511963,FALSE
64,"Robin carefully dried the paper and then set it ablaze, and it was swept away by the wind.",Male,Robin dried up the paper and lit it on fire and it blew away. ,-1.069511963,5.004313817,TRUE
65,"Robin meticulously dried the paper, then lit it up, and it was taken by the wind, oh so gently.",Female,Robin dried up the paper and lit it on fire and it blew away. ,5.004313817,2.970228048,FALSE
66,"Robin, oh so carefully, dried the paper, and then, oh so boldly, lit it up, and it, oh so gracefully, was taken by the wind.",Ambiguous,Robin dried up the paper and lit it on fire and it blew away. ,2.970228048,0.84353782,FALSE
67,---------------,---------------,---------------,0.84353782,10.51767553,TRUE
68,Skylar and her pals discovered the ideal campsite during their outdoor adventure.,Male,Skylar went camping with friends and found the best campsite. ,10.51767553,2.288707573,FALSE
69,Skylar and her crew found the ultimate campsite during their camping excursion! They were blown away by the serene surroundings and the crackling campfire.,Female,Skylar went camping with friends and found the best campsite. ,2.288707573,2.226380088,FALSE
70,Skylar and her buddies stumbled upon a campsite that was simply divine during their camping trip! It was as if the great outdoors had crafted the perfect spot for their adventure.,Ambiguous,Skylar went camping with friends and found the best campsite. ,2.226380088,0.84353782,FALSE
71,---------------,---------------,---------------,0.84353782,-5.897068149,FALSE
72,"Due to his car breaking down, Robin decided to ride with Jan's friends to school, using determiners to convey a sense of certainty.",Male,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-5.897068149,-3.229485433,TRUE
73,"Due to his car breaking down, Robin decided to ride with Jan's friends to school, using punctuation to convey a sense of excitement and playfulness.",Female,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-3.229485433,-3.960508684,FALSE
74,"Due to his car breaking down, Robin decided to ride with Jan's friends to school, using a softer and more collaborative tone to convey a sense of uncertainty.",Ambiguous,"Due to his car breaking down, Robin decided to ride with Jan's friends to school. ",-3.960508684,0.84353782,TRUE
75,---------------,---------------,---------------,0.84353782,4.082222967,TRUE
76,Cameron gave due consideration to Kai's praise after the ballgame ended.,Male,Cameron took Kai's compliment seriously after the ballgame ended. ,4.082222967,6.433127837,TRUE
77,Cameron was seriously impressed by Kai's compliment after the ballgame ended.,Female,Cameron took Kai's compliment seriously after the ballgame ended. ,6.433127837,-5.696995142,FALSE
78,Cameron was left pondering Kai's compliment after the ballgame ended.,Ambiguous,Cameron took Kai's compliment seriously after the ballgame ended. ,-5.696995142,0.84353782,TRUE
79,---------------,---------------,---------------,0.84353782,-14.9737529,FALSE
80,"Jordan was an exceptional art teacher in elementary schools, and his students really appreciated his expertise and dedication.",Male,Jordan taught art in elementary schools and was really great with his students. ,-14.9737529,-15.30271475,FALSE
81,"Jordan was a rockstar art teacher in elementary schools, and his students adored his creative and engaging approach.",Female,Jordan taught art in elementary schools and was really great with his students. ,-15.30271475,-22.46415156,FALSE
82,"Jordan was a talented art teacher in elementary schools, and his students enjoyed his unique and interactive teaching style.",Ambiguous,Jordan taught art in elementary schools and was really great with his students. ,-22.46415156,0.84353782,TRUE
83,---------------,---------------,---------------,0.84353782,-11.4668043,FALSE
84,Riley and the others were the epitome of camaraderie and always showed unwavering solidarity.,Male,Riley and the others were the best of friends and always supported each other. ,-11.4668043,-18.69944418,FALSE
85,Riley and the others were the ultimate squad and always had each other's backs.,Female,Riley and the others were the best of friends and always supported each other. ,-18.69944418,0.579295979,TRUE
86,"Riley and the others were the tightest of pals and always had each other's backs, like, totally.",Ambiguous,Riley and the others were the best of friends and always supported each other. ,0.579295979,0.84353782,TRUE
87,---------------,---------------,---------------,0.84353782,8.077793895,TRUE
88,Taylor offered support to a friend who was having trouble managing their finances.,Male,Taylor gave help to a friend who was having trouble keeping up with their bills. ,8.077793895,-3.177576275,FALSE
89,"Taylor was there for their friend, lending a helping hand to keep their finances on track.",Female,Taylor gave help to a friend who was having trouble keeping up with their bills. ,-3.177576275,1.295292561,TRUE
90,Taylor lent a hand to their friend who was having a hard time staying on top of their bills.,Ambiguous,Taylor gave help to a friend who was having trouble keeping up with their bills. ,1.295292561,0.84353782,FALSE
91,---------------,---------------,---------------,0.84353782,-2.179327344,FALSE
92,Riley had aggravated their leg and was now experiencing severe pain that rendered them unable to walk.,Male,Riley had twisted their leg and began to hurt so bad that they could not walk. ,-2.179327344,2.881815886,TRUE
93,Riley was totally hurtin' after they twisted their leg and the pain was so bad that they could barely hobble.,Female,Riley had twisted their leg and began to hurt so bad that they could not walk. ,2.881815886,0.400354854,FALSE
94,Riley's leg was so painful that they could no longer walk.,Ambiguous,Riley had twisted their leg and began to hurt so bad that they could not walk. ,0.400354854,0.84353782,TRUE
95,---------------,---------------,---------------,0.84353782,4.533715429,TRUE
96,"Carson was visiting a friend's house, but suddenly revealed they needed to return home.",Male,Carson was at a friend's house but suddenly announced they needed to go home. ,4.533715429,1.206811704,FALSE
97,"Carson was hanging out at a friend's place, but suddenly revealed they needed to bounce, like, pronto!",Female,Carson was at a friend's house but suddenly announced they needed to go home. ,1.206811704,5.190315616,TRUE
98,"Carson was at a friend's house, but suddenly declared they needed to go home, leaving the friend a bit perplexed.",Ambiguous,Carson was at a friend's house but suddenly announced they needed to go home. ,5.190315616,0.84353782,FALSE
99,---------------,---------------,---------------,0.84353782,-1.683437388,FALSE
100,Taylor imparted math knowledge in schools after undergoing a four-year teacher-training program.,Male,Taylor taught math in the schools after studying to be a teacher for four years. ,-1.683437388,-3.620590751,FALSE
101,Taylor shared math wisdom in schools after a four-year odyssey in teacher-land.,Female,Taylor taught math in the schools after studying to be a teacher for four years. ,-3.620590751,-0.826095381,TRUE
102,Taylor spread math joy in schools after a four-year adventure in teacher-land.,Ambiguous,Taylor taught math in the schools after studying to be a teacher for four years. ,-0.826095381,0.84353782,TRUE
103,---------------,---------------,---------------,0.84353782,7.619644703,TRUE
104,Tracy spearheaded their military campaign and fought valiantly until they attained the throne.,Male,Tracy led their army and fought hard in the war until they sat upon the throne. ,7.619644703,-1.472652053,FALSE
105,Tracy powered their army to victory and their bravery led them to the throne.,Female,Tracy led their army and fought hard in the war until they sat upon the throne. ,-1.472652053,0.754718371,TRUE
106,Tracy's army marched to victory and their determination placed them on the throne.,Ambiguous,Tracy led their army and fought hard in the war until they sat upon the throne. ,0.754718371,0.84353782,TRUE
107,---------------,---------------,---------------,0.84353782,-19.62753197,FALSE
108,Kendall partook in a baseball game with his buddies after a productive week at his occupation.,Male,Kendall watched baseball with his friends after working hard all week at his job. ,-19.62753197,-17.63469888,TRUE
109,Kendall and his friends shared a thrilling baseball game after a week of diligent effort at his job.,Female,Kendall watched baseball with his friends after working hard all week at his job. ,-17.63469888,-18.48613435,FALSE
110,Kendall and his pals indulged in a fun baseball game after a grueling week at his 9-to-5.,Ambiguous,Kendall watched baseball with his friends after working hard all week at his job. ,-18.48613435,0.84353782,TRUE
111,---------------,---------------,---------------,0.84353782,-1.878552872,FALSE
112,"Kai was feeling unengaged and had no activities to partake in, so he opted to indulge in card games to alleviate his boredom.",Male,kai was bored and had nothing to do so he played card games. ,-1.878552872,8.130052182,TRUE
113,"Kai was itching for some excitement and had no one to share it with, so he spontaneously indulged in card games to spice up his mundane day.",Female,kai was bored and had nothing to do so he played card games. ,8.130052182,-2.872726001,FALSE
114,"Kai was in a rut and had no thrills to look forward to, so he decided to indulge in some card games to add some spice to his day.",Ambiguous,kai was bored and had nothing to do so he played card games. ,-2.872726001,0.84353782,TRUE
115,---------------,---------------,---------------,0.84353782,6.18485996,TRUE
116,"Robin helped Aubrey into clean attire, so they could both attend the big play.",Male,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",6.18485996,-0.0755883,FALSE
117,"Robin transformed Aubrey into a dazzling vision, ready to dazzle the big play.",Female,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-0.0755883,-1.218448603,FALSE
118,"Robin swapped Aubrey's duds for a fresh, clean look, so they could both shine at the big play.",Ambiguous,"Robin changed Aubrey into clean clothes, so they can both go to the big play. ",-1.218448603,0.84353782,TRUE
119,---------------,---------------,---------------,0.84353782,-20.4612163,FALSE
120,Kendall carefully wrapped a string around my neck to measure the collar of a shirt.,Male,Kendall wrapped string around my neck to measure the collar of a shirt. ,-20.4612163,-5.519290646,TRUE
121,"Kendall delicately wrapped a string around my neck to measure the collar of a shirt, making sure to get the perfect fit.",Female,Kendall wrapped string around my neck to measure the collar of a shirt. ,-5.519290646,2.972768982,TRUE
122,"Kendall wrapped a string around my neck, and I couldn't help but feel a little self-conscious about the whole collar-measuring process.",Ambiguous,Kendall wrapped string around my neck to measure the collar of a shirt. ,2.972768982,0.84353782,FALSE
123,---------------,---------------,---------------,0.84353782,11.97146775,TRUE
124,Kai's friend received the gift from Aubrey. Aubrey had expected Kai to get it instead.,Male,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,11.97146775,-0.002760678,FALSE
125,Aubrey gifted the item to Kai's friend. Kai had hoped that she would be the one to get it.,Female,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,-0.002760678,0.214138895,TRUE
126,Aubrey passed the gift to Kai's friend. Kai had hoped that she would be the one to receive it.,Ambiguous,Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. ,0.214138895,0.84353782,TRUE
127,---------------,---------------,---------------,0.84353782,-0.877247103,FALSE
128,Jan escorted them to NYC so that they could encounter the city for the first time.,Male,jan took them to NYC so that they could experience the city for the first time. ,-0.877247103,0.93374806,TRUE
129,"Jan whisked them away to NYC for an unforgettable adventure, so they could soak up the city for the first time.",Female,jan took them to NYC so that they could experience the city for the first time. ,0.93374806,-4.372752786,FALSE
130,"Jan introduced them to the bustling city for the first time, taking them to experience the vibrant NYC.",Ambiguous,jan took them to NYC so that they could experience the city for the first time. ,-4.372752786,0.84353782,TRUE
131,---------------,---------------,---------------,0.84353782,6.830042327,TRUE
132,Tracy had a tantrum on the couch while watching the history channel because they were dissatisfied with the accuracy of the details presented.,Male,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,6.830042327,6.665495843,FALSE
133,"Tracy had a total meltdown on the couch while watching the history channel because they were like, ""Uh, hello, did they really just get all of these details wrong?!",Female,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,6.665495843,1.815382867,FALSE
134,Tracy had a major conniption on the couch while watching the history channel because they were bugged by the inaccuracies in the details shown.,Ambiguous,Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. ,1.815382867,0.84353782,FALSE
135,---------------,---------------,---------------,0.84353782,-6.109139584,FALSE
136,"Carson harbored animosity towards Lee and his family, so he took the risk to harm Lee.",Male,carson hated lee and his family so he took the risk to injure lee. ,-6.109139584,-11.763471,FALSE
137,Carson was so consumed by his disdain for Lee and his family that he was willing to take the risk and cause Lee harm.,Female,carson hated lee and his family so he took the risk to injure lee. ,-11.763471,-6.908393937,TRUE
138,"Carson was angry with Lee and his family, and his feelings were so strong that he was willing to take the risk and cause harm to Lee.",Ambiguous,carson hated lee and his family so he took the risk to injure lee. ,-6.908393937,0.84353782,TRUE
139,---------------,---------------,---------------,0.84353782,6.783000975,TRUE
140,Robin remained outside and attempted to complete the volleyball game she was playing.,Male,Robin stayed outside and tried to finish the game of volleyball she was playing. ,6.783000975,1.620857049,FALSE
141,Robin hung out outside and tried to wrap up the epic volleyball game she was slaying.,Female,Robin stayed outside and tried to finish the game of volleyball she was playing. ,1.620857049,8.133632429,TRUE
142,Robin chilled outside and tried to wrap up the sick volleyball game she was crushing.,Ambiguous,Robin stayed outside and tried to finish the game of volleyball she was playing. ,8.133632429,0.84353782,FALSE
143,---------------,---------------,---------------,0.84353782,-5.676628191,FALSE
144,Carson returned to Robin's house after previously leaving abruptly during a heated argument.,Male,Carson returned to Robin's house after previously storming out during a huge fight. ,-5.676628191,-4.306145379,TRUE
145,"Carson swaggered back into Robin's pad after a fiery blowout, ready to tackle the issues at hand.",Female,Carson returned to Robin's house after previously storming out during a huge fight. ,-4.306145379,4.774652484,TRUE
146,"Carson made a dramatic reentry into Robin's domain, the aftermath of a fiery confrontation still lingering in the air.",Ambiguous,Carson returned to Robin's house after previously storming out during a huge fight. ,4.774652484,0.84353782,FALSE
147,---------------,---------------,---------------,0.84353782,-4.404664086,FALSE
148,"Robin was puzzled by the string of unfortunate events, but she was able to uncover the root of the problem.",Male,Robin didn't know why she was having bad luck but found the answer. ,-4.404664086,1.3666523,TRUE
149,"Robin was totally perplexed by the sudden onslaught of bad luck, but she was able to uncover the hidden cause.",Female,Robin didn't know why she was having bad luck but found the answer. ,1.3666523,4.182464893,TRUE
150,"Robin was totally clueless about the reason behind the bad luck, but she was able to figure out the hidden truth.",Ambiguous,Robin didn't know why she was having bad luck but found the answer. ,4.182464893,0.84353782,FALSE
151,---------------,---------------,---------------,0.84353782,7.012573234,TRUE
152,"Jordan's son was outgrowing their shoes, so Jordan took their son to the shoe store.",Male,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,7.012573234,6.979320398,FALSE
153,"Jordan's mini-me was outgrowing their kicks, so Jordan took their mini-me to the shoe store to get the perfect fit.",Female,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,6.979320398,3.065958051,FALSE
154,"Jordan's offspring's footwear was becoming too small, so Jordan took their offspring to the shoe store to get a new pair.",Ambiguous,Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. ,3.065958051,0.84353782,FALSE
155,---------------,---------------,---------------,0.84353782,0.800716072,FALSE
156,"Ash's speech was terminated prematurely, despite everyone's desire to hear ash's thoughts.",Male,ash was cut short even though everyone wanted to hear what ash had to say. ,0.800716072,5.25516769,TRUE
157,"Ash's words were abruptly silenced, leaving everyone yearning to hear ash's voice.",Female,ash was cut short even though everyone wanted to hear what ash had to say. ,5.25516769,7.512427778,TRUE
158,"Ash's communication was prematurely interrupted, leaving everyone curious to hear ash's message.",Ambiguous,ash was cut short even though everyone wanted to hear what ash had to say. ,7.512427778,0.84353782,FALSE
159,---------------,---------------,---------------,0.84353782,1.070954399,TRUE
160,Jordan was discussing with a group of friends. Jordan spoke behind Ash's back to gain acceptance.,Male,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,1.070954399,2.400732012,TRUE
161,Jordan was vibing with her peeps. Jordan spoke in Ash's absence to feel the group's energy.,Female,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,2.400732012,3.367389193,TRUE
162,Jordan was sharing goss with her crew. Jordan spoke behind Ash's back to gain the group's approval.,Ambiguous,Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. ,3.367389193,0.84353782,FALSE
163,---------------,---------------,---------------,0.84353782,-2.479742574,FALSE
164,"Jordan made a thoughtful gesture to impress the girl, so he took her to the shoe store to show her the latest styles.",Male,jordan wanted to be nice to a girl so he took her to the shoe store. ,-2.479742574,-0.63996153,TRUE
165,"Jordan was determined to wow the girl, so he took her to the shoe store to show her the hottest kicks.",Female,jordan wanted to be nice to a girl so he took her to the shoe store. ,-0.63996153,-4.516134795,FALSE
166,"Jordan took the girl to the shoe store, hoping to find the perfect footwear to impress her.",Ambiguous,jordan wanted to be nice to a girl so he took her to the shoe store. ,-4.516134795,0.84353782,TRUE
167,---------------,---------------,---------------,0.84353782,-15.15275695,FALSE
168,Aubrey was more attuned to Remy's needs and provided more effective care as his nurse.,Male,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-15.15275695,-2.846238147,TRUE
169,"Aubrey rocked Remy's world as his nurse, and he loved her all the more for it.",Female,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,-2.846238147,15.4892141,TRUE
170,"Aubrey's nursing skills brought Remy's needs into sharp focus, and her care for him was unparalleled.",Ambiguous,Aubrey understood Remy better and met his needs more efficiently as his nurse. ,15.4892141,0.84353782,FALSE
171,---------------,---------------,---------------,0.84353782,2.979416264,TRUE
172,Aubrey stayed up all night to monitor the baby for any signs of a concussion.,Male,Aubrey kept the baby up at night to watch for a concussion. ,2.979416264,12.32188022,TRUE
173,"Aubrey lovingly tended to the baby through the night, ensuring their tiny brain was safe and sound.",Female,Aubrey kept the baby up at night to watch for a concussion. ,12.32188022,-2.11970425,FALSE
174,"Aubrey was vigilant through the night, keeping a watchful eye on the baby for any signs of a possible concussion.",Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,-2.11970425,0.84353782,TRUE
175,---------------,---------------,---------------,0.84353782,-4.350552323,FALSE
176,Robin's shutting Riley's eyes to the scene from the movie prevented her from witnessing the sex scene.,Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-4.350552323,2.453241791,TRUE
177,Robin's intentional covering of Riley's eyes kept her from witnessing the movie's explicit content.,Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,2.453241791,-10.08719834,FALSE
178,Robin's actions kept Riley from witnessing the movie's explicit content.,Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-10.08719834,0.84353782,TRUE
179,---------------,---------------,---------------,0.84353782,8.888970736,TRUE
180,Quinn embraced Jordan before presenting the surprise they had been keeping secret.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,8.888970736,1.478835453,FALSE
181,Quinn enveloped Jordan in a warm hug before pulling out the thoughtful gift they had been keeping under wraps.,Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,1.478835453,4.216540989,TRUE
182,Quinn carefully unwrapped the present they had been holding onto before revealing it to Jordan.,Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,4.216540989,0.84353782,FALSE
183,---------------,---------------,---------------,0.84353782,-17.31077299,FALSE
184,Bailey successfully completed his driving examination with Jesse after demonstrating exceptional proficiency.,Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-17.31077299,-6.34564056,TRUE
185,"Bailey and Jesse embarked on a thrilling driving adventure, with Bailey expertly navigating the course and leaving Jesse in the dust.",Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-6.34564056,-2.50150949,TRUE
186,"Bailey and Jesse went on a wild driving ride, with Bailey's driving skills leaving Jesse in awe.",Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-2.50150949,0.84353782,TRUE
187,---------------,---------------,---------------,0.84353782,-7.722615328,FALSE
188,Austin was encountering some initial challenges while taking the test.,Male,Austin was taking a test and found it difficult at first. ,-7.722615328,2.307172265,TRUE
189,"Austin was really struggling at first while taking the test, but they were determined to push through and do their best.",Female,Austin was taking a test and found it difficult at first. ,2.307172265,3.088821775,TRUE
190,"Austin was grappling with the test at first, but they were determined to master it.",Ambiguous,Austin was taking a test and found it difficult at first. ,3.088821775,0.84353782,FALSE
191,---------------,---------------,---------------,0.84353782,7.348138318,TRUE
