,idx,Original,Paraphrases,choice,choice_b,target,attr_error,model_score
52,52," Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. How would you describe Remy? "," Remy kindly offered you access to Skylar's Netflix account, eliminating the need for you to purchase your own membership.  How would you describe Remy? ",1,1,2,0.08770161867141724,0.690677285194397
53,53, Skylar was on the phone while at the national park. They lent little attention to the view. What will Skylar want to do next? ," Skylar was engrossed in their conversation on the phone while at the national park, barely paying attention to the stunning scenery around them.  What will Skylar want to do next? ",2,0,0,0.06145906448364258,0.6467534303665161
54,54," Sydney works as a preschool teacher, and helped trace Robin's fingers. Why did Sydney do this? "," Sydney, a dedicated preschool teacher, helped trace Robin's hand prints.  Why did Sydney do this? ",2,1,2,0.12173402309417725,0.9620295763015747
55,55, Jan was pregnant and she gave birth to a beautiful baby daughter. How would you describe Jan? ," Jan was thrilled to welcome her adorable baby girl into the world! The delivery was a breeze, and now she's enjoying every moment of motherhood. 😍👧  How would you describe Jan? ",0,0,0,0.07165801525115967,0.7459772229194641
56,56, Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. What will Kendall want to do next? , Kendall had a thing for house plants and regularly watered them excessively to allow the fluoride to evaporate.  What will Kendall want to do next? ,0,0,0,0.08231091499328613,0.7501699924468994
57,57," Knowing skylar would want to go too, Kendall took Skylar into account. Why did Kendall do this? "," As Kendall knew that Skylar would also want to join in, she considered her friend's preferences when planning the activity.  Why did Kendall do this? ",0,0,2,0.11310017108917236,0.922720193862915
58,58, Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. What will Casey want to do next? ," Aubrey, a dedicated police officer, pulled over Casey for driving recklessly in a construction zone.  What will Casey want to do next? ",2,0,2,0.11542630195617676,0.9073086977005005
59,59, Riley granted Jan the highest title of the kingdom and celebrated with a feast. What will Jan want to do next? , Riley presented Jan with the esteemed highest title of the realm and hosted a grand feast in her honor. 🎉🍴  What will Jan want to do next? ,1,1,0,0.09311306476593018,0.8238900899887085
60,60," After being kicked out of the house by his parents, Jordan needed a place to live. How would you describe Jordan? "," After being forced to leave his childhood home, Jordan found himself in search of a new place to live.  How would you describe Jordan? ",2,0,1,0.2910870313644409,1.114598035812378
61,61, Remy gave birth to a baby girl on a Saturday afternoon. What does Remy need to do before this? ," On a recent Saturday afternoon, Remy welcomed a beautiful baby girl into the world.  What does Remy need to do before this? ",2,2,2,0.12654650211334229,0.8767677545547485
62,62, Alex was no longer raising Sasha but she did give birth to Sasha. What will Alex want to do next? ," Alex is no longer responsible for raising Sasha, despite the fact that she brought her into the world.  What will Alex want to do next? ",1,1,1,0.0922132134437561,0.7491508722305298
63,63, Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. How would Robin feel afterwards? ," Jordan offered Robin some valuable advice on how to ace the job interview, having previously worked at the company and knowing what questions to expect.  How would Robin feel afterwards? ",2,2,2,0.08888489007949829,0.8706896305084229
64,64, Cameron went out of her way to buy food for the homeless. How would Cameron feel afterwards? ," Cameron made a special effort to purchase provisions for the less fortunate members of society, going out of her way to ensure that they have access to basic necessities like food.  How would Cameron feel afterwards? ",2,2,2,0.06624120473861694,0.6229609251022339
65,65, Sydney played Kendall's heart when she pretended to be interested in him at the party. What will happen to Kendall? ," Sydney's behavior towards Kendall at the party was rather manipulative, as she pretended to be interested in him despite not actually feeling that way. 😕  What will happen to Kendall? ",0,1,0,0.0802190899848938,0.7222909927368164
66,66, Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. What will happen to Cameron? ," Cameron's parents encouraged them to excel in school by warning them of the consequences of not doing well, and Cameron heeded their advice.  What will happen to Cameron? ",1,1,1,0.06908774375915527,0.6333085298538208
67,67, Jan took me to NYC to celebrate my birthday before the baby was born. What will Others want to do after? ," Jan and I went to New York City to celebrate my birthday before the baby was born. It was such a thoughtful gesture, and we had a wonderful time exploring the city together.  What will Others want to do after? ",1,1,1,0.08206826448440552,0.7108054757118225
68,68, It was a pretty sunny day outside. Quinn walked instead. What does Quinn need to do before this? ," On a beautiful day like today, Quinn opted to walk instead of driving.  What does Quinn need to do before this? ",2,2,2,0.1422383189201355,0.8358039855957031
69,69, Kai was grounded after wrecking his mother's car so he handed back the keys. What will Kai want to do next? ," After wrecking his mother's car, Kai was grounded and had to return the keys.  What will Kai want to do next? ",2,2,0,0.12002742290496826,0.8721283674240112
70,70, Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. Why did Jordan do this? ," Jordan had a terrifying encounter with a shark while surfing, resulting in him losing his leg. However, he remained unfazed and made light of the situation.  Why did Jordan do this? ",2,1,2,0.0702008605003357,0.6696988344192505
71,71, Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. How would Skylar feel as a result? ," Kendall knew that Skylar's work hours were pretty restrictive, so she made sure to plan the vacation around Skylar's availability.  How would Skylar feel as a result? ",0,0,0,0.08308398723602295,0.6991274356842041
72,72, But she didn't want to be on the team so walked off the court. Why did Aubrey do this? ," However, she didn't want to be part of the team, so she exited the court.  Why did Aubrey do this? ",0,2,0,0.14899170398712158,0.9757297039031982
73,73, Carson was at a friend's house across town from where he lived playing video games. How would Carson feel afterwards? ," Carson spent the evening at his friend's house, engrossed in playing video games and having a blast.  How would Carson feel afterwards? ",2,2,0,0.10823005437850952,0.7838373184204102
74,74, Kendall took their dog to the new dog park in the neighborhood. What will Kendall want to do next? , Kendall brought their dog to the recently opened dog park in the neighborhood.  What will Kendall want to do next? ,2,2,2,0.11532014608383179,0.9592880606651306
75,75," Robin's brother was hungry, too, so Robin cut the sandwich in half. How would Robin feel afterwards? "," Since Robin's brother was also hungry, she divided the sandwich into two equal parts.  How would Robin feel afterwards? ",0,0,0,0.09306156635284424,0.8487652540206909
76,76, Addison regarded every girl as somebody who should be treated by their actions. How would Others feel as a result? , Addison believed that each girl should be judged by her actions rather than her identity.  How would Others feel as a result? ,1,1,1,0.07428371906280518,0.6090391874313354
77,77, Remy challenged them to a game and then beat them so much. How would they feel as a result? ," Remy gave them a run for their money, but ultimately emerged victorious in the game.  How would they feel as a result? ",2,1,0,0.09671670198440552,0.6616275310516357
78,78, Casey gave some money to Jesse so she could go to the movie. How would you describe Casey? , Casey provided Jesse with some financial support so she could go see a movie.  How would you describe Casey? ,0,0,2,0.18629086017608643,1.0443655252456665
79,79, Lee gave birth to ten babies over a span of ten years. How would you describe Lee? ," Lee had an incredibly prolific childbearing period, giving birth to ten babies over the span of ten years.  How would you describe Lee? ",1,1,2,0.17349278926849365,1.1406036615371704
80,80, Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. How would Others feel as a result? ," Cameron donned some very thick attire despite the scorching heat, which made him perspire profusely outside.  How would Others feel as a result? ",0,0,1,0.08601188659667969,0.7638046741485596
81,81, Remy understood every mystery because she was a famous mystery writer. What will Others want to do after? ," Remy had an incredible talent for unraveling mysteries, which was no wonder since she was a renowned mystery writer. Her keen observations and sharp mind allowed her to solve even the most complex cases with ease.  What will Others want to do after? ",0,0,0,0.06635910272598267,0.6304159760475159
82,82," Kendall persisted after being told no, and eventually had a positive effect on Lee. What will Lee want to do next? "," Despite initial rejection, Kendall persevered and ultimately found success with Lee.  What will Lee want to do next? ",0,0,0,0.08344948291778564,0.6740856170654297
83,83, Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. What will Alex want to do next? ," Alex had a distinct approach to worshiping Jesus, despite what others might have thought was the right or wrong way to do it.  What will Alex want to do next? ",2,2,2,0.0913737416267395,0.7309914827346802
84,84, Cameron got a new video game and wanted to spend the night playing it. How would Cameron feel afterwards? , Cameron was thrilled when he received a new video game as a gift and wanted to spend the evening enjoying it.  How would Cameron feel afterwards? ,1,1,2,0.12369829416275024,0.8034852743148804
85,85, Alex grew closer to their significant other after they vacationed together. How would Alex feel afterwards? ," After their romantic getaway together, Alex felt a deeper connection with their significant other and enjoyed spending quality time with them.  How would Alex feel afterwards? ",0,0,0,0.07582908868789673,0.7508081793785095
86,86, Aubrey got gas at the station and got some snacks for the drive. Why did Aubrey do this? , Aubrey filled up her tank and picked up some quick bites for the drive.  Why did Aubrey do this? ,1,1,2,0.10493278503417969,0.7442531585693359
87,87, Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. How would you describe Riley? ," Riley watched Jesse intently, a smile eventually surfacing after they polished off the last cookie.  How would you describe Riley? ",2,2,1,0.17161774635314941,1.1152697801589966
88,88, Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result? ," Aubrey provided a hearty meal of spaghetti for Tracy's children after their baseball practice, demonstrating her nurturing side. 🍝❤️  How would Tracy feel as a result? ",2,2,2,0.07180553674697876,0.6952082514762878
89,89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn want to do next? , Quinn was heartbroken and indulged in a whole carton of ice cream to comfort herself after her breakup.  What will Quinn want to do next? ,1,1,2,0.09258449077606201,0.7697219848632812
90,90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? ," Remy had a productive conversation with Aubrey, which helped Aubrey gain a better understanding of Remy.  How would Remy feel as a result? ",1,1,1,0.0948074460029602,0.8616613745689392
91,91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ," Alex looked after the children after school, allowing their parents to maintain their careers and provide for their family's well-being.  What will Alex want to do next? ",1,1,1,0.07119584083557129,0.6755762696266174
92,92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? , Taylor skillfully taught mathematics to disadvantaged children at local schools. 📝👍  How would Taylor feel afterwards? ,2,2,2,0.09992974996566772,0.8448483347892761
93,93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? "," Jan carefully fastened the beautiful anniversary necklace around Sydney's neck, as she tearfully exclaimed how lovely it was.  What will Sydney want to do next? ",1,1,1,0.0941043496131897,0.8954060077667236
94,94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? , Kendall wasn't selected for the position despite the interviewer expressing confidence in her qualifications.  How would the interviewer feel as a result? ,2,2,2,0.1035415530204773,0.794806718826294
95,95, Riley talked to their friends about what they should do that night. Why did Riley do this? , Riley discussed plans with their friends for what they should do that evening.  Why did Riley do this? ,0,0,1,0.11929833889007568,0.8966054916381836
96,96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? ," Remy went into town and discovered a delightful place to get some sweet treats, enjoying a refreshing ice cream as well! 🍦😋  What does Remy need to do before this? ",1,1,2,0.06547510623931885,0.7208635210990906
97,97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ," Carson went over to a friend's house to play video games and take a break from the tension at home, where his parents were arguing constantly.  What does Carson need to do before this? ",1,0,1,0.0795670747756958,0.7679151296615601
98,98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? , Taylor received high praise for his innovative approach to teaching math in the local schools. His unique methodology captured the attention of both students and educators alike.  Why did Taylor do this? ,1,1,1,0.09523570537567139,0.7560811042785645
99,99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? , Robin pulled over Carson for speeding and then surprisingly decided not to issue a citation.  Why did Robin do this? ,0,0,1,0.1490325927734375,1.0538828372955322
100,100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? , Robin kindly prepared a spread of food in her backyard for the animals to enjoy. 🐰🍽️🌳  What will Robin want to do next? ,2,2,1,0.06495338678359985,0.6739614009857178
101,101, Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this? ," After giving it some thought, Alex deliberately chose to take the initiative and address the problem at hand.  Why did Alex do this? ",1,1,1,0.12198537588119507,0.9549943804740906
102,102, Bailey was not doing well at work but wanted to change the perspective to feel better. How would you describe Bailey? ," Bailey wasn't performing well at work, but she desired to shift her focus to gain a fresh outlook and boost her morale.  How would you describe Bailey? ",0,1,1,0.1082201600074768,0.6528066992759705
103,103, Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. Why did Sydney do this? , Sydney is a big fan of Hillary Clinton and recently came across a biography of her life. She's really excited to read it and learn more about the inspiring woman she looks up to.  Why did Sydney do this? ,0,0,0,0.09220004081726074,0.7058202624320984
104,104, Cameron left the Halloween party early and drove home as fast as they could. Why did Cameron do this? , Cameron left the Halloween gathering before midnight and drove back home briskly.  Why did Cameron do this? ,0,0,2,0.1221497654914856,0.9276914000511169
105,105, Kendall lost their shirt and walked around topless. How would you describe Kendall? ," Kendall accidentally misplaced their shirt and ended up strolling around topless. It was quite an embarrassing situation, but they didn't let it get them down.  How would you describe Kendall? ",1,1,1,0.09701651334762573,0.7323904633522034
106,106, Taylor got louder as they raised their voice because of the altercation. Why did Taylor do this? ," As the altercation escalated, Taylor's voice grew louder and more forceful.  Why did Taylor do this? ",1,1,0,0.11047160625457764,0.9607961177825928
107,107, Kai knew that things were getting out of control and managed to keep his temper in check. How would Others feel as a result? , Kai realized that the situation was escalating and he maintained his composure.  How would Others feel as a result? ,2,2,0,0.08774477243423462,0.7086446285247803
108,108, Tom gave Sydney a red scarf. Sydney set it on fire. How would you describe Sydney? ," Tom presented Sydney with a beautiful red scarf, which she promptly set ablaze. 😱👀  How would you describe Sydney? ",0,0,0,0.13208043575286865,0.9531949758529663
109,109, Austin built a mall on the site where the ruins were found. What does Austin need to do before this? ," Austin constructed a modern shopping center on the site of the ancient ruins, creating a unique blend of past and present.  What does Austin need to do before this? ",1,1,1,0.07518196105957031,0.6781284809112549
110,110, aubrey helped sasha move because they were good friends and sasha needed help. How would Sasha feel as a result? , Aubrey offered to help Sasha with the move because they had a strong friendship and Sasha required some support.  How would Sasha feel as a result? ,0,0,0,0.11324930191040039,0.8401535749435425
111,111, Cameron arrived at the restaurant and sat at their table. What will Cameron want to do next? , Cameron arrived at the eatery and settled into their table.  What will Cameron want to do next? ,2,2,1,0.09738713502883911,0.7350397109985352
112,112, Alex and his brother didn't have much in common. They went on a camping trip and Alex grew closer to their brother. How would Others feel as a result? ," Alex and his brother didn't have many shared interests, but their camping trip experience helped them bond and form a stronger connection.  How would Others feel as a result? ",0,0,1,0.06357210874557495,0.6365262866020203
113,113," Remy, their partner Joe and family were out for dinner when Joe suddenly asked Remy to marry them.  Remy smiled and answered the question happily saying yes of course. What will Others want to do next? "," As Remy and Joe sat down for a nice dinner together, Joe surprised Remy by getting down on one knee and proposing marriage. Overjoyed, Remy said yes without hesitation.  What will Others want to do next? ",1,1,1,0.08054202795028687,0.7974075078964233
114,114, Riley was in pain. How would Riley feel afterwards? , Riley was experiencing significant discomfort and distress.  How would Riley feel afterwards? ,1,1,1,0.07831430435180664,0.7117363214492798
115,115, Jesse is patient and hardworking and hungry in the morning. How would you describe Jesse? ," Jesse exhibits remarkable patience and a strong work ethic, not to mention he's always hungry first thing in the morning. 👍  How would you describe Jesse? ",2,2,1,0.0988495945930481,0.7061659097671509
116,116, Ash and Sasha have been dating for a long time. Why did Ash do this? ," Ash and Sasha have been in a long-term relationship, enjoying each other's company for quite some time now.  Why did Ash do this? ",2,2,2,0.18875551223754883,1.1756631135940552
117,117, Tracy understood Casey's mood better once they sat down and talked it out together. What will Casey want to do next? , Tracy gained a deeper understanding of Casey's emotions once they sat down and had a meaningful conversation.  What will Casey want to do next? ,2,2,2,0.09618407487869263,0.7894607782363892
118,118, Robin took a very long time to make up their mind of what to wear on their date that night. What will Robin want to do next? , Robin spent a considerable amount of time deliberating over their outfit choice for their date that night.  What will Robin want to do next? ,0,2,2,0.11255425214767456,0.8983871340751648
119,119, Bailey was a new student at the local high school in town. How would Others feel as a result? , Bailey was a newcomer to the local high school scene.  How would Others feel as a result? ,2,2,1,0.07829517126083374,0.6501247882843018
