,idx,Original,Paraphrases,choice,choice_b,target,attr_error,model_score
15,15, Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? ," The trash was promptly discarded through combustion, thanks to Sasha's resourceful solution.  How would you describe Sasha? ",1,2,1,0.17502570152282715,1.0434914827346802
16,16, Robin dried up the paper and lit it on fire and it blew away. How would Robin feel afterwards? ," Robin's intense stare incinerated the paper, sending it soaring into the distance like a floating ember.  How would Robin feel afterwards? ",1,1,1,0.10128951072692871,0.798854649066925
17,17, Skylar went camping with friends and found the best campsite. What does Skylar need to do before this? , Skylar and their friends explored the great outdoors and came across an ideal campsite for their overnight stay.  What does Skylar need to do before this? ,1,1,1,0.10333174467086792,0.721208930015564
18,18," Due to his car breaking down, Robin decided to ride with Jan's friends to school. What will Robin want to do next? ", Robin had to make an unexpected detour and catch a ride with Jan's posse to get to school on time.  What will Robin want to do next? ,2,0,0,0.09623497724533081,0.7386937141418457
19,19, Cameron took Kai's compliment seriously after the ballgame ended. How would you describe Cameron? ," Cameron took Kai's flattery seriously, as they both had a great time at the ballgame.  How would you describe Cameron? ",0,0,0,0.13771796226501465,0.895171046257019
20,20, Jordan taught art in elementary schools and was really great with his students. How would the parents feel as a result? ," Jordan demonstrated exceptional skill in teaching art to elementary school children, and his students adored him.  How would the parents feel as a result? ",1,2,1,0.09896373748779297,0.8219751119613647
21,21, Riley and the others were the best of friends and always supported each other. What will happen to Others? ," Riley and their crew were BFFs who constantly showed up for each other, no matter what.  What will happen to Others? ",1,1,1,0.09421753883361816,0.6397662162780762
22,22, Taylor gave help to a friend who was having trouble keeping up with their bills. What will their friend want to do next? , Taylor provided assistance to their friend who was facing challenges with financial management.  What will their friend want to do next? ,1,1,1,0.06937873363494873,0.5960785150527954
23,23, Riley had twisted their leg and began to hurt so bad that they could not walk. What does Riley need to do before this? ," Riley had injured their leg and was suffering from intense discomfort, leaving them unable to ambulate.  What does Riley need to do before this? ",0,0,1,0.09166407585144043,0.6818299293518066
24,24, Carson was at a friend's house but suddenly announced they needed to go home. Why did Carson do this? , Carson notified their host that they required a prompt departure to address a pressing matter at their residence.  Why did Carson do this? ,2,2,2,0.1133887767791748,0.8209457397460938
25,25, Taylor taught math in the schools after studying to be a teacher for four years. What does Taylor need to do before this? ," Taylor, who had spent four years studying to become a teacher, used their mathematical prowess to educate students in the local school system.  What does Taylor need to do before this? ",0,2,0,0.08846485614776611,0.8751989603042603
26,26, Tracy led their army and fought hard in the war until they sat upon the throne. How would you describe Tracy? ," Tracy's impressive military prowess and strategic thinking secured their dominance on the battlefield, ultimately leading to their coronation as ruler.  How would you describe Tracy? ",2,2,2,0.06456875801086426,0.6125950813293457
27,27, Kendall watched baseball with his friends after working hard all week at his job. What will Kendall want to do next? ," Kendall enjoyed some quality time with his peers, indulging in a ball game following a productive workweek.  What will Kendall want to do next? ",1,1,1,0.08650612831115723,0.6658052206039429
28,28, kai was bored and had nothing to do so he played card games. What will Kai want to do next? ," Kai had nothing going on and wanted to kill some time, so they reached for their trusty deck of cards and started playing.  What will Kai want to do next? ",2,2,2,0.0962405800819397,0.7212103605270386
29,29," Robin changed Aubrey into clean clothes, so they can both go to the big play. What will Robin want to do next? "," Robin transformed Aubrey's attire, enabling them to don clean garb for the grand spectacle.  What will Robin want to do next? ",2,2,0,0.10683220624923706,0.80339515209198
30,30, Kendall wrapped string around my neck to measure the collar of a shirt. What will Others want to do next? , Kendall secured a measuring string around my neck to assess the collar size of this garment.  What will Others want to do next? ,1,1,0,0.09930610656738281,0.8356493711471558
31,31, Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. How would Kai feel as a result? ," Aubrey bestowed the object upon Kai's acquaintance, who had harbored a desire for it with great certainty.  How would Kai feel as a result? ",0,1,1,0.10194522142410278,0.7694211006164551
32,32, jan took them to NYC so that they could experience the city for the first time. What will Others want to do next? ," Jan organized a journey to NYC, allowing us to encounter the bustling city for the very first time.  What will Others want to do next? ",0,0,0,0.10518783330917358,0.800521194934845
33,33, Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. Why did Tracy do this? , Tracy had a strong reaction on the couch while watching the history channel due to the numerous factual errors.  Why did Tracy do this? ,0,1,1,0.10060375928878784,0.8173168897628784
34,34, carson hated lee and his family so he took the risk to injure lee. How would you describe Carson? ," Carson harbored ill feelings towards Lee and his kin, and in an act of desperation, he gambled with Lee's well-being by causing him harm.  How would you describe Carson? ",1,1,1,0.08388036489486694,0.7076220512390137
35,35, Robin stayed outside and tried to finish the game of volleyball she was playing. How would Robin feel afterwards? ," Robin engaged in an exhilarating match of volleyball with companions under the sun, aiming for a triumphant outcome.  How would Robin feel afterwards? ",0,2,2,0.09122705459594727,0.7312721014022827
36,36, Carson returned to Robin's house after previously storming out during a huge fight. How would Carson feel afterwards? ," Carson stormed out of Robin's place following a fiery confrontation, leaving behind a trail of hurt feelings and unresolved issues.  How would Carson feel afterwards? ",1,1,1,0.07948315143585205,0.7051538228988647
37,37, Robin didn't know why she was having bad luck but found the answer. How would Robin feel afterwards? ," Robin encountered a series of unfortunate events without understanding their cause, yet ultimately found the explanation.  How would Robin feel afterwards? ",1,1,1,0.07131892442703247,0.6829626560211182
38,38, Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. How would Jordan's son feel as a result? ," The young one's footwear was no longer fitting, so Jordan escorted them to the shoe retailer for an upgrade.  How would Jordan's son feel as a result? ",2,2,2,0.08947145938873291,0.7767273187637329
39,39, ash was cut short even though everyone wanted to hear what ash had to say. What will happen to Others? ," The group's discussion was prematurely terminated, leaving unsaid what Ash had intended to share.  What will happen to Others? ",2,2,2,0.10016089677810669,0.8158839344978333
40,40, Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. What will happen to Jordan? , Jordan was conversing with their pals when they murmured a bit of dirt about Ash to gain acceptance within the group.  What will happen to Jordan? ,2,2,2,0.08197259902954102,0.6371239423751831
41,41, jordan wanted to be nice to a girl so he took her to the shoe store. What does Jordan need to do before this? ," Jordan wanted to show kindness to someone he likes, so he invited them to the shoe store to pick out their favorite shoes.  What does Jordan need to do before this? ",2,2,1,0.10538780689239502,0.7537791728973389
42,42, Aubrey understood Remy better and met his needs more efficiently as his nurse. How would Remy feel as a result? , Aubrey demonstrated a thorough comprehension of Remy's requirements and efficiently addressed them in their role as nurse.  How would Remy feel as a result? ,1,1,1,0.07741278409957886,0.755943238735199
43,43, Aubrey kept the baby up at night to watch for a concussion. What will happen to Aubrey? ," Aubrey remained alert during the night to observe the baby's condition, ensuring no concussion went undetected.  What will happen to Aubrey? ",1,2,1,0.136183500289917,0.9168627262115479
44,44, Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. How would Riley feel as a result of this? , Robin skillfully concealed Riley's vision of the sensual scene to maintain their mutual comfort level.  How would Riley feel as a result of this? ,2,1,1,0.0768248438835144,0.6458713412284851
45,45, Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. What does Quinn need to do before this? , Quinn enveloped Jordan in a warm hug before presenting the thoughtful gift they had been keeping secret.  What does Quinn need to do before this? ,1,1,0,0.11444669961929321,0.9508894085884094
46,46, Bailey passed Jesse on his driving examination after he passed with flying colors. What does Bailey need to do before this? , Bailey demonstrated exceptional driving proficiency and received top marks on his examination.  What does Bailey need to do before this? ,0,0,0,0.13410592079162598,0.8647163510322571
47,47, Austin was taking a test and found it difficult at first. How would you describe Austin? ," Austin had a tough time with the test initially, but he managed to overcome the obstacles and finish it successfully.  How would you describe Austin? ",0,2,2,0.12043672800064087,0.7514026761054993
48,48," Quinn was playing and froliking in the snow, making snow angels and snowballs. How would you describe Quinn? "," Quinn was engaging in winter fun, making use of the snow to create snowballs and angelic shapes in the white blanket.  How would you describe Quinn? ",2,2,2,0.10807293653488159,0.9141917824745178
49,49, Tracy gave money to my friend who needed it but failed to by it back as they promised. What will happen to Tracy? ," Tracy provided financial assistance to someone I know, but they did not fulfill their commitment to repay me as agreed.  What will happen to Tracy? ",1,1,2,0.1245151162147522,0.8080509305000305
50,50, Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. How would you describe Cameron? , Camerson evaluated Bailey's research paper and experienced a positive assessment of their work.  How would you describe Cameron? ,0,0,1,0.1919463872909546,1.1232932806015015
51,51," Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. What will Skylar want to do next? "," Skylar was jostled by the bully in the lunch line, leading to an impromptu milk shower for the aggressor.  What will Skylar want to do next? ",2,1,0,0.0894542932510376,0.7819896936416626
52,52," Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. How would you describe Remy? "," Remy provided you with a Skylar account for Netflix as a generous gesture, enabling you to access a wide range of shows and movies without incurring additional costs.  How would you describe Remy? ",1,1,2,0.0630490779876709,0.6286149024963379
53,53, Skylar was on the phone while at the national park. They lent little attention to the view. What will Skylar want to do next? ," Skylar was engaged in a call while at the park, with little focus on the picturesque landscape.  What will Skylar want to do next? ",0,0,0,0.08511805534362793,0.6894685626029968
54,54," Sydney works as a preschool teacher, and helped trace Robin's fingers. Why did Sydney do this? "," Sydney, a skilled educator, collaborated with Robin to explore the art of finger tracing.  Why did Sydney do this? ",2,1,2,0.13055765628814697,0.9794008731842041
55,55, Jan was pregnant and she gave birth to a beautiful baby daughter. How would you describe Jan? , The parents were elated to welcome their precious baby girl into the world.  How would you describe Jan? ,0,0,0,0.17881333827972412,1.0168479681015015
56,56, Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. What will Kendall want to do next? , Kendall had a thing for house plants and would frequently pour too much water into their jars to let the fluoride dissipate.  What will Kendall want to do next? ,0,0,0,0.0821923017501831,0.7431784272193909
57,57," Knowing skylar would want to go too, Kendall took Skylar into account. Why did Kendall do this? "," When planning their next move, Kendall gave thought to Skylar's perspective as well, ensuring everyone was on the same page.  Why did Kendall do this? ",1,0,2,0.0950005054473877,0.7642004489898682
58,58, Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. What will Casey want to do next? ," Aubrey, a traffic enforcement agent, issued a citation to Casey for racing through a hazardous construction zone, compromising the safety of everyone present.  What will Casey want to do next? ",0,0,2,0.07630425691604614,0.7676234841346741
59,59, Riley granted Jan the highest title of the kingdom and celebrated with a feast. What will Jan want to do next? , Riley awarded Jan the highest rank in the land and threw a lavish party to acknowledge their achievement.  What will Jan want to do next? ,1,1,0,0.10594528913497925,0.8124457597732544
60,60," After being kicked out of the house by his parents, Jordan needed a place to live. How would you describe Jordan? ", Jordan was left without a place to stay after being dismissed from the family residence.  How would you describe Jordan? ,1,0,1,0.2494744062423706,0.9799611568450928
61,61, Remy gave birth to a baby girl on a Saturday afternoon. What does Remy need to do before this? ," Remy brought forth a new life, a beautiful baby girl, on a serene Saturday afternoon.  What does Remy need to do before this? ",2,2,2,0.11132508516311646,0.7782149314880371
62,62, Alex was no longer raising Sasha but she did give birth to Sasha. What will Alex want to do next? ," Alex was no longer providing care for Sasha, yet he/she was the one who brought her into the world.  What will Alex want to do next? ",1,1,1,0.07930749654769897,0.6799468994140625
63,63, Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. How would Robin feel afterwards? ," Jordan provided Robin with guidance on how to navigate the interview stage, leveraging his familiarity with the company's hiring process and the types of questions that are typically asked.  How would Robin feel afterwards? ",2,2,2,0.08425819873809814,0.8012451529502869
64,64, Cameron went out of her way to buy food for the homeless. How would Cameron feel afterwards? , Cameron took initiative to procure essentials for the destitute.  How would Cameron feel afterwards? ,2,2,2,0.0942312479019165,0.6977752447128296
65,65, Sydney played Kendall's heart when she pretended to be interested in him at the party. What will happen to Kendall? ," Sydney skillfully manipulated Kendall's emotions when he pretended to be interested in her at the party, leaving him completely captivated.  What will happen to Kendall? ",1,1,0,0.07959961891174316,0.726660966873169
66,66, Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. What will happen to Cameron? ," Cameron's caregivers emphasized the importance of academic success, warning of limitations on freedom if they failed to deliver. Cameron took their message to heart.  What will happen to Cameron? ",1,1,1,0.04954713582992554,0.44838881492614746
67,67, Jan took me to NYC to celebrate my birthday before the baby was born. What will Others want to do after? , Jan and I embarked on a thrilling journey to NYC to commemorate my special day before the new addition arrived.  What will Others want to do after? ,1,1,1,0.0677143931388855,0.5552123188972473
68,68, It was a pretty sunny day outside. Quinn walked instead. What does Quinn need to do before this? ," On a lovely day like today, Quinn decided to get some fresh air and went for a leisurely stroll.  What does Quinn need to do before this? ",2,2,2,0.1549900770187378,0.8889727592468262
69,69, Kai was grounded after wrecking his mother's car so he handed back the keys. What will Kai want to do next? ," Kai found himself in a tight spot after crashing his mom's ride, so he reluctantly gave her back the keys.  What will Kai want to do next? ",2,2,0,0.09718531370162964,0.7417288422584534
70,70, Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. Why did Jordan do this? ," Jordan's surfing excursion was disrupted when a shark attacked and bit off their leg. Showing remarkable resilience, Jordan made light of the traumatic experience.  Why did Jordan do this? ",0,1,2,0.06252682209014893,0.6843515634536743
71,71, Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. How would Skylar feel as a result? ," Kendall took into account Skylar's busy work schedule when organizing the vacation, ensuring that it wouldn't interfere with their other commitments.  How would Skylar feel as a result? ",0,0,0,0.08027595281600952,0.7475330233573914
72,72, But she didn't want to be on the team so walked off the court. Why did Aubrey do this? , The player opted out of the team and exited the court without fanfare.  Why did Aubrey do this? ,2,2,0,0.13477057218551636,0.8838078379631042
73,73, Carson was at a friend's house across town from where he lived playing video games. How would Carson feel afterwards? ," Carson was elsewhere in the city engaging in digital combat, immersed in an intense gaming session with a pal.  How would Carson feel afterwards? ",2,2,0,0.09590858221054077,0.7113785147666931
74,74, Kendall took their dog to the new dog park in the neighborhood. What will Kendall want to do next? ," The individual, whose gender is not specified, led their canine friend to the freshly established dog park nearby.  What will Kendall want to do next? ",2,2,2,0.0717739462852478,0.7308138012886047
75,75," Robin's brother was hungry, too, so Robin cut the sandwich in half. How would Robin feel afterwards? "," Robin's sibling had a rumbly tummy, so they sliced the snack in half to share.  How would Robin feel afterwards? ",2,0,0,0.09662073850631714,0.8339135646820068
76,76, Addison regarded every girl as somebody who should be treated by their actions. How would Others feel as a result? ," Addison viewed all individuals, regardless of gender, as having inherent worth and deserving of fair treatment based on their actions.  How would Others feel as a result? ",1,1,1,0.0711677074432373,0.5835201740264893
77,77, Remy challenged them to a game and then beat them so much. How would they feel as a result? , Remy invited the team to a friendly competition and then proved to be the superior player.  How would they feel as a result? ,2,1,0,0.08620291948318481,0.5893420577049255
78,78, Casey gave some money to Jesse so she could go to the movie. How would you describe Casey? ," Casey provided financial support to Jesse, allowing them to attend the cinema.  How would you describe Casey? ",2,0,2,0.19958174228668213,1.073035478591919
79,79, Lee gave birth to ten babies over a span of ten years. How would you describe Lee? , Lee was responsible for bringing ten new lives into the world across a period of ten years.  How would you describe Lee? ,1,1,2,0.17211711406707764,1.0161106586456299
80,80, Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. How would Others feel as a result? ," Cameron sported some weighty attire on the hot day, leading to a profuse sweat that soaked through their clothes.  How would Others feel as a result? ",0,0,1,0.0929827094078064,0.8242120742797852
81,81, Remy understood every mystery because she was a famous mystery writer. What will Others want to do after? , Remy's exceptional talent as a mystery writer allowed them to effortlessly unravel even the most complex enigmas.  What will Others want to do after? ,0,0,0,0.07796233892440796,0.6995497941970825
82,82," Kendall persisted after being told no, and eventually had a positive effect on Lee. What will Lee want to do next? "," Kendall continued to pursue their goal despite obstacles, resulting in a positive impact on Lee.  What will Lee want to do next? ",0,0,0,0.09655636548995972,0.7357200384140015
83,83, Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. What will Alex want to do next? ," Alex revered Jesus and practiced their faith in a personalized fashion, irrespective of the opinions of others.  What will Alex want to do next? ",2,2,2,0.08409202098846436,0.697659432888031
84,84, Cameron got a new video game and wanted to spend the night playing it. How would Cameron feel afterwards? , Cameron was eager to dive into their new video game and wanted to pass the night away in a gaming frenzy.  How would Cameron feel afterwards? ,1,1,2,0.10943377017974854,0.7473814487457275
85,85, Alex grew closer to their significant other after they vacationed together. How would Alex feel afterwards? , Alex deepened their emotional attachment with their companion following their joint travels.  How would Alex feel afterwards? ,0,0,0,0.08204632997512817,0.735938310623169
86,86, Aubrey got gas at the station and got some snacks for the drive. Why did Aubrey do this? , Aubrey refueled their vehicle and purchased some munchies for the journey ahead.  Why did Aubrey do this? ,1,1,2,0.10097241401672363,0.7231178879737854
87,87, Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. How would you describe Riley? ," Riley looked at Jesse with a penetrating stare, and their smile lit up the space after they consumed the last cookie.  How would you describe Riley? ",2,2,1,0.09994083642959595,0.849069356918335
88,88, Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result? ," Aubrey fed Tracy's offspring a hearty meal following their athletic pursuits. (Using gender-neutral language to avoid any assumptions about the genders of the individuals involved, and emphasizing the idea that all children need nourishment regardless of their gender)  How would Tracy feel as a result? ",2,2,2,0.052387118339538574,0.506013035774231
89,89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn want to do next? , Quinn mournfully consume a full box of ice cream as a form of catharsis following their separation.  What will Quinn want to do next? ,2,1,2,0.09075182676315308,0.7361235618591309
90,90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? , Remy and Aubrey engaged in a constructive dialogue that facilitated mutual comprehension and improved their relationship.  How would Remy feel as a result? ,1,1,1,0.084622323513031,0.7923606038093567
91,91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ," Alex assumed responsibility for the children's care after school, freeing up their parents to pursue their work and maintain financial stability.  What will Alex want to do next? ",1,1,1,0.07104182243347168,0.7290558218955994
92,92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? , Taylor delivered impactful math lessons to underresourced pupils at neighborhood educational institutions.  How would Taylor feel afterwards? ,2,2,2,0.09764188528060913,0.8132421970367432
93,93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? "," Jan delicately affixed the anniversary necklace to Sydney's neck, evoking tears of happiness and cries of amazement from them.  What will Sydney want to do next? ",1,1,1,0.08498448133468628,0.8313175439834595
94,94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? ," Kendall was told by the interviewer that they were looking for someone with his qualifications, but he didn't end up getting the job.  How would the interviewer feel as a result? ",2,2,2,0.10246467590332031,0.7567394971847534
95,95, Riley talked to their friends about what they should do that night. Why did Riley do this? , Riley consulted their friends about their evening agenda.  Why did Riley do this? ,2,0,1,0.107810378074646,0.852082371711731
96,96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? , Remy went into town looking for a fun place to grab some snacks and ended up enjoying a delicious ice cream dessert.  What does Remy need to do before this? ,1,1,2,0.09898960590362549,0.7796703577041626
97,97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ," Carson visited their friend's abode for some gaming therapy, trying to outrun the stress at home triggered by their parents' disputes.  What does Carson need to do before this? ",2,0,1,0.05798161029815674,0.5695126056671143
98,98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? , Male,2,1,1,0.00260818749666214,-0.07088348269462585
99,99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? , Robin flagged down Carson for exceeding the speed limit and subsequently refrained from issuing a citation.  Why did Robin do this? ,0,0,1,0.14795851707458496,1.0164177417755127
100,100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? , Robin placed a selection of delectable delights outside for the local wildlife to discover and savor.  What will Robin want to do next? ,1,2,1,0.06926077604293823,0.6157916784286499
101,101, Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this? , Alex pondered for a minute before arriving at a resolution to address the situation.  Why did Alex do this? ,1,1,1,0.11965703964233398,0.9269188642501831
102,102, Bailey was not doing well at work but wanted to change the perspective to feel better. How would you describe Bailey? ," Bailey had hit a rough patch at work, but they wanted to reframe their thinking to regain momentum.  How would you describe Bailey? ",0,1,1,0.20180296897888184,0.9913464784622192
103,103, Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. Why did Sydney do this? , Sydney has a strong interest in Hillary Clinton and came across a biography of her. They were intrigued by her life story and the challenges she overcame to become one of the most influential women in politics.  Why did Sydney do this? ,0,0,0,0.09687983989715576,0.7451050281524658
104,104, Cameron left the Halloween party early and drove home as fast as they could. Why did Cameron do this? , Cameron exited the Halloween party promptly and navigated the route back home with haste.  Why did Cameron do this? ,0,0,2,0.11613678932189941,0.8949588537216187
105,105, Kendall lost their shirt and walked around topless. How would you describe Kendall? , Kendall experienced a wardrobe malfunction and went au naturel for a bit.  How would you describe Kendall? ,1,1,1,0.1333857774734497,0.8053572177886963
106,106, Taylor got louder as they raised their voice because of the altercation. Why did Taylor do this? , Taylor's voice rose in intensity as they engaged in a tense conversation.  Why did Taylor do this? ,1,1,0,0.11564058065414429,0.9634780287742615
107,107, Kai knew that things were getting out of control and managed to keep his temper in check. How would Others feel as a result? , Kai regulated his emotions and kept a level head while dealing with a chaotic situation.  How would Others feel as a result? ,0,2,0,0.081307053565979,0.6765376329421997
108,108, Tom gave Sydney a red scarf. Sydney set it on fire. How would you describe Sydney? ," Tom offered Sydney a vibrant red scarf, which she then utilized for an unconventional fashion statement by setting it ablaze.  How would you describe Sydney? ",0,0,0,0.10387802124023438,0.8202904462814331
109,109, Austin built a mall on the site where the ruins were found. What does Austin need to do before this? ," A commercial complex was built atop the location where the old structure was unearthed, as directed by Austin's urban planners.  What does Austin need to do before this? ",1,1,1,0.054315268993377686,0.5539740324020386
110,110, aubrey helped sasha move because they were good friends and sasha needed help. How would Sasha feel as a result? ," Aubrey and Sasha had a strong bond, so when the latter needed help moving, the former stepped up to the task without hesitation.  How would Sasha feel as a result? ",0,0,0,0.06723159551620483,0.5523325800895691
111,111, Cameron arrived at the restaurant and sat at their table. What will Cameron want to do next? , Cameron showed up at the restaurant and took occupancy of their table.  What will Cameron want to do next? ,2,2,1,0.08821970224380493,0.6802285313606262
112,112, Alex and his brother didn't have much in common. They went on a camping trip and Alex grew closer to their brother. How would Others feel as a result? ," Alex and their sibling embarked on a journey into the great outdoors, forging a deeper connection through shared experiences and learning to appreciate each other's distinct qualities.  How would Others feel as a result? ",1,0,1,0.04493623971939087,0.4726651906967163
113,113," Remy, their partner Joe and family were out for dinner when Joe suddenly asked Remy to marry them.  Remy smiled and answered the question happily saying yes of course. What will Others want to do next? "," While enjoying a meal together, Joe proposed to Remy, who happily agreed, their love for each other shining brightly in their smiles.  What will Others want to do next? ",1,1,1,0.08404862880706787,0.7452809810638428
114,114, Riley was in pain. How would Riley feel afterwards? , Riley had distress.  How would Riley feel afterwards? ,1,1,1,0.09116357564926147,0.7847537398338318
115,115, Jesse is patient and hardworking and hungry in the morning. How would you describe Jesse? ," Jesse possesses a strong sense of perseverance and commitment, evident in his consistent hard work and dedication to completing tasks, regardless of the time of day or personal preferences.  How would you describe Jesse? ",2,2,1,0.054229140281677246,0.5372376441955566
116,116, Ash and Sasha have been dating for a long time. Why did Ash do this? , Ash and Sasha have been in a committed relationship for quite a while now.  Why did Ash do this? ,2,2,2,0.1732116937637329,1.1359639167785645
117,117, Tracy understood Casey's mood better once they sat down and talked it out together. What will Casey want to do next? , Tracy became more attuned to Casey's emotional state after engaging in a meaningful dialogue with them.  What will Casey want to do next? ,2,2,2,0.10224848985671997,0.8263884782791138
118,118, Robin took a very long time to make up their mind of what to wear on their date that night. What will Robin want to do next? , Robin deliberated extensively before choosing their attire for the evening's adventure.  What will Robin want to do next? ,0,2,2,0.09651923179626465,0.7867542505264282
119,119, Bailey was a new student at the local high school in town. How would Others feel as a result? ," Bailey, a recent transfer to the town's high school, quickly became a prominent figure among students, radiating a sense of excitement and possibility.  How would Others feel as a result? ",0,2,1,0.057730257511138916,0.5776867270469666
120,120, Skylar ate too much sweets and chocolate and drank too much sugary juice and the dentist told her she had a cavity. How would you describe Skylar? ," Skylar's love for sugary delights and drinks led to an unexpected visit to the dentist, who revealed that they had developed a cavity.  How would you describe Skylar? ",2,2,2,0.10259974002838135,0.8534115552902222
