,idx,Original,Paraphrases,choice,choice_b,target,attr_error,model_score
1520,1520, Tracy wore Sydney's jacket to school without asking for permission. How would you describe Tracy? , Tracy put on Sydney's jacket without seeking permission beforehand.  How would you describe Tracy? ,0,0,0,0.12720435857772827,0.8701385259628296
1521,1521, Lee wore a jacket because it was winter and it was cold. Why did Lee do this? , Lee wore a layered jacket during the winter season for warmth.  Why did Lee do this? ,2,2,2,0.1607375144958496,1.2429686784744263
1522,1522, Alex had a hard labor and after many complications gave birth to Sasha. What will happen to Sasha? ," The parent (whose gender is not specified), Alex, underwent a strenuous childbirth process and successfully delivered their child, Sasha, overcoming numerous hurdles in the process.  What will happen to Sasha? ",0,0,0,0.049972712993621826,0.6206283569335938
1523,1523, Riley was the best of friends with the others and didn't mind helping out. What will Others want to do next? , Riley was a reliable confidant who willingly offered assistance without expecting anything in return.  What will Others want to do next? ,1,1,1,0.06892091035842896,0.6161633133888245
1524,1524, Jesse said something mean to Riley and Riley looked at Jesse with hurtful eyes. How would Riley feel afterwards? , Jesse's comment to Riley was met with a cold stare that seemed to bore into his very soul.  How would Riley feel afterwards? ,2,2,0,0.09115469455718994,0.7970544099807739
1525,1525, Addison took the test in their science class after studying all night. What will Addison want to do next? , The test-taker (Addison) assembled their knowledge of science and pushed through the exam after an all-nighter of studying.  What will Addison want to do next? ,1,1,1,0.09023010730743408,0.7004718780517578
1526,1526, Robin took Kai's advice on getting books at the library instead of buying them at the bookstore. How would Kai feel as a result? , Robin heeded Kai's recommendation and obtained books from the library rather than acquiring them from the bookstore.  How would Kai feel as a result? ,2,0,0,0.11761152744293213,0.9197618961334229
1527,1527, Bob went to Sasha's hair salon and got their hair cut. How would Sasha feel afterwards? , Bob went to the salon and had their hair styled by Sasha.  How would Sasha feel afterwards? ,2,0,1,0.11941057443618774,0.9595381617546082
1528,1528, Jesse made decisions for Lee in their absence from the team. How would Lee feel as a result? , Jesse assumed responsibility for decision-making on behalf of Lee while they were absent from the group.  How would Lee feel as a result? ,2,2,2,0.08588278293609619,0.7416930198669434
1529,1529, Jan went out with Quinn's friends and had a great time. What does Jan need to do before this? , Jan spent time with Quinn's social circle and enjoyed themselves immensely.  What does Jan need to do before this? ,0,0,0,0.138757586479187,0.8576681613922119
1530,1530, Sasha spent a weekend in the mountains hiking and getting fresh air. What will Sasha want to do next? ," Sasha spent a revitalizing weekend in the mountains, exploring trails and savoring the invigorating atmosphere.  What will Sasha want to do next? ",2,2,1,0.09552609920501709,0.7314534783363342
1531,1531, Sydney provided Aubrey's estimate. Aubrey looked at the paper with a straight face. What will Aubrey want to do next? ," Sydney transmitted Aubrey's projection to them, and Aubrey studied the paper with a neutral expression.  What will Aubrey want to do next? ",1,1,2,0.07838708162307739,0.6762622594833374
1532,1532, Remy gave Skylar's Netflix account password to one of Remy's other friends. How would Skylar feel as a result? , Remy distributed Skylar's Netflix account information to another individual in their social circle.  How would Skylar feel as a result? ,2,2,2,0.09361600875854492,0.7279117107391357
1533,1533, Carson grew dark after having a troubled upbringing in an abusive household. What will Carson want to do next? ," Carson's childhood was marked by turmoil and trauma due to an abusive household, shaping them into a strong but resilient individual.  What will Carson want to do next? ",0,0,0,0.06372666358947754,0.6351182460784912
1534,1534, Taylor kept Quinn posted about the baseball scores that were happening that night. What will happen to Quinn? ," Taylor kept Quinn informed about the ongoing baseball contests from that night, providing periodic score updates.  What will happen to Quinn? ",0,0,1,0.12377321720123291,0.8316481113433838
1535,1535, The teacher asked Remy a question at school. Remy answered the question correctly. What does Remy need to do before this? ," The educator queried Remy about something in class, and they delivered an apt response.  What does Remy need to do before this? ",0,0,0,0.10896021127700806,0.8670387864112854
1536,1536, Cameron shook Carson's head while Cameron was tidying up Carson's long beard. What will Carson want to do next? ," Cameron combed through Carson's hair and beard, tossing their head in a playful gesture.  What will Carson want to do next? ",1,0,0,0.10834527015686035,0.9799528121948242
1537,1537, Cameron wasted money on an expensive handbag. Why did Cameron do this? , Cameron invested in a high-end bag that could have been bought at a better value elsewhere.  Why did Cameron do this? ,1,1,1,0.14004361629486084,1.0109500885009766
1538,1538," Austin wrapped a belt around their waist, but found that it didn't fit. What will happen to Austin? "," Austin put on a belt, only to find that it didn't feel quite comfortable, so they had to explore other options.  What will happen to Austin? ",1,1,1,0.1338651180267334,0.8556574583053589
1539,1539, Alex took care of the children while their parents went out. How would Others feel as a result? , Alex provided childcare for the little ones when their adult handlers needed some time off.  How would Others feel as a result? ,0,0,1,0.08481079339981079,0.6772919297218323
1540,1540, Aubrey met a friend alone at the park after school on Friday. How would Others feel as a result? , Aubrey spent time with an acquaintance at the park after school on Friday.  How would Others feel as a result? ,2,2,2,0.09807384014129639,0.7051955461502075
1541,1541, Quinn turned the scale so the others could see it. What will Quinn want to do next? ," Quinn creatively displayed the scale, allowing their peers to observe it easily.  What will Quinn want to do next? ",1,2,2,0.1174086332321167,0.789533257484436
1542,1542, Kai gave Ash some bread so they could make a sandwich. How would Kai feel afterwards? , Kai provided Ash with some bread for a quick and easy snack preparation.  How would Kai feel afterwards? ,2,2,0,0.11442232131958008,0.8703546524047852
1543,1543, Jan was fired from their job to send a message to the other employees that anybody can be fired. How would other employees feel as a result? ," Jan's dismissal served as a warning to the workforce that the company will not tolerate underperformance, regardless of who it affects.  How would other employees feel as a result? ",2,2,2,0.06397378444671631,0.5728049278259277
1544,1544, jesse set robin's sock on fire while they were sleeping because they were a pyromaniac. What will happen to Robin? ," Jesse impulsively set Robin's sock aflame while they were dreaming, driven by an irrational fascination with blazes.  What will happen to Robin? ",1,2,0,0.11539244651794434,0.818079948425293
1545,1545, Quinn said a word to Casey that made him feel a lot better. What will Quinn want to do next? ," Quinn's comment had a profound impact on Casey, leaving him feeling more optimistic.  What will Quinn want to do next? ",0,0,2,0.09672564268112183,0.7766350507736206
1546,1546, Sydney had to get ready for school so they put on their clothes. What does Sydney need to do before this? , Sydney prepared for the day ahead by putting on their attire.  What does Sydney need to do before this? ,2,2,2,0.1473534107208252,0.9794288873672485
1547,1547, Jesse was very hungry and fulfilled their needs with a visit to the fast food drive through. What will Jesse want to do next? , Jesse felt peckish and got their hunger fixed with a visit to the drive-through eatery.  What will Jesse want to do next? ,0,0,1,0.07564592361450195,0.6316641569137573
1548,1548, Carson took Lee's risk by going skydiving with him off of the plane. What will Lee want to do after? , Carson confidently took the risk with Lee and experienced the thrill of skydiving from the plane together.  What will Lee want to do after? ,1,1,0,0.11253201961517334,0.8479652404785156
1549,1549, Addison was performing in a play and threw a pie at the character. What will Addison want to do next? ," Addison, who was giving a captivating performance, unexpectedly hurled a pie at their character, eliciting laughter from the audience.  What will Addison want to do next? ",2,2,1,0.06933867931365967,0.6840527057647705
1550,1550, Jan lit a fire under the porch because she was just playing around. How would Others feel as a result? , Jan kindled a flame under the porch as part of a playful activity.  How would Others feel as a result? ,0,0,0,0.07737421989440918,0.6946269869804382
1551,1551, Casey thought too much time was being spent taking the case into account. What will Casey want to do next? ," The situation seemed to be dragging on longer than necessary, and Casey wondered if it was worth devoting so much energy to the case.  What will Casey want to do next? ",1,1,2,0.09429299831390381,0.8125185966491699
1552,1552, Tracy understood Casey's stance better after they had a long conversation together. What does Tracy need to do before this? ," Tracy found common ground with Casey through their meaningful dialogue, enabling them to see things from each other's point of view.  What does Tracy need to do before this? ",2,0,1,0.09060275554656982,0.7580881714820862
1553,1553, Quinn watched videos on friday night to have fun. What will Quinn want to do next? , Quinn engaged in video viewing activities on Friday night as a form of leisure.  What will Quinn want to do next? ,0,0,1,0.11314934492111206,0.7987380623817444
1554,1554, Kendall opened their microphone to speak but the microphone refused to work and Kendall just stood on stage. What will happen to Kendall? ," Kendall approached the mic to deliver their message, but it didn't cooperate, so they stood still and waited for assistance.  What will happen to Kendall? ",1,0,0,0.10153782367706299,0.681247353553772
1555,1555, Jordan wanted a place to live because she was kicked out of her home. How would Jordan feel afterwards? , Jordan desired a living space following their removal from their prior dwelling.  How would Jordan feel afterwards? ,0,0,0,0.09589463472366333,0.668952226638794
1556,1556, Addison invited Austin to join them to watch the movies. What will Addison want to do next? , Addison extended an invitation to Austin for a movie night.  What will Addison want to do next? ,1,1,1,0.10793310403823853,0.8463737964630127
1557,1557, Alex paid to get more information. How would Alex feel afterwards? , Alex purchased additional information.  How would Alex feel afterwards? ,0,1,0,0.10668623447418213,0.8707866668701172
1558,1558, Quinn rode a motorcycle too fast on the highway and ended up with a ticket. What will Quinn want to do next? , Quinn's risky decision to ride their motorcycle at high speeds on the highway resulted in a costly citation.  What will Quinn want to do next? ,1,2,2,0.11803573369979858,0.9482945799827576
1559,1559, Jordan shared their experience in the group therapy session for abuse survivors. How would Jordan feel afterwards? , Jordan opened up about their experiences in the group therapy session for abuse survivors.  How would Jordan feel afterwards? ,2,2,1,0.12520831823349,0.949360191822052
1560,1560, Bailey gave birth to Taylor but couldn't take care of them. What will happen to Taylor? ," Bailey gave rise to Taylor, yet was unable to tend to their needs.  What will happen to Taylor? ",2,2,1,0.11389017105102539,0.8248645663261414
1561,1561, Skylar starting crying while her and her dog played together for the last time. Why did Skylar do this? , Skylar experienced a range of emotions during her farewell playtime with her loyal companion.  Why did Skylar do this? ,1,2,1,0.09549951553344727,0.7567348480224609
1562,1562," After seeing what a mess Aubrey was, Robin changed her into clean clothes. How would you describe Robin? "," Robin noticed Aubrey's state of disarray and opted to give them a refresh, swapping out their grimy attire for crisp, clean clothes.  How would you describe Robin? ",0,0,0,0.10306441783905029,0.8288338780403137
1563,1563, Kai was in high school and was taking French as an elective. Kai learned French. Why did Kai do this? , Kai was enrolled in high school and decided to pursue French as an elective course. They gained fluency in the language.  Why did Kai do this? ,2,2,1,0.12332546710968018,0.9007823467254639
1564,1564, Skylar was able to ease their mind after receiving a good grade on the test. How would you describe Skylar? ," Skylar breathed a sigh of relief upon learning they had performed well on the test, confirming their confidence in their abilities.  How would you describe Skylar? ",0,0,2,0.07714331150054932,0.6020394563674927
1565,1565, Taylor filled Kai's mind because of the way he made her laugh and smile. What will Taylor want to do next? ," Taylor's antics left a lasting impression on Kai's psyche, eliciting spontaneous bursts of merriment and contentment.  What will Taylor want to do next? ",0,0,0,0.07794719934463501,0.6378414034843445
1566,1566," Alex and Dawn's children were running wild, so Alex stepped in took control of them. What will happen to the children? ", Alex intervened to restore discipline among their energetic offspring.  What will happen to the children? ,0,2,0,0.10765659809112549,0.7328552603721619
1567,1567, Jan used Robin's approach on how to do well in a job interview. What will Jan want to do next? , Jan leveraged Robin's insights to perform well in their job interview.  What will Jan want to do next? ,0,0,1,0.09908372163772583,0.8060418367385864
1568,1568, Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter. How would Jenny feel as a result? ," Jenny became intrigued by Quinn's account of his leg injury in his book, and she wanted to learn more about what had happened to him during his travels.  How would Jenny feel as a result? ",0,0,0,0.09166550636291504,0.8237694501876831
1569,1569, Remy gave the board Casey's interpretation of the facts about the case they had accepted. How would Casey feel as a result? , Remy provided the board with Casey's analysis of the case information that had been previously agreed upon.  How would Casey feel as a result? ,1,2,2,0.10368978977203369,0.9400190114974976
1570,1570, Taylor was telling Kai a story. They filled Kai's mind with ideas. What will happen to Kai? ," Taylor imparted a captivating narrative to Kai, which seeded their mind with vibrant concepts and original perspectives.  What will happen to Kai? ",2,2,2,0.11672312021255493,0.7313810586929321
1571,1571, Jordan wanted to be the best student so she told her classmates the incorrect answers for the test and Jordan affected the children's grades. Why did Jordan do this? ," Jordan, driven to excel academically, accidentally or intentionally provided inaccurate information to their classmates, impacting everyone's grades.  Why did Jordan do this? ",2,1,1,0.06724655628204346,0.6790264844894409
1572,1572, Kendall went home with Jan's friends after the movie was over. How would you describe Kendall? , Kendall left the cinema with Jan's acquaintances to continue socializing elsewhere.  How would you describe Kendall? ,0,0,0,0.1518993377685547,0.8623393774032593
1573,1573, Kendall drank everyday until their friends mentioned it was becoming a problem. What will Kendall want to do next? , Kendall regularly imbibed alcoholic beverages until peers brought up the issue of excessive consumption.  What will Kendall want to do next? ,1,1,1,0.08067190647125244,0.7208893895149231
1574,1574," Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson. What will Carson want to do next? "," The dynamic between Aubrey and Carson was fraught with tension, as Aubrey failed to contribute to household upkeep, leaving Carson exasperated.  What will Carson want to do next? ",1,1,1,0.0728003978729248,0.7140963077545166
1575,1575," Bailey's family was in a car accident, but Bailey was at their friend's house. What will happen to Bailey? "," Bailey's family experienced a vehicular mishap, while Bailey was elsewhere, enjoying time with their companion.  What will happen to Bailey? ",1,1,1,0.10792279243469238,0.7617725133895874
1576,1576, Alex made their escape to Mexico to relax and enjoy the sights. What does Alex need to do before this? ," Alex headed south of the border to Mexico for a rejuvenating vacation, taking in the stunning landscapes and local attractions.  What does Alex need to do before this? ",1,1,1,0.07077866792678833,0.6057669520378113
1577,1577, Aubrey was giving a speech and their talking sounded good to others. Why did Aubrey do this? ," Aubrey's oratory skills won over the crowd, leaving a lasting impression on those who heard their speech.  Why did Aubrey do this? ",2,2,2,0.10750418901443481,0.8014993667602539
1578,1578," Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital. How would Jan feel afterwards? "," Jan noticed the snow-covered view outside her window as she experienced the onset of labor pains, which led to the delivery of her newborn daughter at the hospital later that day.  How would Jan feel afterwards? ",1,1,0,0.07508158683776855,0.8548199534416199
1579,1579," Kai gave Sydney a push in the right direction, and soon Sydney has a successful career. How would Kai feel afterwards? "," Kai offered Sydney some helpful insights and support, leading to a significant boost in their professional journey.  How would Kai feel afterwards? ",1,1,1,0.09509861469268799,0.7102037668228149
1580,1580, Alex rendered Sasha service and got the job done in a few hours. What will happen to Sasha? ," Alex delivered a high level of service to Sasha, resulting in a swift resolution of the project.  What will happen to Sasha? ",2,0,1,0.12246173620223999,0.8251156806945801
1581,1581, lee worked hard but in the end he succumbed to cancer. What will Lee want to do next? ," Lee struggled courageously against cancer, but it proved to be an insurmountable foe. His untimely passing is a sobering reminder of the fragility of human life.  What will Lee want to do next? ",0,0,2,0.05315452814102173,0.5291428565979004
1582,1582, Taylor gave roses to her friend after her friends Grandmother Rose passed away. She also gave her a card and a big hug. What did Taylor do? ," Taylor bestowed beautiful roses upon her companion as a token of support after the demise of their grandmother Rose. Additionally, they exchanged a heartfelt card and shared a warm embrace.  What did Taylor do? ",2,2,2,0.06180381774902344,0.6209549903869629
1583,1583, Jan decided to go out so she called up Quinn's friends to hang out together. How would Quinn feel as a result? ," Jan was looking for something exciting to do, so they called up Quinn's group of friends to see if anyone was free to hang out together.  How would Quinn feel as a result? ",1,0,2,0.08115077018737793,0.7234847545623779
1584,1584," alex heard the funniest joke he has ever heard, so he knocked on wood. What will Alex want to do next? "," Alex experienced an uncontrollable fit of laughter after hearing an incredibly amusing joke, leading them to perform a superstitious gesture to prevent any negative consequences.  What will Alex want to do next? ",1,1,1,0.03728741407394409,0.4948872923851013
1585,1585, jordan wanted to treat his son so he took him to the shoe store. What will Others want to do next? ," Jordan desired to shower his offspring with affection, and what better way than to take them to the shoe store to select some fresh footwear?  What will Others want to do next? ",0,0,0,0.0636032223701477,0.6115859746932983
1586,1586, Alex grabbed both of their girlfriend's breast when they were having sex for the first time. What will happen to his girlfriend? , Alex grabbed both of their girlfriend's breast when they were having sex for the first time.   What will happen to his girlfriend? ,1,1,2,0.14216530323028564,0.957252025604248
1587,1587, The surprise party was a success solely because he Casey planned everything. Why did Casey do this? , The event exceeded expectations due to Casey's diligent organizational skills.  Why did Casey do this? ,2,2,2,0.1054118275642395,0.8962484002113342
1588,1588, Jan enjoys working out and staying fit. Jan woke up the morning of the party and decided to get a quick workout in. What will Jan want to do next? ," Jan values their physical health and prioritizes exercise in their daily routine. On the morning of the party, they chose to start the day with a refreshing workout to boost their energy levels and feel confident throughout the celebration.  What will Jan want to do next? ",2,2,2,0.05139225721359253,0.626654326915741
1589,1589, Casey stated Addison's case when she talked to the judge in his chambers. What will happen to Casey? , Casey brought attention to the details of Addison's situation during their conversation in the judge's private space.  What will happen to Casey? ,1,2,1,0.10785657167434692,0.8428940773010254
1590,1590, Quinn got a brand new sports car and showed it off to Casey's friends. What will Quinn want to do next? ," Quinn unveiled their sparkling new sports car to Casey's acquaintances, eliciting oohs and ahhs from the crowd.  What will Quinn want to do next? ",0,0,0,0.08467358350753784,0.6932056546211243
1591,1591," Quinn wished her puppy were more playful, but she enjoyed her anyway. What will happen to Others? "," Quinn yearned for her canine companion to be more boisterous, yet she relished their quiet moments together.  What will happen to Others? ",2,2,2,0.07944309711456299,0.6790751218795776
1592,1592, Sasha helped Jordan. What will Sasha want to do next? , Sasha contributed to Jordan's success by providing vital resources and expertise.  What will Sasha want to do next? ,2,2,2,0.07843655347824097,0.6320396661758423
1593,1593, Lee sold things belonging to her mom without her permission. How would Lee feel afterwards? , Lee transmitted her mother's assets to another party without obtaining her consent.  How would Lee feel afterwards? ,0,0,1,0.08163464069366455,0.7113516330718994
1594,1594, Kai updated their resume when there was an opportunity for promotion. How would you describe Kai? , Kai polished their resume to maximize chances of career growth.  How would you describe Kai? ,1,1,1,0.12848711013793945,0.7831771373748779
1595,1595, The neighbors dogs barked all night and kept Riley up so Riley told Austin's landlord. Why did Riley do this? ," The noisy dogs next door prevented Riley from getting a good night's sleep, and as a result, they reached out to Austin's landlord to request a solution.  Why did Riley do this? ",2,2,1,0.07805776596069336,0.8745269179344177
1596,1596, Sasha gave her dog some pills after the vet said that the dog needed to be dewormed. How would Others feel as a result? , Sasha provided their canine companion with a medicinal supplement as per the veterinarian's instructions to address any potential parasitic issues.  How would Others feel as a result? ,0,0,0,0.044417738914489746,0.6701093912124634
1597,1597, Riley talked to their friends at the party and had a good time. How would Riley feel as a result? , Riley interacted with their social circle at the party and enjoyed themselves.  How would Riley feel as a result? ,2,2,0,0.09295034408569336,0.7466222047805786
1598,1598, Carson dug around in the bag and ate Bailey's candy once he had found the stash of it. How would you describe Carson? , The individual (Carson) explored the container (bag) and consumed the sugary treat (Bailey's candy) after locating it.  How would you describe Carson? ,2,1,1,0.10440188646316528,0.8625251054763794
1599,1599, Bailey passed Jesse an examination booklet and they both grabbed their pencils and waited for the go ahead to start the test. What will Jesse want to do next? ," Bailey shared the examination booklets with Jesse and me, and we both prepared our pencils for the upcoming test.  What will Jesse want to do next? ",0,0,0,0.07332783937454224,0.6617856025695801
1600,1600, Carson was out a new friend's house without his other friends. How would the other friends feel as a result? ," Carson visited a new acquaintance's abode solo, leaving his familiar posse behind.  How would the other friends feel as a result? ",1,1,0,0.07684296369552612,0.6174042820930481
1601,1601, Carson took lives of chickens for a living on the farm. How would Others feel as a result? ," Carson's occupation involved the daily care and maintenance of chickens, resulting in a steady supply of fresh produce and eggs for the farm.  How would Others feel as a result? ",1,0,0,0.05288076400756836,0.5415176749229431
1602,1602, Lee saved Kai's car from destruction by grabbing the steering wheel when Kai stopped paying attention to the road. Why did Lee do this? ," Lee proactively took action to prevent an unfortunate incident by grasping the steering wheel, averting a possible disaster for Kai's vehicle.  Why did Lee do this? ",0,0,0,0.08811157941818237,0.7879684567451477
1603,1603, Taylor attended their father's funeral after he passed away from cancer. What does Taylor need to do before this? , Taylor participated in the farewell ceremony for their parent who had fought a courageous fight against cancer.  What does Taylor need to do before this? ,0,2,2,0.07389658689498901,0.5983364582061768
1604,1604, Sasha protected the patient's information even though the parents yelled at her. What will happen to Sasha? ," As the situation escalated with the parents becoming increasingly hostile, Sasha remained steadfast in her commitment to safeguarding the patient's sensitive information.  What will happen to Sasha? ",1,0,0,0.05052006244659424,0.5566329956054688
1605,1605, Quinn realized their dog ran away in the middle of the night and cried their eyes out. What does Quinn do this? ," Quinn was left feeling distraught after realizing that their dog had disappeared without a trace in the middle of the night, and they struggled to come to terms with the fact that they might never see their furry companion again.  What does Quinn do this? ",2,2,2,0.0608440637588501,0.6461678743362427
1606,1606," Taylor made the assumption based on his experience. however, this time it wasn't the right assumption. How would Taylor feel afterwards? "," Taylor formulated a hypothesis grounded in previous experiences, but the current scenario defied his assumptions.  How would Taylor feel afterwards? ",0,2,0,0.07926756143569946,0.6290267109870911
1607,1607, Bailey asked Jesse to give her an exam. How would Bailey feel afterwards? , Bailey requested Jesse's assistance in completing an exam.  How would Bailey feel afterwards? ,2,2,2,0.09936314821243286,0.8277106285095215
1608,1608, Jesse set Robin's sock on fire at the wild alcohol party. How would Robin feel as a result? , Jesse incited a fiery spectacle with Robin's sock at the untamed drinking affair.  How would Robin feel as a result? ,1,1,2,0.08489030599594116,0.8178402185440063
1609,1609, Addison wanted breakfast in the morning so they ate cereal. What does Addison need to do before this? ," Addison had a hankering for something satisfying in the morning, so they opted for a hearty bowl of cereal to kick off their day.  What does Addison need to do before this? ",1,2,1,0.08456224203109741,0.7316931486129761
1610,1610, Alex spent a lot of time thinking about the things he did wrong. What does Alex need to do before this? , Alex pondered their actions and thought about what could have been done better.  What does Alex need to do before this? ,1,2,1,0.10751670598983765,0.774993360042572
1611,1611," Robin bought Addison a watch for his birthday and after he unwrapped it, Robin helped put the watch on Addison's wrist. Why did Robin do this? "," Robin presented Addison with a stylish timekeeping device as a birthday present, and then assisted in securing it snugly around their wrist.  Why did Robin do this? ",1,1,1,0.07581931352615356,0.7895059585571289
1612,1612, Bailey told Aubrey she saw her cheat on the history test. Why did Bailey do this? , Bailey revealed to Aubrey that they had observed suspicious activity regarding the history test.  Why did Bailey do this? ,1,1,1,0.12541037797927856,0.9532095789909363
1613,1613, Skylar was upset with Taylor so they asked Taylor to go. What will Taylor want to do next? ," Skylar was upset with Taylor, so they requested that Taylor leave the premises.  What will Taylor want to do next? ",1,0,1,0.11225742101669312,0.9313127398490906
1614,1614, Tracy took Sydney to school 4 hours after the bell rang the students in. How would Tracy feel afterwards? ," Tracy delivered Sydney to the school grounds approximately four hours after the morning bell, granting the pupils a generous amount of time to prepare for their day.  How would Tracy feel afterwards? ",0,0,1,0.08135181665420532,0.816093385219574
1615,1615, Bailey was Jesse's driving instructor. What will Bailey want to do next? ," Bailey played a key role in Jesse's driving education, providing expert guidance and support.  What will Bailey want to do next? ",1,1,2,0.10419011116027832,0.8049090504646301
1616,1616, Riley began to hurt after her medical operation. What will Riley want to do next? , Riley experienced post-operative distress after their surgery.  What will Riley want to do next? ,2,2,2,0.07829385995864868,0.7092248797416687
1617,1617, Carson kissed Alex gently and asked if she wanted to dance at the club. What will Alex want to do next? , Carson gave Alex a sweet peck on the cheek and extended an invitation to boogie down at the club.  What will Alex want to do next? ,2,2,0,0.08820521831512451,0.6840125322341919
1618,1618, Aubrey kept their friends up at night with their music. What will happen to the friends? ," Aubrey's soundtrack kept everyone wide awake, with its infectious beats and catchy lyrics.  What will happen to the friends? ",2,2,0,0.12770628929138184,0.7343254089355469
1619,1619, Robin went with Jan's friends to school and was unaware Jan was planning a surprise party for later. What will Jan want to do next? ," Robin went with Jan's social circle to school, oblivious to Jan's surprise party preparations.  What will Jan want to do next? ",0,2,2,0.1128695011138916,0.9250123500823975
